Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule,SUPERVISOR__reason,CONFL_FLAG__RSI__30___CVD_falling
AVNTUSDT,Buy,44,0.35645,0.35901644,0.3457565,Bullish,2025-09-10T23:52:10.571336+00:00,2025-09-11T05:22:10.571336+05:30,Success,1,1.0,,5.04%,59.61900843305253,0.0008821517733057505,-0.0016588108746031004,0.0025409626479088506,0.35617040405487826,0.3417225,0.3272745959451217,1.0096760036632206,165.93190281798533,10.0,0.0,3.0,0.3480259710652152,0.008341190468919084,0.35050218749999995,0.002368593749999981,0.6757714600568595,,2.6249062490501847,,rising,12985865.0,8.0,16.31107912917796,15.0,0.0,0.0,5.0,1.0096760036632206,59.61900843305253,165.93190281798533,0.0025409626479088506,0.008341190468919084,0.35050218749999995,,2.6249062490501847,,0.0,3.0,rising,12985865.0,0.002368593749999981,0.6757714600568595,5.040000000000006,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,,
NAORISUSDT,Strong Buy,67,0.09007,0.0907185,0.0873679,Bullish,2025-09-10T23:52:14.118671+00:00,2025-09-11T05:22:14.118671+05:30,Fail,1,,1.0,5.04%,77.68662408944364,0.003500766506538605,0.002075466843414114,0.0014252996631244912,0.08852073158361008,0.07818499999999999,0.0678492684163899,1.074947206390628,206.87143916551588,10.0,3.0,0.0,0.07695082594113445,0.003549272393836514,0.0838378125,0.0016445312499999976,1.9615626898662193,,33.209079306070564,,rising,235375598.0,8.0,18.637804067783094,15.0,5.0,0.0,5.0,1.074947206390628,77.68662408944364,206.87143916551588,0.0014252996631244912,0.003549272393836514,0.0838378125,,33.209079306070564,,3.0,0.0,rising,235375598.0,0.0016445312499999976,1.9615626898662193,5.039999999999955,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,67,52.0,60.0,0.0016445312499999976,1.9615626898662193,True,60.0,67.0,0.8031503389819243,1.9615626898662193,False,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),,
HYPEUSDT,Buy,40,55.414,55.8129808,53.75158,Bullish,2025-09-10T23:52:15.879404+00:00,2025-09-11T05:22:15.879404+05:30,Success,17,17.0,,5.04%,49.89159525917921,0.06168859816883554,0.11554452801663036,-0.05385592984779482,55.98137184094038,55.550599999999996,55.11982815905961,0.3414473892933757,-85.71615093354376,10.0,3.0,0.0,55.26372733651674,0.2385569974521247,55.380421875,-0.09587499999999238,-0.17312074692459606,,6.691430110422544,,falling,-57295.479999999996,6.0,4.0,15.0,10.0,0.0,5.0,0.3414473892933757,49.89159525917921,-85.71615093354376,-0.05385592984779482,0.2385569974521247,55.380421875,,6.691430110422544,,3.0,0.0,falling,-57295.479999999996,-0.09587499999999238,-0.17312074692459606,5.03999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
FARTCOINUSDT,Buy,44,0.8797,0.88603384,0.853309,Bullish,2025-09-10T23:52:22.069653+00:00,2025-09-11T05:22:22.069653+05:30,Success,29,29.0,,5.04%,56.28549110217705,0.000701093977326539,0.000608148218104579,9.294575922196003e-05,0.8806718201720182,0.877205,0.8737381798279819,0.8598398353825772,93.79128137384888,10.0,3.0,0.0,0.8763380249862757,0.0031004370970585493,0.87759375,-0.00012343749999998987,-0.01406544884805639,,6.61186818365231,,falling,-929152.2999999997,4.0,9.719478625592291,15.0,10.0,0.0,5.0,0.8598398353825772,56.28549110217705,93.79128137384888,9.294575922196003e-05,0.0031004370970585493,0.87759375,,6.61186818365231,,3.0,0.0,falling,-929152.2999999997,-0.00012343749999998987,-0.01406544884805639,5.040000000000028,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.28}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,,
LTCUSDT,Buy,58,117.37,118.215064,113.8489,Bullish,2025-09-10T23:52:23.835696+00:00,2025-09-11T05:22:23.835696+05:30,Inconclusive,600,,,5.04%,75.54523756252209,0.36780470337140514,0.2910927367495655,0.07671196662183966,117.41696251887758,116.5655,115.71403748112242,0.972422439134793,149.74438620332893,10.0,3.0,0.0,116.17681624651532,0.22113537974662426,117.16328125,0.16687500000000455,0.14242943541665665,,44.88820460224455,,rising,65502.75500000001,8.0,17.32561122075382,15.0,5.0,0.0,5.0,0.972422439134793,75.54523756252209,149.74438620332893,0.07671196662183966,0.22113537974662426,117.16328125,,44.88820460224455,,3.0,0.0,rising,65502.75500000001,0.16687500000000455,0.14242943541665665,5.039999999999962,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,58,50.0,58.0,0.16687500000000455,0.14242943541665665,False,,,0.6938009350628183,0.14242943541665665,False,,conditions_not_met,
OMNIUSDT,Buy,41,3.739,3.7659208,3.62683,Bullish,2025-09-10T23:52:29.154683+00:00,2025-09-11T05:22:29.154683+05:30,Success,8,8.0,,5.04%,63.10710277967501,0.011305846866849212,0.007916380768707824,0.003389466098141388,3.7479824524747096,3.7060000000000004,3.664017547525291,0.8930213464765917,133.39003472960388,10.0,3.0,0.0,3.7008345017260234,0.020824834238523948,3.725703125,0.0002968749999996412,0.0079682945752593,,16.385197012144847,,rising,406673.9699999999,8.0,7.906258528815025,15.0,5.0,0.0,5.0,0.8930213464765917,63.10710277967501,133.39003472960388,0.003389466098141388,0.020824834238523948,3.725703125,,16.385197012144847,,3.0,0.0,rising,406673.9699999999,0.0002968749999996412,0.0079682945752593,5.040000000000015,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.09}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
OGUSDT,Buy,59,23.54,23.709488,22.8338,Bullish,2025-09-10T23:52:42.430646+00:00,2025-09-11T05:22:42.430646+05:30,Success,42,42.0,,5.04%,27.98068662942572,-0.19226322418434094,-0.132655324104774,-0.059607900079566956,24.763643395626506,24.0797,23.395756604373492,0.10544980516580393,-130.36398247746743,10.0,3.0,0.0,24.091131603257494,0.17797915965948236,23.643812499999996,-0.024750000000000938,-0.10467854962054424,,-30.88571131916982,,falling,-109125.2,24.0,0.0,8.0,10.0,12.0,5.0,0.10544980516580393,27.98068662942572,-130.36398247746743,-0.059607900079566956,0.17797915965948236,23.643812499999996,,-30.88571131916982,,3.0,0.0,falling,-109125.2,-0.024750000000000938,-0.10467854962054424,5.040000000000036,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,59,,,-0.024750000000000938,-0.10467854962054424,,,,,,,,,1.0
1000SHIBUSDT,Buy,40,0.013054,0.01314799,0.01266238,Bullish,2025-09-10T23:52:53.000423+00:00,2025-09-11T05:22:53.000423+05:30,Success,213,213.0,,5.04%,64.49442619904409,1.4122636003567612e-05,1.1874374083360871e-05,2.2482619202067413e-06,0.013054738137264208,0.013019449999999998,0.012984161862735788,0.9895412832550183,182.06024296888054,10.0,3.0,0.0,0.013003806875571226,1.9716766608471336e-05,0.0130266875,9.375000000009376e-07,0.007196764334762292,,19.823012442065437,,rising,139969705.0,8.0,6.736670122259222,15.0,5.0,0.0,5.0,0.9895412832550183,64.49442619904409,182.06024296888054,2.2482619202067413e-06,1.9716766608471336e-05,0.0130266875,,19.823012442065437,,3.0,0.0,rising,139969705.0,9.375000000009376e-07,0.007196764334762292,5.039999999999999,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.26}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
ETHFIUSDT,Buy,46,1.307,1.3164104,1.26779,Bullish,2025-09-10T23:52:53.878196+00:00,2025-09-11T05:22:53.878196+05:30,Success,55,55.0,,5.04%,71.69700225928847,0.005614446530310957,0.004943109199436462,0.0006713373308744946,1.3071764870041938,1.2949199999999998,1.282663512995806,0.9928002614397818,142.4802110817938,10.0,3.0,0.0,1.2879980881119664,0.004516775901834329,1.3028265625,0.0012750000000001371,0.09786413914938408,,35.712405379864464,,rising,756572.2999999999,8.0,12.56716744225555,15.0,5.0,0.0,5.0,0.9928002614397818,71.69700225928847,142.4802110817938,0.0006713373308744946,0.004516775901834329,1.3028265625,,35.712405379864464,,3.0,0.0,rising,756572.2999999999,0.0012750000000001371,0.09786413914938408,5.039999999999963,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.43}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,,
HBARUSDT,Buy,40,0.23374,0.23542293,0.2267278,Bullish,2025-09-10T23:52:57.430257+00:00,2025-09-11T05:22:57.430257+05:30,Success,37,37.0,,5.04%,61.39452666758436,0.00028792797339668996,0.00023745965232199,5.046832107469997e-05,0.23399872709056244,0.23312150000000004,0.23224427290943764,0.8525312924407292,120.58937572702405,10.0,3.0,0.0,0.23285322359869576,0.0004280726132102632,0.23371437499999997,9.265624999998945e-05,0.03964507959768818,,19.045990556768043,,rising,3395554.0,8.0,6.8295192647558025,15.0,5.0,0.0,5.0,0.8525312924407292,61.39452666758436,120.58937572702405,5.046832107469997e-05,0.0004280726132102632,0.23371437499999997,,19.045990556768043,,3.0,0.0,rising,3395554.0,9.265624999998945e-05,0.03964507959768818,5.040000000000001,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.17}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
