Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,would_be_strong_if,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,note,IND__rsi5m,IND__macd5m_histogram,IND__boll5m_upper,IND__boll5m_middle,IND__boll5m_lower,IND__boll5m_percent_b,IND__cci5m,IND__marketTrend,IND__volProfile_bullish_score,IND__volProfile_bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m_trend,IND__cvd5m_value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__estimated_profit_margin_pct,CONFLUENCE_FLAGS,WBS_missing_points,WBS_top_missing_1,WBS_top_missing_2,WBS_top_missing_3,FLAG__RSI_30_CVD_falling
ETHUSDT,Buy,42,4282.01,4312.840472,4247.75392,Bullish,2025-09-07T00:56:59.528304+00:00,2025-09-07T06:26:59.528304+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.92}]}",Inconclusive,300,,,5.04%,,57.80364486141003,0.9138958381402891,4285.582088078366,4276.677000000001,4267.771911921635,0.7994355560028693,105.63701595617815,10.0,3.0,0.0,4275.291148662191,4.320302194245013,4279.23859375,,10.648508693363684,,rising,4.510000000000218,8.0,9.076843963504245,15.0,5.0,0.0,5.0,0.7994355560028693,57.80364486141003,105.63701595617815,0.9138958381402891,4.320302194245013,4279.23859375,,10.648508693363684,,3.0,0.0,,5.039999999999941,,23,base_score,confluence_bonus,momentum_score,0
BTCUSDT,Buy,49,110308.1,111102.31832,109425.6352,Bullish,2025-09-07T00:57:00.428952+00:00,2025-09-07T06:27:00.428952+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",Inconclusive,300,,,5.04%,,70.53409035304259,9.869677151370631,110277.83148041373,110196.63,110115.42851958628,1.1863791117603488,245.02287223762582,10.0,3.0,0.0,110166.94485262003,34.7111122616045,110223.6109375,,21.416032552297818,,rising,181.40000000000873,8.0,15.824104334303055,15.0,5.0,0.0,5.0,1.1863791117603488,70.53409035304259,245.02287223762582,9.869677151370631,34.7111122616045,110223.6109375,,21.416032552297818,,3.0,0.0,,5.039999999999999,,16,base_score,confluence_bonus,volume_score,0
SOLUSDT,Buy,44,201.09,202.537848,199.48128,Bullish,2025-09-07T00:57:02.644196+00:00,2025-09-07T06:27:02.644196+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.56}]}",Success,48,48.0,,5.04%,,63.646839292474205,0.07501943911658943,201.22459198139484,200.553,199.88140801860516,0.8997963159749928,134.41109565140084,10.0,3.0,0.0,200.51426774530188,0.24212283218720704,200.92421875,,15.130276134461088,,rising,0.46999999999999886,8.0,11.43616999080055,15.0,5.0,0.0,5.0,0.8997963159749928,63.646839292474205,134.41109565140084,0.07501943911658943,0.24212283218720704,200.92421875,,15.130276134461088,,3.0,0.0,,5.039999999999976,,21,base_score,confluence_bonus,momentum_score,0
WLFIUSDT,Buy,42,0.2224,0.2259584,0.21861718,Bullish,2025-09-07T00:57:03.743444+00:00,2025-09-07T06:27:03.743444+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.52}]}",Fail,7,,7.0,11.20%,,70.65082426475799,0.00047985506079868895,0.22149100600948765,0.21702000000000005,0.21254899399051244,1.1016543020277119,279.9450771343205,10.0,3.0,0.0,0.21443693851433293,0.0021015647862936268,0.21647031250000004,,23.22803834910991,,rising,0.007299999999999973,8.0,9.479974509603087,15.0,5.0,0.0,5.0,1.1016543020277119,70.65082426475799,279.9450771343205,0.00047985506079868895,0.0021015647862936268,0.21647031250000004,,23.22803834910991,,3.0,0.0,,11.199999999999966,,23,base_score,confluence_bonus,momentum_score,0
SOMIUSDT,Buy,49,0.9828,0.9985248,0.963144,Bullish,2025-09-07T00:57:04.867990+00:00,2025-09-07T06:27:04.867990+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Success,2,2.0,,11.20%,,37.07709464012015,-0.013235914541698934,1.1206467320491327,1.05365,0.9866532679508673,-0.028757133616916092,-203.97248416928554,10.0,3.0,0.0,1.0161069271859353,0.03215331994568481,1.06258125,,-3.4837112996760595,,falling,-0.0837,26.0,0.0,8.0,10.0,0.0,5.0,-0.028757133616916092,37.07709464012015,-203.97248416928554,-0.013235914541698934,0.03215331994568481,1.06258125,,-3.4837112996760595,,3.0,0.0,,11.199999999999989,,16,confluence_bonus,momentum_score,base_score,0
MUSDT,Buy,49,1.8285,1.857756,1.79606956,Bullish,2025-09-07T00:57:07.993748+00:00,2025-09-07T06:27:07.993748+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",Success,8,8.0,,11.20%,,61.98581573974089,0.005591052631481188,1.8247903586088043,1.7890599999999999,1.7533296413911954,1.0519116171182448,191.38640629574232,10.0,3.0,0.0,1.7986287788217061,0.018016911164594748,1.8088671874999998,,5.13023747597924,,rising,0.025800000000000045,8.0,16.447739622496314,15.0,5.0,0.0,5.0,1.0519116171182448,61.98581573974089,191.38640629574232,0.005591052631481188,0.018016911164594748,1.8088671874999998,,5.13023747597924,,3.0,0.0,,11.199999999999982,,16,base_score,confluence_bonus,volume_score,0
PTBUSDT,Buy,43,0.05037,0.05117592,0.0493626,Bullish,2025-09-07T00:57:13.081239+00:00,2025-09-07T06:27:13.081239+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",Success,9,9.0,,11.20%,,68.26251225300693,0.0002966057947211026,0.04999236657871885,0.04847,0.04694763342128115,1.1240284129197546,266.30732794325064,10.0,0.0,3.0,0.04896890494702468,0.0006685233543269896,0.049035156249999996,,13.763023664146685,,rising,0.0025299999999999975,8.0,14.648153168071115,15.0,0.0,0.0,5.0,1.1240284129197546,68.26251225300693,266.30732794325064,0.0002966057947211026,0.0006685233543269896,0.049035156249999996,,13.763023664146685,,0.0,3.0,,11.200000000000022,,22,base_score,confluence_bonus,volume_score,0
PUMPUSDT,Sell,40,0.004487,0.00443923,0.00453477,Bullish,2025-09-07T00:57:14.172851+00:00,2025-09-07T06:27:14.172851+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",Success,3,3.0,,7.45%,,38.977566832543886,-6.579072284830231e-06,0.004601706771900201,0.0045384,0.004475093228099798,0.09404027043877516,-152.11051419800293,10.0,0.0,3.0,0.0045406870350099,2.6540859713181928e-05,0.004572187500000001,,-1.1408113255689716,,falling,-1.2000000000000725e-05,8.0,14.949232110122763,7.0,5.0,0.0,5.0,0.09404027043877516,38.977566832543886,-152.11051419800293,-6.579072284830231e-06,2.6540859713181928e-05,0.004572187500000001,,-1.1408113255689716,,0.0,3.0,,7.452971526322577,,25,base_score,confluence_bonus,trend_score,0
PYTHUSDT,Buy,48,0.16406,0.16597665,0.16214335,Bullish,2025-09-07T00:57:16.145525+00:00,2025-09-07T06:27:16.145525+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}]}",Success,22,22.0,,8.18%,,29.379183092006045,-0.00018270583826333875,0.17139227090918438,0.166715,0.16203772909081562,0.21618064769494297,-83.87058308123412,10.0,0.0,3.0,0.1678684966914235,0.0010648068570023308,0.1628090625,,-36.62745265160313,,falling,-0.00491999999999998,18.0,0.0,8.0,5.0,12.0,5.0,0.21618064769494297,29.379183092006045,-83.87058308123412,-0.00018270583826333875,0.0010648068570023308,0.1628090625,,-36.62745265160313,,0.0,3.0,,8.177841276502072,RSI<=30 & CVD_falling,17,base_score,momentum_score,confluence_bonus,1
TRXUSDT,Buy,41,0.31824,0.32168091,0.31479909,Bullish,2025-09-07T00:57:17.239653+00:00,2025-09-07T06:27:17.239653+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",Success,68,68.0,,7.57%,,64.45651135193118,0.0007052171327880443,0.318155443276917,0.31439249999999996,0.3106295567230829,1.0112354501331033,216.2490221994483,10.0,0.0,3.0,0.3154044275044453,0.0019116161713186482,0.3146028125,,12.954549960689143,,rising,0.007460000000000022,8.0,12.853875291941016,15.0,0.0,0.0,5.0,1.0112354501331033,64.45651135193118,216.2490221994483,0.0007052171327880443,0.0019116161713186482,0.3146028125,,12.954549960689143,,0.0,3.0,,7.568616062913228,,24,base_score,confluence_bonus,volume_score,0
SUIUSDT,Buy,40,3.3481,3.37220632,3.3213152,Bullish,2025-09-07T00:57:21.651890+00:00,2025-09-07T06:27:21.651890+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.7}]}",Success,52,52.0,,5.04%,,65.36995704007953,0.000598075830685255,3.3494011353180984,3.3398600000000003,3.330318864681902,0.9318144395442006,136.97423475005002,10.0,3.0,0.0,3.3341654363822664,0.004355437120688659,3.344825,,26.153736416440182,,rising,0.018400000000000194,8.0,7.295609496522031,15.0,5.0,0.0,5.0,0.9318144395442006,65.36995704007953,136.97423475005002,0.000598075830685255,0.004355437120688659,3.344825,,26.153736416440182,,3.0,0.0,,5.040000000000003,,25,base_score,confluence_bonus,momentum_score,0
1000PEPEUSDT,Buy,40,0.0096703,0.00973993,0.00959294,Bullish,2025-09-07T00:57:22.741148+00:00,2025-09-07T06:27:22.741148+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.74}]}",Success,49,49.0,,5.04%,,59.155325174114125,1.8570614240748068e-06,0.009677851881587493,0.0096539,0.009629948118412507,0.842353061910657,129.8758499187923,10.0,3.0,0.0,0.009642720444751406,1.3652748480717967e-05,0.0096575953125,,11.81684344504785,,rising,3.479999999999976e-05,8.0,7.264505622493644,15.0,5.0,0.0,5.0,0.842353061910657,59.155325174114125,129.8758499187923,1.8570614240748068e-06,1.3652748480717967e-05,0.0096575953125,,11.81684344504785,,3.0,0.0,,5.040000000000059,,25,base_score,confluence_bonus,momentum_score,0
HYPEUSDT,Sell,42,46.664,46.3280192,47.037312,Bullish,2025-09-07T00:57:27.847745+00:00,2025-09-07T06:27:27.847745+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""trend_score"", ""gap"": 15.0}]}",Fail,79,,79.0,5.04%,,72.74147191078056,0.03941305458978478,46.62598037690716,46.29455,45.963119623092844,1.0573568775554536,203.50312256049878,10.0,0.0,3.0,46.192393509807225,0.10375971894787042,46.47784375,,28.41458041811975,,rising,0.46300000000000097,32.0,0.0,0.0,5.0,0.0,5.0,1.0573568775554536,72.74147191078056,203.50312256049878,0.03941305458978478,0.10375971894787042,46.47784375,,28.41458041811975,,0.0,3.0,,5.040000000000023,,23,confluence_bonus,momentum_score,trend_score,0
LTCUSDT,Buy,42,112.43,113.239496,111.53056,Bullish,2025-09-07T00:57:32.942041+00:00,2025-09-07T06:27:32.942041+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.35}]}",Success,295,295.0,,5.04%,,65.95985715942541,0.02147521364584859,112.5175702541451,112.2145,111.9114297458549,0.855528127641377,122.0270764727499,10.0,3.0,0.0,112.07496046403796,0.1109115393551183,112.40140625000001,,27.066070481436327,,rising,0.6800000000000068,8.0,8.646992824165338,15.0,5.0,0.0,5.0,0.855528127641377,65.95985715942541,122.0270764727499,0.02147521364584859,0.1109115393551183,112.40140625000001,,27.066070481436327,,3.0,0.0,,5.039999999999973,,23,base_score,confluence_bonus,momentum_score,0
FARTCOINUSDT,Buy,43,0.7346,0.73988912,0.7287232,Bullish,2025-09-07T00:57:34.061247+00:00,2025-09-07T06:27:34.061247+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.5}]}",Success,277,277.0,,5.04%,,57.8114015241252,0.00040438513645733875,0.7355492234570147,0.732775,0.7300007765429852,0.8289208725031681,127.48835239305576,10.0,3.0,0.0,0.7331261810482429,0.0014939752365600173,0.7337953125,,6.605116204527735,,rising,0.0023000000000000798,8.0,10.496254447512218,15.0,5.0,0.0,5.0,0.8289208725031681,57.8114015241252,127.48835239305576,0.00040438513645733875,0.0014939752365600173,0.7337953125,,6.605116204527735,,3.0,0.0,,5.040000000000034,,22,base_score,confluence_bonus,momentum_score,0
AAVEUSDT,Buy,47,299.92,302.079424,297.52064,Bullish,2025-09-07T00:57:38.920590+00:00,2025-09-07T06:27:38.920590+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.24}]}",Success,186,186.0,,5.04%,,68.89229334820172,0.15180574970739064,300.1455963510871,298.8605,297.5754036489129,0.9122259000672485,141.04021215566016,10.0,3.0,0.0,298.7789724821731,0.3732381635838309,299.68890625000006,,27.115016574890067,,rising,1.920000000000016,8.0,13.761429426171384,15.0,5.0,0.0,5.0,0.9122259000672485,68.89229334820172,141.04021215566016,0.15180574970739064,0.3732381635838309,299.68890625000006,,27.115016574890067,,3.0,0.0,,5.040000000000003,,18,base_score,confluence_bonus,momentum_score,0
TAKEUSDT,Buy,49,0.15524,0.15772384,0.1521352,Bullish,2025-09-07T00:57:45.097780+00:00,2025-09-07T06:27:45.097780+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Success,6,6.0,,11.20%,,38.50059655993233,-0.0006388668983471218,0.1631058552537378,0.1592,0.1552941447462622,-0.0069312279571048675,-174.6857526125018,10.0,3.0,0.0,0.15798543632184459,0.001934789581853669,0.15676015625,,-7.512529793706841,,falling,-0.005710000000000021,26.0,0.0,8.0,10.0,0.0,5.0,-0.0069312279571048675,38.50059655993233,-174.6857526125018,-0.0006388668983471218,0.001934789581853669,0.15676015625,,-7.512529793706841,,3.0,0.0,,11.199999999999942,,16,confluence_bonus,momentum_score,base_score,0
FILUSDT,Buy,41,2.331,2.3477832,2.312352,Bullish,2025-09-07T00:57:51.700888+00:00,2025-09-07T06:27:51.700888+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.31}]}",Success,39,39.0,,5.04%,,57.28378359136602,0.0004867891850535076,2.332428413553884,2.3277,2.322971586446116,0.8489542488610284,133.3333333333351,10.0,3.0,0.0,2.3270600680746916,0.0031639054203234968,2.3290156249999994,,7.672557071563765,,rising,0.007000000000000117,8.0,7.692569432144925,15.0,5.0,0.0,5.0,0.8489542488610284,57.28378359136602,133.3333333333351,0.0004867891850535076,0.0031639054203234968,2.3290156249999994,,7.672557071563765,,3.0,0.0,,5.039999999999967,,24,base_score,confluence_bonus,momentum_score,0
HEMIUSDT,Sell,44,0.036609,0.03602326,0.03734118,Bullish,2025-09-07T00:57:54.810063+00:00,2025-09-07T06:27:54.810063+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",Success,49,49.0,,11.20%,,32.12498591008929,-0.00019584741483440958,0.039172162729281125,0.038059899999999994,0.03694763727071886,-0.1522289931164578,-216.2959354873622,10.0,0.0,3.0,0.03773963384855158,0.00044795484554119324,0.037511078125,,-14.058281677658059,,falling,-0.002118999999999996,8.0,19.492883385036613,7.0,5.0,0.0,5.0,-0.1522289931164578,32.12498591008929,-216.2959354873622,-0.00019584741483440958,0.00044795484554119324,0.037511078125,,-14.058281677658059,,0.0,3.0,,11.199999999999983,,21,base_score,confluence_bonus,trend_score,0
