Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,would_be_strong_if,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,note,IND__rsi5m,IND__macd5m_histogram,IND__boll5m_upper,IND__boll5m_middle,IND__boll5m_lower,IND__boll5m_percent_b,IND__cci5m,IND__marketTrend,IND__volProfile_bullish_score,IND__volProfile_bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m_trend,IND__cvd5m_value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__estimated_profit_margin_pct,CONFLUENCE_FLAGS,WBS_missing_points,WBS_top_missing_1,WBS_top_missing_2,WBS_top_missing_3,FLAG__RSI_30_CVD_falling
NMRUSDT,Buy,48,20.083,20.404328,19.68134,Bullish,2025-09-06T15:09:55.321765+00:00,2025-09-06T20:39:55.321765+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.15}]}",Success,3,3.0,,11.20%,,83.1583189605083,0.10295127369429846,20.01226074460993,18.66595,17.31963925539007,1.0262715185455067,163.28424821421768,5.0,3.0,0.0,17.880498819116024,0.4221881277683946,19.6254375,,55.76878511730919,,rising,2.261999999999997,8.0,14.852439720945018,15.0,5.0,0.0,5.0,1.0262715185455067,83.1583189605083,163.28424821421768,0.10295127369429846,0.4221881277683946,19.6254375,,55.76878511730919,,3.0,0.0,,11.200000000000042,,17,base_score,confluence_bonus,momentum_score,0
PUMPUSDT,Buy,44,0.004661,0.00471342,0.00460858,Bullish,2025-09-06T15:09:57.119795+00:00,2025-09-06T20:39:57.119795+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 19.93}, {""component"": ""base_score"", ""gap"": 14.0}]}",Fail,36,,36.0,7.87%,,30.45754665414603,8.621474048501257e-08,0.004774227223797766,0.0047236,0.004672972776202234,-0.11824444739513566,-143.64947310039022,5.0,0.0,3.0,0.004766129130550117,2.9123093618714593e-05,0.004755265625,,-16.44875000472454,,falling,-8.399999999999987e-05,26.0,0.07104855681645911,8.0,5.0,0.0,5.0,-0.11824444739513566,30.45754665414603,-143.64947310039022,8.621474048501257e-08,2.9123093618714593e-05,0.004755265625,,-16.44875000472454,,0.0,3.0,,7.8727950996739615,,21,confluence_bonus,momentum_score,base_score,0
ADAUSDT,Buy,40,0.8258,0.83174576,0.8191936,Bullish,2025-09-06T15:10:03.309206+00:00,2025-09-06T20:40:03.309206+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.22}]}",Fail,144,,144.0,5.04%,,61.45090140563761,0.00013798706440587517,0.8269947402747998,0.82413,0.8212652597252003,0.7914749401002282,108.09412981639544,5.0,3.0,0.0,0.8236785561297248,0.0011914643083946626,0.82580625,,18.317932307889293,,rising,0.0040000000000000036,8.0,6.779512170367116,15.0,5.0,0.0,5.0,0.7914749401002282,61.45090140563761,108.09412981639544,0.00013798706440587517,0.0011914643083946626,0.82580625,,18.317932307889293,,3.0,0.0,,5.040000000000019,,25,base_score,confluence_bonus,momentum_score,0
ARIAUSDT,Buy,43,0.12356,0.12553696,0.1210888,Bullish,2025-09-06T15:10:12.342289+00:00,2025-09-06T20:40:12.342289+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.44}]}",Fail,21,,21.0,11.20%,,59.67779305845304,0.00032038139344159214,0.12454519584094328,0.12151749999999999,0.11848980415905669,0.8373027059685861,114.78163493841106,5.0,3.0,0.0,0.12223554556276062,0.001383859810164908,0.12284890625,,7.637713065218745,,rising,0.0032900000000000013,8.0,9.55630952363732,15.0,5.0,0.0,5.0,0.8373027059685861,59.67779305845304,114.78163493841106,0.00032038139344159214,0.001383859810164908,0.12284890625,,7.637713065218745,,3.0,0.0,,11.199999999999998,,22,base_score,confluence_bonus,momentum_score,0
DOLOUSDT,Buy,42,0.19249,0.19556984,0.18917087,Bullish,2025-09-06T15:10:15.772606+00:00,2025-09-06T20:40:15.772606+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.46}]}",Success,14,14.0,,11.20%,,56.06504455149124,0.0002722173956321089,0.19367168207498622,0.1908295,0.1879873179250138,0.7921171051309297,97.54001134586062,5.0,3.0,0.0,0.19039727120069413,0.0018439588855415176,0.19190218749999996,,2.852139950508424,,falling,-0.0009900000000000186,4.0,7.543038592887061,15.0,10.0,0.0,5.0,0.7921171051309297,56.06504455149124,97.54001134586062,0.0002722173956321089,0.0018439588855415176,0.19190218749999996,,2.852139950508424,,3.0,0.0,,11.200000000000003,,23,base_score,confluence_bonus,momentum_score,0
BTRUSDT,Buy,42,0.05662,0.05738616,0.05585384,Bullish,2025-09-06T15:10:17.590832+00:00,2025-09-06T20:40:17.590832+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.84}]}",Fail,7,,7.0,9.47%,,62.892542709594395,9.146859560630797e-05,0.05662987363450581,0.0558605,0.05509112636549419,0.9935833293064699,194.98910675381308,5.0,3.0,0.0,0.05558904326884413,0.0004256452635300605,0.05624031249999999,,16.18452647779295,,rising,0.000999999999999994,8.0,9.157455004538903,15.0,5.0,0.0,5.0,0.9935833293064699,62.892542709594395,194.98910675381308,9.146859560630797e-05,0.0004256452635300605,0.05624031249999999,,16.18452647779295,,3.0,0.0,,9.472148217023564,,23,base_score,confluence_bonus,momentum_score,0
TRXUSDT,Buy,54,0.32842,0.33078462,0.32579264,Bullish,2025-09-06T15:10:18.454188+00:00,2025-09-06T20:40:18.454188+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",Fail,255,,255.0,5.04%,,25.77680314208466,-0.0001317703708330944,0.33109058848882345,0.3295795,0.3280684115111766,0.11633616807482336,-129.87588652482293,5.0,0.0,3.0,0.3301015015726245,0.00035556719073910094,0.32859312499999993,,-40.106781634679386,,falling,-0.0021599999999999953,24.0,0.0,8.0,5.0,12.0,5.0,0.11633616807482336,25.77680314208466,-129.87588652482293,-0.0001317703708330944,0.00035556719073910094,0.32859312499999993,,-40.106781634679386,,0.0,3.0,,5.039999999999962,RSI<=30 & CVD_falling,11,momentum_score,confluence_bonus,base_score,1
1000SHIBUSDT,Buy,40,0.012233,0.01232108,0.01213514,Bullish,2025-09-06T15:10:32.333525+00:00,2025-09-06T20:40:32.333525+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",Inconclusive,300,,,5.04%,,39.623240375073586,-3.546057537416162e-06,0.012288118958320146,0.01225525,0.012222381041679855,0.1615347559347122,-81.91071571692241,5.0,0.0,3.0,0.012251277449894106,1.3446217001043321e-05,0.012269421874999999,,6.0008789971606245,,falling,-4.999999999999796e-06,18.0,4.0,8.0,5.0,0.0,5.0,0.1615347559347122,39.623240375073586,-81.91071571692241,-3.546057537416162e-06,1.3446217001043321e-05,0.012269421874999999,,6.0008789971606245,,0.0,3.0,,5.039999999999998,,25,confluence_bonus,base_score,momentum_score,0
MEMEUSDT,Buy,44,0.002575,0.00260937,0.00254063,Bullish,2025-09-06T15:10:37.500390+00:00,2025-09-06T20:40:37.500390+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Fail,33,,33.0,9.34%,,35.46858558658582,-2.9527652957907823e-06,0.002634483370527912,0.0026052,0.0025759166294720874,-0.015651024037921103,-196.96969696969683,5.0,0.0,3.0,0.0026109289760553617,1.9096412964655864e-05,0.00260284375,,-16.50784077342041,,falling,-6.0999999999999856e-05,26.0,0.0,8.0,5.0,0.0,5.0,-0.015651024037921103,35.46858558658582,-196.96969696969683,-2.9527652957907823e-06,1.9096412964655864e-05,0.00260284375,,-16.50784077342041,,0.0,3.0,,9.344264207948106,,21,confluence_bonus,momentum_score,base_score,0
GPSUSDT,Buy,41,0.01274,0.01294384,0.0124852,Bullish,2025-09-06T15:10:44.542118+00:00,2025-09-06T20:40:44.542118+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.75}]}",Fail,6,,6.0,11.20%,,60.40840189145954,2.7632077079198434e-05,0.01282022376872925,0.0124935,0.012166776231270748,0.8772299777251119,158.29305209706436,5.0,3.0,0.0,0.012401830684183176,0.00015600104236692603,0.012533124999999997,,12.445644661575212,,rising,0.0003599999999999992,8.0,8.251060376512983,15.0,5.0,0.0,5.0,0.8772299777251119,60.40840189145954,158.29305209706436,2.7632077079198434e-05,0.00015600104236692603,0.012533124999999997,,12.445644661575212,,3.0,0.0,,11.200000000000015,,24,base_score,confluence_bonus,momentum_score,0
