Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,CONFL_FLAG__RSI<=30_and_CVD_falling
DOTUSDT,Buy,40,4.043,4.0721096,3.92171,Bullish,2025-09-08T14:29:43.622567+00:00,2025-09-08T19:59:43.622567+05:30,Success,58,58.0,,5.04%,58.22510150834203,0.0023386883367111366,0.001251115661521562,0.0010875726751895746,4.049551672215288,4.02925,4.008948327784712,0.8386420550531241,93.58669833730184,10.0,3.0,0.0,4.0250788995767275,0.013427486065931592,4.02046875,0.0014687499999999076,,4.777613953114424,,rising,490976.19999999995,4.0,10.943904024653989,15.0,5.0,0.0,5.0,0.8386420550531241,58.22510150834203,93.58669833730184,0.0010875726751895746,0.013427486065931592,4.02046875,,4.777613953114424,,3.0,0.0,rising,490976.19999999995,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.06}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,
TRXUSDT,Buy,40,0.33319,0.33558897,0.3231943,Bullish,2025-09-08T14:29:46.295805+00:00,2025-09-08T19:59:46.295805+05:30,Success,59,59.0,,5.04%,56.23553200548557,9.496913740986157e-05,6.195560933200607e-05,3.3013528077855496e-05,0.33353623296693624,0.332782,0.3320277670330638,0.7704734597171659,70.21733938380102,10.0,3.0,0.0,0.332664910730931,0.0004184388157579604,0.33291953125,2.2968750000018634e-05,,5.934183649223346,,rising,2694438.0,4.0,10.89352575342064,15.0,5.0,0.0,5.0,0.7704734597171659,56.23553200548557,70.21733938380102,3.3013528077855496e-05,0.0004184388157579604,0.33291953125,,5.934183649223346,,3.0,0.0,rising,2694438.0,5.040000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.11}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,
LINEAUSDT,Buy,58,0.02911,0.02931959,0.0282367,Bullish,2025-09-08T14:29:47.181296+00:00,2025-09-08T19:59:47.181296+05:30,Success,1,1.0,,5.04%,64.54314547066426,0.0004194386516076405,0.00021850914035097035,0.00020092951125667016,0.029228361511671817,0.027756000000000003,0.02628363848832819,0.9598055536179353,238.72679045092843,10.0,3.0,0.0,0.027692931738284004,0.0006203944563493951,0.028224843750000003,0.0002576562500000053,,25.660520141361985,,falling,-211711197.0,8.0,11.77297124564286,15.0,10.0,0.0,5.0,0.9598055536179353,64.54314547066426,238.72679045092843,0.00020092951125667016,0.0006203944563493951,0.028224843750000003,,25.660520141361985,,3.0,0.0,falling,-211711197.0,5.040000000000036,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.23}]}",True,,,Buy,58,50.0,58.0,0.0002576562500000053,
FILUSDT,Buy,44,2.439,2.4565608,2.36583,Bullish,2025-09-08T14:29:51.630468+00:00,2025-09-08T19:59:51.630468+05:30,Success,175,175.0,,5.04%,62.40124457076318,0.002191629699700215,0.0014985966954323081,0.0006930330042679068,2.439435685569627,2.4277,2.4159643144303735,0.9814375748633546,136.8267831149978,10.0,3.0,0.0,2.4239972030833288,0.007861289783474449,2.423515625,0.0012187500000000462,,8.503416935958393,,rising,1144812.1999999997,8.0,11.115784122014464,15.0,5.0,0.0,5.0,0.9814375748633546,62.40124457076318,136.8267831149978,0.0006930330042679068,0.007861289783474449,2.423515625,,8.503416935958393,,3.0,0.0,rising,1144812.1999999997,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.88}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,
UNIUSDT,Buy,43,9.731,9.8010632,9.43907,Bullish,2025-09-08T14:29:54.282002+00:00,2025-09-08T19:59:54.282002+05:30,Inconclusive,300,,,5.04%,60.689214299332136,0.013991403646713252,0.013077377732335691,0.0009140259143775604,9.742398285825342,9.687899999999999,9.633401714174656,0.8954252812476401,117.93642009469016,10.0,3.0,0.0,9.646580561052675,0.03350876601797644,9.664687500000001,0.0034843750000010942,,10.478491480029346,,rising,357360.0,8.0,9.654653231136386,15.0,5.0,0.0,5.0,0.8954252812476401,60.689214299332136,117.93642009469016,0.0009140259143775604,0.03350876601797644,9.664687500000001,,10.478491480029346,,3.0,0.0,rising,357360.0,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.35}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,
XLMUSDT,Buy,44,0.38356,0.38632163,0.3720532,Bullish,2025-09-08T14:29:57.778091+00:00,2025-09-08T19:59:57.778091+05:30,Inconclusive,300,,,5.04%,74.6349916283854,0.002696411934999088,0.002518150472739368,0.00017826146225971996,0.383826371456751,0.3781425,0.37245862854324896,0.9765677796570654,142.26163407609533,10.0,3.0,0.0,0.3740962455929922,0.0019017903709525707,0.38110828125,4.796875000007139e-05,,41.17357738175111,,rising,48997323.0,8.0,11.249603930895061,15.0,5.0,0.0,5.0,0.9765677796570654,74.6349916283854,142.26163407609533,0.00017826146225971996,0.0019017903709525707,0.38110828125,,41.17357738175111,,3.0,0.0,rising,48997323.0,5.040000000000025,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.75}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,
TAOUSDT,Buy,47,339.46,341.904112,329.2762,Bullish,2025-09-08T14:29:59.569830+00:00,2025-09-08T19:59:59.569830+05:30,Success,32,32.0,,5.04%,57.864653275341595,0.10223207279921098,-0.13505286544582032,0.2372849382450313,340.2459234578009,337.9085,335.5710765421991,0.8318825253554283,114.85752153744059,10.0,3.0,0.0,337.8831319481913,1.2521572033803894,336.84515625,0.25734374999996135,,1.7905884254447002,,rising,1320.8890000000001,8.0,13.54802200754559,15.0,5.0,0.0,5.0,0.8318825253554283,57.864653275341595,114.85752153744059,0.2372849382450313,1.2521572033803894,336.84515625,,1.7905884254447002,,3.0,0.0,rising,1320.8890000000001,5.040000000000038,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.45}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,
1000SHIBUSDT,Buy,46,0.012877,0.01296971,0.01249069,Bullish,2025-09-08T14:30:00.456779+00:00,2025-09-08T20:00:00.456779+05:30,Success,70,70.0,,5.04%,64.39597099117579,3.1144341363892325e-05,2.4815971450042145e-05,6.3283699138501795e-06,0.01289193297196112,0.012793299999999999,0.012694667028038878,0.9243003041264637,121.54982506154798,10.0,3.0,0.0,0.012746970195345302,4.2010679184388085e-05,0.012802671875,1.3640624999998463e-05,,18.36641748791539,,rising,328116763.0,8.0,12.615292132407275,15.0,5.0,0.0,5.0,0.9243003041264637,64.39597099117579,121.54982506154798,6.3283699138501795e-06,4.2010679184388085e-05,0.012802671875,,18.36641748791539,,3.0,0.0,rising,328116763.0,5.0400000000000444,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.38}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,
TIAUSDT,Buy,46,1.7072,1.71949184,1.655984,Bullish,2025-09-08T14:30:03.189136+00:00,2025-09-08T20:00:03.189136+05:30,Success,9,9.0,,5.04%,63.6237076740625,0.004353945202125731,0.0031321955331756334,0.0012217496689500974,1.7086964345961015,1.695325,1.6819535654038984,0.944043603349121,143.99784373841928,10.0,3.0,0.0,1.6905917393531371,0.007989493869464777,1.697109375,0.0015359374999999176,,17.147630527083944,,rising,803149.0,8.0,12.670068784565778,15.0,5.0,0.0,5.0,0.944043603349121,63.6237076740625,143.99784373841928,0.0012217496689500974,0.007989493869464777,1.697109375,,17.147630527083944,,3.0,0.0,rising,803149.0,5.040000000000021,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.33}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,
NEARUSDT,Buy,40,2.538,2.5562736,2.46186,Bullish,2025-09-08T14:30:07.834301+00:00,2025-09-08T20:00:07.834301+05:30,Success,31,31.0,,5.04%,60.97629558600576,0.0050172543014719295,0.0038986812870003508,0.0011185730144715788,2.5411312771447254,2.5263999999999998,2.511668722855274,0.8937201060721772,138.21138211382336,10.0,3.0,0.0,2.518868092360946,0.008665136577791291,2.52615625,0.002765625000000327,,14.763476056561743,,rising,865370.0,8.0,7.098133780848122,15.0,5.0,0.0,5.0,0.8937201060721772,60.97629558600576,138.21138211382336,0.0011185730144715788,0.008665136577791291,2.52615625,,14.763476056561743,,3.0,0.0,rising,865370.0,5.040000000000031,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.9}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,
OPUSDT,Buy,40,0.7413,0.74663736,0.719061,Bullish,2025-09-08T14:30:09.154440+00:00,2025-09-08T20:00:09.154440+05:30,Success,28,28.0,,5.04%,58.522134733118385,0.0008367627595025073,0.0004679831377548138,0.00036877962174769355,0.7432422188635918,0.7379800000000001,0.7327177811364084,0.8154562824220732,108.94010242707421,10.0,3.0,0.0,0.7365840822886393,0.0028888494505962888,0.73633125,0.0008046875000000675,,6.943776793745683,,rising,1968023.6999999997,8.0,7.06374945226646,15.0,5.0,0.0,5.0,0.8154562824220732,58.522134733118385,108.94010242707421,0.00036877962174769355,0.0028888494505962888,0.73633125,,6.943776793745683,,3.0,0.0,rising,1968023.6999999997,5.03999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.94}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,
