FileTimestampUTC,Coin,Signal,Outcome,Duration(min),Confidence,POP,Buy_Score,Sell_Score,Num_Conf,Confluence_OK,Vol_Profile_OK,Min_Profit_OK,Profit_Ceiling_OK,Regime,RegimeScore,ADX15m,MACD_Hist,RSI,CCI,PercentB,Overshoot_OK,Aligned,Initial_Signal,Vetoes_Passed,MaxProfitPrice,MaxDrawdownPrice,Did_TP_Hit_Later,DeservedStrongBuy,DeservedStrongSell
2025-08-21 19:43:06,SOLUSDT,Sell,Inconclusive,0,47,88,-5,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.11443048880974206,42.69371634960052,-106.63428108777646,0.2229,False,,Sell,,179.33,181.81,No,0,0
2025-08-21 19:43:06,XRPUSDT,Sell,Success,14,47,44,45,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.004336062558862156,32.470564692260226,-189.75436033238896,-0.0034,False,,Sell,,2.8503,2.8875,Yes,0,0
2025-08-21 19:43:06,DOGEUSDT,Sell,Success,52,47,88,-5,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.00019228381839148708,42.86279311855448,-106.09631550003766,0.2025,False,,Sell,,0.21376,0.21747,Yes,0,0
2025-08-21 19:43:06,BNBUSDT,Sell,Inconclusive,0,52,78,10,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.33426874242119387,38.961332995244945,-124.94588126089214,0.146,False,,Sell,,833.72,841.62,No,0,0
2025-08-21 19:43:06,BIOUSDT,Sell,Success,1,77,84,15,80,2,True,True,True,False,Bearish,-5.0,27.376329707965873,0.001199342226406747,88.38999387533075,185.0736106104557,1.0485,True,,Sell,,0.15447,0.16563,Yes,0,1
2025-08-21 19:43:06,FARTCOINUSDT,Sell,Fail,71,47,88,-5,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.001229788454106342,40.123637396462506,-136.93083764768278,0.1431,False,,Sell,,0.8588,0.8806,No,0,0
2025-08-21 19:43:06,HYPEUSDT,Sell,Fail,71,47,88,-5,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.05019898463426898,40.14811285001066,-130.22205494919115,0.1529,False,,Sell,,40.693,41.336,No,0,0
2025-08-21 19:43:06,TRUMPUSDT,Sell,Fail,102,47,88,-5,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.006167939208206814,42.8422605805416,-102.12984346933362,0.1597,False,,Sell,,8.371,8.46,No,0,0
2025-08-21 19:43:06,PUMPUSDT,Sell,Fail,45,47,78,10,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-4.2054429376805925e-06,39.94572098973466,-123.61790828348772,0.1418,False,,Sell,,0.002821,0.002922,No,0,0
2025-08-21 19:43:06,TRXUSDT,Sell,Inconclusive,0,47,88,-5,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.00010822804137358366,45.615898587694446,-111.77370030580856,0.1779,False,,Sell,,0.35222,0.35458,No,0,0
2025-08-21 19:43:06,1000BONKUSDT,Sell,Fail,100,47,88,-5,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-2.5775175409958022e-05,42.09751886373863,-114.80479319675173,0.1524,False,,Sell,,0.021148,0.021554,No,0,0
2025-08-21 19:43:06,AIOTUSDT,Sell,Success,17,47,88,-5,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.0013746246148654202,41.02830575036019,-120.38636127704841,0.1204,False,,Sell,,1.46182,1.5288,Yes,0,0
2025-08-21 19:43:06,SKLUSDT,Sell,Fail,32,46,88,-5,35,1,False,True,True,False,Bearish,-5.0,27.376329707965873,-0.00022787996875367686,41.02532247325699,-163.54486597165166,0.0187,False,,Sell,,0.03256,0.0362,No,0,0
2025-08-21 19:43:06,DOTUSDT,Sell,Fail,102,47,88,-5,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.004009906731504877,41.84531738459478,-105.28506034124004,0.1458,False,,Sell,,3.78,3.838,No,0,0
2025-08-21 19:43:06,BBUSDT,Sell,Fail,73,41,78,10,35,1,False,True,True,False,Bearish,-5.0,27.376329707965873,-0.0001025833483468605,39.64873471994869,-119.53888744701204,0.1676,False,,Sell,,0.12294,0.1275,No,0,0
2025-08-21 19:43:06,OPUSDT,Sell,Fail,69,47,88,-5,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.0007528986808763684,40.221355602979564,-124.5448604238641,0.0687,False,,Sell,,0.7061,0.7261,No,0,0
2025-08-21 19:43:06,CRVUSDT,Sell,Fail,37,47,78,10,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.0011577112361346041,38.87173322402927,-125.10187449062465,0.0923,False,,Sell,,0.85,0.871,No,0,0
2025-08-21 19:43:06,WLDUSDT,Sell,Fail,71,47,78,10,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.001136761094639857,39.08372806906896,-136.59308692676504,0.0584,False,,Sell,,0.9218,0.9404,No,0,0
2025-08-21 19:43:06,ONDOUSDT,Sell,Fail,71,47,78,10,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.001083312091805079,38.12101592702831,-142.16809620463155,0.0315,False,,Sell,,0.9109,0.9248,No,0,0
2025-08-21 19:43:06,NEARUSDT,Sell,Fail,72,47,88,-5,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.0019102779768363524,40.461163873934105,-117.30689797603895,0.0741,False,,Sell,,2.436,2.475,No,0,0
2025-08-21 19:43:06,XLMUSDT,Sell,Inconclusive,0,47,78,10,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.0003819854868440776,38.2387468471572,-156.70959116177593,0.0131,False,,Sell,,0.39141,0.39586,No,0,0
2025-08-21 19:43:06,TIAUSDT,Sell,Fail,71,47,88,-5,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.0016098628281797514,40.925564291441496,-131.4099959366065,0.066,False,,Sell,,1.6522,1.6828,No,0,0
2025-08-21 19:43:06,INJUSDT,Sell,Fail,70,47,78,10,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.014693572046894084,38.48048137731213,-128.06100907747563,0.1089,False,,Sell,,13.275,13.524,No,0,0
2025-08-21 19:43:06,TAOUSDT,Sell,Fail,70,47,88,-5,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.28356512013976115,42.76949932023614,-108.23776639500326,0.1339,False,,Sell,,336.34,340.76,No,0,0
2025-08-21 19:43:06,VIRTUALUSDT,Sell,Fail,70,47,78,10,35,1,False,True,True,True,Bearish,-5.0,27.376329707965873,-0.0013937020938031006,38.697611350211204,-123.97437933407686,0.1075,False,,Sell,,1.1778,1.2002,No,0,0
2025-08-21 19:43:06,USELESSUSDT,Sell,Success,50,41,88,-5,35,1,False,True,True,False,Bearish,-5.0,27.376329707965873,-0.00056817850517569,42.26812258356424,-113.82850241546022,0.13,False,,Sell,,0.2182,0.2244,Yes,0,0
