Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__rule
SOLUSDT,Buy,61,228.23,229.873256,221.3831,Bullish,2025-09-11T16:11:33.843383+00:00,2025-09-11T21:41:33.843383+05:30,Success,513,513,,5.04%,63.74034529478773,0.25156827398754444,0.0497155567118653,0.20185271727567916,228.00209486234806,226.6435,225.28490513765192,1.0838753126366312,207.46552543984373,5.0,3.0,0.0,226.38119016203294,0.7732383905089119,226.48625,0.32140624999999545,0.14190982896312487,,7.494500635419292,,falling,-24482.36999999995,8.0,15.265163853837992,15.0,10.0,0.0,5.0,1.0838753126366312,63.74034529478773,207.46552543984373,0.20185271727567916,0.7732383905089119,226.48625,,7.494500635419292,,3.0,0.0,falling,-24482.36999999995,0.32140624999999545,0.14190982896312487,5.040000000000025,,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 4.73}]}",True,53.0,61.0,0.32140624999999545,0.14190982896312487,False,0.5220969878198326,0.14190982896312487,True,conditions_not_met,Buy,61,,,,,
HYPEUSDT,Buy,41,54.97,55.365784,53.3209,Bullish,2025-09-11T16:11:50.953834+00:00,2025-09-11T21:41:50.953834+05:30,Success,199,199,,5.04%,64.10440914598486,0.15170529894753315,0.11061418019386082,0.04109111875367233,54.97543259568886,54.58995,54.204467404311146,0.992953513661037,185.50228979022936,5.0,3.0,0.0,54.47915772498124,0.22623930434152037,54.76910937499999,0.0637187499999996,0.1163406721911837,,17.848172370787385,,rising,51358.20999999999,8.0,8.359042974245686,15.0,5.0,0.0,5.0,0.992953513661037,64.10440914598486,185.50228979022936,0.04109111875367233,0.22623930434152037,54.76910937499999,,17.848172370787385,,3.0,0.0,rising,51358.20999999999,0.0637187499999996,0.1163406721911837,5.039999999999988,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.64}]}",False,,,,,,,,,,Buy,41,not_in_gap_or_already_strong,41.0,,,
ADAUSDT,Buy,42,0.8799,0.88623528,0.853503,Bullish,2025-09-11T16:11:55.768956+00:00,2025-09-11T21:41:55.768956+05:30,Success,359,359,,5.04%,54.995215083110566,-0.0001243930635095314,-0.0006017120262166343,0.00047731896270710296,0.8813352359023561,0.877665,0.873994764097644,0.8044763415023632,111.41639788157904,5.0,3.0,0.0,0.8791558636819133,0.002555794187712468,0.876403125,0.0002984374999999151,0.034052537181438636,,-1.2218655570474959,,falling,-9720350.0,8.0,4.482229109075373,15.0,10.0,0.0,5.0,0.8044763415023632,54.995215083110566,111.41639788157904,0.00047731896270710296,0.002555794187712468,0.876403125,,-1.2218655570474959,,3.0,0.0,falling,-9720350.0,0.0002984374999999151,0.034052537181438636,5.040000000000043,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 15.52}]}",False,,,,,,,,,,Buy,42,not_in_gap_or_already_strong,42.0,,,
LTCUSDT,Buy,40,114.11,114.931592,110.6867,Bullish,2025-09-11T16:11:59.434201+00:00,2025-09-11T21:41:59.434201+05:30,Success,190,190,,5.04%,46.17941208658334,-0.28694058643776543,-0.41148667898401114,0.12454609254624571,114.212948625345,113.9,113.587051374655,0.8355183295157238,154.8910066820001,5.0,3.0,0.0,114.8728488544203,0.3448885394318524,113.92140625,0.022187500000001137,0.019476146520971457,,-18.293244172867162,,falling,-18644.346,8.0,8.666876046487257,8.0,10.0,0.0,5.0,0.8355183295157238,46.17941208658334,154.8910066820001,0.12454609254624571,0.3448885394318524,113.92140625,,-18.293244172867162,,3.0,0.0,falling,-18644.346,0.022187500000001137,0.019476146520971457,5.0399999999999725,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.33}]}",False,,,,,,,,,,Buy,40,not_in_gap_or_already_strong,40.0,,,
1000PEPEUSDT,Buy,42,0.010477,0.01055243,0.01016269,Bullish,2025-09-11T16:12:01.903785+00:00,2025-09-11T21:42:01.903785+05:30,Success,201,201,,5.04%,54.44668588411269,-6.317131443434737e-06,-1.1962444866334764e-05,5.645313422900027e-06,0.010503219190189601,0.01045015,0.010397080809810399,0.7529716385728956,101.56696341903003,5.0,0.0,3.0,0.010474199495514163,3.657422459968218e-05,0.010415206250000001,3.0640625000022403e-06,0.029419124561284996,,-4.196919894080394,,falling,-33616169.0,8.0,8.70445371385339,15.0,5.0,0.0,5.0,0.7529716385728956,54.44668588411269,101.56696341903003,5.645313422900027e-06,3.657422459968218e-05,0.010415206250000001,,-4.196919894080394,,0.0,3.0,falling,-33616169.0,3.0640625000022403e-06,0.029419124561284996,5.039999999999957,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.3}]}",False,,,,,,,,,,Buy,42,not_in_gap_or_already_strong,42.0,,,
1000BONKUSDT,Buy,48,0.023937,0.02410935,0.02321889,Bullish,2025-09-11T16:12:18.010864+00:00,2025-09-11T21:42:18.010864+05:30,Success,227,227,,5.04%,68.07543742654225,0.00011449467062410457,6.94040753155261e-05,4.5090595308578464e-05,0.023826250315621675,0.023496700000000002,0.02316714968437833,1.1680315252761995,298.95824365045655,5.0,3.0,0.0,0.023401024644417217,0.0001668974956011027,0.023521453125,5.387500000000184e-05,0.22904622309554626,,17.26805610983,,rising,368849598.0,8.0,15.484065464902837,15.0,5.0,0.0,5.0,1.1680315252761995,68.07543742654225,298.95824365045655,4.5090595308578464e-05,0.0001668974956011027,0.023521453125,,17.26805610983,,3.0,0.0,rising,368849598.0,5.387500000000184e-05,0.22904622309554626,5.039999999999963,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,,,,,,,,,,Buy,48,not_in_gap_or_already_strong,48.0,,,
BIOUSDT,Buy,49,0.1489,0.14997208,0.144433,Bullish,2025-09-11T16:12:25.251549+00:00,2025-09-11T21:42:25.251549+05:30,Success,2,2,,5.04%,69.884617926566,0.0005944632208542133,7.535918945094204e-05,0.0005191040314032713,0.14797686037849847,0.145116,0.14225513962150152,1.1613395096872998,274.8987906952579,5.0,3.0,0.0,0.14559229637352328,0.000997395260702986,0.14559500000000003,0.0006098437500000331,0.41886311343111576,,15.952923134590716,,rising,838654.0,8.0,16.0,15.0,5.0,0.0,5.0,1.1613395096872998,69.884617926566,274.8987906952579,0.0005191040314032713,0.000997395260702986,0.14559500000000003,,15.952923134590716,,3.0,0.0,rising,838654.0,0.0006098437500000331,0.41886311343111576,5.040000000000014,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,,,,,,,,,,Buy,49,not_in_gap_or_already_strong,49.0,,,
TIAUSDT,Strong Buy,65,1.7658,1.77851376,1.712826,Bullish,2025-09-11T16:12:27.664850+00:00,2025-09-11T21:42:27.664850+05:30,Success,219,219,,5.04%,61.32501815434448,0.0014311872678520743,-0.0009920661776286832,0.0024232534454807575,1.7643349828840278,1.752035,1.7397350171159722,1.0595536241710812,270.5847763180235,5.0,0.0,3.0,1.757446641798803,0.007410625538609391,1.7545515624999999,0.0018703124999999154,0.1065977506716857,,4.730716043342927,,falling,-355040.0,8.0,16.847931647407403,15.0,5.0,0.0,5.0,1.0595536241710812,61.32501815434448,270.5847763180235,0.0024232534454807575,0.007410625538609391,1.7545515624999999,,4.730716043342927,,0.0,3.0,falling,-355040.0,0.0018703124999999154,0.1065977506716857,5.040000000000007,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,50.0,58.0,0.0018703124999999154,0.1065977506716857,True,0.653994303950617,0.1065977506716857,True,,Buy,65,,,58.0,65.0,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support)
WIFUSDT,Buy,43,0.8868,0.89318496,0.860196,Bullish,2025-09-11T16:12:28.860089+00:00,2025-09-11T21:42:28.860089+05:30,Success,217,217,,5.04%,57.7120310137292,-8.928275515829309e-05,-0.0007519019518203492,0.0006626191966620561,0.8874279604361226,0.8826050000000001,0.8777820395638776,0.934898860934113,137.89440799750656,5.0,0.0,3.0,0.8843104806164056,0.0030531356717782222,0.88053125,0.0006015624999999858,0.06831813180963035,,-0.8198306627121809,,falling,-1231280.8000000005,8.0,10.208697689686067,15.0,5.0,0.0,5.0,0.934898860934113,57.7120310137292,137.89440799750656,0.0006626191966620561,0.0030531356717782222,0.88053125,,-0.8198306627121809,,0.0,3.0,falling,-1231280.8000000005,0.0006015624999999858,0.06831813180963035,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.79}]}",False,,,,,,,,,,Buy,43,not_in_gap_or_already_strong,43.0,,,
PYTHUSDT,Buy,43,0.18036,0.18165859,0.1749492,Bullish,2025-09-11T16:12:34.909906+00:00,2025-09-11T21:42:34.909906+05:30,Success,1,1,,5.04%,71.91138506576657,0.0016572729329147329,0.0012934434656523674,0.0003638294672623655,0.17999586237221857,0.17660099999999998,0.1732061376277814,1.0536306907109545,222.68715005877934,5.0,3.0,0.0,0.17446719809895714,0.0015749490732542759,0.17696906250000002,0.0006904687500000062,0.3901635349399029,,29.212369403833012,,rising,48543104.0,8.0,9.544247342712016,15.0,5.0,0.0,5.0,1.0536306907109545,71.91138506576657,222.68715005877934,0.0003638294672623655,0.0015749490732542759,0.17696906250000002,,29.212369403833012,,3.0,0.0,rising,48543104.0,0.0006904687500000062,0.3901635349399029,5.039999999999951,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.46}]}",False,,,,,,,,,,Buy,43,not_in_gap_or_already_strong,43.0,,,
