Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,SUPERVISOR__reason,CONFL_FLAG__RSI__30___CVD_falling
ARBUSDT,Buy,47,0.5535,0.5574852,0.536895,Bullish,2025-09-13T09:32:23.591072+00:00,2025-09-13T15:02:23.591072+05:30,Success,49,49.0,,5.04%,75.94943057883322,0.002221977134807207,0.001637220791090324,0.0005847563437168829,0.5553993289914029,0.5485599999999999,0.541720671008597,0.8611465398293937,118.33525124664524,5.0,3.0,0.0,0.5472822768148959,0.0014251457456953413,0.553515625,0.000854687499999951,0.15441072688778226,,46.366903305949,,rising,8210309.1,8.0,13.847520712597577,15.0,5.0,0.0,5.0,0.8611465398293937,75.94943057883322,118.33525124664524,0.0005847563437168829,0.0014251457456953413,0.553515625,,46.366903305949,,3.0,0.0,rising,8210309.1,0.000854687499999951,0.15441072688778226,5.040000000000028,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.15}]}",False,,,,,,,,,,,,Buy,47,not_in_gap_or_already_strong,47.0,,
UNIUSDT,Buy,47,10.278,10.3520016,9.96966,Bullish,2025-09-13T09:32:24.704738+00:00,2025-09-13T15:02:24.704738+05:30,Fail,436,,436.0,5.04%,75.14694339680392,0.02460724109063328,0.016873443682717565,0.007733797407915716,10.293621271843644,10.213,10.132378728156354,0.9031194157173592,139.67233513065426,5.0,3.0,0.0,10.203627501991544,0.01881464974728028,10.264031250000002,0.009625000000001549,0.09377407146925383,,35.466794001165944,,rising,605861.0,8.0,13.865245448792258,15.0,5.0,0.0,5.0,0.9031194157173592,75.14694339680392,139.67233513065426,0.007733797407915716,0.01881464974728028,10.264031250000002,,35.466794001165944,,3.0,0.0,rising,605861.0,0.009625000000001549,0.09377407146925383,5.040000000000052,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.13}]}",False,,,,,,,,,,,,Buy,47,not_in_gap_or_already_strong,47.0,,
TRUMPUSDT,Buy,46,9.157,9.2229304,8.88229,Bullish,2025-09-13T09:32:25.795888+00:00,2025-09-13T15:02:25.795888+05:30,Success,32,32.0,,5.04%,76.46718634534317,0.023076771585751388,0.017517257978872842,0.005559513606878546,9.179900184120532,9.106649999999998,9.033399815879465,0.8436851429421007,105.49458280568297,5.0,3.0,0.0,9.090576124748365,0.015263503444489823,9.159359375,0.009390624999999986,0.10252491048261753,,46.90883714592592,,rising,497800.22000000003,8.0,12.741657971928666,15.0,5.0,0.0,5.0,0.8436851429421007,76.46718634534317,105.49458280568297,0.005559513606878546,0.015263503444489823,9.159359375,,46.90883714592592,,3.0,0.0,rising,497800.22000000003,0.009390624999999986,0.10252491048261753,5.039999999999936,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.26}]}",False,,,,,,,,,,,,Buy,46,not_in_gap_or_already_strong,46.0,,
BCHUSDT,Buy,58,604.03,608.379016,585.9091,Bullish,2025-09-13T09:32:27.999155+00:00,2025-09-13T15:02:27.999155+05:30,Inconclusive,600,,,5.04%,71.46887048551224,0.843475598481632,0.5983051868764719,0.24517041160516007,604.8136913929176,602.091,599.3683086070824,0.8560814870616278,139.3478399466447,5.0,3.0,0.0,601.5293209274864,0.7585110573466588,603.89609375,0.32531249999999545,0.053868952517958806,,32.65964424603446,,rising,3809.522000000001,8.0,16.757421360615265,15.0,5.0,0.0,5.0,0.8560814870616278,71.46887048551224,139.3478399466447,0.24517041160516007,0.7585110573466588,603.89609375,,32.65964424603446,,3.0,0.0,rising,3809.522000000001,0.32531249999999545,0.053868952517958806,5.040000000000007,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,50.0,58.0,0.32531249999999545,0.053868952517958806,False,,,0.6464517800512721,0.053868952517958806,False,,Buy,58,,,conditions_not_met,
ATHUSDT,Sell,45,0.05234,0.05196315,0.0539102,Bullish,2025-09-13T09:32:31.290648+00:00,2025-09-13T15:02:31.290648+05:30,Fail,130,,130.0,5.04%,35.82118864354652,-0.00011363146313342343,2.2295166676261347e-05,-0.00013592662980968476,0.05396521440258773,0.053068000000000004,0.05217078559741228,0.09429986974109882,-124.9945483885026,5.0,0.0,3.0,0.05287800457455849,0.00030421861095168066,0.05262765625,-0.00024093749999999636,-0.45781537155190405,,-9.704424180419213,,falling,-1920271.0,8.0,19.723338408610967,7.0,5.0,0.0,5.0,0.09429986974109882,35.82118864354652,-124.9945483885026,-0.00013592662980968476,0.00030421861095168066,0.05262765625,,-9.704424180419213,,0.0,3.0,falling,-1920271.0,-0.00024093749999999636,-0.45781537155190405,5.039999999999988,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,,,,,,,,,,,,Sell,45,not_in_gap_or_already_strong,45.0,,
JELLYJELLYUSDT,Buy,57,0.0484,0.04874848,0.046948,Bullish,2025-09-13T09:32:32.379051+00:00,2025-09-13T15:02:32.379051+05:30,Success,9,9.0,,5.04%,25.744153118962032,-0.0010089332584790472,-0.0010746722711341948,6.573901265514753e-05,0.051123729301498895,0.049444,0.04776427069850111,0.18923564080581373,-92.09509523160153,5.0,0.0,3.0,0.05169304524434247,0.0005456553927872992,0.048156875,-5.718749999999995e-05,-0.11875251456827285,,-48.68876643343909,,falling,-53670174.0,24.0,2.8914518661021553,8.0,5.0,12.0,5.0,0.18923564080581373,25.744153118962032,-92.09509523160153,6.573901265514753e-05,0.0005456553927872992,0.048156875,,-48.68876643343909,,0.0,3.0,falling,-53670174.0,-5.718749999999995e-05,-0.11875251456827285,5.039999999999974,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 8, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 17.11}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,,,-5.718749999999995e-05,-0.11875251456827285,,,,,,,,Buy,57,hma_not_aligned,,,1.0
FILUSDT,Buy,49,2.606,2.6247632,2.52782,Bullish,2025-09-13T09:32:35.629361+00:00,2025-09-13T15:02:35.629361+05:30,Success,135,135.0,,5.04%,84.75235610849431,0.007504224608066323,0.0045948500176545325,0.002909374590411791,2.6058980035438646,2.5827,2.5595019964561354,1.0021983886661288,176.83002868187637,5.0,3.0,0.0,2.5796137141513715,0.004900854786678059,2.5955624999999998,0.003328124999999904,0.12822365094271104,,49.523123117225715,,rising,3081626.4,8.0,16.0,15.0,5.0,0.0,5.0,1.0021983886661288,84.75235610849431,176.83002868187637,0.002909374590411791,0.004900854786678059,2.5955624999999998,,49.523123117225715,,3.0,0.0,rising,3081626.4,0.003328124999999904,0.12822365094271104,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,,,,,,,,,,,,Buy,49,not_in_gap_or_already_strong,49.0,,
XLMUSDT,Buy,47,0.41119,0.41415057,0.3988543,Bullish,2025-09-13T09:32:36.714611+00:00,2025-09-13T15:02:36.714611+05:30,Success,27,27.0,,5.04%,81.35463987807081,0.0015531728174027482,0.001173798143147991,0.0003793746742547571,0.4123573763633454,0.407704,0.4030506236366546,0.8745667369030345,129.3137166410919,5.0,3.0,0.0,0.40663508695595235,0.0009277251645040774,0.41067015625,0.00045765624999993815,0.11144132171156233,,55.35856073152943,,rising,16198115.0,8.0,13.814320588125163,15.0,5.0,0.0,5.0,0.8745667369030345,81.35463987807081,129.3137166410919,0.0003793746742547571,0.0009277251645040774,0.41067015625,,55.35856073152943,,3.0,0.0,rising,16198115.0,0.00045765624999993815,0.11144132171156233,5.039999999999995,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.19}]}",False,,,,,,,,,,,,Buy,47,not_in_gap_or_already_strong,47.0,,
NEARUSDT,Buy,43,2.858,2.8785776,2.77226,Bullish,2025-09-13T09:32:37.800794+00:00,2025-09-13T15:02:37.800794+05:30,Success,132,132.0,,5.04%,77.92838689235363,0.008213311887448782,0.006567833777415698,0.001645478110033084,2.862192716024386,2.8407,2.819207283975614,0.90246193129736,147.33742959549485,5.0,3.0,0.0,2.8310628559333693,0.006479752392942724,2.8540625,0.002484374999999872,0.08704697251724067,,41.750077723957276,,rising,1881392.0,8.0,10.09459625090077,15.0,5.0,0.0,5.0,0.90246193129736,77.92838689235363,147.33742959549485,0.001645478110033084,0.006479752392942724,2.8540625,,41.750077723957276,,3.0,0.0,rising,1881392.0,0.002484374999999872,0.08704697251724067,5.040000000000048,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.91}]}",False,,,,,,,,,,,,Buy,43,not_in_gap_or_already_strong,43.0,,
TIAUSDT,Buy,45,1.8821,1.89565112,1.825637,Bullish,2025-09-13T09:32:38.909812+00:00,2025-09-13T15:02:38.909812+05:30,Success,195,195.0,,5.04%,66.85083607280234,0.006189643401392164,0.004504707813465428,0.0016849355879267362,1.8889487284143451,1.869635,1.8503212715856547,0.8226979206858329,134.11127255115716,5.0,3.0,0.0,1.8650791885357565,0.00513154401518011,1.8804906249999997,0.002373437499999742,0.1262137374388528,,34.93592818317259,,rising,1559102.0,8.0,11.880367778317174,15.0,5.0,0.0,5.0,0.8226979206858329,66.85083607280234,134.11127255115716,0.0016849355879267362,0.00513154401518011,1.8804906249999997,,34.93592818317259,,3.0,0.0,rising,1559102.0,0.002373437499999742,0.1262137374388528,5.040000000000011,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.12}]}",False,,,,,,,,,,,,Buy,45,not_in_gap_or_already_strong,45.0,,
BIOUSDT,Buy,42,0.15482,0.1559347,0.1501754,Bullish,2025-09-13T09:32:40.000831+00:00,2025-09-13T15:02:40.000831+05:30,Success,7,7.0,,5.04%,72.31959379757139,0.0006123729981903081,0.0005112035856416076,0.00010116941254870052,0.15528295708603385,0.1536955,0.15210804291396618,0.8541828027646078,121.32589210214657,5.0,3.0,0.0,0.15319222282787026,0.0004915116626206784,0.15468046875000002,0.00016015624999998757,0.10354005990170466,,38.022340294169624,,rising,26409452.0,8.0,8.939996516507197,15.0,5.0,0.0,5.0,0.8541828027646078,72.31959379757139,121.32589210214657,0.00010116941254870052,0.0004915116626206784,0.15468046875000002,,38.022340294169624,,3.0,0.0,rising,26409452.0,0.00016015624999998757,0.10354005990170466,5.039999999999973,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.06}]}",False,,,,,,,,,,,,Buy,42,not_in_gap_or_already_strong,42.0,,
GOATUSDT,Buy,46,0.11829,0.11914169,0.1147413,Bullish,2025-09-13T09:32:42.193517+00:00,2025-09-13T15:02:42.193517+05:30,Success,91,91.0,,5.04%,61.784161161568456,0.0002460470903817291,-0.00010001639891954505,0.00034606348930127416,0.11863886619412752,0.11643700000000001,0.11423513380587251,0.920779429045699,154.99789640408923,5.0,3.0,0.0,0.117052979652603,0.0009189861191681713,0.11761078125000002,0.0005482812500000184,0.4661828143412815,,7.575466208815798,,rising,5773831.0,8.0,13.037703149149195,15.0,5.0,0.0,5.0,0.920779429045699,61.784161161568456,154.99789640408923,0.00034606348930127416,0.0009189861191681713,0.11761078125000002,,7.575466208815798,,3.0,0.0,rising,5773831.0,0.0005482812500000184,0.4661828143412815,5.040000000000019,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.96}]}",False,,,,,,,,,,,,Buy,46,not_in_gap_or_already_strong,46.0,,
TAOUSDT,Buy,45,366.1,368.73592,355.117,Bullish,2025-09-13T09:32:44.369068+00:00,2025-09-13T15:02:44.369068+05:30,Success,194,194.0,,5.04%,83.90796644974542,1.260649869834367,1.0117718617799754,0.24887800805439175,366.5298423378035,363.38649999999996,360.24315766219644,0.9316265472211003,149.6788775162512,5.0,3.0,0.0,362.2195728508669,0.7915579854827169,365.593125,0.30968749999999545,0.08470823952173484,,54.310371861468276,,rising,14236.308,8.0,11.545969218746286,15.0,5.0,0.0,5.0,0.9316265472211003,83.90796644974542,149.6788775162512,0.24887800805439175,0.7915579854827169,365.593125,,54.310371861468276,,3.0,0.0,rising,14236.308,0.30968749999999545,0.08470823952173484,5.039999999999997,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.45}]}",False,,,,,,,,,,,,Buy,45,not_in_gap_or_already_strong,45.0,,
ETHFIUSDT,Buy,48,1.4414,1.45177808,1.398158,Bullish,2025-09-13T09:32:45.481342+00:00,2025-09-13T15:02:45.481342+05:30,Success,15,15.0,,5.04%,59.54462634406013,0.002556304704391499,0.001457599745245983,0.0010987049591455159,1.4464227382600108,1.43533,1.4242372617399892,0.7736024170822777,104.6845345553862,5.0,3.0,0.0,1.4369039338404874,0.004132541893271901,1.4436125,0.0012390625000000544,0.08583068517348348,,19.5552764828637,,falling,-213405.99999999994,8.0,10.380798961148592,15.0,10.0,0.0,5.0,0.7736024170822777,59.54462634406013,104.6845345553862,0.0010987049591455159,0.004132541893271901,1.4436125,,19.5552764828637,,3.0,0.0,falling,-213405.99999999994,0.0012390625000000544,0.08583068517348348,5.039999999999979,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.62}]}",False,,,,,,,,,,,,Buy,48,not_in_gap_or_already_strong,48.0,,
OPUSDT,Buy,46,0.8245,0.8304364,0.799765,Bullish,2025-09-13T09:32:48.735256+00:00,2025-09-13T15:02:48.735256+05:30,Success,37,37.0,,5.04%,75.52888032813365,0.0035142011022525343,0.002691862669334568,0.0008223384329179664,0.8275715680500828,0.817375,0.8071784319499171,0.8493822610217444,119.72471107648217,5.0,3.0,0.0,0.8142192238606756,0.002179196022368592,0.8240453125,0.001487499999999975,0.18051191814770198,,48.19742617328816,,rising,1322057.2,8.0,13.056607201668708,15.0,5.0,0.0,5.0,0.8493822610217444,75.52888032813365,119.72471107648217,0.0008223384329179664,0.002179196022368592,0.8240453125,,48.19742617328816,,3.0,0.0,rising,1322057.2,0.001487499999999975,0.18051191814770198,5.03999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.94}]}",False,,,,,,,,,,,,Buy,46,not_in_gap_or_already_strong,46.0,,
