coin,signal,confidence,outcome,duration_min,did_tp_hit_later,estimated_profit,analysis_log
LINKUSDT,Buy,55,Success,81,True,5.00%,"{'buy_score': 20, 'sell_score': 15, 'initial_signal': 'Buy', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 55, 'bb_touch': False, 'rsi_extreme': True, 'cci_extreme': True}"
AVAXUSDT,Strong Sell,70,Fail,17,False,4.81%,"{'buy_score': 20, 'sell_score': 50, 'initial_signal': 'Sell', 'num_confluence_met': 3, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 70, 'bb_touch': True, 'rsi_extreme': True, 'cci_extreme': True}"
BNBUSDT,Sell,60,Success,32,True,1.95%,"{'buy_score': 20, 'sell_score': 50, 'initial_signal': 'Sell', 'num_confluence_met': 3, 'vol_profile_ok': False, 'min_profit_ok': False, 'confidence': 60, 'bb_touch': True, 'rsi_extreme': True, 'cci_extreme': True}"
ENAUSDT,Strong Sell,70,Fail,53,False,8.49%,"{'buy_score': 20, 'sell_score': 50, 'initial_signal': 'Sell', 'num_confluence_met': 3, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 70, 'bb_touch': True, 'rsi_extreme': True, 'cci_extreme': True}"
MUSDT,Buy,55,Fail,26,False,25.95%,"{'buy_score': 20, 'sell_score': 15, 'initial_signal': 'Buy', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 55, 'bb_touch': False, 'rsi_extreme': True, 'cci_extreme': True}"
FARTCOINUSDT,Buy,55,Success,200,True,7.93%,"{'buy_score': 20, 'sell_score': 15, 'initial_signal': 'Buy', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 55, 'bb_touch': False, 'rsi_extreme': True, 'cci_extreme': True}"
FILUSDT,Sell,51,Success,64,True,5.35%,"{'buy_score': 20, 'sell_score': 35, 'initial_signal': 'Sell', 'num_confluence_met': 2, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 51, 'bb_touch': True, 'rsi_extreme': False, 'cci_extreme': True}"
XPLUSDT,Neutral,22,Inconclusive,300,False,18.86%,"{'buy_score': 5, 'sell_score': -15, 'initial_signal': 'Buy', 'num_confluence_met': 0, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 22, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': False}"
HEMIUSDT,Neutral,22,Inconclusive,300,False,19.64%,"{'buy_score': 30, 'sell_score': -5, 'initial_signal': 'Buy', 'num_confluence_met': 0, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 22, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': False}"
PUMPUSDT,Neutral,16,Inconclusive,300,False,11.04%,"{'buy_score': 15, 'sell_score': 10, 'initial_signal': 'Buy', 'num_confluence_met': 0, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 16, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': False}"
DOLOUSDT,Neutral,26,Inconclusive,300,False,13.14%,"{'buy_score': 15, 'sell_score': -5, 'initial_signal': 'Buy', 'num_confluence_met': 0, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 26, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': False}"
1000BONKUSDT,Sell,51,Fail,16,False,6.33%,"{'buy_score': 20, 'sell_score': 35, 'initial_signal': 'Sell', 'num_confluence_met': 2, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 51, 'bb_touch': True, 'rsi_extreme': False, 'cci_extreme': True}"
WIFUSDT,Strong Sell,70,Fail,102,False,5.44%,"{'buy_score': 20, 'sell_score': 50, 'initial_signal': 'Sell', 'num_confluence_met': 3, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 70, 'bb_touch': True, 'rsi_extreme': True, 'cci_extreme': True}"
PYTHUSDT,Neutral,26,Inconclusive,300,False,6.50%,"{'buy_score': 15, 'sell_score': -5, 'initial_signal': 'Buy', 'num_confluence_met': 0, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 26, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': False}"
LTCUSDT,Buy,45,Fail,17,False,3.12%,"{'buy_score': 30, 'sell_score': 10, 'initial_signal': 'Buy', 'num_confluence_met': 1, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 45, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': True}"
HYPEUSDT,Strong Sell,70,Fail,53,False,3.98%,"{'buy_score': 20, 'sell_score': 50, 'initial_signal': 'Sell', 'num_confluence_met': 3, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 70, 'bb_touch': True, 'rsi_extreme': True, 'cci_extreme': True}"
ARBUSDT,Buy,55,Success,104,True,5.53%,"{'buy_score': 20, 'sell_score': 15, 'initial_signal': 'Buy', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 55, 'bb_touch': False, 'rsi_extreme': True, 'cci_extreme': True}"
DOTUSDT,Strong Sell,70,Fail,16,False,4.09%,"{'buy_score': 20, 'sell_score': 50, 'initial_signal': 'Sell', 'num_confluence_met': 3, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 70, 'bb_touch': True, 'rsi_extreme': True, 'cci_extreme': True}"
AAVEUSDT,Buy,41,Fail,4,False,4.05%,"{'buy_score': 20, 'sell_score': 0, 'initial_signal': 'Buy', 'num_confluence_met': 1, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 41, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': True}"
JELLYJELLYUSDT,Neutral,29,Inconclusive,300,False,12.86%,"{'buy_score': 15, 'sell_score': 10, 'initial_signal': 'Buy', 'num_confluence_met': 1, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 29, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': True}"
BIOUSDT,Neutral,22,Inconclusive,300,False,5.80%,"{'buy_score': 5, 'sell_score': -15, 'initial_signal': 'Buy', 'num_confluence_met': 0, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 22, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': False}"
UNIUSDT,Buy,55,Success,80,True,4.53%,"{'buy_score': 20, 'sell_score': 15, 'initial_signal': 'Buy', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 55, 'bb_touch': False, 'rsi_extreme': True, 'cci_extreme': True}"
LINEAUSDT,Neutral,16,Inconclusive,300,False,18.56%,"{'buy_score': 15, 'sell_score': -5, 'initial_signal': 'Buy', 'num_confluence_met': 0, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 16, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': False}"
PENGUUSDT,Buy,55,Success,8,True,6.66%,"{'buy_score': 20, 'sell_score': 15, 'initial_signal': 'Buy', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 55, 'bb_touch': False, 'rsi_extreme': True, 'cci_extreme': True}"
BASUSDT,Sell,61,Success,22,True,15.32%,"{'buy_score': 20, 'sell_score': 35, 'initial_signal': 'Sell', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 61, 'bb_touch': True, 'rsi_extreme': False, 'cci_extreme': True}"
BCHUSDT,Buy,55,Success,120,True,5.92%,"{'buy_score': 20, 'sell_score': 15, 'initial_signal': 'Buy', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 55, 'bb_touch': False, 'rsi_extreme': True, 'cci_extreme': True}"
IPUSDT,Neutral,22,Inconclusive,300,False,8.11%,"{'buy_score': 5, 'sell_score': 0, 'initial_signal': 'Buy', 'num_confluence_met': 0, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 22, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': False}"
MITOUSDT,Neutral,26,Inconclusive,300,False,9.79%,"{'buy_score': 15, 'sell_score': -5, 'initial_signal': 'Buy', 'num_confluence_met': 0, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 26, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': False}"
TAUSDT,Neutral,31,Inconclusive,300,False,13.25%,"{'buy_score': 20, 'sell_score': 0, 'initial_signal': 'Buy', 'num_confluence_met': 1, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 31, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': True}"
1000SHIBUSDT,Sell,51,Fail,120,False,3.74%,"{'buy_score': 20, 'sell_score': 35, 'initial_signal': 'Sell', 'num_confluence_met': 2, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 51, 'bb_touch': True, 'rsi_extreme': False, 'cci_extreme': True}"
HBARUSDT,Strong Sell,70,Fail,16,False,4.43%,"{'buy_score': 20, 'sell_score': 50, 'initial_signal': 'Sell', 'num_confluence_met': 3, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 70, 'bb_touch': True, 'rsi_extreme': True, 'cci_extreme': True}"
XLMUSDT,Buy,41,Success,24,True,3.94%,"{'buy_score': 20, 'sell_score': 0, 'initial_signal': 'Buy', 'num_confluence_met': 1, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 41, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': True}"
OPUSDT,Buy,41,Success,11,True,5.13%,"{'buy_score': 20, 'sell_score': 0, 'initial_signal': 'Buy', 'num_confluence_met': 1, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 41, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': True}"
WLDUSDT,Buy,55,Success,16,True,4.87%,"{'buy_score': 20, 'sell_score': 15, 'initial_signal': 'Buy', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 55, 'bb_touch': False, 'rsi_extreme': True, 'cci_extreme': True}"
TRXUSDT,Buy,45,Success,10,True,1.53%,"{'buy_score': 20, 'sell_score': 15, 'initial_signal': 'Buy', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': False, 'confidence': 45, 'bb_touch': False, 'rsi_extreme': True, 'cci_extreme': True}"
XNYUSDT,Neutral,26,Inconclusive,300,False,11.18%,"{'buy_score': 15, 'sell_score': -5, 'initial_signal': 'Buy', 'num_confluence_met': 0, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 26, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': False}"
POLUSDT,Sell,51,Fail,42,False,6.20%,"{'buy_score': 20, 'sell_score': 35, 'initial_signal': 'Sell', 'num_confluence_met': 2, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 51, 'bb_touch': True, 'rsi_extreme': False, 'cci_extreme': True}"
APTUSDT,Buy,55,Success,50,True,3.55%,"{'buy_score': 20, 'sell_score': 15, 'initial_signal': 'Buy', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 55, 'bb_touch': False, 'rsi_extreme': True, 'cci_extreme': True}"
SPKUSDT,Buy,41,Fail,64,False,7.03%,"{'buy_score': 20, 'sell_score': 0, 'initial_signal': 'Buy', 'num_confluence_met': 1, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 41, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': True}"
TIAUSDT,Buy,41,Success,16,True,4.53%,"{'buy_score': 20, 'sell_score': 0, 'initial_signal': 'Buy', 'num_confluence_met': 1, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 41, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': True}"
ETCUSDT,Buy,55,Success,121,True,4.00%,"{'buy_score': 20, 'sell_score': 15, 'initial_signal': 'Buy', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 55, 'bb_touch': False, 'rsi_extreme': True, 'cci_extreme': True}"
NEARUSDT,Buy,41,Success,16,True,4.64%,"{'buy_score': 20, 'sell_score': 0, 'initial_signal': 'Buy', 'num_confluence_met': 1, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 41, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': True}"
CRVUSDT,Buy,41,Success,16,True,5.79%,"{'buy_score': 20, 'sell_score': 0, 'initial_signal': 'Buy', 'num_confluence_met': 1, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 41, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': True}"
NMRUSDT,Neutral,26,Inconclusive,300,False,7.35%,"{'buy_score': 15, 'sell_score': -5, 'initial_signal': 'Buy', 'num_confluence_met': 0, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 26, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': False}"
INJUSDT,Buy,55,Success,15,True,4.93%,"{'buy_score': 20, 'sell_score': 15, 'initial_signal': 'Buy', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 55, 'bb_touch': False, 'rsi_extreme': True, 'cci_extreme': True}"
FORMUSDT,Neutral,12,Inconclusive,300,False,5.02%,"{'buy_score': 5, 'sell_score': -15, 'initial_signal': 'Buy', 'num_confluence_met': 0, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 12, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': False}"
LDOUSDT,Buy,41,Success,15,True,5.04%,"{'buy_score': 20, 'sell_score': 0, 'initial_signal': 'Buy', 'num_confluence_met': 1, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 41, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': True}"
MAVUSDT,Neutral,22,Inconclusive,300,False,17.63%,"{'buy_score': 5, 'sell_score': 0, 'initial_signal': 'Buy', 'num_confluence_met': 0, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 22, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': False}"
TAOUSDT,Buy,55,Success,16,True,3.64%,"{'buy_score': 20, 'sell_score': 15, 'initial_signal': 'Buy', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 55, 'bb_touch': False, 'rsi_extreme': True, 'cci_extreme': True}"
SEIUSDT,Buy,55,Success,101,True,5.02%,"{'buy_score': 20, 'sell_score': 15, 'initial_signal': 'Buy', 'num_confluence_met': 2, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 55, 'bb_touch': False, 'rsi_extreme': True, 'cci_extreme': True}"
ONDOUSDT,Strong Sell,70,Fail,15,False,4.73%,"{'buy_score': 20, 'sell_score': 50, 'initial_signal': 'Sell', 'num_confluence_met': 3, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 70, 'bb_touch': True, 'rsi_extreme': True, 'cci_extreme': True}"
ETHFIUSDT,Buy,41,Success,16,True,5.81%,"{'buy_score': 20, 'sell_score': 0, 'initial_signal': 'Buy', 'num_confluence_met': 1, 'vol_profile_ok': True, 'min_profit_ok': True, 'confidence': 41, 'bb_touch': False, 'rsi_extreme': False, 'cci_extreme': True}"
SKLUSDT,Sell,51,Fail,9,False,4.88%,"{'buy_score': 20, 'sell_score': 35, 'initial_signal': 'Sell', 'num_confluence_met': 2, 'vol_profile_ok': False, 'min_profit_ok': True, 'confidence': 51, 'bb_touch': True, 'rsi_extreme': False, 'cci_extreme': True}"
