Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule
LINKUSDT,Buy,44,24.562,24.7388464,23.82514,Bullish,2025-09-14T11:21:04.296101+00:00,2025-09-14T16:51:04.296101+05:30,Fail,208,,208.0,5.04%,37.345438922421344,-0.018948454347889054,-0.00534493856401156,-0.013603515783877494,24.74895158571771,24.65585,24.562748414282293,-0.0040193422943462665,-205.48501777551851,5.0,0.0,3.0,24.655463336824106,0.04390019342074019,24.601734375,-0.014750000000002927,-0.059955122574576324,,-10.655430499832086,,falling,-226052.05,26.0,0.0,8.0,5.0,0.0,5.0,-0.0040193422943462665,37.345438922421344,-205.48501777551851,-0.013603515783877494,0.04390019342074019,24.601734375,,-10.655430499832086,,0.0,3.0,falling,-226052.05,-0.014750000000002927,-0.059955122574576324,5.039999999999964,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
UNIUSDT,Buy,41,9.579,9.6479688,9.29163,Bullish,2025-09-14T11:21:10.350488+00:00,2025-09-14T16:51:10.350488+05:30,Inconclusive,600,,,5.04%,30.27370605836782,-0.027336755308613903,-0.0204179556965043,-0.006918799612109602,9.70376229208819,9.64105,9.57833770791181,0.005280400908157604,-200.603094567196,5.0,3.0,0.0,9.673474525092333,0.025230827509029625,9.610015624999999,-0.009421874999999247,-0.0980422443381745,,-31.355365226659,,falling,-679676.0,18.0,0.0,8.0,10.0,0.0,5.0,0.005280400908157604,30.27370605836782,-200.603094567196,-0.006918799612109602,0.025230827509029625,9.610015624999999,,-31.355365226659,,3.0,0.0,falling,-679676.0,-0.009421874999999247,-0.0980422443381745,5.040000000000028,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
TRUMPUSDT,Buy,44,8.848,8.9117056,8.58256,Bullish,2025-09-14T11:21:12.112400+00:00,2025-09-14T16:51:12.112400+05:30,Inconclusive,600,,,5.04%,31.23281530198085,-0.014956802261888669,-0.008594942754570806,-0.006361859507317862,8.948326393656638,8.898700000000002,8.849073606343365,-0.010816888597557459,-231.56714325764585,5.0,0.0,3.0,8.912653959019682,0.018573934500636154,8.879859375,-0.005671875000000881,-0.06387347772611411,,-24.10279515053822,,falling,-476126.51999999996,26.0,0.0,8.0,5.0,0.0,5.0,-0.010816888597557459,31.23281530198085,-231.56714325764585,-0.006361859507317862,0.018573934500636154,8.879859375,,-24.10279515053822,,0.0,3.0,falling,-476126.51999999996,-0.005671875000000881,-0.06387347772611411,5.0400000000000365,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
PENGUUSDT,Buy,44,0.035392,0.03564682,0.03433024,Bullish,2025-09-14T11:21:12.979336+00:00,2025-09-14T16:51:12.979336+05:30,Fail,11,,11.0,5.04%,37.88653211606973,-4.189679925091505e-05,-1.0809328954783678e-05,-3.108747029613137e-05,0.03580130000687081,0.035609800000000004,0.0354182999931292,-0.06866838690752734,-278.3686889694301,5.0,0.0,3.0,0.03561531159277065,0.00010460348684327948,0.035592140625000004,-2.7921874999996266e-05,-0.07844955237219947,,-9.926293028846297,,falling,-97143019.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.06866838690752734,37.88653211606973,-278.3686889694301,-3.108747029613137e-05,0.00010460348684327948,0.035592140625000004,,-9.926293028846297,,0.0,3.0,falling,-97143019.0,-2.7921874999996266e-05,-0.07844955237219947,5.040000000000004,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
WIFUSDT,Buy,44,0.9537,0.96056664,0.925089,Bullish,2025-09-14T11:21:13.847479+00:00,2025-09-14T16:51:13.847479+05:30,Fail,196,,196.0,5.04%,35.82523438537325,-0.0016678186005849582,-0.0009765317595171912,-0.000691286841067767,0.9643105339529032,0.95916,0.9540094660470968,-0.0300421325173839,-246.6124661246591,5.0,0.0,3.0,0.9601491272807903,0.0026537967498643277,0.9574015625,-0.000676562499999922,-0.07066653392890426,,-15.459550820662463,,falling,-2512054.6999999997,26.0,0.0,8.0,5.0,0.0,5.0,-0.0300421325173839,35.82523438537325,-246.6124661246591,-0.000691286841067767,0.0026537967498643277,0.9574015625,,-15.459550820662463,,0.0,3.0,falling,-2512054.6999999997,-0.000676562499999922,-0.07066653392890426,5.040000000000026,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
DOTUSDT,Buy,44,4.409,4.4407448,4.27673,Bullish,2025-09-14T11:21:17.303717+00:00,2025-09-14T16:51:17.303717+05:30,Fail,208,,208.0,5.04%,36.37133684051802,-0.004077301762317909,0.0008873675558667255,-0.004964669318184635,4.4687662158480475,4.44005,4.411333784151953,-0.040635301049110825,-230.88977886121816,5.0,0.0,3.0,4.432681074418538,0.012604895251296913,4.433937499999999,-0.0029218750000001847,-0.06589797443018051,,-8.153053173519359,,falling,-1213775.8,26.0,0.0,8.0,5.0,0.0,5.0,-0.040635301049110825,36.37133684051802,-230.88977886121816,-0.004964669318184635,0.012604895251296913,4.433937499999999,,-8.153053173519359,,0.0,3.0,falling,-1213775.8,-0.0029218750000001847,-0.06589797443018051,5.040000000000038,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
PUMPBTCUSDT,Strong Buy,68,0.14159,0.14260945,0.1373423,Bullish,2025-09-14T11:21:19.065271+00:00,2025-09-14T16:51:19.065271+05:30,Success,1,1.0,,5.04%,84.10450859991971,0.004900732913832306,0.002743043435444523,0.0021576894783877833,0.13917559988733624,0.12380849999999999,0.10844140011266373,1.0785574418844448,213.22173724664154,5.0,3.0,0.0,0.12085503648390584,0.0036524907368158475,0.13172,0.0026779687500000093,2.033076791679327,,44.91832302628599,,rising,102702099.0,8.0,20.0,15.0,5.0,0.0,5.0,1.0785574418844448,84.10450859991971,213.22173724664154,0.0021576894783877833,0.0036524907368158475,0.13172,,44.91832302628599,,3.0,0.0,rising,102702099.0,0.0026779687500000093,2.033076791679327,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,68,,0.0026779687500000093,2.033076791679327,53.0,61.0,True,61.0,68.0,1.1814893637588275,2.033076791679327,False,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support)
ARBUSDT,Buy,44,0.5272,0.53099584,0.511384,Bullish,2025-09-14T11:21:20.804109+00:00,2025-09-14T16:51:20.804109+05:30,Fail,154,,154.0,5.04%,32.74808456181067,-0.0009715648859309756,-0.0005698173757899773,-0.0004017475101409983,0.533793414275799,0.5306,0.527406585724201,-0.03234558788168348,-249.75157336865894,5.0,0.0,3.0,0.5313242371647153,0.0013199157569954876,0.5292546874999999,-0.00032812500000001243,-0.0619975614292528,,-19.776768803424506,,falling,-10384402.3,26.0,0.0,8.0,5.0,0.0,5.0,-0.03234558788168348,32.74808456181067,-249.75157336865894,-0.0004017475101409983,0.0013199157569954876,0.5292546874999999,,-19.776768803424506,,0.0,3.0,falling,-10384402.3,-0.00032812500000001243,-0.0619975614292528,5.039999999999993,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
EIGENUSDT,Buy,62,1.6039,1.61544808,1.555783,Bullish,2025-09-14T11:21:24.260816+00:00,2025-09-14T16:51:24.260816+05:30,Success,373,373.0,,5.04%,27.644118551082983,-0.007153346799517291,-0.0015402586324663365,-0.005613088167050954,1.6745492260353443,1.641015,1.6074807739646555,-0.053389840589750444,-231.68687764960745,5.0,0.0,3.0,1.6380464207002308,0.009542970642027086,1.6276828124999998,-0.0058640624999999336,-0.3602705917250038,,-23.374068893327514,,falling,-2073000.1,32.0,0.0,8.0,5.0,12.0,5.0,-0.053389840589750444,27.644118551082983,-231.68687764960745,-0.005613088167050954,0.009542970642027086,1.6276828124999998,,-23.374068893327514,,0.0,3.0,falling,-2073000.1,-0.0058640624999999336,-0.3602705917250038,5.04000000000003,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",False,hma_not_aligned,,Buy,62,1.0,-0.0058640624999999336,-0.3602705917250038,,,,,,,,,
YGGUSDT,Buy,62,0.2336,0.23528192,0.226592,Bullish,2025-09-14T11:21:25.163560+00:00,2025-09-14T16:51:25.163560+05:30,Fail,8,,8.0,5.04%,26.991475612841597,-0.0018441287013085672,-0.0012511906586293974,-0.0005929380426791698,0.2444999783165299,0.23915999999999998,0.23382002168347008,-0.02060136487717522,-184.90245971161917,5.0,0.0,3.0,0.2415571486888244,0.0018658232136632698,0.2372390625,-0.0015000000000000013,-0.6322736164075009,,-28.0900556052947,,falling,-9909086.0,32.0,0.0,8.0,5.0,12.0,5.0,-0.02060136487717522,26.991475612841597,-184.90245971161917,-0.0005929380426791698,0.0018658232136632698,0.2372390625,,-28.0900556052947,,0.0,3.0,falling,-9909086.0,-0.0015000000000000013,-0.6322736164075009,5.040000000000011,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",False,hma_not_aligned,,Buy,62,1.0,-0.0015000000000000013,-0.6322736164075009,,,,,,,,,
XLMUSDT,Buy,44,0.39487,0.39771306,0.3830239,Bullish,2025-09-14T11:21:26.889043+00:00,2025-09-14T16:51:26.889043+05:30,Inconclusive,600,,,5.04%,38.46374248519649,-0.0003049277006989537,-0.00013412751789171204,-0.00017080018280724165,0.39745614727840795,0.39616599999999996,0.394875852721592,-0.0022682377779393507,-274.87375460623605,5.0,0.0,3.0,0.3964818778266668,0.0007145181250900091,0.39591750000000003,-0.000135468750000034,-0.03421640872152254,,-11.156159540280065,,falling,-976750.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.0022682377779393507,38.46374248519649,-274.87375460623605,-0.00017080018280724165,0.0007145181250900091,0.39591750000000003,,-11.156159540280065,,0.0,3.0,falling,-976750.0,-0.000135468750000034,-0.03421640872152254,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
PNUTUSDT,Buy,44,0.25354,0.25536549,0.2459338,Bullish,2025-09-14T11:21:28.632068+00:00,2025-09-14T16:51:28.632068+05:30,Fail,202,,202.0,5.04%,39.1741092703113,-0.0003200136302995982,-0.0001073365584463991,-0.00021267707185319907,0.2563533193950463,0.25499499999999997,0.25363668060495365,-0.03558831792663944,-304.34782608696435,5.0,0.0,3.0,0.25528343324134306,0.0008851766052907571,0.25483234374999997,-0.0001929687499999666,-0.07572380615440093,,-10.07577069087906,,falling,-4531510.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.03558831792663944,39.1741092703113,-304.34782608696435,-0.00021267707185319907,0.0008851766052907571,0.25483234374999997,,-10.07577069087906,,0.0,3.0,falling,-4531510.0,-0.0001929687499999666,-0.07572380615440093,5.039999999999963,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
