Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct
BTCUSDT,Buy,41,114018.7,114839.63464,110598.139,Bearish,2025-09-11T10:53:39.812753+00:00,2025-09-11T16:23:39.812753+05:30,Inconclusive,600,,,5.04%,56.41256687819057,3.90968287436408,-17.073025769174627,20.982708643538707,114055.63001085533,113921.025,113786.41998914466,0.8628208169195878,151.61801911491457,-5.0,3.0,0.0,113988.23656116304,74.2712738664622,114012.60468750002,20.26250000001164,0.017772157785141064,,1.0920516043958983,,rising,754.2259999999999,8.0,15.780346979780656,7.0,5.0,0.0,5.0,0.8628208169195878,56.41256687819057,151.61801911491457,20.982708643538707,74.2712738664622,114012.60468750002,,1.0920516043958983,,3.0,0.0,rising,754.2259999999999,20.26250000001164,0.017772157785141064,5.040000000000042,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,
LINEAUSDT,Sell,47,0.02399,0.02381727,0.0247097,Bearish,2025-09-11T10:53:45.362437+00:00,2025-09-11T16:23:45.362437+05:30,Success,6,6.0,,5.04%,40.68361056008842,-5.269365067558929e-05,7.525402404581848e-06,-6.021905308017113e-05,0.02502952269986902,0.024409,0.02378847730013098,0.16238140837680665,-131.34772896500465,-5.0,0.0,3.0,0.02425388887168524,0.0002824347308592002,0.024172187499999997,1.1249999999997373e-05,0.04654109190571757,,-4.88972546760886,,falling,-711544630.0,8.0,14.117137221500563,15.0,5.0,0.0,5.0,0.16238140837680665,40.68361056008842,-131.34772896500465,-6.021905308017113e-05,0.0002824347308592002,0.024172187499999997,,-4.88972546760886,,0.0,3.0,falling,-711544630.0,1.1249999999997373e-05,0.04654109190571757,5.040000000000013,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.88}]}",False,not_in_gap_or_already_strong,47.0,Sell,47,,,,,
BAKEUSDT,Sell,44,0.1014,0.10066992,0.104442,Bearish,2025-09-11T10:53:46.444721+00:00,2025-09-11T16:23:46.444721+05:30,Success,4,4.0,,5.04%,44.208181404727895,-0.00040900729291541704,-0.00022535456152918484,-0.0001836527313862322,0.10567934859013788,0.103075,0.10047065140986212,0.17842246496055264,-104.18134836739472,-5.0,0.0,3.0,0.1044071432558263,0.00215041480660731,0.1018625,-0.0004750000000000032,-0.4663148852619985,,-5.1667088385966045,,falling,-69528651.0,8.0,11.049681549683665,15.0,5.0,0.0,5.0,0.17842246496055264,44.208181404727895,-104.18134836739472,-0.0001836527313862322,0.00215041480660731,0.1018625,,-5.1667088385966045,,0.0,3.0,falling,-69528651.0,-0.0004750000000000032,-0.4663148852619985,5.039999999999958,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.95}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,,,
WLDUSDT,Strong Sell,67,1.731,1.7185368,1.78293,Bearish,2025-09-11T10:53:49.716276+00:00,2025-09-11T16:23:49.716276+05:30,Success,13,13.0,,5.04%,26.730919696271016,-0.005812734579418111,-0.0024811898770888815,-0.003331544702329229,1.7783398485551658,1.75582,1.733300151444834,-0.05106942524945044,-201.78033739628947,-5.0,0.0,3.0,1.758582311291745,0.007630842502265754,1.7423250000000001,-0.004740624999999943,-0.2720861492545847,,-22.79093606420193,,falling,-16032587.0,8.0,14.478144822430892,15.0,5.0,12.0,5.0,-0.05106942524945044,26.730919696271016,-201.78033739628947,-0.003331544702329229,0.007630842502265754,1.7423250000000001,,-22.79093606420193,,0.0,3.0,falling,-16032587.0,-0.004740624999999943,-0.2720861492545847,5.040000000000003,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,67,1.0,59.0,67.0,-0.004740624999999943,-0.2720861492545847
PUMPUSDT,Sell,47,0.005702,0.00566095,0.00587306,Bearish,2025-09-11T10:53:54.088586+00:00,2025-09-11T16:23:54.088586+05:30,Success,12,12.0,,5.04%,37.62654011350721,-1.9590596142022784e-05,1.3318994735622562e-06,-2.092249561558504e-05,0.006001737325760455,0.00584195,0.005682162674239545,0.06207415283422825,-120.14927193346266,-5.0,0.0,3.0,0.00584057408933156,9.720151539021327e-05,0.005871828125,-3.576562500000064e-05,-0.6091054478880994,,-7.519589012160519,,rising,2609076774.0,8.0,14.165967760463525,15.0,5.0,0.0,5.0,0.06207415283422825,37.62654011350721,-120.14927193346266,-2.092249561558504e-05,9.720151539021327e-05,0.005871828125,,-7.519589012160519,,0.0,3.0,rising,2609076774.0,-3.576562500000064e-05,-0.6091054478880994,5.039999999999964,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.83}]}",False,not_in_gap_or_already_strong,47.0,Sell,47,,,,,
SOMIUSDT,Sell,43,0.9455,0.9386924,0.973865,Bearish,2025-09-11T10:54:02.950667+00:00,2025-09-11T16:24:02.950667+05:30,Success,3,3.0,,5.04%,36.461052033739335,-0.006307776870007942,-0.0036801972665412293,-0.0026275796034667125,0.9864763712947331,0.9631300000000002,0.9397836287052672,0.12242526306480944,-127.59094028826405,-5.0,0.0,3.0,0.9630468068156582,0.009985547382385728,0.948275,-0.0017390624999999993,-0.18339221217473828,,-17.667455378330608,,falling,-10796745.0,8.0,10.315318336422981,15.0,5.0,0.0,5.0,0.12242526306480944,36.461052033739335,-127.59094028826405,-0.0026275796034667125,0.009985547382385728,0.948275,,-17.667455378330608,,0.0,3.0,falling,-10796745.0,-0.0017390624999999993,-0.18339221217473828,5.040000000000018,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.68}]}",False,not_in_gap_or_already_strong,43.0,Sell,43,,,,,
LTCUSDT,Buy,41,117.42,118.265424,113.8974,Bearish,2025-09-11T10:54:05.144136+00:00,2025-09-11T16:24:05.144136+05:30,Fail,207,,207.0,5.04%,68.69226976178433,0.06441242283241877,-0.0004091397963639828,0.06482156262878275,117.21942900067755,116.82250000000002,116.42557099932249,1.2526534959401936,304.24209673059704,-5.0,3.0,0.0,116.81830415229598,0.21882550370527573,116.84875,0.05406250000001478,0.04626707602778359,,8.70319053485825,,rising,15020.776999999998,8.0,16.10939756449092,7.0,5.0,0.0,5.0,1.2526534959401936,68.69226976178433,304.24209673059704,0.06482156262878275,0.21882550370527573,116.84875,,8.70319053485825,,3.0,0.0,rising,15020.776999999998,0.05406250000001478,0.04626707602778359,5.039999999999965,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,
OPENUSDT,Sell,44,0.9542,0.94732976,0.982826,Bearish,2025-09-11T10:54:07.305024+00:00,2025-09-11T16:24:07.305024+05:30,Success,3,3.0,,5.04%,38.02953980198385,-0.0018194618536980789,-0.0015459499909275184,-0.00027351186277056044,0.9638703247367931,0.95917,0.9544696752632068,-0.028686875727521263,-162.9483027467931,-5.0,0.0,3.0,0.9638504453769327,0.00420778895296204,0.9561296875,-0.0005296874999999313,-0.05539912701433938,,-14.399770387613009,,falling,-4337525.0,8.0,10.560031831414115,15.0,5.0,0.0,5.0,-0.028686875727521263,38.02953980198385,-162.9483027467931,-0.00027351186277056044,0.00420778895296204,0.9561296875,,-14.399770387613009,,0.0,3.0,falling,-4337525.0,-0.0005296874999999313,-0.05539912701433938,5.0400000000000205,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.44}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,,,
PENGUUSDT,Sell,40,0.033895,0.03365096,0.03491185,Bearish,2025-09-11T10:54:10.655748+00:00,2025-09-11T16:24:10.655748+05:30,Success,37,37.0,,5.04%,39.66301813045331,-4.6489963028702175e-05,-2.043764290457019e-05,-2.6052320124131983e-05,0.03427764709481789,0.03404295,0.033808252905182114,0.18480649469734278,-92.18576195772827,-5.0,0.0,3.0,0.034037969865658296,9.29564099185331e-05,0.0338843125,-4.3124999999998026e-05,-0.1272712852001882,,-15.536067658143123,,falling,-34196598.0,4.0,10.72633208970894,15.0,5.0,0.0,5.0,0.18480649469734278,39.66301813045331,-92.18576195772827,-2.6052320124131983e-05,9.29564099185331e-05,0.0338843125,,-15.536067658143123,,0.0,3.0,falling,-34196598.0,-4.3124999999998026e-05,-0.1272712852001882,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.27}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,
ACEUSDT,Sell,42,0.7266,0.72136848,0.748398,Bearish,2025-09-11T10:54:13.959865+00:00,2025-09-11T16:24:13.959865+05:30,Success,6,6.0,,5.04%,36.80899562193521,-0.013295771788585653,-0.009415818472204976,-0.003879953316380677,0.7918389509805646,0.7546550000000001,0.7174710490194356,0.12275391317797298,-121.21781423844872,-5.0,0.0,3.0,0.7461472772244226,0.020098467775733594,0.7283578125,-0.0034031250000000624,-0.4672325801406932,,-19.28493668366073,,falling,-5517034.100000002,8.0,8.633133263301083,15.0,5.0,0.0,5.0,0.12275391317797298,36.80899562193521,-121.21781423844872,-0.003879953316380677,0.020098467775733594,0.7283578125,,-19.28493668366073,,0.0,3.0,falling,-5517034.100000002,-0.0034031250000000624,-0.4672325801406932,5.040000000000043,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.37}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,,
