Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule
MYXUSDT,Buy,44,11.878,11.9635216,11.52166,Bullish,2025-09-13T23:32:47.661168+00:00,2025-09-14T05:02:47.661168+05:30,Success,8,8.0,,5.04%,53.928061476249304,0.017353497491205516,0.013293019614291137,0.0040604778769143795,12.02014375191918,11.79035,11.56055624808082,0.6907144978224365,70.8071278825996,10.0,3.0,0.0,11.851833302313151,0.1843438598414828,11.822312499999999,-0.03489062500000273,-0.2951252134470539,,2.5942635023252536,,falling,-157119.0,4.0,9.528639625587441,15.0,10.0,0.0,5.0,0.6907144978224365,53.928061476249304,70.8071278825996,0.0040604778769143795,0.1843438598414828,11.822312499999999,,2.5942635023252536,,3.0,0.0,falling,-157119.0,-0.03489062500000273,-0.2951252134470539,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.47}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,
WLFIUSDT,Buy,42,0.2176,0.21916672,0.211072,Bullish,2025-09-13T23:32:54.705515+00:00,2025-09-14T05:02:54.705515+05:30,Success,11,11.0,,5.04%,70.84763734023706,0.0008051440568419554,0.0008085537177762932,-3.4096609343377575e-06,0.2179630835730075,0.215745,0.21352691642699248,0.9181537662904177,113.92081736909218,10.0,3.0,0.0,0.21453041336561635,0.0010604312887369319,0.2171421875,-0.00011406249999998397,-0.05252894488777496,,33.10278787689933,,rising,30749857.0,8.0,9.0,15.0,5.0,0.0,5.0,0.9181537662904177,70.84763734023706,113.92081736909218,-3.4096609343377575e-06,0.0010604312887369319,0.2171421875,,33.10278787689933,,3.0,0.0,rising,30749857.0,-0.00011406249999998397,-0.05252894488777496,5.03999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,
WLDUSDT,Buy,45,1.6466,1.65845552,1.597202,Bullish,2025-09-13T23:32:56.734273+00:00,2025-09-14T05:02:56.734273+05:30,Success,22,22.0,,5.04%,68.93533666647974,0.0015992461503480104,0.0009769285019500529,0.0006223176483979576,1.6435621647637313,1.6344,1.6252378352362689,1.1657815218677445,188.27098753083965,10.0,3.0,0.0,1.6293956852344866,0.004728242649704194,1.6314734375,0.0015062499999998202,0.09232451876801213,,9.227908247403134,,rising,26627.0,8.0,12.158810718499266,15.0,5.0,0.0,5.0,1.1657815218677445,68.93533666647974,188.27098753083965,0.0006223176483979576,0.004728242649704194,1.6314734375,,9.227908247403134,,3.0,0.0,rising,26627.0,0.0015062499999998202,0.09232451876801213,5.0399999999999565,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.84}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,
LINEAUSDT,Buy,42,0.0287,0.02890664,0.027839,Bullish,2025-09-13T23:33:02.758810+00:00,2025-09-14T05:03:02.758810+05:30,Success,1,1.0,,5.04%,70.93717439476424,0.0004812708517838611,0.0004031602777436143,7.811057404024681e-05,0.02879778188522804,0.027646999999999998,0.026496218114771954,0.9575150224020667,173.59223300970856,10.0,3.0,0.0,0.02706874901772328,0.0003789570531918208,0.028232499999999997,5.7499999999998525e-05,0.2036659877800355,,40.58959911340838,,rising,400282574.0,8.0,8.946876595055771,15.0,5.0,0.0,5.0,0.9575150224020667,70.93717439476424,173.59223300970856,7.811057404024681e-05,0.0003789570531918208,0.028232499999999997,,40.58959911340838,,3.0,0.0,rising,400282574.0,5.7499999999998525e-05,0.2036659877800355,5.040000000000024,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.05}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,
FARTCOINUSDT,Buy,42,0.9498,0.95663856,0.921306,Bullish,2025-09-13T23:33:04.753582+00:00,2025-09-14T05:03:04.753582+05:30,Success,35,35.0,,5.04%,59.092877169840904,0.0034944939385644913,0.0025728186478125997,0.0009216752907518916,0.9547878777685184,0.9439949999999999,0.9332021222314815,0.7689273484099189,102.64953784260587,10.0,3.0,0.0,0.9407195032652752,0.004714711205192983,0.950484375,0.002428125000000003,0.25546185333136096,,22.864517464471987,,rising,2527798.6000000006,8.0,8.691741660375987,15.0,5.0,0.0,5.0,0.7689273484099189,59.092877169840904,102.64953784260587,0.0009216752907518916,0.004714711205192983,0.950484375,,22.864517464471987,,3.0,0.0,rising,2527798.6000000006,0.002428125000000003,0.25546185333136096,5.0400000000000365,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.31}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,
BIOUSDT,Strong Buy,68,0.17205,0.17328876,0.1668885,Bullish,2025-09-13T23:33:16.832244+00:00,2025-09-14T05:03:16.832244+05:30,Fail,49,,49.0,5.04%,74.56155075953696,0.0006676405117416462,0.00020525407035045217,0.000462386441391194,0.17097372410134598,0.1683525,0.165731275898654,1.2053002446645753,249.5652605952179,10.0,3.0,0.0,0.1685542610108614,0.0010143816481277314,0.16938562499999998,0.0006156249999999808,0.3634458355010827,,20.4831370397796,,rising,25069355.0,8.0,19.93994022256925,15.0,5.0,0.0,5.0,1.2053002446645753,74.56155075953696,249.5652605952179,0.000462386441391194,0.0010143816481277314,0.16938562499999998,,20.4831370397796,,3.0,0.0,rising,25069355.0,0.0006156249999999808,0.3634458355010827,5.040000000000021,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,68,53.0,61.0,0.0006156249999999808,0.3634458355010827,True,61.0,68.0,0.9116616852141042,0.3634458355010827,False,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support)
HOLOUSDT,Buy,43,0.4432,0.44639104,0.429904,Bullish,2025-09-13T23:33:19.802091+00:00,2025-09-14T05:03:19.802091+05:30,Success,3,3.0,,5.04%,73.91276017842954,0.003472636230370807,0.0032883438823691105,0.00018429234800169643,0.4435437728082686,0.43541500000000005,0.4272862271917315,0.9788545690489127,150.68906548637023,10.0,3.0,0.0,0.4302602427458537,0.0032863534244305993,0.440015625,0.00022812500000002345,0.05184474983133233,,40.81510660305724,,rising,17179826.0,8.0,10.345873611511232,15.0,5.0,0.0,5.0,0.9788545690489127,73.91276017842954,150.68906548637023,0.00018429234800169643,0.0032863534244305993,0.440015625,,40.81510660305724,,3.0,0.0,rising,17179826.0,0.00022812500000002345,0.05184474983133233,5.039999999999966,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.65}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,
EIGENUSDT,Buy,41,1.6997,1.71193784,1.648709,Bullish,2025-09-13T23:33:27.874635+00:00,2025-09-14T05:03:27.874635+05:30,Success,14,14.0,,5.04%,37.72633695690632,-0.006911631110234406,-0.004890711892948738,-0.002020919217285668,1.7392491420051626,1.7161149999999998,1.692980857994837,0.145221335713756,-114.2961755604375,10.0,3.0,0.0,1.7126282048027917,0.00974835336687273,1.7029249999999996,-0.00015781250000035385,-0.009267143297582329,,-18.099927732001415,,falling,-979707.9,18.0,0.0,8.0,10.0,0.0,5.0,0.145221335713756,37.72633695690632,-114.2961755604375,-0.002020919217285668,0.00974835336687273,1.7029249999999996,,-18.099927732001415,,3.0,0.0,falling,-979707.9,-0.00015781250000035385,-0.009267143297582329,5.040000000000023,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,
XLMUSDT,Buy,44,0.40365,0.40655628,0.3915405,Bullish,2025-09-13T23:33:30.883298+00:00,2025-09-14T05:03:30.883298+05:30,Inconclusive,600,,,5.04%,37.339305360718235,-0.0001206113194296421,1.9459272539478078e-05,-0.00014007059196912016,0.4058816649053182,0.40493750000000006,0.40399333509468194,-0.18181945375646383,-243.05866547245233,10.0,0.0,3.0,0.4048000418195641,0.0006254057216880122,0.40466265625,-7.031250000011369e-06,-0.00173755840609801,,-5.220905206921657,,falling,-67044.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.18181945375646383,37.339305360718235,-243.05866547245233,-0.00014007059196912016,0.0006254057216880122,0.40466265625,,-5.220905206921657,,0.0,3.0,falling,-67044.0,-7.031250000011369e-06,-0.00173755840609801,5.039999999999971,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,
FILUSDT,Buy,41,2.616,2.6348352,2.53752,Bullish,2025-09-13T23:33:32.866892+00:00,2025-09-14T05:03:32.866892+05:30,Inconclusive,600,,,5.04%,38.34651419643938,-0.0016283181645904143,-0.0004293995853975164,-0.0011989185791928978,2.634621654535528,2.62395,2.6132783454644715,0.12751792734986145,-124.36676798379712,10.0,3.0,0.0,2.620799607038185,0.0049980216188420775,2.6173281250000007,-0.0001562499999998579,-0.0059698284868221424,,-10.062466870213038,,falling,-137067.6,18.0,0.0,8.0,10.0,0.0,5.0,0.12751792734986145,38.34651419643938,-124.36676798379712,-0.0011989185791928978,0.0049980216188420775,2.6173281250000007,,-10.062466870213038,,3.0,0.0,falling,-137067.6,-0.0001562499999998579,-0.0059698284868221424,5.039999999999954,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,
