Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule,SUPERVISOR__reason
ETHUSDT,Buy,42,4425.99,4457.857128,4293.2103,Bullish,2025-09-11T22:09:22.977543+00:00,2025-09-12T03:39:22.977543+05:30,Success,37,37.0,,5.04%,58.39334378216969,1.7893949180270283,0.864571476320832,0.9248234417061963,4428.068235974394,4419.726,4411.383764025605,0.8754389122548635,113.38278376864845,10.0,3.0,0.0,4420.126453226594,4.908769546436049,4424.383906250001,1.5031250000010914,0.03397365671359887,,10.157252742891268,,rising,12844.281,8.0,8.521655048374328,15.0,5.0,0.0,5.0,0.8754389122548635,58.39334378216969,113.38278376864845,0.9248234417061963,4.908769546436049,4424.383906250001,,10.157252742891268,,3.0,0.0,rising,12844.281,1.5031250000010914,0.03397365671359887,5.03999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.48}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,
SOLUSDT,Buy,47,226.89,228.523608,220.0833,Bullish,2025-09-11T22:09:24.712097+00:00,2025-09-12T03:39:24.712097+05:30,Success,65,65.0,,5.04%,61.46956687173934,0.1643869108963827,0.06842888521556073,0.09595802568082196,227.02397832111305,226.1685,225.31302167888694,0.9216939121620613,136.21160347850935,10.0,3.0,0.0,226.2840424202005,0.4261760171881792,226.69171875,0.07234375000001592,0.03191283316343726,,11.42464023306722,,rising,136143.25999999998,8.0,14.403853157984802,15.0,5.0,0.0,5.0,0.9216939121620613,61.46956687173934,136.21160347850935,0.09595802568082196,0.4261760171881792,226.69171875,,11.42464023306722,,3.0,0.0,rising,136143.25999999998,0.07234375000001592,0.03191283316343726,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.6}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,
DOGEUSDT,Strong Buy,66,0.25405,0.25587916,0.2464285,Bullish,2025-09-11T22:09:27.279297+00:00,2025-09-12T03:39:27.279297+05:30,Success,21,21.0,,5.04%,78.50188961634096,0.0005862784291041923,0.000307656781359079,0.00027862164774511324,0.2534882869727141,0.251325,0.24916171302728596,1.1298285974932833,180.90296600325436,10.0,3.0,0.0,0.25108977110128045,0.0007152119632309088,0.25273828125,0.0004224999999999923,0.16716897729555655,,29.74821631991391,,rising,78292160.0,8.0,18.349563331792062,15.0,5.0,0.0,5.0,1.1298285974932833,78.50188961634096,180.90296600325436,0.00027862164774511324,0.0007152119632309088,0.25273828125,,29.74821631991391,,3.0,0.0,rising,78292160.0,0.0004224999999999923,0.16716897729555655,5.03999999999999,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,66,51.0,59.0,0.0004224999999999923,0.16716897729555655,True,59.0,66.0,0.7791302776493386,0.16716897729555655,False,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),
PUMPUSDT,Buy,49,0.005754,0.00579543,0.00558138,Bullish,2025-09-11T22:09:29.040915+00:00,2025-09-12T03:39:29.040915+05:30,Success,8,8.0,,5.04%,80.74062553506809,5.8981148655285615e-05,4.6746239503125404e-05,1.2234909152160211e-05,0.0057286408337577565,0.00558995,0.005451259166242243,1.0914233679153462,207.27050381291804,10.0,3.0,0.0,0.0055230284810958985,4.3566110478463864e-05,0.0056366093750000006,1.606250000000045e-05,0.28496741447513296,,44.49495541435634,,rising,4955788157.0,8.0,15.740051301963248,15.0,5.0,0.0,5.0,1.0914233679153462,80.74062553506809,207.27050381291804,1.2234909152160211e-05,4.3566110478463864e-05,0.0056366093750000006,,44.49495541435634,,3.0,0.0,rising,4955788157.0,1.606250000000045e-05,0.28496741447513296,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
WLDUSDT,Buy,47,1.6572,1.66913184,1.607484,Bullish,2025-09-11T22:09:29.906713+00:00,2025-09-12T03:39:29.906713+05:30,Fail,296,,296.0,5.04%,69.06732816788663,0.0049644439086165,0.003585325669508142,0.0013791182391083585,1.653152189494669,1.640705,1.6282578105053311,1.1625993766329594,213.52943441266495,10.0,3.0,0.0,1.6368158085768625,0.006350918019859761,1.6461578125,0.0020156250000000764,0.12244421432104197,,25.957100069985678,,rising,7464611.0,8.0,14.211661941643435,15.0,5.0,0.0,5.0,1.1625993766329594,69.06732816788663,213.52943441266495,0.0013791182391083585,0.006350918019859761,1.6461578125,,25.957100069985678,,3.0,0.0,rising,7464611.0,0.0020156250000000764,0.12244421432104197,5.0399999999999645,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.79}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,
AVAXUSDT,Buy,49,28.908,29.1161376,28.04076,Bullish,2025-09-11T22:09:30.767851+00:00,2025-09-12T03:39:30.767851+05:30,Success,23,23.0,,5.04%,55.24412548547139,-0.014258004553575176,-0.026835771101510045,0.012577766547934868,28.919439708960237,28.833550000000002,28.747660291039768,0.9334046587261576,111.29943502824747,10.0,3.0,0.0,28.89431892002876,0.051150412993007724,28.867874999999998,0.011609374999999034,0.04021555102340936,,-8.270917712314384,,falling,-195406.0,8.0,10.901543692163386,15.0,10.0,0.0,5.0,0.9334046587261576,55.24412548547139,111.29943502824747,0.012577766547934868,0.051150412993007724,28.867874999999998,,-8.270917712314384,,3.0,0.0,falling,-195406.0,0.011609374999999034,0.04021555102340936,5.040000000000014,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.1}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
LINKUSDT,Buy,40,24.135,24.308772,23.41095,Bullish,2025-09-11T22:09:35.083946+00:00,2025-09-12T03:39:35.083946+05:30,Success,23,23.0,,5.04%,55.904271170672324,0.04835822684087887,0.06609090594884307,-0.017732679107964194,24.21518477575073,24.16035,24.105515224249274,0.26885106528712915,-100.1133106711844,10.0,3.0,0.0,24.002390252305425,0.05572037324193459,24.156781249999998,-0.0036406249999991758,-0.01507081991728172,,23.578022440068615,,falling,-224610.05999999988,6.0,4.0,15.0,10.0,0.0,5.0,0.26885106528712915,55.904271170672324,-100.1133106711844,-0.017732679107964194,0.05572037324193459,24.156781249999998,,23.578022440068615,,3.0,0.0,falling,-224610.05999999988,-0.0036406249999991758,-0.01507081991728172,5.039999999999988,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
SUIUSDT,Buy,59,3.6478,3.67406416,3.538366,Bullish,2025-09-11T22:09:38.552873+00:00,2025-09-12T03:39:38.552873+05:30,Success,141,141.0,,5.04%,78.82582356880755,0.00723744845217178,0.004795208742777677,0.002442239709394103,3.641262789875867,3.621165,3.601067210124133,1.162635050035593,195.43564656968255,10.0,3.0,0.0,3.6156558944975035,0.006623316762301437,3.6325953125,0.004514062499999749,0.12426549372198335,,36.46148706870887,,rising,2135636.4,8.0,17.84960739898112,15.0,5.0,0.0,5.0,1.162635050035593,78.82582356880755,195.43564656968255,0.002442239709394103,0.006623316762301437,3.6325953125,,36.46148706870887,,3.0,0.0,rising,2135636.4,0.004514062499999749,0.12426549372198335,5.040000000000039,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,59,51.0,59.0,0.004514062499999749,0.12426549372198335,False,,,0.7374672832484267,0.12426549372198335,False,,conditions_not_met
BNBUSDT,Buy,45,898.4,904.86848,871.448,Bullish,2025-09-11T22:09:40.260996+00:00,2025-09-12T03:39:40.260996+05:30,Success,134,134.0,,5.04%,63.88201603506584,0.1501117387326758,0.06410438976345399,0.08600734896922181,898.347156815674,897.165,895.9828431843259,1.0223503276491495,111.43618750407202,10.0,3.0,0.0,896.9594292473715,0.6893293092341288,896.7896874999999,0.2910937499998454,0.032459533607186515,,6.415589402082782,,rising,1676.27,8.0,11.994470636327218,15.0,5.0,0.0,5.0,1.0223503276491495,63.88201603506584,111.43618750407202,0.08600734896922181,0.6893293092341288,896.7896874999999,,6.415589402082782,,3.0,0.0,rising,1676.27,0.2910937499998454,0.032459533607186515,5.04,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.01}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,
ADAUSDT,Buy,49,0.885,0.891372,0.85845,Bullish,2025-09-11T22:09:41.118459+00:00,2025-09-12T03:39:41.118459+05:30,Success,23,23.0,,5.04%,64.05968786646203,0.0008256908064095958,0.0007237777227812723,0.00010191308362832348,0.8850419019644268,0.88296,0.8808780980355732,0.9899366144173105,121.07279693486808,10.0,3.0,0.0,0.8819052232859621,0.0012468361696319154,0.8843093750000001,0.00026249999999994333,0.029684181511695874,,20.059503256008778,,falling,-1193914.0,8.0,10.961696385341334,15.0,10.0,0.0,5.0,0.9899366144173105,64.05968786646203,121.07279693486808,0.00010191308362832348,0.0012468361696319154,0.8843093750000001,,20.059503256008778,,3.0,0.0,falling,-1193914.0,0.00026249999999994333,0.029684181511695874,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.04}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
