Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence
BTCUSDT,Buy,41,114029.0,114850.0088,110608.13,Bullish,2025-09-11T05:19:47.289921+00:00,2025-09-11T10:49:47.289921+05:30,Inconclusive,600,,,5.04%,47.49648418681609,18.61987104229047,42.725391724308544,-24.105520682018074,114333.37045636623,114152.6,113971.82954363378,0.15812997741842796,-111.9351769735863,5.0,3.0,0.0,114009.42023273077,99.54692945808982,114030.840625,-11.0703125,-0.009708174068807977,,4.351016278081692,,rising,1248.2609999999993,12.0,4.0,15.0,5.0,0.0,5.0,0.15812997741842796,47.49648418681609,-111.9351769735863,-24.105520682018074,99.54692945808982,114030.840625,,4.351016278081692,,3.0,0.0,rising,1248.2609999999993,-11.0703125,-0.009708174068807977,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41,Buy,41
MYXUSDT,Buy,41,16.903,17.0247016,16.39591,Bullish,2025-09-11T05:19:49.979476+00:00,2025-09-11T10:49:49.979476+05:30,Success,4,4.0,,5.04%,31.888558569184184,-0.19846570013023168,-0.09331099405502341,-0.10515470607520827,18.59616242481413,17.73235,16.868537575185872,0.01994786357787226,-158.31407763027357,5.0,3.0,0.0,17.60272178748841,0.352635471419149,17.441078124999997,-0.02635937500000196,-0.15113386231679393,,-17.81761113446026,,falling,-5536771.0,18.0,0.0,8.0,10.0,0.0,5.0,0.01994786357787226,31.888558569184184,-158.31407763027357,-0.10515470607520827,0.352635471419149,17.441078124999997,,-17.81761113446026,,3.0,0.0,falling,-5536771.0,-0.02635937500000196,-0.15113386231679393,5.040000000000064,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41,Buy,41
DOGEUSDT,Buy,46,0.25097,0.25277698,0.2434409,Bullish,2025-09-11T05:19:51.765285+00:00,2025-09-11T10:49:51.765285+05:30,Success,430,430.0,,5.04%,50.02146770172805,0.0006442127374075013,0.0010293546220164894,-0.00038514188460898814,0.2532624314727886,0.2520505,0.2508385685272114,0.05422397047177299,-209.86231755599292,5.0,3.0,0.0,0.24955894436012283,0.000915284522727522,0.25198078124999995,-0.0001585937499999912,-0.06293882779998375,,17.534666844795506,,falling,-104771239.0,12.0,4.0,15.0,10.0,0.0,5.0,0.05422397047177299,50.02146770172805,-209.86231755599292,-0.00038514188460898814,0.000915284522727522,0.25198078124999995,,17.534666844795506,,3.0,0.0,falling,-104771239.0,-0.0001585937499999912,-0.06293882779998375,5.040000000000031,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,46,Buy,46
XRPUSDT,Buy,41,3.0003,3.02190216,2.910291,Bullish,2025-09-11T05:19:53.520846+00:00,2025-09-11T10:49:53.520846+05:30,Success,245,245.0,,5.04%,46.71330649723557,0.0015832435596343508,0.0028223041031263576,-0.0012390605434920068,3.0119323194732317,3.005195,2.9984576805267684,0.13672496016788088,-112.26479477428745,5.0,3.0,0.0,2.9985945612628946,0.004252730333369962,3.007353125,-0.0005625000000000213,-0.018704155335932535,,9.821472778032293,,rising,5550096.599999999,12.0,4.0,15.0,5.0,0.0,5.0,0.13672496016788088,46.71330649723557,-112.26479477428745,-0.0012390605434920068,0.004252730333369962,3.007353125,,9.821472778032293,,3.0,0.0,rising,5550096.599999999,-0.0005625000000000213,-0.018704155335932535,5.040000000000008,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41,Buy,41
WLDUSDT,Buy,44,1.7707,1.78344904,1.717579,Bullish,2025-09-11T05:19:54.411283+00:00,2025-09-11T10:49:54.411283+05:30,Fail,347,,347.0,5.04%,31.785529689923138,-0.005955611489464774,-0.0054030779281224635,-0.0005525335613423103,1.8037412219669329,1.78982,1.775898778033067,-0.18672132537703165,-274.63659147869356,5.0,0.0,3.0,1.8027757590521838,0.009212131776527355,1.7865046875,-0.0008156249999999865,-0.045654792047669146,,-19.314524456605355,,falling,-13301971.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.18672132537703165,31.785529689923138,-274.63659147869356,-0.0005525335613423103,0.009212131776527355,1.7865046875,,-19.314524456605355,,0.0,3.0,falling,-13301971.0,-0.0008156249999999865,-0.045654792047669146,5.04000000000004,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44,Buy,44
ENAUSDT,Sell,40,0.7769,0.77130632,0.800207,Bullish,2025-09-11T05:19:57.106040+00:00,2025-09-11T10:49:57.106040+05:30,Success,387,387.0,,5.04%,33.42439410470128,-0.0024205886084504025,-0.0015951216805351269,-0.0008254669279152756,0.7971192082979335,0.78517,0.7732207917020666,0.15395196929363703,-107.86739238001111,5.0,0.0,3.0,0.7848528644661685,0.0031435637554724253,0.778271875,6.406250000001723e-05,0.008231378012987716,,-19.829117189763085,,falling,-14502412.0,8.0,15.302148711149432,7.0,5.0,0.0,5.0,0.15395196929363703,33.42439410470128,-107.86739238001111,-0.0008254669279152756,0.0031435637554724253,0.778271875,,-19.829117189763085,,0.0,3.0,falling,-14502412.0,6.406250000001723e-05,0.008231378012987716,5.04000000000004,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,40,Sell,40
LINKUSDT,Buy,44,23.676,23.8464672,22.96572,Bullish,2025-09-11T05:20:05.137558+00:00,2025-09-11T10:50:05.137558+05:30,Success,67,67.0,,5.04%,39.153242761888585,-0.009275592218234152,0.009893471372630382,-0.019169063590864534,23.871905550511503,23.774649999999998,23.677394449488492,-0.007168996942384859,-190.0620656334691,5.0,0.0,3.0,23.720128045778505,0.049328966460979236,23.734203125,-0.022718749999999233,-0.09572156217062473,,-4.566095368466405,,falling,-47543.97999999999,26.0,0.0,8.0,5.0,0.0,5.0,-0.007168996942384859,39.153242761888585,-190.0620656334691,-0.019169063590864534,0.049328966460979236,23.734203125,,-4.566095368466405,,0.0,3.0,falling,-47543.97999999999,-0.022718749999999233,-0.09572156217062473,5.040000000000028,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44,Buy,44
SOMIUSDT,Buy,44,0.9309,0.93760248,0.902973,Bullish,2025-09-11T05:20:06.018772+00:00,2025-09-11T10:50:06.018772+05:30,Success,34,34.0,,5.04%,32.75584139968798,-0.005101106933100508,-0.0006094295545078336,-0.004491677378592674,0.9905490589959269,0.96151,0.932470941004073,-0.02704875878198066,-192.76919948061013,5.0,0.0,3.0,0.9591561667894027,0.010637817209328583,0.9510828125,-0.005249999999999977,-0.5520024051533343,,-12.648932998253523,,falling,-2135306.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.02704875878198066,32.75584139968798,-192.76919948061013,-0.004491677378592674,0.010637817209328583,0.9510828125,,-12.648932998253523,,0.0,3.0,falling,-2135306.0,-0.005249999999999977,-0.5520024051533343,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44,Buy,44
FARTCOINUSDT,Sell,41,0.8754,0.86909712,0.901662,Bullish,2025-09-11T05:20:09.568802+00:00,2025-09-11T10:50:09.568802+05:30,Success,14,14.0,,5.04%,35.39487257903954,-0.0015691607637844385,-0.0006015994249072385,-0.0009675613388772,0.8908479550428892,0.8830300000000001,0.875212044957111,0.012020729324856455,-178.44078646547914,5.0,0.0,3.0,0.8818704032178072,0.0033295857895606256,0.878784375,-0.00042968749999994227,-0.048895669088329236,,-12.881836989493706,,falling,-3149952.5999999996,8.0,15.974282568678646,7.0,5.0,0.0,5.0,0.012020729324856455,35.39487257903954,-178.44078646547914,-0.0009675613388772,0.0033295857895606256,0.878784375,,-12.881836989493706,,0.0,3.0,falling,-3149952.5999999996,-0.00042968749999994227,-0.048895669088329236,5.040000000000009,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,41,Sell,41
DOTUSDT,Buy,41,4.204,4.2342688,4.07788,Bullish,2025-09-11T05:20:22.105644+00:00,2025-09-11T10:50:22.105644+05:30,Success,429,429.0,,5.04%,35.85654524322703,-0.006092756330001059,-0.002837055633698179,-0.00325570069630288,4.25084285797734,4.225099999999999,4.1993571420226585,0.09017759375101042,-173.73737373738342,5.0,3.0,0.0,4.222220153918448,0.00949467833014053,4.212562500000001,-0.003750000000000142,-0.08901945074999223,,-17.36231986249834,,falling,-291154.60000000003,18.0,0.0,8.0,10.0,0.0,5.0,0.09017759375101042,35.85654524322703,-173.73737373738342,-0.00325570069630288,0.00949467833014053,4.212562500000001,,-17.36231986249834,,3.0,0.0,falling,-291154.60000000003,-0.003750000000000142,-0.08901945074999223,5.039999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41,Buy,41
