UTC_Time,Coin,Signal,Confidence,Estimated_Profit(%),Deserving_Strong,RSI,%B,MACD_Hist,Regime,Num_Conf,Vol_Profile_OK,Overshoot_OK,Min_Profit_OK,Price,TP,SL,Outcome,Duration(min),Did_TP_Hit_Later
2025-08-26 01:49:33,ETHUSDT,Sell,53,5.0,False,62.014584982884564,1.0051902297668962,6.1455043845481665,-5.0,1.0,False,True,True,4409.51,4378.0135,4441.0065,Fail,19.0,Yes
2025-08-26 01:49:33,BTCUSDT,Neutral,23,5.0,False,53.572823033022445,0.8156985174735846,59.47867664491031,-5.0,,False,False,True,109794.1,109009.856429,110578.343571,Inconclusive,,N/A
2025-08-26 01:49:33,SOLUSDT,Neutral,13,5.0,False,57.52080336686651,0.8664538005855283,0.1348599880854479,-5.0,,False,False,True,188.25,186.905357,189.594643,Inconclusive,,N/A
2025-08-26 01:49:33,XRPUSDT,Neutral,13,5.0,False,59.1690703233459,0.9038403244805662,0.0012255866585167393,-5.0,,False,False,True,2.8819,2.861315,2.902485,Inconclusive,,N/A
2025-08-26 01:49:33,DOGEUSDT,Neutral,13,5.0,False,58.622403935066274,0.8989004479193226,0.00018790079351788618,-5.0,,False,False,True,0.21073,0.209225,0.212235,Inconclusive,,N/A
2025-08-26 01:49:33,ADAUSDT,Neutral,13,5.0,False,59.682360886060735,0.9565011175965125,0.0010367445290333111,-5.0,,False,True,True,0.8421,0.836085,0.848115,Inconclusive,,N/A
2025-08-26 01:49:33,LINKUSDT,Neutral,13,5.0,False,55.17229679224221,0.7257494146729803,0.008140035759173048,-5.0,,False,False,True,23.417,23.249736,23.584264,Inconclusive,,N/A
2025-08-26 01:49:33,1000PEPEUSDT,Neutral,25,5.0,False,62.59329712328145,0.8656863498435132,8.08899742879711e-06,-5.0,,False,False,True,0.00989,0.009819,0.00996,Inconclusive,,N/A
2025-08-26 01:49:33,BNBUSDT,Neutral,25,5.0,False,62.59964107182436,0.9348799097970376,1.0589096246584608,-5.0,,False,False,True,845.03,838.994071,851.065929,Inconclusive,,N/A
2025-08-26 01:49:33,SUIUSDT,Neutral,25,5.0,False,61.3568744514428,0.9957883977392866,0.0019960878662154896,-5.0,,False,True,True,3.3753,3.351191,3.399409,Inconclusive,,N/A
2025-08-26 01:49:33,ONTUSDT,Sell,49,5.0,False,35.04046040898497,0.1636355570332464,0.0003765755327406889,-5.0,1.0,True,False,True,0.1748,0.173551,0.176049,Success,1.0,N/A
2025-08-26 01:49:33,BIOUSDT,Neutral,11,5.0,False,53.648715730839555,0.6134478176386001,-0.00020935578793526038,-5.0,,False,False,True,0.20364,0.202185,0.205095,Inconclusive,,N/A
