Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope
ENAUSDT,Buy,43,0.7807,0.78632104,0.757279,Bullish,2025-09-08T22:56:30.187456+00:00,2025-09-09T04:26:30.187456+05:30,Success,131,131.0,,5.04%,72.94352827309258,0.0027520913752445697,0.0019765060026864702,0.0007755853725580995,0.7819572279378082,0.77414,0.7663227720621919,0.9195860765599757,136.9012223323425,5.0,3.0,0.0,0.773254991388185,0.002942986445924849,0.7800265624999999,0.0007859374999998892,,30.9257203968668,,rising,25741799.0,8.0,10.324884359277036,15.0,5.0,0.0,5.0,0.9195860765599757,72.94352827309258,136.9012223323425,0.0007755853725580995,0.002942986445924849,0.7800265624999999,,30.9257203968668,,3.0,0.0,rising,25741799.0,5.03999999999997,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.68}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,
BNBUSDT,Sell,40,879.24,872.909472,905.6172,Bullish,2025-09-08T22:56:38.908148+00:00,2025-09-09T04:26:38.908148+05:30,Success,153,153.0,,5.04%,41.8708872060104,-0.06690610173188816,0.2873195514210839,-0.35422565315297205,883.2168585334337,881.0674999999999,878.9181414665661,0.07487316062613864,-132.61316872428048,5.0,0.0,3.0,880.1122110467016,0.7655611522390405,879.7934375000001,-0.47015624999994543,,-1.3465979404105697,,falling,-2266.98,8.0,15.10481592594817,7.0,5.0,0.0,5.0,0.07487316062613864,41.8708872060104,-132.61316872428048,-0.35422565315297205,0.7655611522390405,879.7934375000001,,-1.3465979404105697,,0.0,3.0,falling,-2266.98,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,
WIFUSDT,Buy,40,0.8666,0.87283952,0.840602,Bullish,2025-09-08T22:56:47.668984+00:00,2025-09-09T04:26:47.668984+05:30,Success,52,52.0,,5.04%,50.22357067919719,0.0017944596446654026,0.002298995154031451,-0.0005045355093660484,0.8730586359768845,0.8683350000000001,0.8636113640231157,0.31634909966703195,-56.12424991175364,5.0,3.0,0.0,0.864632782654316,0.002536113377866981,0.8706265624999999,-0.0006890625000000039,,20.183730915730077,,falling,-1378646.6999999995,6.0,4.0,15.0,10.0,0.0,5.0,0.31634909966703195,50.22357067919719,-56.12424991175364,-0.0005045355093660484,0.002536113377866981,0.8706265624999999,,20.183730915730077,,3.0,0.0,falling,-1378646.6999999995,5.040000000000044,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
PTBUSDT,Buy,41,0.06108,0.06151978,0.0592476,Bullish,2025-09-08T22:56:53.155707+00:00,2025-09-09T04:26:53.155707+05:30,Success,8,8.0,,5.04%,33.92034492366844,-0.001080709922194778,-0.0010146680897059276,-6.60418324888504e-05,0.0647158694799869,0.0625185,0.0603211305200131,0.1726768044469752,-127.2114406526126,5.0,3.0,0.0,0.06373252320722304,0.000931905929334788,0.06131421875,-0.0001443749999999952,,-29.29277510391471,,falling,-33881197.0,18.0,0.0,8.0,10.0,0.0,5.0,0.1726768044469752,33.92034492366844,-127.2114406526126,-6.60418324888504e-05,0.000931905929334788,0.06131421875,,-29.29277510391471,,3.0,0.0,falling,-33881197.0,5.040000000000032,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
SPKUSDT,Buy,41,0.06655,0.06702916,0.0645535,Bullish,2025-09-08T22:56:55.325008+00:00,2025-09-09T04:26:55.325008+05:30,Success,85,85.0,,5.04%,67.88173132808464,0.0002632729908013942,0.00017038512413148892,9.28878666699053e-05,0.06668679114797411,0.0658945,0.06510220885202588,0.9136736865457289,151.9447473645947,5.0,0.0,3.0,0.06586889216268113,0.00026014300947464563,0.06642703125,0.00011343750000000763,,29.18215927946094,,rising,10042014.0,8.0,12.569551050323351,15.0,0.0,0.0,5.0,0.9136736865457289,67.88173132808464,151.9447473645947,9.28878666699053e-05,0.00026014300947464563,0.06642703125,,29.18215927946094,,0.0,3.0,rising,10042014.0,5.040000000000066,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
TRXUSDT,Sell,42,0.33079,0.32840831,0.3407137,Bullish,2025-09-08T22:57:00.814685+00:00,2025-09-09T04:27:00.814685+05:30,Inconclusive,300,,,5.04%,40.21555800019871,-5.022400454607334e-05,5.057919688043802e-05,-0.00010080320142651135,0.3321419195181613,0.331351,0.3305600804818387,0.14534950325651932,-116.32681959786042,5.0,0.0,3.0,0.3314066516107291,0.0002860143635984931,0.3314042187499999,-0.00022718750000000343,,-3.530779828470022,,falling,-699831.0,8.0,17.458585099706575,7.0,5.0,0.0,5.0,0.14534950325651932,40.21555800019871,-116.32681959786042,-0.00010080320142651135,0.0002860143635984931,0.3314042187499999,,-3.530779828470022,,0.0,3.0,falling,-699831.0,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,
ATHUSDT,Buy,44,0.04481,0.04513263,0.0434657,Bullish,2025-09-08T22:57:01.898438+00:00,2025-09-09T04:27:01.898438+05:30,Success,7,7.0,,5.04%,33.095545917495386,-0.0005828487073981231,-0.0003116567441008773,-0.0002711919632972458,0.0498470359568121,0.047385,0.044922964043187893,-0.022941184688090248,-190.09647568418927,5.0,0.0,3.0,0.04662092995849062,0.0009880919247073783,0.04635828125000001,4.3125000000004965e-05,,-16.05701752613321,,falling,-158392353.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.022941184688090248,33.095545917495386,-190.09647568418927,-0.0002711919632972458,0.0009880919247073783,0.04635828125000001,,-16.05701752613321,,0.0,3.0,falling,-158392353.0,5.04000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,
SAPIENUSDT,Buy,43,0.24711,0.24888919,0.2396967,Bullish,2025-09-08T22:57:08.469620+00:00,2025-09-09T04:27:08.469620+05:30,Success,3,3.0,,5.04%,64.26808323466892,0.0019212813037286225,0.0004650622620709259,0.0014562190416576965,0.2501389922449677,0.23906299999999997,0.22798700775503222,0.8632631651424318,119.07778432528006,5.0,0.0,3.0,0.24308236184448215,0.0031238399764212436,0.2478490625,0.001604062500000003,,16.08853519618704,,rising,3455191.0,8.0,15.18791527849757,15.0,0.0,0.0,5.0,0.8632631651424318,64.26808323466892,119.07778432528006,0.0014562190416576965,0.0031238399764212436,0.2478490625,,16.08853519618704,,0.0,3.0,rising,3455191.0,5.0400000000000365,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,
REDUSDT,Buy,42,0.6809,0.68580248,0.660473,Bullish,2025-09-08T22:57:13.901352+00:00,2025-09-09T04:27:13.901352+05:30,Success,61,61.0,,5.04%,59.634669515119555,0.0012580600484963789,0.0007183393139574972,0.0005397207345388817,0.6819996059524918,0.678295,0.6745903940475082,0.8515893503123864,213.90858349675023,5.0,0.0,3.0,0.6789559651642519,0.0024215674042340095,0.679225,0.0008156249999999865,,17.577937090757796,,falling,-23925.0,8.0,9.34913775527572,15.0,5.0,0.0,5.0,0.8515893503123864,59.634669515119555,213.90858349675023,0.0005397207345388817,0.0024215674042340095,0.679225,,17.577937090757796,,0.0,3.0,falling,-23925.0,5.0400000000000444,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.65}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,
IPUSDT,Buy,61,8.5996,8.66151712,8.341612,Bullish,2025-09-08T22:57:14.990489+00:00,2025-09-09T04:27:14.990489+05:30,Success,174,174.0,,5.04%,79.6094865112354,0.021580218288145048,0.010994435675492036,0.010585782612653012,8.579720701933919,8.507810000000001,8.435899298066083,1.1382221111146262,225.08773049193192,5.0,3.0,0.0,8.506492377086289,0.02349032379097463,8.5456828125,0.009629687500002149,,33.22919461605186,,rising,317583.9,8.0,19.815465336467003,15.0,5.0,0.0,5.0,1.1382221111146262,79.6094865112354,225.08773049193192,0.010585782612653012,0.02349032379097463,8.5456828125,,33.22919461605186,,3.0,0.0,rising,317583.9,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,61,53.0,61.0,0.009629687500002149
