Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct
BTCUSDT,Buy,41,113963.5,114784.0372,110544.595,Bullish,2025-09-11T07:20:04.890115+00:00,2025-09-11T12:50:04.890115+05:30,Inconclusive,600,,,5.04%,38.617327701441944,-26.387542088414193,12.330470048580391,-38.71801213699459,114422.68964619868,114166.93500000001,113911.18035380135,0.10228484013152811,-129.72722355305498,5.0,3.0,0.0,114100.50528278315,94.25013436267442,114182.17187499999,-62.03281250000873,-0.05432793183152853,,-6.215052030922422,,falling,-1132.7599999999998,18.0,0.0,8.0,10.0,0.0,5.0,0.10228484013152811,38.617327701441944,-129.72722355305498,-38.71801213699459,94.25013436267442,114182.17187499999,,-6.215052030922422,,3.0,0.0,falling,-1132.7599999999998,-62.03281250000873,-0.05432793183152853,5.040000000000037,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
DOGEUSDT,Buy,41,0.24883,0.25062158,0.2413651,Bullish,2025-09-11T07:20:10.537498+00:00,2025-09-11T12:50:10.537498+05:30,Success,194,194.0,,5.04%,34.9291894178876,-0.0004392348745070329,-0.00024331822614760077,-0.00019591664835943214,0.25147646077537283,0.2499475,0.24841853922462714,0.13455570018547885,-123.90784968216849,5.0,3.0,0.0,0.24977080312776542,0.0006705411978747095,0.24934953124999998,-0.0004274999999999973,-0.17144608127271038,,-19.181201138153266,,falling,-111741594.0,18.0,0.0,8.0,10.0,0.0,5.0,0.13455570018547885,34.9291894178876,-123.90784968216849,-0.00019591664835943214,0.0006705411978747095,0.24934953124999998,,-19.181201138153266,,3.0,0.0,falling,-111741594.0,-0.0004274999999999973,-0.17144608127271038,5.040000000000048,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
OPENUSDT,Buy,48,0.9528,0.95966016,0.924216,Bullish,2025-09-11T07:20:28.818113+00:00,2025-09-11T12:50:28.818113+05:30,Success,13,13.0,,5.04%,27.6927177863149,-0.010096472398920198,-0.009575458807160158,-0.0005210135917600393,0.9971730367810775,0.9681900000000001,0.9392069632189227,0.23449987114448895,-87.68111791993528,5.0,0.0,3.0,0.9815244973861568,0.008207037814791074,0.9526749999999999,2.187500000006004e-05,0.00229616605873567,,-39.12075314054048,,falling,-12805546.0,18.0,0.0,8.0,5.0,12.0,5.0,0.23449987114448895,27.6927177863149,-87.68111791993528,-0.0005210135917600393,0.008207037814791074,0.9526749999999999,,-39.12075314054048,,0.0,3.0,falling,-12805546.0,2.187500000006004e-05,0.00229616605873567,5.040000000000003,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,1.0,,
FARTCOINUSDT,Buy,41,0.8802,0.88653744,0.853794,Bullish,2025-09-11T07:20:40.041091+00:00,2025-09-11T12:50:40.041091+05:30,Success,310,310.0,,5.04%,55.68987511130414,0.0003822012881540271,-7.877687413441506e-05,0.00046097816228844214,0.8831224837039856,0.8768750000000001,0.8706275162960145,0.7661071366923897,79.34460361645195,5.0,3.0,0.0,0.8786899965881633,0.0033903036471773012,0.8809828125,-0.0001484374999999316,-0.01684908012889657,,3.328246893994067,,rising,3899342.3000000007,4.0,12.263269915110358,15.0,5.0,0.0,5.0,0.7661071366923897,55.68987511130414,79.34460361645195,0.00046097816228844214,0.0033903036471773012,0.8809828125,,3.328246893994067,,3.0,0.0,rising,3899342.3000000007,-0.0001484374999999316,-0.01684908012889657,5.040000000000021,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.74}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
BCHUSDT,Buy,41,600.14,604.461008,582.1358,Bullish,2025-09-11T07:20:42.866619+00:00,2025-09-11T12:50:42.866619+05:30,Inconclusive,600,,,5.04%,65.23271314223521,2.319995145386656,1.8107261869630145,0.5092689584236416,601.1731225694605,594.384,587.5948774305396,0.923913395369544,173.0723572371488,5.0,3.0,0.0,591.1170744975577,2.793698271450308,596.8632812499999,0.6687499999999318,0.11204408463515814,,23.0724494140405,,rising,18281.613999999994,8.0,8.37500897182511,15.0,5.0,0.0,5.0,0.923913395369544,65.23271314223521,173.0723572371488,0.5092689584236416,2.793698271450308,596.8632812499999,,23.0724494140405,,3.0,0.0,rising,18281.613999999994,0.6687499999999318,0.11204408463515814,5.040000000000007,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.62}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
HIFIUSDT,Buy,54,0.07235,0.07287092,0.0701795,Bullish,2025-09-11T07:20:45.655964+00:00,2025-09-11T12:50:45.655964+05:30,Success,1,1.0,,5.04%,27.399804005984336,-0.0021741562029460454,-0.0017676051832953318,-0.00040655101965071357,0.08264650704448198,0.077128,0.07160949295551802,0.06709305963670163,-135.2787184475349,5.0,0.0,3.0,0.07882494396383179,0.001635422076146091,0.07297968749999999,-0.0006610937499999942,-0.9058599353415898,,-34.93607232153018,,falling,-31181889.0,24.0,0.0,8.0,5.0,12.0,5.0,0.06709305963670163,27.399804005984336,-135.2787184475349,-0.00040655101965071357,0.001635422076146091,0.07297968749999999,,-34.93607232153018,,0.0,3.0,falling,-31181889.0,-0.0006610937499999942,-0.9058599353415898,5.039999999999944,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,1.0,-0.0006610937499999942,-0.9058599353415898
ETHFIUSDT,Buy,40,1.4479,1.45832488,1.404463,Bullish,2025-09-11T07:20:48.459958+00:00,2025-09-11T12:50:48.459958+05:30,Success,60,60.0,,5.04%,46.964903244172454,0.0003080810351194785,0.0019903638413847576,-0.0016822828062652792,1.4700120665048737,1.4546949999999998,1.439377933495126,0.27818859773711463,-72.96424284897208,5.0,3.0,0.0,1.4421661610980765,0.013445346707650888,1.45790625,-0.0012671874999996557,-0.0869183117912867,,0.5706483759466361,,falling,-9139400.100000003,6.0,4.0,15.0,10.0,0.0,5.0,0.27818859773711463,46.964903244172454,-72.96424284897208,-0.0016822828062652792,0.013445346707650888,1.45790625,,0.5706483759466361,,3.0,0.0,falling,-9139400.100000003,-0.0012671874999996557,-0.0869183117912867,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
PTBUSDT,Buy,41,0.04245,0.04275564,0.0411765,Bullish,2025-09-11T07:20:56.053059+00:00,2025-09-11T12:50:56.053059+05:30,Success,14,14.0,,5.04%,38.79521705982812,-0.00029504743737666234,-0.00014262740905668343,-0.0001524200283199789,0.04484241016557665,0.043401499999999996,0.04196058983442334,0.16982674467453593,-109.64156710197271,5.0,3.0,0.0,0.043130683500172566,0.0006450966925847561,0.04229265625,-0.00013046875000000818,-0.3084903185763088,,-12.964684888286193,,falling,-13681812.0,18.0,0.0,8.0,10.0,0.0,5.0,0.16982674467453593,38.79521705982812,-109.64156710197271,-0.0001524200283199789,0.0006450966925847561,0.04229265625,,-12.964684888286193,,3.0,0.0,falling,-13681812.0,-0.00013046875000000818,-0.3084903185763088,5.040000000000046,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
TIAUSDT,Buy,49,1.7844,1.79724768,1.730868,Bullish,2025-09-11T07:21:01.748111+00:00,2025-09-11T12:51:01.748111+05:30,Fail,310,,310.0,5.04%,72.9088327980999,0.00347251317368924,0.0018958504636847095,0.0015766627100045306,1.782972646801259,1.7693699999999999,1.7557673531987408,1.0524660097257272,164.2634745019797,5.0,3.0,0.0,1.768912971212748,0.005354506724277838,1.7774453125000003,0.0006656250000003361,0.037448409541451705,,21.15339335747297,,rising,2250939.0,8.0,16.066926420792235,15.0,5.0,0.0,5.0,1.0524660097257272,72.9088327980999,164.2634745019797,0.0015766627100045306,0.005354506724277838,1.7774453125000003,,21.15339335747297,,3.0,0.0,rising,2250939.0,0.0006656250000003361,0.037448409541451705,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,
NEARUSDT,Buy,49,2.739,2.7587208,2.65683,Bullish,2025-09-11T07:21:13.083070+00:00,2025-09-11T12:51:13.083070+05:30,Inconclusive,600,,,5.04%,68.94275842026178,0.0028867939036825163,0.0010093555151488773,0.001877438388533639,2.7403946608396472,2.7229,2.705405339160353,0.9601403864747493,121.51861624157091,5.0,3.0,0.0,2.7262302887170202,0.006093490082678241,2.73484375,7.812499999992895e-05,0.002856653145172515,,15.168955176526344,,rising,487799.0,8.0,16.394534283873487,15.0,5.0,0.0,5.0,0.9601403864747493,68.94275842026178,121.51861624157091,0.001877438388533639,0.006093490082678241,2.73484375,,15.168955176526344,,3.0,0.0,rising,487799.0,7.812499999992895e-05,0.002856653145172515,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,
