Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason
ETHUSDT,Sell,40,4641.58,4608.160624,4780.8274,Bearish,2025-09-13T18:33:20.572183+00:00,2025-09-14T00:03:20.572183+05:30,Inconclusive,600,,,5.04%,52.378242205493194,-0.7759620028928111,-4.410025516043718,3.634063513150907,4652.0998118772295,4629.0015,4605.903188122771,0.7722818028186677,108.43126737211671,-5.0,0.0,3.0,4649.289207315199,10.150302452235563,4641.958749999999,0.36328125,0.007826033568264692,,-2.19727913548531,,falling,-45555.72600000001,6.0,9.0,15.0,5.0,0.0,5.0,0.7722818028186677,52.378242205493194,108.43126737211671,3.634063513150907,10.150302452235563,4641.958749999999,,-2.19727913548531,,0.0,3.0,falling,-45555.72600000001,0.36328125,0.007826033568264692,5.039999999999974,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
SOLUSDT,Sell,41,238.49,236.772872,245.6447,Bearish,2025-09-13T18:33:22.370461+00:00,2025-09-14T00:03:22.370461+05:30,Fail,438,,438.0,5.04%,55.63196527940728,-0.07533235043644027,-0.27576967199580266,0.2004373215593624,238.85445023430364,237.512,236.16954976569636,0.8642593129373318,129.40358555294216,-5.0,0.0,3.0,238.64391206356302,0.6307470732802424,238.25718750000001,0.0001562500000034106,6.558039303784301e-05,,-3.8236390396265176,,falling,-856209.2400000001,12.0,4.0,15.0,5.0,0.0,5.0,0.8642593129373318,55.63196527940728,129.40358555294216,0.2004373215593624,0.6307470732802424,238.25718750000001,,-3.8236390396265176,,0.0,3.0,falling,-856209.2400000001,0.0001562500000034106,6.558039303784301e-05,5.040000000000007,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,,,,,,
HIFIUSDT,Sell,41,0.45577,0.45248846,0.4694431,Bearish,2025-09-13T18:33:25.298625+00:00,2025-09-14T00:03:25.298625+05:30,Success,1,1.0,,5.04%,44.33719384336636,0.000673684303778177,0.001962798848558506,-0.001289114544780329,0.4754896178585907,0.4659560000000001,0.4564223821414095,-0.03421482542546278,-165.4812707444289,-5.0,0.0,3.0,0.4635396247899978,0.011162746986898633,0.46629640624999996,-0.0009064062500000469,-0.19438413803989016,,2.200403264393885,,falling,-14737838.0,8.0,7.771607124217698,15.0,5.0,0.0,5.0,-0.03421482542546278,44.33719384336636,-165.4812707444289,-0.001289114544780329,0.011162746986898633,0.46629640624999996,,2.200403264393885,,0.0,3.0,falling,-14737838.0,-0.0009064062500000469,-0.19438413803989016,5.040000000000039,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.23}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,,,,,,
XRPUSDT,Sell,40,3.1114,3.08899792,3.204742,Bearish,2025-09-13T18:33:26.169928+00:00,2025-09-14T00:03:26.169928+05:30,Success,410,410.0,,5.04%,46.563370472900075,-0.0035222439194986244,-0.005149573215321539,0.001627329295822915,3.1219995531492573,3.10796,3.0939204468507424,0.6225110216624765,63.217332596820626,-5.0,0.0,3.0,3.1232710309558085,0.007961464976008878,3.1140468749999997,-0.0011312500000006942,-0.03632732728214614,,-11.865822891643088,,falling,-21673088.900000002,6.0,9.0,15.0,5.0,0.0,5.0,0.6225110216624765,46.563370472900075,63.217332596820626,0.001627329295822915,0.007961464976008878,3.1140468749999997,,-11.865822891643088,,0.0,3.0,falling,-21673088.900000002,-0.0011312500000006942,-0.03632732728214614,5.039999999999997,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
MYXUSDT,Strong Sell,68,11.79,11.705112,12.1437,Bearish,2025-09-13T18:33:27.922593+00:00,2025-09-14T00:03:27.922593+05:30,Success,3,3.0,,5.04%,26.11762709841824,-0.17988025125353957,-0.1258000625516313,-0.05408018870190828,12.903116083120127,12.444700000000001,11.986283916879875,-0.2140892565809488,-304.22354738554094,-5.0,0.0,3.0,12.645226720737796,0.21783389094613634,12.265953125000001,-0.0742031249999986,-0.6049519694377488,,-27.874214971856446,,falling,-2244003.0,8.0,14.958322294149976,15.0,5.0,12.0,5.0,-0.2140892565809488,26.11762709841824,-304.22354738554094,-0.05408018870190828,0.21783389094613634,12.265953125000001,,-27.874214971856446,,0.0,3.0,falling,-2244003.0,-0.0742031249999986,-0.6049519694377488,5.039999999999965,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,68,1.0,60.0,68.0,-0.0742031249999986,-0.6049519694377488,,,,,
AVAXUSDT,Sell,40,29.609,29.3958152,30.49727,Bearish,2025-09-13T18:33:28.798689+00:00,2025-09-14T00:03:28.798689+05:30,Inconclusive,600,,,5.04%,49.500889905151084,-0.020650866453717498,-0.04438392550043771,0.023733059046720212,29.73448530296312,29.5402,29.34591469703688,0.6770591983817297,89.49697462296103,-5.0,0.0,3.0,29.718232060589152,0.09679061422570479,29.629437499999998,-0.00412499999999838,-0.013921965275238115,,-5.836990395463014,,falling,-538959.0,6.0,9.0,15.0,5.0,0.0,5.0,0.6770591983817297,49.500889905151084,89.49697462296103,0.023733059046720212,0.09679061422570479,29.629437499999998,,-5.836990395463014,,0.0,3.0,falling,-538959.0,-0.00412499999999838,-0.013921965275238115,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
SUIUSDT,Sell,40,3.7696,3.74245888,3.882688,Bearish,2025-09-13T18:33:31.471427+00:00,2025-09-14T00:03:31.471427+05:30,Success,583,583.0,,5.04%,48.63062858696127,-0.003907105884396245,-0.006396749195991759,0.002489643311595514,3.7875875253531253,3.76254,3.7374924746468747,0.6409320861136321,69.6878762973312,-5.0,0.0,3.0,3.7814104680833442,0.014492498350260835,3.7747609375,-0.0014671875000002998,-0.03886835548775199,,-7.4686846522125805,,falling,-5064255.5,6.0,9.0,15.0,5.0,0.0,5.0,0.6409320861136321,48.63062858696127,69.6878762973312,0.002489643311595514,0.014492498350260835,3.7747609375,,-7.4686846522125805,,0.0,3.0,falling,-5064255.5,-0.0014671875000002998,-0.03886835548775199,5.040000000000004,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
BNBUSDT,Sell,40,929.3,922.60904,957.179,Bearish,2025-09-13T18:33:32.373396+00:00,2025-09-14T00:03:32.373396+05:30,Inconclusive,600,,,5.04%,47.608031105028395,-0.6134390470862172,-1.0941371698536568,0.4806981227674396,932.6912658703268,928.0835000000001,923.4757341296734,0.6320054050308795,57.085114137098515,-5.0,0.0,3.0,931.7047653218808,1.7970886294262158,930.3203125000001,-0.44031249999989086,-0.04732912891224127,,-8.360195773788504,,falling,-20578.78,6.0,9.0,15.0,5.0,0.0,5.0,0.6320054050308795,47.608031105028395,57.085114137098515,0.4806981227674396,1.7970886294262158,930.3203125000001,,-8.360195773788504,,0.0,3.0,falling,-20578.78,-0.44031249999989086,-0.04732912891224127,5.040000000000014,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
LINKUSDT,Sell,40,24.745,24.566836,25.48735,Bearish,2025-09-13T18:33:35.885684+00:00,2025-09-14T00:03:35.885684+05:30,Success,582,582.0,,5.04%,50.37733486496221,-0.009686473400339679,-0.02836089932924404,0.01867442592890436,24.86280598221769,24.67755,24.49229401778231,0.6820454033185874,67.9210286396986,-5.0,0.0,3.0,24.81414015257949,0.07343794270290163,24.79359375,-0.009468749999999915,-0.03819030873650543,,-3.4679118587400892,,falling,-403826.87,6.0,9.0,15.0,5.0,0.0,5.0,0.6820454033185874,50.37733486496221,67.9210286396986,0.01867442592890436,0.07343794270290163,24.79359375,,-3.4679118587400892,,0.0,3.0,falling,-403826.87,-0.009468749999999915,-0.03819030873650543,5.039999999999968,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
PUMPBTCUSDT,Sell,45,0.10388,0.10313206,0.1069964,Bearish,2025-09-13T18:33:41.196314+00:00,2025-09-14T00:03:41.196314+05:30,Success,1,1.0,,5.04%,79.35773993314245,0.0024143747428772566,0.0015194413797470026,0.000894933363130254,0.10272325200348308,0.09613849999999999,0.0895537479965169,1.0878353502079536,211.87829139847915,-5.0,3.0,0.0,0.09447975479062255,0.0024709436144267514,0.09870984375000001,0.0011214062500000122,1.13606324090652,,37.938884399443715,,rising,93986700.0,32.0,0.0,8.0,0.0,0.0,5.0,1.0878353502079536,79.35773993314245,211.87829139847915,0.000894933363130254,0.0024709436144267514,0.09870984375000001,,37.938884399443715,,3.0,0.0,rising,93986700.0,0.0011214062500000122,1.13606324090652,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,45.0,Sell,45,,,,,,,,,,
