UTC_Time,Coin,Signal,Confidence,POP,Outcome,Duration(min),Did_TP_Hit_Later,Estimated_Profit(%),Price,TP,SL,Buy_Score,Sell_Score,Base_Score_OK,Confluence_OK,Vol_Profile_OK,Min_Profit_OK,RSI,CCI,%B,ADX15m,MACD_Hist,Regime,RegimeScore,Num_Conf,Overshoot_OK
2025-08-24 06:51:50,XRPUSDT,Sell,43,,Inconclusive,180,False,5.6,3.0319,3.0076,3.0562,20,25,,False,True,True,36.030929978118095,-136.90812353238172,0.13484065009715093,23.702133787561568,-0.0012566075270788032,Neutral,-2.0,1,False
2025-08-24 06:51:50,DOGEUSDT,Buy,41,,Inconclusive,180,False,5.6,0.2327,0.2346,0.2308,35,10,,False,False,True,27.03654106068136,-99.6049382716038,0.17780087970964775,39.235199721680885,-0.0001654048231011341,Neutral,-2.0,1,True
2025-08-24 06:51:50,AAVEUSDT,Buy,49,,Success,81,False,5.6,348.64,351.4291,345.8509,55,25,,False,False,True,35.2305106980012,-194.85077425923765,-0.011652441216024155,22.44356688541449,-0.30138250578515824,Neutral,-2.0,1,True
2025-08-24 06:51:50,BNBUSDT,Buy,41,,Inconclusive,180,False,5.6,872.08,879.0566,865.1034,35,25,,False,False,True,28.089338058727705,-113.39705238902812,0.14061331016585624,33.46054829317925,-0.4603193216073862,Neutral,-2.0,1,False
2025-08-24 06:51:50,ENAUSDT,Buy,41,,Success,34,False,5.6,0.7025,0.7081,0.6969,35,10,,False,False,True,29.157636452707976,-97.95249795249626,0.1844461354891001,44.670943719390785,-0.00021011417359398333,Neutral,-2.0,1,False
2025-08-24 06:51:50,ADAUSDT,Sell,43,,Fail,39,False,5.6,0.9041,0.8969,0.9113,20,25,,False,True,True,32.143421457375,-116.95269987442322,0.14073167477487777,29.49948504940322,-0.0008410168353271802,Neutral,-2.0,1,False
2025-08-24 06:51:50,1000PEPEUSDT,Buy,41,,Fail,146,False,5.6,0.011,0.0111,0.0109,35,10,,False,False,True,29.48334156895565,-95.38455619992911,0.20456585523979987,42.6757233354298,-5.674915254369371e-06,Neutral,-2.0,1,False
2025-08-24 06:51:50,SUIUSDT,Sell,43,,Inconclusive,180,False,5.6,3.6904,3.6609,3.7199,20,25,,False,True,True,33.65428893104807,-114.73171970593863,0.14258412628244302,31.00091485183358,-0.00215238207322964,Neutral,-2.0,1,False
2025-08-24 06:51:50,BOMEUSDT,Sell,43,,Fail,0,True,10.56,0.0023,0.0023,0.0023,20,25,,False,True,True,32.98846577703789,-123.79084967320216,0.1420246411896462,32.69722000933327,-1.1723228653072214e-06,Neutral,-2.0,1,False
2025-08-24 06:51:50,PENGUUSDT,Buy,41,,Success,19,False,5.6,0.0352,0.0354,0.0349,35,25,,False,False,True,26.21966289626296,-101.9752203245002,0.1568531562119662,45.639088453452665,-3.3194426624755496e-05,Neutral,-2.0,1,True
2025-08-24 06:51:50,XPLUSDT,Sell,41,,Success,6,False,11.2,0.567,0.5579,0.5783,25,35,,False,False,True,73.17154464679376,132.9687280886267,0.932967643568552,39.489811813611986,0.0027340552585111326,Neutral,-2.0,1,True
