Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason
ETHUSDT,Sell,46,4635.0,4601.628,4774.05,Bearish,2025-09-14T11:46:31.339997+00:00,2025-09-14T17:16:31.339997+05:30,Success,170,170.0,,5.04%,34.80724009833729,-6.974862402755207,-4.2859875545072095,-2.6888748482479974,4673.949755341463,4651.847,4629.744244658536,0.11889366869125374,-132.6639605679423,-10.0,0.0,3.0,4655.364332177208,7.090872003121814,4639.4517187500005,-4.773124999999709,-0.10288123013996411,,-27.91376196106113,,falling,-79562.927,8.0,13.100854779149978,15.0,5.0,0.0,5.0,0.11889366869125374,34.80724009833729,-132.6639605679423,-2.6888748482479974,7.090872003121814,4639.4517187500005,,-27.91376196106113,,0.0,3.0,falling,-79562.927,-4.773124999999709,-0.10288123013996411,5.0400000000000444,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.9}]}",False,not_in_gap_or_already_strong,46.0,Sell,46,,,,,,,,,,
SOLUSDT,Sell,46,245.96,244.189088,253.3388,Bearish,2025-09-14T11:46:32.565888+00:00,2025-09-14T17:16:32.565888+05:30,Success,129,129.0,,5.04%,38.24769777640916,-0.32090657332156525,-0.11720679733864217,-0.20369977598292308,248.2966851081448,246.945,245.5933148918552,0.13563998964525778,-153.04254173398252,-10.0,0.0,3.0,246.82682483574015,0.5322904560625404,246.1521875,-0.30484375000003183,-0.12384360793057418,,-18.225586066187084,,falling,-542390.7000000001,8.0,13.184449144088646,15.0,5.0,0.0,5.0,0.13563998964525778,38.24769777640916,-153.04254173398252,-0.20369977598292308,0.5322904560625404,246.1521875,,-18.225586066187084,,0.0,3.0,falling,-542390.7000000001,-0.30484375000003183,-0.12384360793057418,5.040000000000028,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.82}]}",False,not_in_gap_or_already_strong,46.0,Sell,46,,,,,,,,,,
BTCUSDT,Sell,49,115761.2,114927.71936,119234.036,Bearish,2025-09-14T11:46:33.765553+00:00,2025-09-14T17:16:33.765553+05:30,Inconclusive,600,,,5.04%,38.311681665312314,-47.905219415348256,-16.2417366242801,-31.663482791068155,116115.62209000498,115909.37,115703.11790999501,0.14080363986513666,-144.2379516211547,-10.0,0.0,3.0,115882.27036593112,61.50018959322361,115822.93125,-50.70468749999418,-0.04377776227278325,,-17.530969614495675,,falling,-884.0790000000001,8.0,16.0,15.0,5.0,0.0,5.0,0.14080363986513666,38.311681665312314,-144.2379516211547,-31.663482791068155,61.50018959322361,115822.93125,,-17.530969614495675,,0.0,3.0,falling,-884.0790000000001,-50.70468749999418,-0.04377776227278325,5.039999999999966,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Sell,49,,,,,,,,,,
DOGEUSDT,Sell,44,0.28606,0.28400037,0.2946418,Bearish,2025-09-14T11:46:34.961137+00:00,2025-09-14T17:16:34.961137+05:30,Success,63,63.0,,5.04%,32.21750877601245,-0.0011474002515001747,-0.0008295317057061073,-0.0003178685457940674,0.2916475282254682,0.2885885,0.28552947177453186,0.08671515696572643,-138.9948300703457,-10.0,0.0,3.0,0.2892990390082503,0.0010897822213352276,0.2863796875,-0.0005567187499999626,-0.1943988258594502,,-29.10111623884908,,falling,-151227015.0,8.0,11.00033910418411,15.0,5.0,0.0,5.0,0.08671515696572643,32.21750877601245,-138.9948300703457,-0.0003178685457940674,0.0010897822213352276,0.2863796875,,-29.10111623884908,,0.0,3.0,falling,-151227015.0,-0.0005567187499999626,-0.1943988258594502,5.039999999999947,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.0}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,,,,,,,,
XRPUSDT,Strong Sell,68,3.0609,3.03886152,3.152727,Bearish,2025-09-14T11:46:37.317900+00:00,2025-09-14T17:16:37.317900+05:30,Success,65,65.0,,5.04%,28.074805236213578,-0.006139410483200436,-0.003755914930972785,-0.002383495552227651,3.0947573830128783,3.0769150000000005,3.0590726169871227,0.05120905126738172,-159.97609950154632,-10.0,0.0,3.0,3.081408956313297,0.00530257141904923,3.0673375,-0.004084375000000584,-0.1331570132077277,,-35.949135254577634,,falling,-23028112.3,8.0,14.787953378234835,15.0,5.0,12.0,5.0,0.05120905126738172,28.074805236213578,-159.97609950154632,-0.002383495552227651,0.00530257141904923,3.0673375,,-35.949135254577634,,0.0,3.0,falling,-23028112.3,-0.004084375000000584,-0.1331570132077277,5.039999999999993,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,68,1.0,60.0,68.0,-0.004084375000000584,-0.1331570132077277,,,,,
1000PEPEUSDT,Strong Sell,69,0.0114849,0.01140221,0.01182945,Bearish,2025-09-14T11:46:39.738481+00:00,2025-09-14T17:16:39.738481+05:30,Success,65,65.0,,5.04%,23.596101215213764,-6.048947713233922e-05,-2.9585689630065343e-05,-3.090378750227388e-05,0.011888064444978676,0.011676679999999998,0.011465295555021321,0.046371541152557094,-161.56476836942724,-10.0,0.0,3.0,0.011685358063372007,4.650519744036297e-05,0.01155985625,-4.7565624999999084e-05,-0.4114724610005343,,-40.93688593276156,,falling,-4669658036.0,8.0,16.0,15.0,5.0,12.0,5.0,0.046371541152557094,23.596101215213764,-161.56476836942724,-3.090378750227388e-05,4.650519744036297e-05,0.01155985625,,-40.93688593276156,,0.0,3.0,falling,-4669658036.0,-4.7565624999999084e-05,-0.4114724610005343,5.039999999999996,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,69,1.0,61.0,69.0,-4.7565624999999084e-05,-0.4114724610005343,,,,,
WLFIUSDT,Sell,40,0.2312,0.22953536,0.238136,Bearish,2025-09-14T11:46:40.929151+00:00,2025-09-14T17:16:40.929151+05:30,Success,38,38.0,,5.04%,41.72986118488426,-0.000515940097225831,0.00021659048300080608,-0.000732530580226637,0.23848978018007286,0.23424,0.22999021981992715,0.1423344418783679,-122.48936380726158,-10.0,3.0,0.0,0.23211420478710607,0.0022199160774100733,0.23191250000000002,-0.0010156249999999922,-0.43793456583840545,,-6.041059831826314,,falling,-27839863.0,8.0,11.919548898420674,15.0,0.0,0.0,5.0,0.1423344418783679,41.72986118488426,-122.48936380726158,-0.000732530580226637,0.0022199160774100733,0.23191250000000002,,-6.041059831826314,,3.0,0.0,falling,-27839863.0,-0.0010156249999999922,-0.43793456583840545,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
HIFIUSDT,Buy,40,0.61831,0.62276183,0.5997607,Bearish,2025-09-14T11:46:43.319842+00:00,2025-09-14T17:16:43.319842+05:30,Fail,16,,16.0,5.04%,60.89298753609241,-0.001746182507166183,-0.004567585652970642,0.002821403145804459,0.6193779777727677,0.5989375000000001,0.5784970222272325,0.9738759097355707,140.42470306658362,-10.0,3.0,0.0,0.6046528796218985,0.014395147980015878,0.58575671875,0.0026525000000000576,0.45283304742290803,,-4.5144584232019715,,falling,-913127.0,8.0,9.703923543773971,7.0,10.0,0.0,5.0,0.9738759097355707,60.89298753609241,140.42470306658362,0.002821403145804459,0.014395147980015878,0.58575671875,,-4.5144584232019715,,3.0,0.0,falling,-913127.0,0.0026525000000000576,0.45283304742290803,5.039999999999987,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.3}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,
MYXUSDT,Sell,42,10.857,10.7788296,11.18271,Bearish,2025-09-14T11:46:45.735400+00:00,2025-09-14T17:16:45.735400+05:30,Success,5,5.0,,5.04%,41.96998151514008,-0.033438624895254065,-0.0016087823465601404,-0.03182984254869393,11.378073523622684,11.066199999999998,10.754326476377313,0.16460763073126997,-70.01932497415879,-10.0,0.0,3.0,11.002900123954403,0.17869077376576478,10.798921875,-0.04426562500000131,-0.4099078177653851,,-7.2785285183784,,falling,-675233.0,4.0,13.27507366535906,15.0,5.0,0.0,5.0,0.16460763073126997,41.96998151514008,-70.01932497415879,-0.03182984254869393,0.17869077376576478,10.798921875,,-7.2785285183784,,0.0,3.0,falling,-675233.0,-0.04426562500000131,-0.4099078177653851,5.039999999999963,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.72}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,,,,,,,
WLDUSDT,Strong Sell,65,1.6165,1.6048612,1.664995,Bearish,2025-09-14T11:46:48.125741+00:00,2025-09-14T17:16:48.125741+05:30,Success,181,181.0,,5.04%,28.71328220988768,-0.011254112487635748,-0.006876851132095421,-0.004377261355540327,1.6840305028234057,1.649775,1.6155194971765943,0.014311610436146262,-190.0901511557003,-10.0,0.0,3.0,1.6598285453396815,0.012640063656242961,1.64413125,-0.00886874999999998,-0.5394186139336492,,-27.88338351918126,,falling,-6330218.0,8.0,12.311213882303612,15.0,5.0,12.0,5.0,0.014311610436146262,28.71328220988768,-190.0901511557003,-0.004377261355540327,0.012640063656242961,1.64413125,,-27.88338351918126,,0.0,3.0,falling,-6330218.0,-0.00886874999999998,-0.5394186139336492,5.040000000000026,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,65,1.0,57.0,65.0,-0.00886874999999998,-0.5394186139336492,,,,,
