Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope
ETHUSDT,Buy,44,4374.99,4406.489928,4243.7403,Bullish,2025-09-08T15:27:20.459310+00:00,2025-09-08T20:57:20.459310+05:30,Inconclusive,300,,,5.04%,68.20876399420854,11.640743885038319,8.209251600922988,3.431492284115331,4380.218686433283,4343.8324999999995,4307.446313566716,0.9281501175882949,152.69019600405522,10.0,3.0,0.0,4335.641053740542,11.904047481264923,4365.520468749999,3.969218749999527,,25.54295833829679,,rising,170813.86499999996,8.0,10.918303623064583,15.0,5.0,0.0,5.0,0.9281501175882949,68.20876399420854,152.69019600405522,3.431492284115331,11.904047481264923,4365.520468749999,,25.54295833829679,,3.0,0.0,rising,170813.86499999996,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.08}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,
SOLUSDT,Buy,41,216.22,217.776784,209.7334,Bullish,2025-09-08T15:27:22.732399+00:00,2025-09-08T20:57:22.732399+05:30,Inconclusive,300,,,5.04%,64.8429226317889,0.4396865854897669,0.3109904241295967,0.1286961613601702,216.40997848588347,214.733,213.05602151411654,0.9433569102159985,135.61833267483016,10.0,3.0,0.0,214.1924501670403,0.6894585435226911,215.6275,0.03968750000001364,,17.098541187634417,,rising,405600.95999999996,8.0,8.479903689151154,15.0,5.0,0.0,5.0,0.9433569102159985,64.8429226317889,135.61833267483016,0.1286961613601702,0.6894585435226911,215.6275,,17.098541187634417,,3.0,0.0,rising,405600.95999999996,5.039999999999978,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.52}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
MYXUSDT,Buy,45,7.741,7.7967352,7.50877,Bullish,2025-09-08T15:27:23.856931+00:00,2025-09-08T20:57:23.856931+05:30,Success,1,1.0,,5.04%,62.018556221777885,0.231095627159414,0.18356671131571914,0.04752891584369487,7.891927469744386,7.2286600000000005,6.565392530255615,0.8862242785685297,182.83357789053505,10.0,3.0,0.0,6.821615957282002,0.37598849263164535,7.563853125,0.10239999999999938,,21.694085798703437,,falling,-537078.0,8.0,7.033853435951325,15.0,10.0,0.0,5.0,0.8862242785685297,62.018556221777885,182.83357789053505,0.04752891584369487,0.37598849263164535,7.563853125,,21.694085798703437,,3.0,0.0,falling,-537078.0,5.039999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.97}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,
DOGEUSDT,Buy,42,0.23864,0.24035821,0.2314808,Bullish,2025-09-08T15:27:27.232052+00:00,2025-09-08T20:57:27.232052+05:30,Inconclusive,300,,,5.04%,59.22485783186282,0.00046554347990507283,0.0005428348492028819,-7.729136929780908e-05,0.2391159956850575,0.23775749999999998,0.23639900431494246,0.8248078038476209,111.01937851163976,10.0,3.0,0.0,0.236489514883744,0.0009427212927944689,0.23765031250000002,-7.281249999996353e-05,,12.0230567042492,,rising,94790981.0,8.0,9.0,15.0,5.0,0.0,5.0,0.8248078038476209,59.22485783186282,111.01937851163976,-7.729136929780908e-05,0.0009427212927944689,0.23765031250000002,,12.0230567042492,,3.0,0.0,rising,94790981.0,5.0399999999999965,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,
WLDUSDT,Buy,40,1.5296,1.54061312,1.483712,Bullish,2025-09-08T15:27:30.623496+00:00,2025-09-08T20:57:30.623496+05:30,Success,2,2.0,,5.04%,69.5926510621808,0.062479691723561714,0.05960220336767179,0.002877488355889926,1.6037259435257594,1.4430850000000002,1.282444056474241,0.7692806643846903,92.99926393453065,10.0,3.0,0.0,1.3664405890407196,0.040341369970930505,1.5613468750000001,0.005406250000000279,,49.3608290514232,,rising,113931285.0,4.0,10.711883374092695,15.0,5.0,0.0,5.0,0.7692806643846903,69.5926510621808,92.99926393453065,0.002877488355889926,0.040341369970930505,1.5613468750000001,,49.3608290514232,,3.0,0.0,rising,113931285.0,5.0400000000000444,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.29}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
SUIUSDT,Buy,42,3.5101,3.53537272,3.404797,Bullish,2025-09-08T15:27:35.038535+00:00,2025-09-08T20:57:35.038535+05:30,Inconclusive,300,,,5.04%,62.850424676884266,0.007200472953259318,0.004836853868823087,0.0023636190844362314,3.5142623612825044,3.4865900000000005,3.4589176387174967,0.924792083335222,137.2356726938411,10.0,3.0,0.0,3.4804233787706105,0.010764911310634354,3.5024671875,0.0016937499999998273,,15.339255587819567,,rising,1776163.8000000003,8.0,9.269607560113448,15.0,5.0,0.0,5.0,0.924792083335222,62.850424676884266,137.2356726938411,0.0023636190844362314,0.010764911310634354,3.5024671875,,15.339255587819567,,3.0,0.0,rising,1776163.8000000003,5.039999999999961,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.73}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,
1000PEPEUSDT,Buy,49,0.0103562,0.01043076,0.01004551,Bullish,2025-09-08T15:27:36.158531+00:00,2025-09-08T20:57:36.158531+05:30,Inconclusive,300,,,5.04%,73.38245721672251,3.64723052533808e-05,2.508957599909517e-05,1.1382729254285628e-05,0.010329298746079959,0.01022085,0.010112401253920041,1.124027500973623,202.94574370296323,10.0,3.0,0.0,0.010191911891325001,4.0227227459085515e-05,0.010275967187500002,1.5059375000001096e-05,,25.60526998400794,,rising,620799101.0,8.0,15.791059671728751,15.0,5.0,0.0,5.0,1.124027500973623,73.38245721672251,202.94574370296323,1.1382729254285628e-05,4.0227227459085515e-05,0.010275967187500002,,25.60526998400794,,3.0,0.0,rising,620799101.0,5.040000000000007,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,
LINKUSDT,Buy,47,23.245,23.412364,22.54765,Bullish,2025-09-08T15:27:37.305766+00:00,2025-09-08T20:57:37.305766+05:30,Inconclusive,300,,,5.04%,59.607283451219054,0.043607140117337906,0.026881390403082475,0.01672574971425543,23.293465299194736,23.09515,22.896834700805265,0.8778074626830871,124.40604751619952,10.0,3.0,0.0,23.060963549433644,0.08048217331368007,23.187250000000002,0.012203125000002757,,11.041921258578304,,falling,-209161.74999999988,8.0,8.987663436691747,15.0,10.0,0.0,5.0,0.8778074626830871,59.607283451219054,124.40604751619952,0.01672574971425543,0.08048217331368007,23.187250000000002,,11.041921258578304,,3.0,0.0,falling,-209161.74999999988,5.039999999999975,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.01}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,
PENGUUSDT,Buy,44,0.03405,0.03429516,0.0330285,Bullish,2025-09-08T15:27:41.747506+00:00,2025-09-08T20:57:41.747506+05:30,Success,62,62.0,,5.04%,66.43971777617088,0.00032839368150849174,0.00024445829516176506,8.393538634672668e-05,0.03436717807737314,0.03331285,0.032258521922626855,0.8495828366046209,132.36656471087525,10.0,3.0,0.0,0.03305121324506589,0.0003019868814108028,0.034006937499999994,9.310937499999727e-05,,30.655424567602264,,rising,477790424.0,8.0,10.670651595560926,15.0,5.0,0.0,5.0,0.8495828366046209,66.43971777617088,132.36656471087525,8.393538634672668e-05,0.0003019868814108028,0.034006937499999994,,30.655424567602264,,3.0,0.0,rising,477790424.0,5.040000000000025,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.33}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,
AVAXUSDT,Buy,61,25.699,25.8840328,24.92803,Bullish,2025-09-08T15:27:44.005960+00:00,2025-09-08T20:57:44.005960+05:30,Inconclusive,300,,,5.04%,72.49523433806394,0.11286379082501696,0.07440001245607816,0.0384637783689388,25.768458145145576,25.38605,25.003641854854425,0.9091832299765303,139.6185895981724,10.0,3.0,0.0,25.329660756810654,0.08352108528394223,25.629140625,0.0465937500000031,,30.24675520498812,,rising,610805.0,8.0,20.0,15.0,5.0,0.0,5.0,0.9091832299765303,72.49523433806394,139.6185895981724,0.0384637783689388,0.08352108528394223,25.629140625,,30.24675520498812,,3.0,0.0,rising,610805.0,5.039999999999954,,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,61,53.0,61.0,0.0465937500000031
