UTC_Time,Coin,Signal,Confidence,Estimated_Profit(%),Deserving_Strong,RSI,%B,MACD_Hist,Regime,Num_Conf,Vol_Profile_OK,Overshoot_OK,Min_Profit_OK,Price,TP,SL,Outcome,Duration(min),Did_TP_Hit_Later
2025-08-25 17:23:33,ETHUSDT,Neutral,25,5.0,False,36.98814195769115,0.1242786403799806,-3.9751901815215884,5.0,,False,False,True,4576.0,4608.685714,4543.314286,Inconclusive,,N/A
2025-08-25 17:23:33,BTCUSDT,Neutral,30,5.0,False,50.454873956655206,0.39390731899761644,-49.31178998097262,5.0,,True,False,True,112364.8,113167.405714,111562.194286,Inconclusive,,N/A
2025-08-25 17:23:33,SOLUSDT,Neutral,13,5.0,False,42.829567311673664,0.2600299350716415,-0.12945768056868207,5.0,,False,False,True,196.06,197.460429,194.659571,Inconclusive,,N/A
2025-08-25 17:23:33,XRPUSDT,Neutral,13,5.0,False,41.456053641628216,0.1357073442750549,-0.0018105616925046422,5.0,,False,False,True,2.9401,2.961101,2.919099,Inconclusive,,N/A
2025-08-25 17:23:33,DOGEUSDT,Neutral,13,5.0,False,43.82055773907776,0.29485687081588763,-0.00011598068344390028,5.0,,False,False,True,0.21785,0.219406,0.216294,Inconclusive,,N/A
2025-08-25 17:23:33,ADAUSDT,Neutral,13,5.0,False,44.787563445898286,0.32409548819154066,-0.0010029382968561368,5.0,,False,False,True,0.8658,0.871984,0.859616,Inconclusive,,N/A
2025-08-25 17:23:33,LINKUSDT,Neutral,13,5.0,False,45.20961423644854,0.3109980228865095,-0.022053620884553708,5.0,,False,False,True,24.428,24.602486,24.253514,Inconclusive,,N/A
2025-08-25 17:23:33,1000PEPEUSDT,Neutral,25,5.0,False,39.078887775311046,0.17098383300555886,-1.0164407942590728e-05,5.0,,False,False,True,0.01008,0.010152,0.010008,Inconclusive,,N/A
2025-08-25 17:23:33,SUIUSDT,Neutral,25,5.0,False,38.324127398845064,0.140984906861452,-0.003155514290695596,5.0,,False,False,True,3.4432,3.467794,3.418606,Inconclusive,,N/A
2025-08-25 17:23:33,BIOUSDT,Neutral,23,5.0,False,39.078837787169576,0.40532209893139143,0.0004179526994947348,5.0,,False,False,True,0.20251,0.203956,0.201064,Inconclusive,,N/A
2025-08-25 17:23:33,ENAUSDT,Neutral,19,5.0,False,44.44578225278369,0.1905206789334768,-0.0008005340073817408,5.0,,True,False,True,0.6468,0.65142,0.64218,Inconclusive,,N/A
2025-08-25 17:23:33,BNBUSDT,Neutral,19,5.0,False,45.32351082767978,0.3179547496820045,-0.4844655263531964,5.0,,True,False,True,864.33,870.503786,858.156214,Inconclusive,,N/A
