Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule,SUPERVISOR__reason
BTCUSDT,Buy,46,114424.7,115248.55784,110991.959,Bullish,2025-09-11T21:32:18.811139+00:00,2025-09-12T03:02:18.811139+05:30,Success,97,97.0,,5.04%,62.099444401203215,28.954123298361083,17.354903183550956,11.599220114810127,114450.78780589256,114324.915,114199.04219410743,0.8963723510111228,111.72826408047334,10.0,3.0,0.0,114310.7536564057,63.787230398328276,114411.08281250001,24.484375,0.021400352481695903,,11.711307968624705,,rising,383.803,8.0,13.364216489994192,15.0,5.0,0.0,5.0,0.8963723510111228,62.099444401203215,111.72826408047334,11.599220114810127,63.787230398328276,114411.08281250001,,11.711307968624705,,3.0,0.0,rising,383.803,24.484375,0.021400352481695903,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.64}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,
DOGEUSDT,Buy,40,0.25137,0.25317986,0.2438289,Bullish,2025-09-11T21:32:25.343780+00:00,2025-09-12T03:02:25.343780+05:30,Success,31,31.0,,5.04%,58.611742999298876,-4.90082396958913e-06,-3.1818959200001876e-05,2.6918135230412746e-05,0.25166969826616853,0.25081200000000003,0.2499543017338315,0.825289220003118,83.37973039091717,10.0,3.0,0.0,0.25057803645324783,0.0005335634047696923,0.25045828125,0.00012718750000001444,0.05078191041048455,,-0.47676285640683885,,falling,-66188001.0,4.0,6.210793768378402,15.0,10.0,0.0,5.0,0.825289220003118,58.611742999298876,83.37973039091717,2.6918135230412746e-05,0.0005335634047696923,0.25045828125,,-0.47676285640683885,,3.0,0.0,falling,-66188001.0,0.00012718750000001444,0.05078191041048455,5.039999999999985,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.79}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
WLFIUSDT,Strong Buy,68,0.1988,0.20023136,0.192836,Bullish,2025-09-11T21:32:36.928934+00:00,2025-09-12T03:02:36.928934+05:30,Success,1,1.0,,5.04%,75.68195802627443,0.0013920115258491683,0.0007412420388700825,0.0006507694869790858,0.19879566843019078,0.194445,0.19009433156980923,1.0004978050934847,157.91784258388313,10.0,3.0,0.0,0.19474321156925306,0.0013692846764175788,0.1967375,0.0008703125000000256,0.4423724506004323,,35.093029928164434,,rising,270179530.0,8.0,20.0,15.0,5.0,0.0,5.0,1.0004978050934847,75.68195802627443,157.91784258388313,0.0006507694869790858,0.0013692846764175788,0.1967375,,35.093029928164434,,3.0,0.0,rising,270179530.0,0.0008703125000000256,0.4423724506004323,5.039999999999973,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,68,53.0,61.0,0.0008703125000000256,0.4423724506004323,True,61.0,68.0,0.9505247494358526,0.4423724506004323,False,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),
HYPEUSDT,Buy,49,55.977,56.3800344,54.29769,Bullish,2025-09-11T21:32:43.592757+00:00,2025-09-12T03:02:43.592757+05:30,Success,45,45.0,,5.04%,67.5384901374232,0.15863919959348038,0.14429815308228053,0.014341046511199856,55.98838755457986,55.69449999999999,55.40061244542012,0.9806260006550102,193.66660940273712,10.0,3.0,0.0,55.40620857000143,0.1566607999941947,55.8428125,0.06320312500000114,0.11318041153461089,,25.358798621179048,,falling,-12475.860000000015,8.0,11.197008545095843,15.0,10.0,0.0,5.0,0.9806260006550102,67.5384901374232,193.66660940273712,0.014341046511199856,0.1566607999941947,55.8428125,,25.358798621179048,,3.0,0.0,falling,-12475.860000000015,0.06320312500000114,0.11318041153461089,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.8}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
SUIUSDT,Buy,47,3.6198,3.64586256,3.511206,Bullish,2025-09-11T21:32:46.900607+00:00,2025-09-12T03:02:46.900607+05:30,Success,34,34.0,,5.04%,61.89808605428323,0.001978515564373673,0.0021016609753775947,-0.00012314541100392172,3.6186462728107602,3.61359,3.6085337271892395,1.1140887005527689,168.3205533002565,10.0,3.0,0.0,3.609772864351767,0.005407300300462634,3.614725,-0.00020156250000002984,-0.005576150329555632,,11.554326316177061,,falling,-45678.500000000146,8.0,9.0,15.0,10.0,0.0,5.0,1.1140887005527689,61.89808605428323,168.3205533002565,-0.00012314541100392172,0.005407300300462634,3.614725,,11.554326316177061,,3.0,0.0,falling,-45678.500000000146,-0.00020156250000002984,-0.005576150329555632,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,
ADAUSDT,Buy,49,0.8836,0.88996192,0.857092,Bullish,2025-09-11T21:32:51.868753+00:00,2025-09-12T03:02:51.868753+05:30,Success,52,52.0,,5.04%,60.890332080854826,0.0005999805472636233,0.0005048527835134638,9.512776375015944e-05,0.883926896129824,0.8818150000000001,0.8797031038701763,0.9226060114397737,136.07748184019343,10.0,3.0,0.0,0.8812041420998271,0.001222494425967063,0.8831187500000001,8.281249999997353e-05,0.009377277970824821,,13.574439592716804,,falling,-1191958.0,8.0,10.867547435398563,15.0,10.0,0.0,5.0,0.9226060114397737,60.890332080854826,136.07748184019343,9.512776375015944e-05,0.001222494425967063,0.8831187500000001,,13.574439592716804,,3.0,0.0,falling,-1191958.0,8.281249999997353e-05,0.009377277970824821,5.040000000000016,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.13}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
1000PEPEUSDT,Buy,42,0.0105819,0.01065809,0.01026444,Bullish,2025-09-11T21:32:55.913247+00:00,2025-09-12T03:02:55.913247+05:30,Success,60,60.0,,5.04%,59.31045948379357,1.2856299894318038e-05,1.4293299914908011e-05,-1.4370000205899733e-06,0.010588607413627065,0.010561774999999999,0.010534942586372933,0.8750128534784694,112.80041797283315,10.0,3.0,0.0,0.010532320950073098,2.325720136510329e-05,0.010569054687500001,2.190625000000543e-06,0.02072678271398662,,14.942041059766096,,rising,48786847.0,8.0,9.0,15.0,5.0,0.0,5.0,0.8750128534784694,59.31045948379357,112.80041797283315,-1.4370000205899733e-06,2.325720136510329e-05,0.010569054687500001,,14.942041059766096,,3.0,0.0,rising,48786847.0,2.190625000000543e-06,0.02072678271398662,5.0399999999999885,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,
SOMIUSDT,Buy,47,0.9801,0.98715672,0.950697,Bullish,2025-09-11T21:32:57.571565+00:00,2025-09-12T03:02:57.571565+05:30,Success,3,3.0,,5.04%,60.92895864168591,0.0025118239744199578,0.0004934542346675002,0.0020183697397524575,0.9792843326169269,0.9637300000000002,0.9481756673830735,1.0262199415160185,226.131456900687,10.0,3.0,0.0,0.9609165479780051,0.009885609029846882,0.9650921874999999,0.0031593749999998533,0.3273650995128228,,7.032036289677815,,falling,-332947.0,8.0,8.900140558644901,15.0,10.0,0.0,5.0,1.0262199415160185,60.92895864168591,226.131456900687,0.0020183697397524575,0.009885609029846882,0.9650921874999999,,7.032036289677815,,3.0,0.0,falling,-332947.0,0.0031593749999998533,0.3273650995128228,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.1}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,
LTCUSDT,Buy,43,115.25,116.0798,111.7925,Bullish,2025-09-11T21:32:59.217572+00:00,2025-09-12T03:02:59.217572+05:30,Success,175,175.0,,5.04%,57.02956929222607,0.10502674909055543,0.11413356009481786,-0.00910681100426243,115.40692809330068,115.12049999999999,114.83407190669931,0.7260602277306321,65.00377928950242,10.0,3.0,0.0,114.96163092573491,0.15805484088873756,115.32812499999999,0.006874999999993747,0.005961251862885786,,16.100760339922708,,falling,-3572.2829999999985,4.0,9.0,15.0,10.0,0.0,5.0,0.7260602277306321,57.02956929222607,65.00377928950242,-0.00910681100426243,0.15805484088873756,115.32812499999999,,16.100760339922708,,3.0,0.0,falling,-3572.2829999999985,0.006874999999993747,0.005961251862885786,5.040000000000036,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,
PTBUSDT,Buy,43,0.06116,0.06160035,0.0593252,Bullish,2025-09-11T21:33:08.537401+00:00,2025-09-12T03:03:08.537401+05:30,Success,3,3.0,,5.04%,54.92744815713946,0.00026026609322666455,0.00019341865480632036,6.68474384203442e-05,0.06171476391582154,0.0605105,0.05930623608417846,0.7696668028772218,119.87552428629331,10.0,3.0,0.0,0.059863254388392136,0.0011149743842067733,0.0606465625,0.00023046874999999717,0.38001947760847476,,6.130925093319403,,falling,-47793982.0,8.0,5.438901686723176,15.0,10.0,0.0,5.0,0.7696668028772218,54.92744815713946,119.87552428629331,6.68474384203442e-05,0.0011149743842067733,0.0606465625,,6.130925093319403,,3.0,0.0,falling,-47793982.0,0.00023046874999999717,0.38001947760847476,5.039999999999977,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 14.56}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,
