SourceFile,Coin,Signal,Confidence,Outcome,Duration(min),Did_TP_Hit,Buy_Score,Sell_Score,Num_Confluence_Buy,Num_Confluence_Sell,Regime,Estimated_Profit,DeservedStrongBuy,DeservedStrongSell,SignalTimeUTC,SignalTimeIST,rsi5m,williamsR,cci5m,cmf5m,stc5m,tsi5m,cvd5m,hma5m,alma5m,macd5m_macd,macd5m_signal,macd5m_hist,boll_upper,boll_middle,boll_lower,keltner_upper,keltner_middle,keltner_lower,marketTrend,RSI_buy_score,WilliamsR_buy_score,CCI_buy_score,CMF_buy_score,CVD_buy_score,HMA_buy_score,ALMA_buy_score,MACD_buy_score,RSI_sell_score,WilliamsR_sell_score,CCI_sell_score,CMF_sell_score,CVD_sell_score,HMA_sell_score,ALMA_sell_score,Keltner_sell_score,MACD_sell_score,Bollinger_buy_score,Keltner_buy_score,Bollinger_sell_score
signals_2025-09-05_01-52-46_STRONG.json,IDOLUSDT,Sell,45,Success,0.0,True,30,45.0,,,Bullish,5.04%,0,0,2025-09-04T20:21:51.702594+00:00,2025-09-05T01:51:51.702594+05:30,44.76530691959479,-77.98165137614707,-150.35460992907807,-0.12506578245499786,,,falling,up,up,-5.659500476665885e-05,8.571124927921364e-06,-6.516612969458021e-05,0.040336112073527795,0.039823000000000004,0.03930988792647221,0.040308,0.039823,0.039338,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,0.0,0.0,,10.0,,,
signals_2025-09-05_01-52-46_STRONG.json,BNXUSDT,Strong Sell,60,Inconclusive,,False,35,60.0,,,Bullish,5.04%,0,0,2025-09-04T20:21:52.764009+00:00,2025-09-05T01:51:52.764009+05:30,,,,,,,falling,down,down,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,,,,,0.0,0.0,0.0,0.0,,,,,15.0,10.0,10.0,10.0,0.0,15.0,10.0,15.0
signals_2025-09-05_01-52-46_STRONG.json,1000PEPEUSDT,Buy,50,Success,155.0,True,50,30.0,,,Bullish,5.04%,0,0,2025-09-04T20:21:53.711925+00:00,2025-09-05T01:51:53.711925+05:30,53.08964491450037,-18.756476683936214,72.35816421435995,0.06755180008886998,,,falling,up,up,-2.666733834770854e-06,-6.95721559235371e-06,4.290481757582856e-06,0.009458189649001412,0.00942158,0.009384970350998589,0.009452480000000001,0.00942158,0.00939068,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,LINKUSDT,Sell,45,Inconclusive,,False,30,45.0,,,Bullish,5.04%,0,0,2025-09-04T20:21:54.656320+00:00,2025-09-05T01:51:54.656320+05:30,54.511307392765595,-23.754789272029804,118.50847457626989,-0.06979351982686428,,,falling,down,down,-0.008556704269253146,-0.03310636218515666,0.024549657915903515,22.419934128703144,22.297,22.174065871296857,22.399499999999996,22.296999999999997,22.194499999999998,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,15.0,10.0,10.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,SUIUSDT,Strong Buy,60,Success,95.0,True,60,30.0,,,Bullish,5.04%,0,0,2025-09-04T20:21:55.520692+00:00,2025-09-05T01:51:55.520692+05:30,56.04398227473116,-13.414634146342719,111.49387214309381,0.15750439288378926,,,falling,up,up,5.358240251984725e-05,-0.0017220718811816979,0.001775654283701545,3.2631852850197327,3.2513000000000005,3.2394147149802683,3.2600499999999997,3.2512999999999996,3.2425499999999996,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,TAKEUSDT,Strong Sell,65,Success,28.0,True,60,65.0,,,Bullish,5.04%,0,0,2025-09-04T20:21:56.385235+00:00,2025-09-05T01:51:56.385235+05:30,25.588224600540002,-95.6903431763766,-139.25634608509137,-0.12142820906149979,,,falling,down,down,-0.0034519337964006025,-0.0026887034838426254,-0.0007632303125579771,0.1932881931890901,0.1841345,0.1749808068109099,0.19216449999999996,0.18413449999999998,0.1761045,10.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,,10.0,,10.0,
signals_2025-09-05_01-52-46_STRONG.json,AVAXUSDT,Buy,40,Success,124.0,True,40,25.0,,,Bullish,5.04%,0,0,2025-09-04T20:21:57.240930+00:00,2025-09-05T01:51:57.240930+05:30,50.04552089722894,-21.226415094340453,32.11991434689577,-0.051258680700662224,,,falling,up,up,-0.0371712476848991,-0.051854684103159514,0.014683436418260414,24.405928548051893,24.2968,24.18767145194811,24.3848,24.296799999999998,24.208799999999997,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,ADAUSDT,Strong Buy,60,Success,131.0,True,60,30.0,,,Bullish,5.04%,0,0,2025-09-04T20:21:58.102363+00:00,2025-09-05T01:51:58.102363+05:30,57.332848904632506,-11.76470588235323,142.38153874219208,0.06111127643766534,,,falling,up,up,5.924007746060944e-05,-0.000517090166389318,0.0005763302438499275,0.8087956500893816,0.805565,0.8023343499106184,0.8084150000000002,0.8055650000000002,0.8027150000000002,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,SOMIUSDT,Strong Buy,55,Success,8.0,True,55,25.0,,,Bullish,5.04%,0,0,2025-09-04T20:21:58.994886+00:00,2025-09-05T01:51:58.994886+05:30,56.199936329760625,-80.71519795657724,-48.439002204913244,0.0794228845353261,,,falling,up,up,0.011056668453975127,0.017866892492107232,-0.006810224038132105,0.5770471545557048,0.52855,0.48005284544429516,0.5672000000000001,0.5285500000000002,0.48990000000000017,10.0,0.0,15.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,,10.0,,,
signals_2025-09-05_01-52-46_STRONG.json,TAUSDT,Sell,45,Success,4.0,True,30,45.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:00.124494+00:00,2025-09-05T01:52:00.124494+05:30,48.7741109231237,-46.61016949152498,-105.39363484086914,-0.031259639384106024,,,falling,up,up,-0.0001929712094904945,-0.00018762784032026115,-5.343369170233357e-06,0.1405495575040523,0.1397235,0.1388974424959477,0.14046849999999997,0.13972349999999997,0.13897849999999998,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,0.0,0.0,,10.0,,,
signals_2025-09-05_01-52-46_STRONG.json,BNBUSDT,Strong Buy,60,Inconclusive,,False,60,30.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:01.646502+00:00,2025-09-05T01:52:01.646502+05:30,56.15223742549956,-13.865546218484365,121.81571815717328,0.06958005741540572,,,falling,up,up,0.10168599785356491,-0.10663997988803678,0.2083259777416017,845.4952501279771,843.7860000000001,842.076749872023,845.2559999999999,843.7859999999998,842.3159999999998,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,TREEUSDT,Sell,55,Fail,108.0,False,10,55.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:02.504605+00:00,2025-09-05T01:52:02.504605+05:30,53.93065602675631,-60.00000000000028,33.70125091979454,-0.044039141535319466,,,falling,down,down,0.0005580706425654114,0.0006061052110548466,-4.803456848943518e-05,0.3220667231630299,0.32009999999999994,0.31813327683696996,0.32189999999999996,0.32009999999999994,0.3182999999999999,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,10.0,10.0,,10.0,,,
signals_2025-09-05_01-52-46_STRONG.json,AAVEUSDT,Strong Buy,60,Inconclusive,,False,60,30.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:03.377752+00:00,2025-09-05T01:52:03.377752+05:30,56.090821430044706,-11.878453038674207,127.25526861070098,0.02378657982682324,,,falling,up,up,-0.0721167414486672,-0.3711563761326498,0.2990396346839826,309.463377039632,307.8125,306.161622960368,309.1824999999999,307.8124999999999,306.4424999999999,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,JELLYJELLYUSDT,Strong Sell,65,Success,26.0,True,40,65.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:04.236622+00:00,2025-09-05T01:52:04.236622+05:30,41.46628616979389,-97.89029535864972,-202.07039337474174,-0.2030798444378913,,,falling,down,down,4.4624397022866025e-05,0.00020311318376785113,-0.0001584887867449851,0.041122658173065554,0.040316500000000005,0.039510341826934456,0.041216499999999996,0.0403165,0.0394165,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,,10.0,15.0,,
signals_2025-09-05_01-52-46_STRONG.json,FARTCOINUSDT,Buy,40,Success,155.0,True,40,25.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:05.119481+00:00,2025-09-05T01:52:05.119481+05:30,53.70700973072593,-38.52459016393477,73.7567700640058,-0.06129831179142664,,,falling,up,up,0.00023075115383575096,-0.0003598287080310277,0.0005905798618667786,0.7531196792445098,0.747625,0.7421303207554901,0.7520249999999999,0.747625,0.743225,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,BCHUSDT,Strong Sell,60,Inconclusive,,False,50,60.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:06.003995+00:00,2025-09-05T01:52:06.003995+05:30,61.53673744170976,-50.378787878787534,125.85499316005203,-0.21549337005479996,,,falling,up,up,0.4651799789226061,0.2742999222069634,0.19088005671564268,588.2989009299696,586.8795,585.4600990700304,588.0394999999999,586.8794999999999,585.7194999999999,10.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,15.0,0.0,0.0,10.0,0.0,,,15.0
signals_2025-09-05_01-52-46_STRONG.json,NEIROETHUSDT,Buy,50,Success,0.0,True,50,40.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:07.367159+00:00,2025-09-05T01:52:07.367159+05:30,63.76031171018202,-9.782608695652408,94.23445392788663,0.006407776642517666,,,falling,up,up,0.0008135390932218906,0.0007149857301873214,9.855336303456913e-05,0.07020712515764976,0.067878,0.06554887484235022,0.06967799999999999,0.067878,0.066078,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,SPKUSDT,Strong Buy,55,Success,15.0,True,55,25.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:08.230742+00:00,2025-09-05T01:52:08.230742+05:30,41.83112938372917,-92.41379310344836,-71.9403840642012,0.018962443818176387,,,falling,up,up,-0.00017337396141917094,-0.00013514941927097502,-3.822454214819592e-05,0.06060564992411634,0.0597985,0.05899135007588366,0.060563500000000006,0.05979850000000001,0.059033500000000017,10.0,0.0,15.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,,10.0,,,
signals_2025-09-05_01-52-46_STRONG.json,BASUSDT,Sell,35,Success,11.0,True,30,35.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:09.091237+00:00,2025-09-05T01:52:09.091237+05:30,58.71889948502378,-20.000000000000085,75.84587848537478,0.055289364908546544,,,falling,down,down,0.0001586934884952526,0.0001220183594334674,3.667512906178521e-05,0.02262370556247185,0.02196325,0.02130279443752815,0.022449749999999997,0.021963249999999997,0.021476749999999996,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,WIFUSDT,Buy,50,Success,102.0,True,50,15.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:09.956940+00:00,2025-09-05T01:52:09.956940+05:30,54.45102252988037,-22.619047619047873,79.69264544456234,0.011225665736124863,,,falling,up,up,-0.0002654784917437425,-0.0007634043081212394,0.0004979258163774969,0.781772272947237,0.778015,0.7742577270527631,0.7816150000000002,0.7780150000000001,0.7744150000000001,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,HYPEUSDT,Buy,40,Success,15.0,True,40,25.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:10.809108+00:00,2025-09-05T01:52:10.809108+05:30,51.12485043729311,-41.36363636363662,18.95628376624749,-0.07941630221344595,,,falling,up,up,-0.10430813485464796,-0.1357559299409351,0.031447795086287145,45.15501290196591,44.73695,44.31888709803409,45.03594999999999,44.73694999999999,44.437949999999994,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,PTBUSDT,Strong Buy,55,Success,1.0,True,55,45.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:11.698543+00:00,2025-09-05T01:52:11.698543+05:30,73.66047550854495,-21.47435897435909,162.30179939426333,0.2926718041976091,,,rising,down,down,0.0007372923008210595,0.0006491753481164438,8.811695270461578e-05,0.03170584324535456,0.0301645,0.02862315675464544,0.0314695,0.0301645,0.028859500000000003,10.0,0.0,0.0,10.0,10.0,15.0,0.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0,10.0,10.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,ARBUSDT,Strong Buy,60,Success,94.0,True,60,30.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:12.580350+00:00,2025-09-05T01:52:12.580350+05:30,54.63808728391948,-10.416666666666618,122.74752310659078,0.14805832439149183,,,falling,up,up,-0.0003587855560517883,-0.0007763563126058293,0.000417570756554041,0.48269612323254835,0.48057,0.47844387676745165,0.4822700000000001,0.48057000000000005,0.47887,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,LTCUSDT,Strong Sell,60,Inconclusive,,False,50,60.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:13.469177+00:00,2025-09-05T01:52:13.469177+05:30,62.50787442110458,-19.736842105263776,172.258892555937,-0.1537834710173101,,,falling,up,up,0.05897248890181572,0.007999800768802223,0.0509726881330135,110.24154999596738,109.93149999999999,109.6214500040326,110.19149999999999,109.93149999999999,109.67149999999998,10.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,15.0,0.0,10.0,15.0,0.0,0.0,10.0,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,PENGUUSDT,Buy,50,Success,155.0,True,50,15.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:14.584026+00:00,2025-09-05T01:52:14.584026+05:30,53.311016789280046,-21.630094043887038,55.01787426976799,0.12266115384818231,,,falling,up,up,-1.0351542551745307e-05,-2.5399138454326382e-05,1.5047595902581074e-05,0.028580506979540836,0.0284229,0.028265293020459166,0.0285659,0.0284229,0.0282799,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,ARIAUSDT,Sell,40,Success,1.0,True,25,40.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:15.562545+00:00,2025-09-05T01:52:15.562545+05:30,45.558648859005864,-75.31718569780865,2.41238287518734,-0.1167488724616237,,,rising,down,down,0.0005983197228801307,0.0006962299753233449,-9.791025244321422e-05,0.12037534703647525,0.1153775,0.11037965296352474,0.12006249999999999,0.11537749999999998,0.11069249999999997,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,,10.0,,,
signals_2025-09-05_01-52-46_STRONG.json,IPUSDT,Buy,40,Inconclusive,,False,40,25.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:16.634351+00:00,2025-09-05T01:52:16.634351+05:30,52.43198294768031,-47.877758913412244,-2.787942150218615,-0.1317840800783967,,,falling,up,up,0.003336553985480606,0.0032360409917828793,0.00010051299369772662,7.942987920557776,7.922664999999999,7.9023420794422226,7.945015,7.922664999999999,7.900314999999999,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,UNIUSDT,Strong Sell,65,Inconclusive,,False,60,65.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:17.488826+00:00,2025-09-05T01:52:17.488826+05:30,61.933088728244186,-6.593406593406765,169.8638381102775,0.18049825969847355,,,falling,up,up,0.004836820637535766,-0.0022869886878371026,0.0071238093253728684,9.245856179649937,9.2056,9.165343820350063,9.241600000000002,9.205600000000002,9.169600000000003,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,,,15.0
signals_2025-09-05_01-52-46_STRONG.json,TRUMPUSDT,Buy,40,Success,155.0,True,40,25.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:18.347981+00:00,2025-09-05T01:52:18.347981+05:30,53.3017090937555,-37.209302325582065,20.86872118418247,-0.01378745962982807,,,falling,up,up,0.00037477005446362455,-0.0002166214115952138,0.0005913914660588384,8.269566381434633,8.25155,8.233533618565367,8.26605,8.25155,8.23705,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,PYTHUSDT,Buy,50,Success,154.0,True,50,15.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:19.215246+00:00,2025-09-05T01:52:19.215246+05:30,56.308534599171416,-37.572254335259586,98.73494894071821,0.006679368159789654,,,falling,up,up,9.9692167584986e-05,-4.828827468366635e-06,0.00010452099505335263,0.14909162505851292,0.148157,0.1472223749414871,0.149017,0.148157,0.147297,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,1000BONKUSDT,Strong Buy,60,Success,76.0,True,60,30.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:20.096916+00:00,2025-09-05T01:52:20.096916+05:30,54.68614395152888,-18.965517241380272,100.30027040926352,0.07328634606317852,,,falling,up,up,-2.5367935466806546e-06,-1.3927190278749692e-05,1.1390396732069037e-05,0.01928903904351542,0.0192077,0.01912636095648458,0.019272700000000004,0.0192077,0.0191427,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,FILUSDT,Strong Buy,60,Success,94.0,True,60,50.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:20.980035+00:00,2025-09-05T01:52:20.980035+05:30,60.573709655177666,-4.999999999999556,169.48590381425953,0.11699040416785352,,,falling,up,up,0.0008836807529624124,-0.0006299207772186594,0.0015136015301810718,2.251255374790963,2.24195,2.232644625209037,2.2499499999999997,2.2419499999999997,2.2339499999999997,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,,,
signals_2025-09-05_01-52-46_STRONG.json,VIDTUSDT,Sell,50,Inconclusive,,False,35,50.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:22.065932+00:00,2025-09-05T01:52:22.065932+05:30,,,0.0,,,,falling,down,down,0.0,0.0,0.0,0.00293,0.00293,0.00293,0.0029300000000000003,0.0029300000000000003,0.0029300000000000003,10.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,15.0,10.0,10.0,,0.0,15.0,10.0,15.0
signals_2025-09-05_01-52-46_STRONG.json,AGIXUSDT,Sell,50,Inconclusive,,False,35,50.0,,,Bullish,5.04%,0,0,2025-09-04T20:22:22.924835+00:00,2025-09-05T01:52:22.924835+05:30,,,0.0,,,,falling,down,down,0.0,0.0,0.0,0.7009,0.7009,0.7009,0.7009000000000001,0.7009000000000001,0.7009000000000001,10.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,15.0,10.0,10.0,,0.0,15.0,10.0,15.0
