Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__rule
ADAUSDT,Buy,44,0.891,0.8974152,0.86427,Bullish,2025-09-11T22:46:45.168648+00:00,2025-09-12T04:16:45.168648+05:30,Success,114,114,,5.04%,70.05652475091344,0.0022845871269289164,0.0017392991254321444,0.000545288001496772,0.8924056604553389,0.8858099999999999,0.8792143395446609,0.8934405079781652,114.48309893906082,10.0,3.0,0.0,0.8839564912442662,0.001879181208636998,0.8903609375000001,0.0011078125000001382,0.1244228551974337,,40.41006390732088,,rising,7080747.0,8.0,10.964156503786395,15.0,5.0,0.0,5.0,0.8934405079781652,70.05652475091344,114.48309893906082,0.000545288001496772,0.001879181208636998,0.8903609375000001,,40.41006390732088,,3.0,0.0,rising,7080747.0,0.0011078125000001382,0.1244228551974337,5.039999999999964,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.04}]}",False,,,,,,,,,,Buy,44,not_in_gap_or_already_strong,44.0,,,
BNBUSDT,Buy,61,901.5,907.9908,874.455,Bullish,2025-09-11T22:46:46.029156+00:00,2025-09-12T04:16:46.029156+05:30,Success,123,123,,5.04%,79.11624017914859,1.0978709664811959,0.7196003127891901,0.37827065369200574,901.9883018855246,898.2585000000001,894.5286981144757,0.9345405063711656,129.40382204218827,10.0,3.0,0.0,897.8967238679166,0.7941795413003971,901.0265625000002,0.5935937500000819,0.06587971705884994,,41.335919118474045,,rising,15974.14,8.0,20.0,15.0,5.0,0.0,5.0,0.9345405063711656,79.11624017914859,129.40382204218827,0.37827065369200574,0.7941795413003971,901.0265625000002,,41.335919118474045,,3.0,0.0,rising,15974.14,0.5935937500000819,0.06587971705884994,5.040000000000028,,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,53.0,61.0,0.5935937500000819,0.06587971705884994,False,0.9526073992604286,0.06587971705884994,False,conditions_not_met,Buy,61,,,,,
1000PEPEUSDT,Buy,45,0.0106432,0.01071983,0.0103239,Bullish,2025-09-11T22:46:47.844119+00:00,2025-09-12T04:16:47.844119+05:30,Success,116,116,,5.04%,62.27039064099416,2.2026476073145826e-05,1.9090202251042355e-05,2.9362738221034704e-06,0.01066084572605993,0.010598924999999999,0.010537004273940068,0.8575135727345101,105.01588017514666,10.0,3.0,0.0,0.010568620656495853,2.7338363735350706e-05,0.010630123437500002,8.596875000000878e-06,0.08087276738173697,,21.83127878554279,,falling,-195440965.0,8.0,6.577717247918505,15.0,10.0,0.0,5.0,0.8575135727345101,62.27039064099416,105.01588017514666,2.9362738221034704e-06,2.7338363735350706e-05,0.010630123437500002,,21.83127878554279,,3.0,0.0,falling,-195440965.0,8.596875000000878e-06,0.08087276738173697,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.42}]}",False,,,,,,,,,,Buy,45,not_in_gap_or_already_strong,45.0,,,
LTCUSDT,Buy,44,115.98,116.815056,112.5006,Bullish,2025-09-11T22:46:49.583141+00:00,2025-09-12T04:16:49.583141+05:30,Success,122,122,,5.04%,71.10832810897571,0.2185909953726224,0.1700343005635896,0.0485566948090328,116.03907807575256,115.48449999999998,114.92992192424741,0.9467360157788585,138.99219718515872,10.0,3.0,0.0,115.25287595986026,0.17486522712787872,115.82578124999999,0.10718749999999488,0.09254200476199671,,34.26430035432728,,rising,11119.089000000004,8.0,10.664336269466315,15.0,5.0,0.0,5.0,0.9467360157788585,71.10832810897571,138.99219718515872,0.0485566948090328,0.17486522712787872,115.82578124999999,,34.26430035432728,,3.0,0.0,rising,11119.089000000004,0.10718749999999488,0.09254200476199671,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.34}]}",False,,,,,,,,,,Buy,44,not_in_gap_or_already_strong,44.0,,,
BCHUSDT,Buy,44,597.46,601.761712,579.5362,Bullish,2025-09-11T22:46:50.485818+00:00,2025-09-12T04:16:50.485818+05:30,Success,124,124,,5.04%,81.06979656430579,1.844448584527754,0.9727792815080885,0.8716693030196656,597.0349728762686,590.846,584.6570271237314,1.0343374524520184,168.0262157971238,10.0,0.0,3.0,590.5316929069928,1.4299347180850277,594.07671875,1.2692187500001637,0.2136455965941122,,52.91961617002722,,rising,31459.697,8.0,16.0,15.0,0.0,0.0,5.0,1.0343374524520184,81.06979656430579,168.0262157971238,0.8716693030196656,1.4299347180850277,594.07671875,,52.91961617002722,,0.0,3.0,rising,31459.697,1.2692187500001637,0.2136455965941122,5.039999999999944,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,,,,,,,,,,Buy,44,not_in_gap_or_already_strong,44.0,,,
ETHFIUSDT,Buy,40,1.4624,1.47292928,1.418528,Bullish,2025-09-11T22:46:52.215972+00:00,2025-09-12T04:16:52.215972+05:30,Success,32,32,,5.04%,62.50423803427303,0.0027354863140089947,0.0020674522374225317,0.0006680340765864629,1.463535017386931,1.45487,1.4462049826130692,0.9345057640251818,117.47888239115754,10.0,3.0,0.0,1.4517537306774304,0.00532278418115332,1.4570031250000002,0.000920312499999909,0.06316475814009725,,16.56261398423934,,rising,788696.6,8.0,7.012111198279165,15.0,5.0,0.0,5.0,0.9345057640251818,62.50423803427303,117.47888239115754,0.0006680340765864629,0.00532278418115332,1.4570031250000002,,16.56261398423934,,3.0,0.0,rising,788696.6,0.000920312499999909,0.06316475814009725,5.040000000000041,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.99}]}",False,,,,,,,,,,Buy,40,not_in_gap_or_already_strong,40.0,,,
FARTCOINUSDT,Buy,44,0.8927,0.89912744,0.865919,Bullish,2025-09-11T22:46:56.546838+00:00,2025-09-12T04:16:56.546838+05:30,Success,97,97,,5.04%,75.12774159777287,0.006974734582769648,0.0058162419362447395,0.0011584926465249088,0.8996698914715663,0.8802049999999999,0.8607401085284335,0.8209624882381799,102.03119555637453,10.0,3.0,0.0,0.8737154655207797,0.00401028724774115,0.894615625,0.0023000000000000798,0.2570936540483607,,55.87247956393717,,rising,6426178.7,8.0,10.9331251850497,15.0,5.0,0.0,5.0,0.8209624882381799,75.12774159777287,102.03119555637453,0.0011584926465249088,0.00401028724774115,0.894615625,,55.87247956393717,,3.0,0.0,rising,6426178.7,0.0023000000000000798,0.2570936540483607,5.039999999999961,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.07}]}",False,,,,,,,,,,Buy,44,not_in_gap_or_already_strong,44.0,,,
PENGUUSDT,Buy,41,0.034301,0.03454797,0.03327197,Bullish,2025-09-11T22:46:59.173981+00:00,2025-09-12T04:16:59.173981+05:30,Success,34,34,,5.04%,75.9600462080803,0.00013810156059027023,0.00012011762639571198,1.7983934194558252e-05,0.03438110318226497,0.034055199999999994,0.03372929681773502,0.8771058605376797,131.11324359606255,10.0,3.0,0.0,0.03389523670725916,0.00010706946336261628,0.034267546875,3.9093749999996597e-05,0.114083888591738,,45.155119732613194,,rising,116799232.0,8.0,8.031162640720751,15.0,5.0,0.0,5.0,0.8771058605376797,75.9600462080803,131.11324359606255,1.7983934194558252e-05,0.00010706946336261628,0.034267546875,,45.155119732613194,,3.0,0.0,rising,116799232.0,3.9093749999996597e-05,0.114083888591738,5.040000000000069,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.97}]}",False,,,,,,,,,,Buy,41,not_in_gap_or_already_strong,41.0,,,
AAVEUSDT,Buy,40,309.0,311.2248,299.73,Bullish,2025-09-11T22:47:00.034964+00:00,2025-09-12T04:17:00.034964+05:30,Success,117,117,,5.04%,70.91038468579002,0.6090718772735499,0.5273616533039368,0.08171022396961314,309.09906498622263,307.704,306.3089350137774,0.9644944905072613,153.07150050352013,10.0,3.0,0.0,306.743458118223,0.5734551871549137,308.62953124999996,0.238437499999975,0.0772568649002136,,32.317516146610416,,rising,17848.800000000003,8.0,7.419701171420316,15.0,5.0,0.0,5.0,0.9644944905072613,70.91038468579002,153.07150050352013,0.08171022396961314,0.5734551871549137,308.62953124999996,,32.317516146610416,,3.0,0.0,rising,17848.800000000003,0.238437499999975,0.0772568649002136,5.0400000000000365,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.58}]}",False,,,,,,,,,,Buy,40,not_in_gap_or_already_strong,40.0,,,
1000BONKUSDT,Buy,45,0.024312,0.02448705,0.02358264,Bullish,2025-09-11T22:47:00.896796+00:00,2025-09-12T04:17:00.896796+05:30,Success,20,20,,5.04%,66.90639913609802,9.302494967702857e-05,5.789931103874464e-05,3.5125638638283926e-05,0.02436469835430248,0.02403805,0.023711401645697516,0.9193347316642525,129.4005295828456,10.0,3.0,0.0,0.023977443005163593,0.00010149212476289242,0.024244328125000006,6.173437500000406e-05,0.25463429913054786,,25.59536853055927,,rising,46920310.0,8.0,12.306214194335576,15.0,5.0,0.0,5.0,0.9193347316642525,66.90639913609802,129.4005295828456,3.5125638638283926e-05,0.00010149212476289242,0.024244328125000006,,25.59536853055927,,3.0,0.0,rising,46920310.0,6.173437500000406e-05,0.25463429913054786,5.040000000000001,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.69}]}",False,,,,,,,,,,Buy,45,not_in_gap_or_already_strong,45.0,,,
ARBUSDT,Buy,48,0.5275,0.531298,0.511675,Bullish,2025-09-11T22:47:02.625500+00:00,2025-09-12T04:17:02.625500+05:30,Success,27,27,,5.04%,73.1095072161697,0.0013902909179706047,0.001041281726238509,0.00034900919173209565,0.5275431565109111,0.52394,0.5203368434890888,0.9940112911026141,157.25618292114422,10.0,3.0,0.0,0.5223999745187545,0.0013705405148941065,0.5258624999999999,0.0006390625000000094,0.12152653973234628,,32.25053367042636,,rising,6059053.1,8.0,15.111618380152356,15.0,5.0,0.0,5.0,0.9940112911026141,73.1095072161697,157.25618292114422,0.00034900919173209565,0.0013705405148941065,0.5258624999999999,,32.25053367042636,,3.0,0.0,rising,6059053.1,0.0006390625000000094,0.12152653973234628,5.039999999999957,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,,,,,,,,,,Buy,48,not_in_gap_or_already_strong,48.0,,,
UNIUSDT,Strong Buy,68,9.987,10.0589064,9.68739,Bullish,2025-09-11T22:47:03.489033+00:00,2025-09-12T04:17:03.489033+05:30,Success,117,117,,5.04%,82.52251001255037,0.03819769163177256,0.028808114982003013,0.009389576649769544,10.000396291799909,9.89645,9.79250370820009,0.9355614732957671,133.76273217495387,10.0,3.0,0.0,9.86564491872933,0.021021020121358036,9.969890625000001,0.017093750000000796,0.17145373648470486,,53.43462369864841,,rising,576919.0,8.0,19.720214256657616,15.0,5.0,0.0,5.0,0.9355614732957671,82.52251001255037,133.76273217495387,0.009389576649769544,0.021021020121358036,9.969890625000001,,53.43462369864841,,3.0,0.0,rising,576919.0,0.017093750000000796,0.17145373648470486,5.039999999999972,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,53.0,61.0,0.017093750000000796,0.17145373648470486,True,0.8933511880548014,0.17145373648470486,False,,Buy,68,,,61.0,68.0,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support)
DOTUSDT,Buy,43,4.247,4.2775784,4.11959,Bullish,2025-09-11T22:47:05.247112+00:00,2025-09-12T04:17:05.247112+05:30,Success,121,121,,5.04%,65.69413024905913,0.007226037772236182,0.007009642554124254,0.00021639521811192813,4.249725764559324,4.23585,4.221974235440676,0.9017796623865111,122.19451371570906,10.0,3.0,0.0,4.222267943902465,0.00763890129652925,4.243921875,0.0018906249999997016,0.04454900574718288,,27.1489868291687,,falling,-121043.0,8.0,4.679873326422734,15.0,10.0,0.0,5.0,0.9017796623865111,65.69413024905913,122.19451371570906,0.00021639521811192813,0.00763890129652925,4.243921875,,27.1489868291687,,3.0,0.0,falling,-121043.0,0.0018906249999997016,0.04454900574718288,5.039999999999928,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 15.32}]}",False,,,,,,,,,,Buy,43,not_in_gap_or_already_strong,43.0,,,
