Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI<=30_and_CVD_falling,HMA_GATEKEEPER__hma_slope
WLDUSDT,Buy,40,1.95,1.96404,1.8915,Bullish,2025-09-09T09:28:33.761795+00:00,2025-09-09T14:58:33.761795+05:30,Success,6,6.0,,5.04%,55.421051045878684,0.014105247661183373,0.01204544654971779,0.0020598011114655833,1.9775349411173282,1.9303849999999998,1.8832350588826714,0.7080066224387215,80.21659945362276,10.0,3.0,0.0,1.906370394231503,0.027276047500392045,1.9660156249999998,0.007417187499999756,,15.179394008916116,,falling,-7982010.0,4.0,5.812404332939494,15.0,10.0,0.0,5.0,0.7080066224387215,55.421051045878684,80.21659945362276,0.0020598011114655833,0.027276047500392045,1.9660156249999998,,15.179394008916116,,3.0,0.0,falling,-7982010.0,5.040000000000019,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 14.19}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,
TAUSDT,Buy,40,0.16391,0.16509015,0.1589927,Bullish,2025-09-09T09:28:42.954127+00:00,2025-09-09T14:58:42.954127+05:30,Success,2,2.0,,5.04%,62.02996716025349,0.0025357754164129775,0.0020368870090030876,0.00049888840740989,0.16638276957878587,0.159805,0.15322723042121414,0.8120358619158035,108.99587682592332,10.0,3.0,0.0,0.15788584060592292,0.0038749893580034226,0.16401953125,0.001358749999999992,,23.759346415144567,,rising,57041845.0,8.0,7.089897976908659,15.0,5.0,0.0,5.0,0.8120358619158035,62.02996716025349,108.99587682592332,0.00049888840740989,0.0038749893580034226,0.16401953125,,23.759346415144567,,3.0,0.0,rising,57041845.0,5.039999999999957,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.91}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,
XNYUSDT,Buy,54,0.011783,0.01186784,0.01142951,Bullish,2025-09-09T09:28:53.218073+00:00,2025-09-09T14:58:53.218073+05:30,Success,4,4.0,,5.04%,26.471344849643955,-0.0001729259495931272,-9.335089470008133e-05,-7.957505489304587e-05,0.012980474413344018,0.012309549999999999,0.01163862558665598,0.107593650247745,-115.89174184594047,10.0,0.0,3.0,0.01235152438582864,0.0001979535560917329,0.011808375,-0.00011467187499999976,,-30.686081261729033,,falling,-426995205.0,24.0,0.0,8.0,5.0,12.0,5.0,0.107593650247745,26.471344849643955,-115.89174184594047,-7.957505489304587e-05,0.0001979535560917329,0.011808375,,-30.686081261729033,,0.0,3.0,falling,-426995205.0,5.040000000000008,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,1.0,-0.00011467187499999976
BNBUSDT,Buy,40,882.84,889.196448,856.3548,Bullish,2025-09-09T09:28:57.825006+00:00,2025-09-09T14:58:57.825006+05:30,Inconclusive,300,,,5.04%,49.16416467158327,0.40816827175615344,0.7077899595214922,-0.2996216877653387,885.1142196082343,883.494,881.8737803917658,0.2981755076051902,-85.98244020585632,10.0,3.0,0.0,881.7004809915196,0.9612251300038792,883.6762500000001,-0.3676562499999818,,11.176012863153236,,falling,-3372.699999999998,6.0,4.0,15.0,10.0,0.0,5.0,0.2981755076051902,49.16416467158327,-85.98244020585632,-0.2996216877653387,0.9612251300038792,883.6762500000001,,11.176012863153236,,3.0,0.0,falling,-3372.699999999998,5.04,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,
QUSDT,Buy,42,0.017467,0.01759276,0.01694299,Bullish,2025-09-09T09:29:02.414004+00:00,2025-09-09T14:59:02.414004+05:30,Fail,12,,12.0,5.04%,62.8739625236462,0.00039226992788872136,0.0003871656441729087,5.104283715812641e-06,0.017664006828153105,0.0168098,0.015955593171846895,0.884684351810289,135.65073290063003,10.0,3.0,0.0,0.016259263203108238,0.0004859749046956159,0.017333609375000003,-1.551562499999687e-05,,19.13598589817501,,rising,37173611.0,8.0,9.25207640969904,15.0,5.0,0.0,5.0,0.884684351810289,62.8739625236462,135.65073290063003,5.104283715812641e-06,0.0004859749046956159,0.017333609375000003,,19.13598589817501,,3.0,0.0,rising,37173611.0,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.75}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,
1000BONKUSDT,Buy,42,0.023828,0.02399956,0.02311316,Bullish,2025-09-09T09:29:05.848080+00:00,2025-09-09T14:59:05.848080+05:30,Fail,214,,214.0,5.04%,57.2911784763381,3.727676787724718e-05,3.704759117000676e-05,2.2917670724042073e-07,0.023878099884683535,0.02376685,0.023655600115316464,0.7748317455516847,111.31884720317949,10.0,3.0,0.0,0.023637545056593035,9.901116731766686e-05,0.023765171874999998,2.9390624999996867e-05,,10.031656388272234,,falling,-133249129.0,8.0,4.055551723333624,15.0,10.0,0.0,5.0,0.7748317455516847,57.2911784763381,111.31884720317949,2.2917670724042073e-07,9.901116731766686e-05,0.023765171874999998,,10.031656388272234,,3.0,0.0,falling,-133249129.0,5.04000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 15.94}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,
ARKMUSDT,Buy,42,0.6382,0.64279504,0.619054,Bullish,2025-09-09T09:29:08.132577+00:00,2025-09-09T14:59:08.132577+05:30,Success,1,1.0,,5.04%,62.132095072791,0.004429599542292828,0.0029940679489918577,0.0014355315933009703,0.6395402553600282,0.625615,0.6116897446399718,0.9518768121166602,148.4916175906512,10.0,3.0,0.0,0.6207383110055138,0.006746426451611977,0.6313265625,0.0026687499999999975,,18.208134375948852,,rising,3520543.0,8.0,9.106815954540084,15.0,5.0,0.0,5.0,0.9518768121166602,62.132095072791,148.4916175906512,0.0014355315933009703,0.006746426451611977,0.6313265625,,18.208134375948852,,3.0,0.0,rising,3520543.0,5.039999999999995,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.89}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,
BCHUSDT,Buy,43,587.6,591.83072,569.972,Bullish,2025-09-09T09:29:09.292873+00:00,2025-09-09T14:59:09.292873+05:30,Inconclusive,300,,,5.04%,66.52379545956836,0.7611718927464608,0.5006375215774908,0.26053437116897005,587.5166151390803,585.3295,583.1423848609198,1.0190627506137646,201.23375192774327,10.0,3.0,0.0,584.6614791054227,1.1138577614693592,585.96640625,0.5615624999999227,,19.514374900951736,,rising,7716.389000000001,8.0,9.613665518483069,15.0,5.0,0.0,5.0,1.0190627506137646,66.52379545956836,201.23375192774327,0.26053437116897005,1.1138577614693592,585.96640625,,19.514374900951736,,3.0,0.0,rising,7716.389000000001,5.040000000000023,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.39}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,
UNIUSDT,Buy,45,9.867,9.9380424,9.57099,Bullish,2025-09-09T09:29:16.174978+00:00,2025-09-09T14:59:16.174978+05:30,Inconclusive,300,,,5.04%,71.49113981016126,0.04382989370771817,0.03161683884161786,0.01221305486610031,9.871492903487518,9.7601,9.648707096512481,0.9798330802643088,196.65377501261602,10.0,3.0,0.0,9.702241850162975,0.0359670603718594,9.803203125,0.02525000000000155,,35.83979096466527,,rising,1888284.0,8.0,12.149493279571413,15.0,5.0,0.0,5.0,0.9798330802643088,71.49113981016126,196.65377501261602,0.01221305486610031,0.0359670603718594,9.803203125,,35.83979096466527,,3.0,0.0,rising,1888284.0,5.0399999999999725,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.85}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,
TRUMPUSDT,Buy,41,8.833,8.8965976,8.56801,Bullish,2025-09-09T09:29:17.337772+00:00,2025-09-09T14:59:17.337772+05:30,Inconclusive,300,,,5.04%,66.72400189640437,0.02404780860030442,0.020562652067755864,0.003485156532548557,8.859859776482578,8.79135,8.722840223517421,0.8039712150468916,101.90638703876554,10.0,3.0,0.0,8.759569109407602,0.020492399998457932,8.843140625,0.004437499999999872,,36.090776950293034,,rising,420009.1799999998,8.0,8.081696472226758,15.0,5.0,0.0,5.0,0.8039712150468916,66.72400189640437,101.90638703876554,0.003485156532548557,0.020492399998457932,8.843140625,,36.090776950293034,,3.0,0.0,rising,420009.1799999998,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.92}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,
