Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI<=30_and_CVD_falling,HMA_GATEKEEPER__hma_slope
AAVEUSDT,Buy,42,302.12,304.295264,293.0564,Bullish,2025-09-08T09:31:46.643242+00:00,2025-09-08T15:01:46.643242+05:30,Success,190,190.0,,5.04%,59.84586544054057,0.613593502954302,0.45076914370751653,0.1628243592467855,302.9986859270121,301.1075,299.2163140729879,0.7676891746967607,109.3028981708722,10.0,3.0,0.0,300.78748367862573,0.7257443811542421,302.13265624999997,0.2593750000000341,,21.977660542779535,,rising,11444.900000000001,8.0,9.384519292740254,15.0,5.0,0.0,5.0,0.7676891746967607,59.84586544054057,109.3028981708722,0.1628243592467855,0.7257443811542421,302.13265624999997,,21.977660542779535,,3.0,0.0,rising,11444.900000000001,5.040000000000062,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.62}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,
BTRUSDT,Buy,43,0.08043,0.0810091,0.0780171,Bullish,2025-09-08T09:31:47.504023+00:00,2025-09-08T15:01:47.504023+05:30,Success,1,1.0,,5.04%,66.89699410104464,0.0014287673974782839,0.0009996704055081308,0.00042909699197015306,0.08135817286741549,0.0770595,0.07276082713258451,0.8920396019837699,139.58302977318039,10.0,3.0,0.0,0.07589989874452722,0.001844497786742073,0.08019265625,0.0006092187499999874,,31.293860198308625,,rising,49028519.0,8.0,9.58326926782252,15.0,5.0,0.0,5.0,0.8920396019837699,66.89699410104464,139.58302977318039,0.00042909699197015306,0.001844497786742073,0.08019265625,,31.293860198308625,,3.0,0.0,rising,49028519.0,5.040000000000011,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.42}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,
XNYUSDT,Buy,43,0.010103,0.01017574,0.00979991,Bullish,2025-09-08T09:31:48.379547+00:00,2025-09-08T15:01:48.379547+05:30,Success,2,2.0,,5.04%,65.32057535430602,0.00014494254755073946,9.999412130279157e-05,4.4948426247947885e-05,0.010309682927687526,0.009798999999999999,0.009288317072312471,0.797640652857314,107.37526543473356,10.0,3.0,0.0,0.009709571656867939,0.00017190272260453522,0.010207515625,7.443749999999985e-05,,28.267295656962112,,rising,151748563.0,8.0,10.275422597188632,15.0,5.0,0.0,5.0,0.797640652857314,65.32057535430602,107.37526543473356,4.4948426247947885e-05,0.00017190272260453522,0.010207515625,,28.267295656962112,,3.0,0.0,rising,151748563.0,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.72}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,
QUSDT,Buy,46,0.010686,0.01076294,0.01036542,Bullish,2025-09-08T09:31:51.868489+00:00,2025-09-08T15:01:51.868489+05:30,Success,4,4.0,,5.04%,61.0297848043151,1.4765476939519045e-05,-3.582779408067438e-05,5.0593271020193424e-05,0.01070332639496316,0.01034125,0.00997917360503684,0.9760735645789285,152.44315731098666,10.0,0.0,3.0,0.010518632293965088,0.00013374808385118928,0.0105539375,9.499999999999093e-06,,2.365963626630079,,rising,4550312.0,8.0,18.078548787552183,15.0,0.0,0.0,5.0,0.9760735645789285,61.0297848043151,152.44315731098666,5.0593271020193424e-05,0.00013374808385118928,0.0105539375,,2.365963626630079,,0.0,3.0,rising,4550312.0,5.04000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,
ARBUSDT,Buy,44,0.5,0.5036,0.485,Bullish,2025-09-08T09:31:54.445931+00:00,2025-09-08T15:01:54.445931+05:30,Success,49,49.0,,5.04%,60.91082679347842,0.00155564266716951,0.001102891574466853,0.0004527510927026571,0.5023621658819958,0.497135,0.49190783411800426,0.7740490798147491,113.17644383810965,10.0,3.0,0.0,0.4964234790443332,0.00162188899050955,0.49999374999999996,0.0005562499999999804,,25.707759749466664,,rising,4664017.9,8.0,10.699611556922884,15.0,5.0,0.0,5.0,0.7740490798147491,60.91082679347842,113.17644383810965,0.0004527510927026571,0.00162188899050955,0.49999374999999996,,25.707759749466664,,3.0,0.0,rising,4664017.9,5.040000000000067,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.3}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,
FILUSDT,Buy,41,2.426,2.4434672,2.35322,Bullish,2025-09-08T09:31:55.317454+00:00,2025-09-08T15:01:55.317454+05:30,Inconclusive,300,,,5.04%,58.42015348013971,0.0029519225695735507,0.0018065026215984986,0.0011454199479750521,2.430239029738966,2.4189999999999996,2.407760970261033,0.811414782351318,114.47811447811799,10.0,3.0,0.0,2.4166053715564857,0.006421876625572299,2.422828125,0.0018281250000002913,,14.252042168359466,,rising,1159573.9999999998,8.0,8.280692444625004,15.0,5.0,0.0,5.0,0.811414782351318,58.42015348013971,114.47811447811799,0.0011454199479750521,0.006421876625572299,2.422828125,,14.252042168359466,,3.0,0.0,rising,1159573.9999999998,5.0400000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.72}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,
UNIUSDT,Buy,49,9.628,9.6973216,9.33916,Bullish,2025-09-08T09:31:58.796781+00:00,2025-09-08T15:01:58.796781+05:30,Success,66,66.0,,5.04%,75.80354390297597,0.050456974413274125,0.030465297160014684,0.01999167725325944,9.644616414359067,9.48805,9.331483585640932,0.94693493356449,175.5479969765676,10.0,3.0,0.0,9.466252549109676,0.03559277838758257,9.570421875000001,0.025656250000000824,,47.061799657352225,,rising,1081382.0,8.0,16.0,15.0,5.0,0.0,5.0,0.94693493356449,75.80354390297597,175.5479969765676,0.01999167725325944,0.03559277838758257,9.570421875000001,,47.061799657352225,,3.0,0.0,rising,1081382.0,5.040000000000023,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,
1000SHIBUSDT,Buy,43,0.012694,0.0127854,0.01231318,Bullish,2025-09-08T09:32:05.703078+00:00,2025-09-08T15:02:05.703078+05:30,Success,215,215.0,,5.04%,68.92605335204917,3.850594366245144e-05,3.1624271960902184e-05,6.881671701549258e-06,0.012724883289527329,0.0126296,0.01253431671047267,0.8379396341135441,137.38685742074313,10.0,3.0,0.0,0.012587120567284225,2.544205400432561e-05,0.012679953124999999,9.781249999998506e-06,,37.04819988017326,,rising,293793366.0,8.0,10.491618986780784,15.0,5.0,0.0,5.0,0.8379396341135441,68.92605335204917,137.38685742074313,6.881671701549258e-06,2.544205400432561e-05,0.012679953124999999,,37.04819988017326,,3.0,0.0,rising,293793366.0,5.0400000000000444,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.51}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,
TAKEUSDT,Buy,44,0.17776,0.17903987,0.1724272,Bullish,2025-09-08T09:32:06.594159+00:00,2025-09-08T15:02:06.594159+05:30,Success,26,26.0,,5.04%,62.37483491756056,0.0004346674567261011,0.00018324202498695903,0.00025142543173914205,0.17842012578518948,0.1762055,0.1739908742148105,0.8509622281100198,120.60604841143906,10.0,3.0,0.0,0.1766809728280727,0.0008556667201678553,0.1776465625,0.000248281249999982,,15.407693144610612,,rising,5180342.0,8.0,11.052056857552767,15.0,5.0,0.0,5.0,0.8509622281100198,62.37483491756056,120.60604841143906,0.00025142543173914205,0.0008556667201678553,0.1776465625,,15.407693144610612,,3.0,0.0,rising,5180342.0,5.039999999999951,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.95}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,
OGUSDT,Buy,40,17.455,17.580676,16.93135,Bullish,2025-09-08T09:32:07.452495+00:00,2025-09-08T15:02:07.452495+05:30,Success,9,9.0,,5.04%,50.54015472618592,0.031248663354293882,0.05201795316428122,-0.020769289809987337,17.699237933884245,17.5186,17.337962066115754,0.32395724244510987,-51.5509759725244,10.0,3.0,0.0,17.337313895650368,0.2064133578605556,17.411984375000003,-0.023968749999998096,,5.188826208424723,,falling,-105506.7,6.0,4.0,15.0,10.0,0.0,5.0,0.32395724244510987,50.54015472618592,-51.5509759725244,-0.020769289809987337,0.2064133578605556,17.411984375000003,,5.188826208424723,,3.0,0.0,falling,-105506.7,5.039999999999943,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,
CRVUSDT,Buy,43,0.782,0.7876304,0.75854,Bullish,2025-09-08T09:32:09.185605+00:00,2025-09-08T15:02:09.185605+05:30,Success,48,48.0,,5.04%,68.63537506440582,0.003000371659528378,0.002300731520291365,0.000699640139237013,0.7850322752807605,0.7763,0.7675677247192395,0.826375418589852,132.7800829875508,10.0,3.0,0.0,0.7739285636555359,0.003007655848767617,0.781046875,0.0007812499999999556,,38.4047799787448,,rising,3978683.5999999996,8.0,9.58287390113751,15.0,5.0,0.0,5.0,0.826375418589852,68.63537506440582,132.7800829875508,0.000699640139237013,0.003007655848767617,0.781046875,,38.4047799787448,,3.0,0.0,rising,3978683.5999999996,5.040000000000031,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.42}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,
NEARUSDT,Buy,43,2.515,2.533108,2.43955,Bullish,2025-09-08T09:32:10.048922+00:00,2025-09-08T15:02:10.048922+05:30,Success,44,44.0,,5.04%,59.24895255444382,0.006452586756646728,0.004723493015610227,0.0017290937410365005,2.5257679543635807,2.5044,2.483032045636419,0.7480349737658244,112.08499335989602,10.0,3.0,0.0,2.4993074035804366,0.007196089071060969,2.513765625,0.001796874999999698,,23.358085527369514,,rising,501760.0,8.0,9.766778228435358,15.0,5.0,0.0,5.0,0.7480349737658244,59.24895255444382,112.08499335989602,0.0017290937410365005,0.007196089071060969,2.513765625,,23.358085527369514,,3.0,0.0,rising,501760.0,5.039999999999941,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.23}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,
