Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule,CONFL_FLAG__RSI__30___CVD_falling,SUPERVISOR__reason
AAVEUSDT,Buy,46,312.07,314.316904,302.7079,Bullish,2025-09-12T05:39:35.539196+00:00,2025-09-12T11:09:35.539196+05:30,Success,10,10.0,,5.04%,65.30831743645251,0.5848133085528957,0.36484055159891415,0.21997275695398155,312.6881106637943,310.6365,308.5848893362057,0.8493596580719743,138.7733333333295,5.0,3.0,0.0,310.28084105243363,0.6160802369012931,311.43187500000005,0.3260937500000409,0.104707891573411,,23.72313401440254,,rising,5414.999999999999,8.0,12.569250968752307,15.0,5.0,0.0,5.0,0.8493596580719743,65.30831743645251,138.7733333333295,0.21997275695398155,0.6160802369012931,311.43187500000005,,23.72313401440254,,3.0,0.0,rising,5414.999999999999,0.3260937500000409,0.104707891573411,5.039999999999938,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.43}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,,
BIOUSDT,Buy,62,0.15023,0.15131166,0.1457231,Bullish,2025-09-12T05:39:36.447865+00:00,2025-09-12T11:09:36.447865+05:30,Success,11,11.0,,5.04%,29.191787687600367,-0.0006605704572572313,-0.00044632444500423106,-0.00021424601225300023,0.1547538026654629,0.15261049999999998,0.15046719733453706,-0.05533454009068483,-177.70872342403368,5.0,0.0,3.0,0.15299251783277373,0.0008628290038463372,0.15202703125,-2.7187499999969944e-05,-0.017883332836554317,,-23.33053334507615,,falling,-28084837.0,32.0,0.0,8.0,5.0,12.0,5.0,-0.05533454009068483,29.191787687600367,-177.70872342403368,-0.00021424601225300023,0.0008628290038463372,0.15202703125,,-23.33053334507615,,0.0,3.0,falling,-28084837.0,-2.7187499999969944e-05,-0.017883332836554317,5.039999999999937,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",False,hma_not_aligned,,Buy,62,-2.7187499999969944e-05,-0.017883332836554317,,,,,,,,,,1.0,
ARBUSDT,Buy,41,0.533,0.5368376,0.51701,Bullish,2025-09-12T05:39:37.353494+00:00,2025-09-12T11:09:37.353494+05:30,Success,22,22.0,,5.04%,57.80640181181623,0.0008524689723059531,0.0005832702660177637,0.0002691987062881894,0.5346120409560665,0.531355,0.5280979590439335,0.7525298303259078,118.73411873411756,5.0,3.0,0.0,0.5307400607525615,0.001493983806621564,0.5324953124999999,0.0001843750000000144,0.03462471794059491,,16.162394088511462,,rising,1091884.1,8.0,8.324524082711896,15.0,5.0,0.0,5.0,0.7525298303259078,57.80640181181623,118.73411873411756,0.0002691987062881894,0.001493983806621564,0.5324953124999999,,16.162394088511462,,3.0,0.0,rising,1091884.1,0.0001843750000000144,0.03462471794059491,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.68}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
UNIUSDT,Buy,41,10.103,10.1757416,9.79991,Bullish,2025-09-12T05:39:40.010474+00:00,2025-09-12T11:09:40.010474+05:30,Success,10,10.0,,5.04%,58.654048664418426,0.013611123814170512,0.009460772809802282,0.00415035100436823,10.119732769329906,10.07345,10.027167230670093,0.8192332743679009,148.8752556237315,5.0,3.0,0.0,10.058194948461557,0.022856998986461756,10.097765625,0.005343749999999758,0.052920123108915584,,15.983608021129767,,rising,79538.0,8.0,8.357895984675668,15.0,5.0,0.0,5.0,0.8192332743679009,58.654048664418426,148.8752556237315,0.00415035100436823,0.022856998986461756,10.097765625,,15.983608021129767,,3.0,0.0,rising,79538.0,0.005343749999999758,0.052920123108915584,5.040000000000036,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.64}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
DOTUSDT,Buy,45,4.232,4.2624704,4.10504,Bullish,2025-09-12T05:39:41.779088+00:00,2025-09-12T11:09:41.779088+05:30,Success,39,39.0,,5.04%,57.78828657026745,0.00191405407779488,-0.0006937408837043571,0.002607794961499237,4.235372255042356,4.2204,4.205427744957643,0.8873831953564856,163.20198572759057,5.0,3.0,0.0,4.226452383481889,0.007596165761967375,4.226499999999999,0.0026249999999992113,0.06210812729206701,,6.108235612141214,,rising,251821.99999999994,8.0,12.239298751133612,15.0,5.0,0.0,5.0,0.8873831953564856,57.78828657026745,163.20198572759057,0.002607794961499237,0.007596165761967375,4.226499999999999,,6.108235612141214,,3.0,0.0,rising,251821.99999999994,0.0026249999999992113,0.06210812729206701,5.039999999999928,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.76}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,,
TAOUSDT,Buy,47,357.61,360.184792,346.8817,Bullish,2025-09-12T05:39:45.366392+00:00,2025-09-12T11:09:45.366392+05:30,Fail,372,,372.0,5.04%,60.64599120653252,0.24196760285082064,0.06882962732699434,0.17313797552382632,357.8498717462352,356.238,354.6261282537648,0.9255921735722985,133.1695331695389,5.0,3.0,0.0,356.701152639409,0.8006622808120802,357.27046875,0.08843749999999773,0.02475365520957229,,8.691172410186736,,rising,2751.0879999999997,8.0,14.189842849043998,15.0,5.0,0.0,5.0,0.9255921735722985,60.64599120653252,133.1695331695389,0.17313797552382632,0.8006622808120802,357.27046875,,8.691172410186736,,3.0,0.0,rising,2751.0879999999997,0.08843749999999773,0.02475365520957229,5.0400000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.81}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,,
DAMUSDT,Buy,46,0.07463,0.07516734,0.0723911,Bullish,2025-09-12T05:39:46.251065+00:00,2025-09-12T11:09:46.251065+05:30,Success,1,1.0,,5.04%,45.11423083054707,6.966632135994855e-05,0.0005844252144185118,-0.0005147588930585632,0.07980716498294947,0.0767785,0.07374983501705053,0.145305768037164,-119.76720055841692,5.0,3.0,0.0,0.07429618638069009,0.0018105601955689624,0.07467531250000001,-0.000396874999999991,-0.5314674779566418,,1.6753922933909642,,falling,-12073372.0,12.0,4.0,15.0,10.0,0.0,5.0,0.145305768037164,45.11423083054707,-119.76720055841692,-0.0005147588930585632,0.0018105601955689624,0.07467531250000001,,1.6753922933909642,,3.0,0.0,falling,-12073372.0,-0.000396874999999991,-0.5314674779566418,5.039999999999994,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,,
TIAUSDT,Buy,49,1.8298,1.84297456,1.774906,Bullish,2025-09-12T05:39:48.919458+00:00,2025-09-12T11:09:48.919458+05:30,Fail,383,,383.0,5.04%,67.07264734658982,0.006364069624359203,0.0030572840249365888,0.0033067855994226144,1.8370708241878702,1.811855,1.7866391758121298,0.8558281471646756,132.52912773355555,5.0,3.0,0.0,1.811038378786425,0.006056624313590225,1.82776875,0.005131250000000032,0.2807384686930462,,27.892021533027044,,rising,984166.0,8.0,16.0,15.0,5.0,0.0,5.0,0.8558281471646756,67.07264734658982,132.52912773355555,0.0033067855994226144,0.006056624313590225,1.82776875,,27.892021533027044,,3.0,0.0,rising,984166.0,0.005131250000000032,0.2807384686930462,5.03999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,,
OGUSDT,Sell,43,16.093,15.9771304,16.57579,Bullish,2025-09-12T05:39:49.802791+00:00,2025-09-12T11:09:49.802791+05:30,Success,8,8.0,,5.04%,17.259487015667744,-0.9876647777452341,-0.7888263533890209,-0.19883842435621324,21.307882702829897,18.3671,15.426317297170105,0.11335123506207224,-109.80715050990041,5.0,0.0,3.0,19.1826471415669,0.5391038243428795,15.965625,-0.3397187499999994,-2.1278136621648036,,-62.91120737019666,,rising,35092.50000000009,8.0,17.85195387060353,7.0,5.0,0.0,5.0,0.11335123506207224,17.259487015667744,-109.80715050990041,-0.19883842435621324,0.5391038243428795,15.965625,,-62.91120737019666,,0.0,3.0,rising,35092.50000000009,-0.3397187499999994,-2.1278136621648036,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,43.0,Sell,43,,,,,,,,,,,,,
SAPIENUSDT,Buy,44,0.26946,0.27140011,0.2613762,Bullish,2025-09-12T05:39:50.713254+00:00,2025-09-12T11:09:50.713254+05:30,Success,5,5.0,,5.04%,31.071981687179644,-0.00191969017208371,-0.0012465362672986658,-0.0006731539047850443,0.2836998444264457,0.27727700000000005,0.2708541555735544,-0.10853100908174658,-193.69467294066743,5.0,0.0,3.0,0.2774856306524837,0.0034028538554604104,0.27362484375,-0.0004912499999999986,-0.17953413632602527,,-18.306964536213922,,falling,-1205588.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.10853100908174658,31.071981687179644,-193.69467294066743,-0.0006731539047850443,0.0034028538554604104,0.27362484375,,-18.306964536213922,,0.0,3.0,falling,-1205588.0,-0.0004912499999999986,-0.17953413632602527,5.039999999999985,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,,
FILUSDT,Buy,45,2.538,2.5562736,2.46186,Bullish,2025-09-12T05:39:58.715805+00:00,2025-09-12T11:09:58.715805+05:30,Inconclusive,600,,,5.04%,60.394329042714084,0.001924457147505887,0.0002231011858037178,0.0017013559617021692,2.538971324587532,2.5288999999999997,2.5188286754124674,0.9517777140886374,187.05472184325916,5.0,0.0,3.0,2.530825699657802,0.005074283019734196,2.532609375,0.0018906250000001457,0.07465126752917219,,11.131990480296572,,falling,-44331.70000000004,8.0,12.046958146018229,15.0,5.0,0.0,5.0,0.9517777140886374,60.394329042714084,187.05472184325916,0.0017013559617021692,0.005074283019734196,2.532609375,,11.131990480296572,,0.0,3.0,falling,-44331.70000000004,0.0018906250000001457,0.07465126752917219,5.040000000000031,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.95}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,,
1000SHIBUSDT,Buy,42,0.01334,0.01343605,0.0129398,Bullish,2025-09-12T05:39:59.600092+00:00,2025-09-12T11:09:59.600092+05:30,Inconclusive,600,,,5.04%,52.634249960049544,3.4613332200693347e-06,-1.786803912447935e-06,5.24813713251727e-06,0.013360730168717997,0.013321049999999997,0.013281369831281998,0.7387842669555706,115.55963443080728,5.0,3.0,0.0,0.013324351515924652,2.31271983841206e-05,0.013342625,7.3124999999986395e-06,0.05480555737719257,,3.6784223137579652,,rising,57324657.0,8.0,9.446197550106062,15.0,5.0,0.0,5.0,0.7387842669555706,52.634249960049544,115.55963443080728,5.24813713251727e-06,2.31271983841206e-05,0.013342625,,3.6784223137579652,,3.0,0.0,rising,57324657.0,7.3124999999986395e-06,0.05480555737719257,5.0399999999999805,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.55}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,,
ETCUSDT,Buy,45,21.521,21.6759512,20.87537,Bullish,2025-09-12T05:40:01.370616+00:00,2025-09-12T11:10:01.370616+05:30,Success,20,20.0,,5.04%,57.8484786805511,0.02053234907798185,0.007709559446063267,0.012822789631918581,21.55952013989902,21.45815,21.35677986010098,0.8100025316262175,155.26802218114292,5.0,3.0,0.0,21.462807996243306,0.039507719572952404,21.506968750000002,0.015312500000003837,0.07119785302149488,,13.409293032050876,,rising,65890.79000000001,8.0,11.789539727743088,15.0,5.0,0.0,5.0,0.8100025316262175,57.8484786805511,155.26802218114292,0.012822789631918581,0.039507719572952404,21.506968750000002,,13.409293032050876,,3.0,0.0,rising,65890.79000000001,0.015312500000003837,0.07119785302149488,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.21}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,,
XAIUSDT,Strong Buy,68,0.06141,0.06185215,0.0595677,Bullish,2025-09-12T05:40:02.255356+00:00,2025-09-12T11:10:02.255356+05:30,Success,12,12.0,,5.04%,87.35266766460238,0.00072270401741302,0.00040911295694905537,0.00031359106046396467,0.06066117653874629,0.0584765,0.056291823461253714,1.17138085386394,223.2761277011919,5.0,3.0,0.0,0.05820362372863901,0.000512089930699938,0.059673750000000005,0.0003853124999999985,0.6456984855149852,,55.76783560977551,,rising,58912634.0,8.0,20.0,15.0,5.0,0.0,5.0,1.17138085386394,87.35266766460238,223.2761277011919,0.00031359106046396467,0.000512089930699938,0.059673750000000005,,55.76783560977551,,3.0,0.0,rising,58912634.0,0.0003853124999999985,0.6456984855149852,5.040000000000014,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,68,0.0003853124999999985,0.6456984855149852,53.0,61.0,True,61.0,68.0,1.224749957630841,0.6456984855149852,False,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),,
