SourceFile,Coin,Signal,Confidence,Outcome,Duration(min),Did_TP_Hit,Buy_Score,Sell_Score,Num_Confluence_Buy,Num_Confluence_Sell,Regime,Estimated_Profit,DeservedStrongBuy,DeservedStrongSell,SignalTimeUTC,SignalTimeIST,rsi5m,williamsR,cci5m,cmf5m,stc5m,tsi5m,cvd5m,hma5m,alma5m,macd5m_macd,macd5m_signal,macd5m_hist,boll_upper,boll_middle,boll_lower,keltner_upper,keltner_middle,keltner_lower,marketTrend,RSI_buy_score,WilliamsR_buy_score,CCI_buy_score,CMF_buy_score,CVD_buy_score,HMA_buy_score,ALMA_buy_score,MACD_buy_score,RSI_sell_score,WilliamsR_sell_score,CCI_sell_score,CMF_sell_score,CVD_sell_score,HMA_sell_score,ALMA_sell_score,MACD_sell_score,Keltner_sell_score,Bollinger_buy_score,Keltner_buy_score,Bollinger_sell_score
signals_2025-09-05_10-27-15_STRONG.json,ETHUSDT,Strong Buy,60,Success,135.0,True,60,40,,,Bullish,5.04%,0,0,2025-09-05T04:56:15.791880+00:00,2025-09-05T10:26:15.791880+05:30,62.03813379314549,-7.318376068380244,115.80080671402042,0.33593979357903925,,,falling,up,up,3.6246640521312656,2.2816059171478784,1.3430581349833872,4337.627099073305,4318.414,4299.200900926695,4334.609,4318.414000000001,4302.219000000001,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-05_10-27-15_STRONG.json,BTCUSDT,Strong Buy,60,Success,127.0,True,60,50,,,Bullish,5.04%,0,0,2025-09-05T04:56:16.686768+00:00,2025-09-05T10:26:16.686768+05:30,64.14293696549089,-5.949256342959526,154.11543819271137,0.2467593448330832,,,falling,up,up,68.37326620607928,51.769275282136896,16.603990923942384,111431.09305328349,111218.68500000001,111006.27694671653,111393.535,111218.68500000001,111043.83500000002,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,,,
signals_2025-09-05_10-27-15_STRONG.json,SOLUSDT,Strong Buy,60,Success,133.0,True,60,35,,,Bullish,5.04%,0,0,2025-09-05T04:56:17.542409+00:00,2025-09-05T10:26:17.542409+05:30,64.45264214373177,-24.05063291139193,164.98577708818652,0.10658167535136276,,,falling,up,up,0.21377708023672426,0.1282554856538547,0.08552159458286956,204.1560790661327,203.296,202.4359209338673,204.07100000000003,203.29600000000002,202.52100000000002,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,,,
signals_2025-09-05_10-27-15_STRONG.json,WLFIUSDT,Buy,50,Fail,64.0,False,50,25,,,Bullish,5.04%,0,0,2025-09-05T04:56:18.401336+00:00,2025-09-05T10:26:18.401336+05:30,63.10731603917899,-21.666666666666572,95.37299338999033,0.12104855723789348,,,falling,up,up,0.001534552886316376,0.001328792051848733,0.00020576083446764292,0.19031808573688153,0.186055,0.18179191426311847,0.18945499999999998,0.186055,0.182655,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-05_10-27-15_STRONG.json,ALPACAUSDT,Sell,50,Inconclusive,,False,35,50,,,Bullish,5.04%,0,0,2025-09-05T04:56:19.251768+00:00,2025-09-05T10:26:19.251768+05:30,,,0.0,,,,falling,down,down,0.0,0.0,0.0,1.19,1.19,1.19,1.1900000000000002,1.1900000000000002,1.1900000000000002,10.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,15.0,10.0,10.0,0.0,,15.0,10.0,15.0
signals_2025-09-05_10-27-15_STRONG.json,XRPUSDT,Strong Buy,60,Success,144.0,True,60,50,,,Bullish,5.04%,0,0,2025-09-05T04:56:20.108138+00:00,2025-09-05T10:26:20.108138+05:30,66.40091217351784,-5.755395683452594,136.60091351704057,0.27432463373261123,,,falling,up,up,0.0031823726616067027,0.002115175373583081,0.0010671972880236216,2.8175382291197075,2.80633,2.7951217708802925,2.81528,2.80633,2.79738,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,,,
signals_2025-09-05_10-27-15_STRONG.json,MUSDT,Buy,50,Success,6.0,True,50,35,,,Bullish,5.04%,0,0,2025-09-05T04:56:20.963020+00:00,2025-09-05T10:26:20.963020+05:30,62.675784635803005,-35.727440147329794,128.15645151570155,0.05040086589935455,,,falling,up,up,0.008413420915010406,0.008511367206608212,-9.794629159780646e-05,1.4034500725459287,1.3836350000000002,1.3638199274540717,1.4012350000000002,1.3836350000000002,1.366035,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,,,,
signals_2025-09-05_10-27-15_STRONG.json,DOGEUSDT,Strong Buy,60,Success,133.0,True,60,30,,,Bullish,5.04%,0,0,2025-09-05T04:56:21.849731+00:00,2025-09-05T10:26:21.849731+05:30,58.95409653095192,-1.1904761904773706,112.79826464208749,0.17342045519377658,,,falling,up,up,0.00010413315294785508,4.283240802353957e-05,6.130074492431551e-05,0.21447997448938028,0.21369600000000002,0.21291202551061977,0.21436600000000003,0.21369600000000002,0.21302600000000002,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-05_10-27-15_STRONG.json,ENAUSDT,Strong Buy,60,Success,128.0,True,60,30,,,Bullish,5.04%,0,0,2025-09-05T04:56:22.731728+00:00,2025-09-05T10:26:22.731728+05:30,56.821456070762736,-6.666666666665927,141.53245485603165,0.03836507284595501,,,falling,up,up,0.00032349161252354097,0.0002169544943528663,0.00010653711817067466,0.6542487649613207,0.65263,0.6510112350386794,0.6540300000000001,0.65263,0.65123,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-05_10-27-15_STRONG.json,PUMPUSDT,Buy,40,Success,87.0,True,40,25,,,Bullish,5.04%,0,0,2025-09-05T04:56:23.615100+00:00,2025-09-05T10:26:23.615100+05:30,55.11172934492623,-30.26315789473642,68.97540689754192,0.10015225497603897,,,falling,up,up,7.244691214916034e-06,7.942796059909518e-06,-6.981048449934836e-07,0.004431296807709414,0.00439175,0.004352203192290586,0.00442825,0.00439175,0.00435525,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,,,,
