Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule,SUPERVISOR__reason
ETHUSDT,Buy,40,4394.48,4426.120256,4262.6456,Bullish,2025-09-11T03:54:04.511968+00:00,2025-09-11T09:24:04.511968+05:30,Success,149,149.0,,5.04%,64.29959236221475,7.620109532157585,6.716246352512083,0.9038631796455023,4399.587450761724,4380.0135,4360.439549238276,0.8695344944948067,129.8256468193533,10.0,3.0,0.0,4369.641730013196,6.6411471747535655,4390.81984375,2.805468749999818,0.06389396171635671,,24.972902269082883,,rising,35000.003999999986,8.0,7.266411019162064,15.0,5.0,0.0,5.0,0.8695344944948067,64.29959236221475,129.8256468193533,0.9038631796455023,6.6411471747535655,4390.81984375,,24.972902269082883,,3.0,0.0,rising,35000.003999999986,2.805468749999818,0.06389396171635671,5.039999999999949,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.73}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
BTCUSDT,Buy,48,114236.8,115059.30496,110809.696,Bullish,2025-09-11T03:54:05.719507+00:00,2025-09-11T09:24:05.719507+05:30,Inconclusive,600,,,5.04%,68.53945936648438,95.10146103482111,54.13194731903201,40.969513715789105,114269.90832166126,113919.825,113569.74167833873,0.9527136547034716,149.5543738014595,10.0,3.0,0.0,113892.85307285466,90.65064878586321,114154.58125,60.92656249999709,0.05337198195013052,,23.408253828988354,,rising,1498.314,8.0,14.846787555835753,15.0,5.0,0.0,5.0,0.9527136547034716,68.53945936648438,149.5543738014595,40.969513715789105,90.65064878586321,114154.58125,,23.408253828988354,,3.0,0.0,rising,1498.314,60.92656249999709,0.05337198195013052,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.15}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,,
SOLUSDT,Buy,40,224.22,225.834384,217.4934,Bullish,2025-09-11T03:54:06.862306+00:00,2025-09-11T09:24:06.862306+05:30,Success,493,493.0,,5.04%,53.46533411023462,-0.02491098524680524,-0.14196518132857663,0.1170541960817714,224.52657481003186,223.69099999999997,222.8554251899681,0.8165485565438705,98.36915104405445,10.0,3.0,0.0,223.99509975653723,0.4512237947967092,224.16796875,0.2051562499999875,0.09151898513600083,,-1.9190987301107025,,falling,-122767.13000000006,4.0,6.225958689142697,15.0,10.0,0.0,5.0,0.8165485565438705,53.46533411023462,98.36915104405445,0.1170541960817714,0.4512237947967092,224.16796875,,-1.9190987301107025,,3.0,0.0,falling,-122767.13000000006,0.2051562499999875,0.09151898513600083,5.040000000000004,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.77}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
MYXUSDT,Buy,42,18.485,18.618092,17.93045,Bullish,2025-09-11T03:54:09.136983+00:00,2025-09-11T09:24:09.136983+05:30,Success,2,2.0,,5.04%,64.42456935833644,0.2528028231301924,0.2728011455264782,-0.019998322396285795,18.577554520416555,18.1971,17.816645479583443,0.8783632268119476,122.51215709625455,10.0,3.0,0.0,17.639005595887742,0.2588155948122818,18.36959375,0.04892187499999778,0.2663198526096843,,27.419199544113326,,rising,1248523.0,8.0,9.0,15.0,5.0,0.0,5.0,0.8783632268119476,64.42456935833644,122.51215709625455,-0.019998322396285795,0.2588155948122818,18.36959375,,27.419199544113326,,3.0,0.0,rising,1248523.0,0.04892187499999778,0.2663198526096843,5.04000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,
DOGEUSDT,Buy,48,0.25225,0.2540662,0.2446825,Bullish,2025-09-11T03:54:11.491843+00:00,2025-09-11T09:24:11.491843+05:30,Success,515,515.0,,5.04%,72.76372784825813,0.0017165326357871658,0.0012279725461325991,0.0004885600896545666,0.25390914062338016,0.248312,0.24271485937661985,0.8517867662240173,108.8770654958412,10.0,3.0,0.0,0.24717296104930325,0.00106555981783622,0.25232984375,0.0009837500000000055,0.38986668615174674,,46.787763671214705,,rising,359381606.0,8.0,15.004020567817468,15.0,5.0,0.0,5.0,0.8517867662240173,72.76372784825813,108.8770654958412,0.0004885600896545666,0.00106555981783622,0.25232984375,,46.787763671214705,,3.0,0.0,rising,359381606.0,0.0009837500000000055,0.38986668615174674,5.039999999999973,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,,
XRPUSDT,Buy,45,3.0072,3.02885184,2.916984,Bullish,2025-09-11T03:54:14.960442+00:00,2025-09-11T09:24:14.960442+05:30,Success,331,331.0,,5.04%,70.71836820525336,0.0041338460332580595,0.002767246936837202,0.0013665990964208574,3.009029274029721,2.9952449999999997,2.9814607259702783,0.9336463412662592,129.0456509841697,10.0,3.0,0.0,2.9922664381749646,0.0038716744469719797,3.0041281250000003,0.003096875000000221,0.10308731422699292,,29.28836611663374,,rising,4516882.9,8.0,12.471367818580937,15.0,5.0,0.0,5.0,0.9336463412662592,70.71836820525336,129.0456509841697,0.0013665990964208574,0.0038716744469719797,3.0041281250000003,,29.28836611663374,,3.0,0.0,rising,4516882.9,0.003096875000000221,0.10308731422699292,5.0400000000000205,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.53}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,
AVAXUSDT,Strong Buy,68,29.411,29.6227592,28.52867,Bullish,2025-09-11T03:54:16.095639+00:00,2025-09-11T09:24:16.095639+05:30,Success,10,10.0,,5.04%,71.79453096095489,0.07153455379793883,0.010291083977602115,0.06124346982033671,29.408584277163115,29.03035,28.652115722836882,1.003193421356474,164.73516659649766,10.0,3.0,0.0,29.088406631655644,0.09201403027387875,29.243203124999997,0.09193749999999667,0.31438929452088427,,20.547622439616394,,rising,258958.0,8.0,20.0,15.0,5.0,0.0,5.0,1.003193421356474,71.79453096095489,164.73516659649766,0.06124346982033671,0.09201403027387875,29.243203124999997,,20.547622439616394,,3.0,0.0,rising,258958.0,0.09193749999999667,0.31438929452088427,5.039999999999988,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,68,53.0,61.0,0.09193749999999667,0.31438929452088427,True,61.0,68.0,1.3311767702826667,0.31438929452088427,False,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),
ENAUSDT,Buy,42,0.7957,0.80142904,0.771829,Bullish,2025-09-11T03:54:17.264601+00:00,2025-09-11T09:24:17.264601+05:30,Fail,472,,472.0,5.04%,67.71909005214144,0.001589314959784427,0.0009670545042795447,0.0006222604555048822,0.7936810337712631,0.78821,0.7827389662287368,1.1845141442318994,281.99643493761613,10.0,3.0,0.0,0.7866655396794874,0.003163908903001826,0.7888750000000001,0.0007500000000001394,0.09507209633974195,,15.561009231436365,,rising,22191192.0,8.0,8.720189926438142,15.0,5.0,0.0,5.0,1.1845141442318994,67.71909005214144,281.99643493761613,0.0006222604555048822,0.003163908903001826,0.7888750000000001,,15.561009231436365,,3.0,0.0,rising,22191192.0,0.0007500000000001394,0.09507209633974195,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.28}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,
BNBUSDT,Buy,42,895.25,901.6958,868.3925,Bullish,2025-09-11T03:54:19.572986+00:00,2025-09-11T09:24:19.572986+05:30,Success,372,372.0,,5.04%,67.0661412295857,0.7390140456515155,0.3225152218834295,0.416498823768086,895.5810730737834,892.4834999999999,889.3859269262165,0.9465592794911847,154.312188168205,10.0,0.0,3.0,892.636521186556,0.954040108916884,894.2592187500002,0.759375000000091,0.08491665325648518,,18.415845830531083,,rising,10781.48,8.0,14.477517325537216,15.0,0.0,0.0,5.0,0.9465592794911847,67.0661412295857,154.312188168205,0.416498823768086,0.954040108916884,894.2592187500002,,18.415845830531083,,0.0,3.0,rising,10781.48,0.759375000000091,0.08491665325648518,5.039999999999971,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,
NAORISUSDT,Buy,41,0.0915,0.0921588,0.088755,Bullish,2025-09-11T03:54:20.759695+00:00,2025-09-11T09:24:20.759695+05:30,Success,1,1.0,,5.04%,56.833095273896696,0.0014715403903903107,0.0007537937527732718,0.0007177466376170389,0.09408896651620763,0.0875935,0.08109803348379238,0.8007097327230009,118.75797025660725,10.0,3.0,0.0,0.08654606012535779,0.004311922866872172,0.09178703125,0.0014865624999999966,1.6195779292077241,,9.739908676655867,,rising,51203324.0,8.0,7.99495070636652,15.0,5.0,0.0,5.0,0.8007097327230009,56.833095273896696,118.75797025660725,0.0007177466376170389,0.004311922866872172,0.09178703125,,9.739908676655867,,3.0,0.0,rising,51203324.0,0.0014865624999999966,1.6195779292077241,5.040000000000008,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.01}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
