Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,CONFL_FLAG__RSI__30___CVD_falling,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason
DOGEUSDT,Strong Sell,66,0.23947,0.23774582,0.2466541,Bearish,2025-09-10T19:52:00.314890+00:00,2025-09-11T01:22:00.314890+05:30,Fail,313,,313.0,5.04%,29.20158870313415,-0.001326296831151652,-0.0009864329585768303,-0.0003398638725748218,0.24570203715025954,0.2422755,0.23884896284974047,0.09062168641779925,-127.58844832389252,-10.0,0.0,3.0,0.24312328669459676,0.0009564513335347337,0.23976734375,-0.0006339062499999826,-0.26438389819296754,,-34.27738248818226,,falling,-344937070.0,8.0,12.528121249673086,15.0,5.0,12.0,5.0,0.09062168641779925,29.20158870313415,-127.58844832389252,-0.0003398638725748218,0.0009564513335347337,0.23976734375,,-34.27738248818226,,0.0,3.0,falling,-344937070.0,-0.0006339062499999826,-0.26438389819296754,5.03999999999997,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,58.0,66.0,-0.0006339062499999826,-0.26438389819296754,Sell,66,,,,,,,
LINEAUSDT,Sell,40,0.02389,0.02371799,0.0246067,Bearish,2025-09-10T19:52:02.138743+00:00,2025-09-11T01:22:02.138743+05:30,Fail,6,,6.0,5.04%,32.830812575335585,-0.0006235921916012341,-0.0005637188999576214,-5.987329164361269e-05,0.0260587359387705,0.024826,0.023593264061229503,0.12035665118454152,-111.61189545214899,-10.0,0.0,3.0,0.025612741368595888,0.0005604589651428692,0.023969374999999998,-0.00023296875000000314,-0.9719433652316891,,-28.931475046945828,,falling,-1887170162.0,8.0,6.563896893112242,15.0,5.0,0.0,5.0,0.12035665118454152,32.830812575335585,-111.61189545214899,-5.987329164361269e-05,0.0005604589651428692,0.023969374999999998,,-28.931475046945828,,0.0,3.0,falling,-1887170162.0,-0.00023296875000000314,-0.9719433652316891,5.0400000000000365,,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.44}]}",False,,,,,Sell,40,not_in_gap_or_already_strong,40.0,,,,,
LINKUSDT,Sell,42,23.266,23.0984848,23.96398,Bearish,2025-09-10T19:52:12.064103+00:00,2025-09-11T01:22:12.064103+05:30,Inconclusive,600,,,5.04%,33.306759327475845,-0.07330609563628343,-0.05980339072946775,-0.013502704906815682,23.591524355073567,23.4013,23.21107564492643,0.14436730525995273,-108.51444085185199,-10.0,0.0,3.0,23.472243572617685,0.06749915443485706,23.249453125000002,-0.03218749999999915,-0.13844411662908368,,-31.60799559241086,,falling,-1068673.15,8.0,8.801021886523468,15.0,5.0,0.0,5.0,0.14436730525995273,33.306759327475845,-108.51444085185199,-0.013502704906815682,0.06749915443485706,23.249453125000002,,-31.60799559241086,,0.0,3.0,falling,-1068673.15,-0.03218749999999915,-0.13844411662908368,5.040000000000013,,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.2}]}",False,,,,,Sell,42,not_in_gap_or_already_strong,42.0,,,,,
SOMIUSDT,Sell,46,0.9534,0.94653552,0.982002,Bearish,2025-09-10T19:52:12.976262+00:00,2025-09-11T01:22:12.976262+05:30,Success,35,35.0,,5.04%,31.965198728720992,-0.01123025339851702,-0.009062700587317559,-0.0021675528111994614,1.0231301344461432,0.9928450000000002,0.9625598655538571,-0.15122709080500069,-248.49127926255122,-10.0,0.0,3.0,1.0132622557757192,0.013703337746133139,0.9862375000000001,-0.00029218749999992966,-0.029626484492825473,,-20.691750631803114,,falling,-10737552.0,8.0,12.796247923865604,15.0,5.0,0.0,5.0,-0.15122709080500069,31.965198728720992,-248.49127926255122,-0.0021675528111994614,0.013703337746133139,0.9862375000000001,,-20.691750631803114,,0.0,3.0,falling,-10737552.0,-0.00029218749999992966,-0.029626484492825473,5.039999999999964,,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.2}]}",False,,,,,Sell,46,not_in_gap_or_already_strong,46.0,,,,,
1000PEPEUSDT,Sell,40,0.0103664,0.01029176,0.01067739,Bearish,2025-09-10T19:52:14.760760+00:00,2025-09-11T01:22:14.760760+05:30,Inconclusive,600,,,5.04%,34.895938622062616,-4.1709037613855623e-05,-3.176019854583103e-05,-9.948839068024595e-06,0.010575078455145423,0.010448814999999998,0.010322551544854574,0.17363874248064493,-97.05599791574977,-10.0,0.0,3.0,0.010476360470216703,3.648859979728422e-05,0.010345303125,-2.1328125000000947e-05,-0.20616239797227737,,-27.902833008517806,,falling,-1052008413.0,4.0,10.54374623743062,15.0,5.0,0.0,5.0,0.17363874248064493,34.895938622062616,-97.05599791574977,-9.948839068024595e-06,3.648859979728422e-05,0.010345303125,,-27.902833008517806,,0.0,3.0,falling,-1052008413.0,-2.1328125000000947e-05,-0.20616239797227737,5.039999999999988,,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.46}]}",False,,,,,Sell,40,not_in_gap_or_already_strong,40.0,,,,,
ONDOUSDT,Sell,45,1.004,0.9967712,1.03412,Bearish,2025-09-10T19:52:17.477312+00:00,2025-09-11T01:22:17.477312+05:30,Inconclusive,600,,,5.04%,30.28025824304035,-0.0040427148746529085,-0.002958440240485331,-0.0010842746341675775,1.0236483671562542,1.012505,1.0013616328437458,0.11838285139754318,-127.88877970666522,-10.0,0.0,3.0,1.0159444148086298,0.0031530964930199775,1.0050484375000002,-0.0025921874999998984,-0.2579166737921423,,-33.09711744493885,,falling,-2697065.7,8.0,12.253027231367062,15.0,5.0,0.0,5.0,0.11838285139754318,30.28025824304035,-127.88877970666522,-0.0010842746341675775,0.0031530964930199775,1.0050484375000002,,-33.09711744493885,,0.0,3.0,falling,-2697065.7,-0.0025921874999998984,-0.2579166737921423,5.040000000000025,,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.75}]}",False,,,,,Sell,45,not_in_gap_or_already_strong,45.0,,,,,
PYTHUSDT,Sell,63,0.16894,0.16772363,0.1740082,Bearish,2025-09-10T19:52:21.071170+00:00,2025-09-11T01:22:21.071170+05:30,Success,597,597.0,,5.04%,24.883405142102205,-0.0011802972212911211,-0.0011468012810603814,-3.349594023073976e-05,0.172762617271001,0.1705255,0.168288382728999,0.1456377096202585,-105.34873628758076,-10.0,0.0,3.0,0.17274266895455598,0.0006287847353373945,0.16874546875000002,-0.0003431249999999719,-0.20333879335647162,,-45.98953551209759,,falling,-21696065.0,8.0,10.27850203791349,15.0,5.0,12.0,5.0,0.1456377096202585,24.883405142102205,-105.34873628758076,-3.349594023073976e-05,0.0006287847353373945,0.16874546875000002,,-45.98953551209759,,0.0,3.0,falling,-21696065.0,-0.0003431249999999719,-0.20333879335647162,5.039999999999981,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 2, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 9.72}]}",True,55.0,63.0,-0.0003431249999999719,-0.20333879335647162,Sell,63,,,False,0.10654183649279096,-0.20333879335647162,False,conditions_not_met
PENGUUSDT,Sell,59,0.034423,0.03417515,0.03545569,Bearish,2025-09-10T19:52:21.979145+00:00,2025-09-11T01:22:21.979145+05:30,Success,387,387.0,,5.04%,34.08308121227837,-0.00012515561620337484,-4.946263298004629e-05,-7.569298322332855e-05,0.03547172460810017,0.034961599999999995,0.03445147539189982,-0.02791023158622683,-187.02548565317935,-10.0,0.0,3.0,0.03495179455013221,0.0001969099111988212,0.034744234375,-0.00013676562500000017,-0.3936354548034278,,-14.729538082760124,,falling,-68235217.0,8.0,18.22569913469526,15.0,5.0,0.0,5.0,-0.02791023158622683,34.08308121227837,-187.02548565317935,-7.569298322332855e-05,0.0001969099111988212,0.034744234375,,-14.729538082760124,,0.0,3.0,falling,-68235217.0,-0.00013676562500000017,-0.3936354548034278,5.039999999999951,,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,51.0,59.0,-0.00013676562500000017,-0.3936354548034278,Sell,59,,,False,0.768808261224605,-0.3936354548034278,False,conditions_not_met
ARBUSDT,Strong Sell,65,0.5039,0.50027192,0.519017,Bearish,2025-09-10T19:52:24.792525+00:00,2025-09-11T01:22:24.792525+05:30,Fail,343,,343.0,5.04%,29.39949838851365,-0.0024558572056101458,-0.0018590850562192449,-0.0005967721493909009,0.5159213016707133,0.50915,0.5023786983292867,0.11233450706332535,-117.02529256322889,-10.0,0.0,3.0,0.5110283503997775,0.0016968463635218456,0.5039390625,-0.0012968749999999751,-0.25734758356819687,,-34.58789182196129,,falling,-9549125.200000001,8.0,12.440676712566283,15.0,5.0,12.0,5.0,0.11233450706332535,29.39949838851365,-117.02529256322889,-0.0005967721493909009,0.0016968463635218456,0.5039390625,,-34.58789182196129,,0.0,3.0,falling,-9549125.200000001,-0.0012968749999999751,-0.25734758356819687,5.040000000000046,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,57.0,65.0,-0.0012968749999999751,-0.25734758356819687,Sell,65,,,,,,,
AAVEUSDT,Sell,60,298.07,295.923896,307.0121,Bearish,2025-09-10T19:52:26.583010+00:00,2025-09-11T01:22:26.583010+05:30,Inconclusive,600,,,5.04%,29.256212147098978,-1.2803702780397543,-1.0467520095549645,-0.23361826848478984,304.0871339859028,300.4855,296.8838660140972,0.16466609191070886,-93.19924728354346,-10.0,0.0,3.0,301.41460102477504,0.7976384559417864,297.42140625,-0.43890624999994543,-0.14757049787836024,,-39.597963387780084,,falling,-18198.1,4.0,11.029298050850443,15.0,5.0,12.0,5.0,0.16466609191070886,29.256212147098978,-93.19924728354346,-0.23361826848478984,0.7976384559417864,297.42140625,,-39.597963387780084,,0.0,3.0,falling,-18198.1,-0.43890624999994543,-0.14757049787836024,5.039999999999953,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 8.97}]}",True,52.0,60.0,-0.43890624999994543,-0.14757049787836024,Sell,60,,,False,0.5857748375708702,-0.14757049787836024,False,conditions_not_met
