Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule
XRPUSDT,Buy,44,3.1087,3.13108264,3.015439,Bullish,2025-09-14T00:50:19.333599+00:00,2025-09-14T06:20:19.333599+05:30,Inconclusive,600,,,5.04%,32.56302553168844,-0.002113575453758898,-0.0011405966460327917,-0.0009729788077261063,3.1254431804578706,3.1171499999999996,3.1088568195421287,-0.009454728672884249,-200.03739016638448,5.0,0.0,3.0,3.1174956457281655,0.003541367973278681,3.1130453124999997,-0.0006312500000000831,-0.020277571851119117,,-18.164406490752825,,falling,-6587241.499999999,26.0,0.0,8.0,5.0,0.0,5.0,-0.009454728672884249,32.56302553168844,-200.03739016638448,-0.0009729788077261063,0.003541367973278681,3.1130453124999997,,-18.164406490752825,,0.0,3.0,falling,-6587241.499999999,-0.0006312500000000831,-0.020277571851119117,5.040000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
HIFIUSDT,Buy,44,0.57511,0.57925079,0.5578567,Bullish,2025-09-14T00:50:20.276224+00:00,2025-09-14T06:20:20.276224+05:30,Fail,1,,1.0,5.04%,65.52375432092676,0.01295865395927498,0.007384167154301934,0.005574486804973046,0.5760880954989439,0.530769,0.4854499045010562,0.9892087928038338,173.61554004141993,5.0,3.0,0.0,0.522956108774884,0.01919359747550051,0.5544125000000001,0.007140312500000023,1.287906116835393,,19.555074338894258,,rising,26954639.0,8.0,10.970432900352586,15.0,5.0,0.0,5.0,0.9892087928038338,65.52375432092676,173.61554004141993,0.005574486804973046,0.01919359747550051,0.5544125000000001,,19.555074338894258,,3.0,0.0,rising,26954639.0,0.007140312500000023,1.287906116835393,5.039999999999938,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.03}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
PUMPUSDT,Buy,40,0.007462,0.00751573,0.00723814,Bullish,2025-09-14T00:50:23.126479+00:00,2025-09-14T06:20:23.126479+05:30,Success,7,7.0,,5.04%,51.60383704135499,3.568523350346714e-05,5.101487099701302e-05,-1.5329637493545882e-05,0.007572610112892102,0.007491,0.007409389887107898,0.32232594115914476,-70.70872146864738,5.0,3.0,0.0,0.007319108046925039,8.577794869621637e-05,0.007494359375,4.359375000000457e-06,0.05816874774570651,,11.038591937293338,,falling,-1787395176.0,6.0,4.0,15.0,10.0,0.0,5.0,0.32232594115914476,51.60383704135499,-70.70872146864738,-1.5329637493545882e-05,8.577794869621637e-05,0.007494359375,,11.038591937293338,,3.0,0.0,falling,-1787395176.0,4.359375000000457e-06,0.05816874774570651,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
SUIUSDT,Strong Buy,67,3.7878,3.81507216,3.674166,Bullish,2025-09-14T00:50:25.999320+00:00,2025-09-14T06:20:25.999320+05:30,Inconclusive,600,,,5.04%,28.646255366062803,-0.007952341456021639,-0.005419191013032947,-0.0025331504429886914,3.830608816575705,3.8097450000000004,3.7888811834242957,-0.025910490067164144,-201.85815857083776,5.0,3.0,0.0,3.8131155768898393,0.007835033728704787,3.8013781250000003,-0.0039968749999999,-0.10514278949821387,,-25.980482493502073,,falling,-4131978.6,32.0,0.0,8.0,10.0,12.0,5.0,-0.025910490067164144,28.646255366062803,-201.85815857083776,-0.0025331504429886914,0.007835033728704787,3.8013781250000003,,-25.980482493502073,,3.0,0.0,falling,-4131978.6,-0.0039968749999999,-0.10514278949821387,5.039999999999978,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",False,not_in_gap_or_already_strong,67.0,Buy,67,1.0,,,,,,,,,,,
ADAUSDT,Buy,44,0.9236,0.93024992,0.895892,Bullish,2025-09-14T00:50:27.884598+00:00,2025-09-14T06:20:27.884598+05:30,Inconclusive,600,,,5.04%,32.89517230331222,-0.0009784074747829496,-0.00044606300512578046,-0.0005323444696571692,0.9318622673787335,0.92798,0.9240977326212666,-0.06410334125788693,-217.79935275081056,5.0,0.0,3.0,0.9282755259528434,0.0016615715397280252,0.9268171875,-0.000843750000000032,-0.09103737084073357,,-16.1737423388788,,falling,-4347287.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.06410334125788693,32.89517230331222,-217.79935275081056,-0.0005323444696571692,0.0016615715397280252,0.9268171875,,-16.1737423388788,,0.0,3.0,falling,-4347287.0,-0.000843750000000032,-0.09103737084073357,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
BNBUSDT,Buy,41,933.13,939.848536,905.1361,Bullish,2025-09-14T00:50:28.835990+00:00,2025-09-14T06:20:28.835990+05:30,Success,275,275.0,,5.04%,46.140297628547955,0.29191539147950607,0.43318041542049945,-0.14126502394099338,934.9026459165988,933.8520000000001,932.8013540834014,0.15640184357377676,-115.67386246821638,5.0,0.0,3.0,933.0028281743613,0.6373448615751043,934.33765625,-0.14218749999997726,-0.015217999515362813,,11.297779111768785,,falling,-3003.8900000000003,12.0,4.0,15.0,5.0,0.0,5.0,0.15640184357377676,46.140297628547955,-115.67386246821638,-0.14126502394099338,0.6373448615751043,934.33765625,,11.297779111768785,,0.0,3.0,falling,-3003.8900000000003,-0.14218749999997726,-0.015217999515362813,5.03999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
ENAUSDT,Buy,44,0.7568,0.76224896,0.734096,Bullish,2025-09-14T00:50:31.707173+00:00,2025-09-14T06:20:31.707173+05:30,Inconclusive,600,,,5.04%,34.08517766162228,-0.0010406268890728043,-0.0007281823804447133,-0.00031244450862809097,0.763863438452756,0.76057,0.757276561547244,-0.07235015229222934,-219.76079043161377,5.0,0.0,3.0,0.7619881771200889,0.0017720521399115347,0.7604656249999999,-0.0007984375000000821,-0.1049932401612607,,-17.027516919973166,,falling,-4855209.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.07235015229222934,34.08517766162228,-219.76079043161377,-0.00031244450862809097,0.0017720521399115347,0.7604656249999999,,-17.027516919973166,,0.0,3.0,falling,-4855209.0,-0.0007984375000000821,-0.1049932401612607,5.039999999999951,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
WLDUSDT,Buy,41,1.623,1.6346856,1.57431,Bullish,2025-09-14T00:50:33.594940+00:00,2025-09-14T06:20:33.594940+05:30,Success,136,136.0,,5.04%,35.521725485492695,-0.003154655546830476,-3.231908599084677e-05,-0.0031223364608396293,1.6630451316350572,1.63975,1.616454868364943,0.14048282142366705,-121.8181818181817,5.0,3.0,0.0,1.633560340526682,0.006608758469437097,1.6251390625,-0.005215625000000168,-0.320934073910993,,-12.540433193198242,,falling,-8330519.0,18.0,0.0,8.0,10.0,0.0,5.0,0.14048282142366705,35.521725485492695,-121.8181818181817,-0.0031223364608396293,0.006608758469437097,1.6251390625,,-12.540433193198242,,3.0,0.0,falling,-8330519.0,-0.005215625000000168,-0.320934073910993,5.040000000000032,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
HYPEUSDT,Buy,44,55.004,55.4000288,53.35388,Bullish,2025-09-14T00:50:37.397400+00:00,2025-09-14T06:20:37.397400+05:30,Inconclusive,600,,,5.04%,62.476676036447444,0.11518463375227128,0.0743118295820247,0.04087280417024658,55.14241845366822,54.7442,54.34598154633178,0.8262028637884934,118.2540538597044,5.0,0.0,3.0,54.73676515668854,0.1355817626448361,55.046218749999994,0.06537499999999596,0.11876383425518391,,20.650061711215475,,falling,-3289.7300000000037,8.0,11.23509770746648,15.0,5.0,0.0,5.0,0.8262028637884934,62.476676036447444,118.2540538597044,0.04087280417024658,0.1355817626448361,55.046218749999994,,20.650061711215475,,0.0,3.0,falling,-3289.7300000000037,0.06537499999999596,0.11876383425518391,5.040000000000044,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.76}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
FARTCOINUSDT,Buy,53,0.9414,0.94817808,0.913158,Bullish,2025-09-14T00:50:38.348584+00:00,2025-09-14T06:20:38.348584+05:30,Success,83,83.0,,5.04%,39.96360494449476,0.00018341808511490587,0.0017090994318948003,-0.0015256813467798944,0.9575222076088208,0.95001,0.9424977923911793,-0.07306722925829581,-201.20481927710682,5.0,3.0,0.0,0.9446894944336766,0.00437152163893833,0.9487984375,-0.0015515624999999922,-0.16352920058429082,,1.5682952644325232,,falling,-4843918.0,26.0,4.0,8.0,10.0,0.0,5.0,-0.07306722925829581,39.96360494449476,-201.20481927710682,-0.0015256813467798944,0.00437152163893833,0.9487984375,,1.5682952644325232,,3.0,0.0,falling,-4843918.0,-0.0015515624999999922,-0.16352920058429082,5.040000000000014,,"{""if_confidence_needed"": 65, ""missing_points"": 12, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,hma_not_aligned,,Buy,53,,-0.0015515624999999922,-0.16352920058429082,,,,,,,,,
