Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason
SOMIUSDT,Sell,40,0.9278,0.92111984,0.955634,Bearish,2025-09-11T11:52:30.583615+00:00,2025-09-11T17:22:30.583615+05:30,Success,8,8.0,,5.04%,34.590289556594655,-0.009372303751522093,-0.008017366010978634,-0.0013549377405434587,0.9637040405141326,0.9427749999999999,0.9218459594858672,0.14224351350727624,-134.93236725034248,-10.0,0.0,3.0,0.9526821007532654,0.009763088873394849,0.9326812500000001,-0.001785937500000001,-0.1914842289367349,,-27.407192624898453,,falling,-6423011.0,8.0,7.330759987411195,15.0,5.0,0.0,5.0,0.14224351350727624,34.590289556594655,-134.93236725034248,-0.0013549377405434587,0.009763088873394849,0.9326812500000001,,-27.407192624898453,,0.0,3.0,falling,-6423011.0,-0.001785937500000001,-0.1914842289367349,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.67}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
OPENUSDT,Sell,62,0.9313,0.92459464,0.959239,Bearish,2025-09-11T11:52:33.241289+00:00,2025-09-11T17:22:33.241289+05:30,Success,6,6.0,,5.04%,20.82204238885238,-0.006966487584017855,-0.005895574417633272,-0.001070913166384583,0.9653727213161754,0.9454699999999999,0.9255672786838245,0.14401852955445854,-109.63547320933121,-10.0,0.0,3.0,0.9537903266741851,0.0052191030398368345,0.9311203125,-0.00024062499999999432,-0.025842525049628785,,-48.24961862313646,,falling,-15024471.0,8.0,8.92458489457865,15.0,5.0,12.0,5.0,0.14401852955445854,20.82204238885238,-109.63547320933121,-0.001070913166384583,0.0052191030398368345,0.9311203125,,-48.24961862313646,,0.0,3.0,falling,-15024471.0,-0.00024062499999999432,-0.025842525049628785,5.039999999999996,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 11.08}]}",True,,,Sell,62,1.0,54.0,62.0,-0.00024062499999999432,-0.025842525049628785,False,0.41038207454822084,-0.025842525049628785,False,conditions_not_met
FARTCOINUSDT,Strong Sell,71,0.864,0.8577792,0.88992,Bearish,2025-09-11T11:52:34.101593+00:00,2025-09-11T17:22:34.101593+05:30,Success,38,38.0,,5.04%,27.40432337221972,-0.0030555402131766662,-0.0020034434106689534,-0.0010520968025077128,0.8810327829515595,0.872185,0.8633372170484405,0.03745474743154177,-153.56422943009147,-10.0,0.0,3.0,0.8742822465451648,0.0029293070017832206,0.867353125,-0.001942187500000081,-0.22392119703264815,,-30.959786247603894,,falling,-6135804.1000000015,8.0,17.619896530071422,15.0,5.0,12.0,5.0,0.03745474743154177,27.40432337221972,-153.56422943009147,-0.0010520968025077128,0.0029293070017832206,0.867353125,,-30.959786247603894,,0.0,3.0,falling,-6135804.1000000015,-0.001942187500000081,-0.22392119703264815,5.0400000000000205,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,71,1.0,63.0,71.0,-0.001942187500000081,-0.22392119703264815,,,,,
PENGUUSDT,Strong Sell,66,0.033516,0.03327468,0.03452148,Bearish,2025-09-11T11:52:35.829351+00:00,2025-09-11T17:22:35.829351+05:30,Success,38,38.0,,5.04%,20.28425963554689,-0.0001269825622575646,-9.109198554085646e-05,-3.5890576716708146e-05,0.034150410904941565,0.0338086,0.03346678909505844,0.07198556896535117,-145.09234615695337,-10.0,0.0,3.0,0.033912618164095396,9.249757241752166e-05,0.03361937499999999,-6.184375000000547e-05,-0.1839527058430012,,-44.86313886427296,,falling,-239595348.0,8.0,13.312394030330541,15.0,5.0,12.0,5.0,0.07198556896535117,20.28425963554689,-145.09234615695337,-3.5890576716708146e-05,9.249757241752166e-05,0.03361937499999999,,-44.86313886427296,,0.0,3.0,falling,-239595348.0,-6.184375000000547e-05,-0.1839527058430012,5.040000000000033,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,66,1.0,58.0,66.0,-6.184375000000547e-05,-0.1839527058430012,,,,,
ACEUSDT,Sell,41,0.6901,0.68513128,0.710803,Bearish,2025-09-11T11:52:38.484213+00:00,2025-09-11T17:22:38.484213+05:30,Success,3,3.0,,5.04%,31.879354419842514,-0.016644742561204517,-0.013432954162673278,-0.0032117883985312394,0.7625357633561841,0.72552,0.688504236643816,0.021555186378689896,-181.33688518067083,-10.0,0.0,3.0,0.7347110617303938,0.017668879901696133,0.7166828125,-0.004348437499999913,-0.6067450515286235,,-25.963730792458534,,falling,-14130718.16,8.0,8.362637699368262,15.0,5.0,0.0,5.0,0.021555186378689896,31.879354419842514,-181.33688518067083,-0.0032117883985312394,0.017668879901696133,0.7166828125,,-25.963730792458534,,0.0,3.0,falling,-14130718.16,-0.004348437499999913,-0.6067450515286235,5.040000000000037,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.64}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,,,,,,
ARBUSDT,Sell,45,0.5189,0.51516392,0.534467,Bearish,2025-09-11T11:52:39.376617+00:00,2025-09-11T17:22:39.376617+05:30,Success,38,38.0,,5.04%,33.560525686517266,-0.00033465939778543063,-0.00015920532277061264,-0.000175454075014818,0.5231400071032316,0.521195,0.5192499928967683,-0.0899721384530617,-207.2025052192087,-10.0,0.0,3.0,0.5217406629561915,0.0013000083252429494,0.5222421875000001,-0.00035312499999984315,-0.06761709575595004,,-8.460180968241017,,falling,-2560223.0,8.0,12.23913141061515,15.0,5.0,0.0,5.0,-0.0899721384530617,33.560525686517266,-207.2025052192087,-0.000175454075014818,0.0013000083252429494,0.5222421875000001,,-8.460180968241017,,0.0,3.0,falling,-2560223.0,-0.00035312499999984315,-0.06761709575595004,5.040000000000041,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.76}]}",False,not_in_gap_or_already_strong,45.0,Sell,45,,,,,,,,,,
DOTUSDT,Sell,41,4.194,4.1638032,4.31982,Bearish,2025-09-11T11:52:41.098893+00:00,2025-09-11T17:22:41.098893+05:30,Success,38,38.0,,5.04%,40.341382393743544,-0.0007711690046594555,0.000386484354591024,-0.0011576533592504794,4.216195382182285,4.20225,4.188304617817716,0.20420315871727626,-109.18854415274875,-10.0,0.0,3.0,4.204474993631702,0.007662281350278261,4.207421875,-0.002984375000000483,-0.07093120415932817,,-2.825814778194148,,falling,-258062.0,8.0,7.626032424534049,15.0,5.0,0.0,5.0,0.20420315871727626,40.341382393743544,-109.18854415274875,-0.0011576533592504794,0.007662281350278261,4.207421875,,-2.825814778194148,,0.0,3.0,falling,-258062.0,-0.002984375000000483,-0.07093120415932817,5.039999999999948,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.37}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,,,,,,
XNYUSDT,Sell,43,0.013822,0.01372248,0.01423666,Bearish,2025-09-11T11:52:41.961427+00:00,2025-09-11T17:22:41.961427+05:30,Success,3,3.0,,5.04%,36.54885635940412,-0.00012154247709509139,-6.777025197217741e-05,-5.3772225122913976e-05,0.014713738593954752,0.014203950000000002,0.013694161406045251,0.12538392921173835,-126.67688053510662,-10.0,0.0,3.0,0.014166738785720289,0.0002006441213806305,0.013849546874999999,-5.7750000000002244e-05,-0.416981151233529,,-17.71547320281023,,falling,-241261219.0,8.0,10.431952225013053,15.0,5.0,0.0,5.0,0.12538392921173835,36.54885635940412,-126.67688053510662,-5.3772225122913976e-05,0.0002006441213806305,0.013849546874999999,,-17.71547320281023,,0.0,3.0,falling,-241261219.0,-5.7750000000002244e-05,-0.416981151233529,5.039999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.57}]}",False,not_in_gap_or_already_strong,43.0,Sell,43,,,,,,,,,,
UNIUSDT,Sell,45,9.834,9.7631952,10.12902,Bearish,2025-09-11T11:52:42.829896+00:00,2025-09-11T17:22:42.829896+05:30,Success,38,38.0,,5.04%,34.098412124639495,-0.008728526907949785,-0.006843085012215511,-0.001885441895734274,9.882199065487754,9.861149999999999,9.840100934512243,-0.14492174286294623,-217.16335540838017,-10.0,0.0,3.0,9.872580112644796,0.017145818258628685,9.859015625000001,-0.004734374999999957,-0.048020767793437356,,-16.30116076358973,,rising,92652.0,8.0,11.639162786812468,15.0,5.0,0.0,5.0,-0.14492174286294623,34.098412124639495,-217.16335540838017,-0.001885441895734274,0.017145818258628685,9.859015625000001,,-16.30116076358973,,0.0,3.0,rising,92652.0,-0.004734374999999957,-0.048020767793437356,5.039999999999961,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.36}]}",False,not_in_gap_or_already_strong,45.0,Sell,45,,,,,,,,,,
TIAUSDT,Sell,40,1.7757,1.76291496,1.828971,Bearish,2025-09-11T11:52:43.703904+00:00,2025-09-11T17:22:43.703904+05:30,Success,38,38.0,,5.04%,41.129595886832206,-9.657708372134977e-05,0.0006062178396798057,-0.0007027949234011554,1.7877001839324302,1.781015,1.7743298160675698,0.10247914988422567,-152.0385383621138,-10.0,0.0,3.0,1.779748350995479,0.004877218533424466,1.7849624999999998,-0.00032187500000024905,-0.018032591721128543,,-0.4138450162978574,,rising,74101.0,8.0,7.458339634780474,15.0,5.0,0.0,5.0,0.10247914988422567,41.129595886832206,-152.0385383621138,-0.0007027949234011554,0.004877218533424466,1.7849624999999998,,-0.4138450162978574,,0.0,3.0,rising,74101.0,-0.00032187500000024905,-0.018032591721128543,5.04000000000001,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.54}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
HIFIUSDT,Sell,43,0.07254,0.07201771,0.0747162,Bearish,2025-09-11T11:52:45.481335+00:00,2025-09-11T17:22:45.481335+05:30,Success,6,6.0,,5.04%,39.30505317344937,-0.0003279984507774669,-7.57049078022464e-05,-0.0002522935429752205,0.07585532276840874,0.0740855,0.07231567723159125,0.0633743594027859,-196.61458333333283,-10.0,0.0,3.0,0.07453640857006297,0.0010717324021643953,0.0743575,-0.00034843749999999285,-0.4685976532293216,,-8.91007269030501,,falling,-2647467.0,8.0,9.649773226205486,15.0,5.0,0.0,5.0,0.0633743594027859,39.30505317344937,-196.61458333333283,-0.0002522935429752205,0.0010717324021643953,0.0743575,,-8.91007269030501,,0.0,3.0,falling,-2647467.0,-0.00034843749999999285,-0.4685976532293216,5.03999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.35}]}",False,not_in_gap_or_already_strong,43.0,Sell,43,,,,,,,,,,
BIOUSDT,Sell,40,0.14628,0.14522678,0.1506684,Bearish,2025-09-11T11:52:46.373131+00:00,2025-09-11T17:22:46.373131+05:30,Success,3,3.0,,5.04%,35.53992250271817,-0.0006617965298507389,-0.0005741873292104814,-8.760920064025744e-05,0.14868504598204085,0.14727200000000001,0.14585895401795917,0.14898523734971056,-135.01426478525423,-10.0,0.0,3.0,0.1481937041933485,0.0006236290166466203,0.14657203124999998,-0.0002512500000000084,-0.1714174238135957,,-29.39392146413483,,falling,-11179070.0,8.0,7.371589132706488,15.0,5.0,0.0,5.0,0.14898523734971056,35.53992250271817,-135.01426478525423,-8.760920064025744e-05,0.0006236290166466203,0.14657203124999998,,-29.39392146413483,,0.0,3.0,falling,-11179070.0,-0.0002512500000000084,-0.1714174238135957,5.03999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.63}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
