Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason
BTCUSDT,Sell,40,113903.5,113083.3948,117320.605,Bearish,2025-09-11T11:52:11.354948+00:00,2025-09-11T17:22:11.354948+05:30,Inconclusive,600,,,5.04%,45.49598800290156,-13.02999755498604,-8.210997112087881,-4.819000442898158,114047.0686001219,113956.075,113865.0813998781,0.21110605619756218,-97.47983411564145,-10.0,0.0,3.0,113968.27857825429,65.45699440939363,113899.78437499999,-15.5078125,-0.013615313308182022,,-4.894079666089408,,rising,217.39199999999985,4.0,10.766900721200212,15.0,5.0,0.0,5.0,0.21110605619756218,45.49598800290156,-97.47983411564145,-4.819000442898158,65.45699440939363,113899.78437499999,,-4.894079666089408,,0.0,3.0,rising,217.39199999999985,-15.5078125,-0.013615313308182022,5.040000000000033,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.23}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
MYXUSDT,Sell,41,16.737,16.6164936,17.23911,Bearish,2025-09-11T11:52:14.801988+00:00,2025-09-11T17:22:14.801988+05:30,Success,4,4.0,,5.04%,36.27799719917013,-0.2529411532217374,-0.1995600103632046,-0.05338114285853279,17.85927505757557,17.2111,16.562924942424427,0.1342808979928047,-111.57365485863434,-10.0,0.0,3.0,17.402135242283723,0.30999005089079557,16.762093750000002,-0.04774999999999707,-0.2848689472339759,,-25.900439606758894,,falling,-1529268.0,8.0,8.132866280460448,15.0,5.0,0.0,5.0,0.1342808979928047,36.27799719917013,-111.57365485863434,-0.05338114285853279,0.30999005089079557,16.762093750000002,,-25.900439606758894,,0.0,3.0,falling,-1529268.0,-0.04774999999999707,-0.2848689472339759,5.040000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.87}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,,,,,,
LINEAUSDT,Sell,40,0.02362,0.02344994,0.0243286,Bearish,2025-09-11T11:52:15.684315+00:00,2025-09-11T17:22:15.684315+05:30,Success,6,6.0,,5.04%,35.23678073251968,-0.00014903389600042644,-0.0001164944042762512,-3.2539491724175234e-05,0.024428288286498123,0.023993999999999998,0.023559711713501873,0.06941044505742866,-129.7244574494031,-10.0,0.0,3.0,0.024097156919914396,0.000242333479399715,0.023816875,-5.937499999997264e-06,-0.02492980292333593,,-18.617181968353595,,falling,-628704227.0,8.0,7.222616220072826,15.0,5.0,0.0,5.0,0.06941044505742866,35.23678073251968,-129.7244574494031,-3.2539491724175234e-05,0.000242333479399715,0.023816875,,-18.617181968353595,,0.0,3.0,falling,-628704227.0,-5.937499999997264e-06,-0.02492980292333593,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.78}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
WLDUSDT,Sell,63,1.7041,1.69183048,1.755223,Bearish,2025-09-11T11:52:19.255837+00:00,2025-09-11T17:22:19.255837+05:30,Success,38,38.0,,5.04%,23.143471621835275,-0.012408902581848125,-0.010310293840735977,-0.0020986087411121474,1.761194268308277,1.7289550000000002,1.6967157316917234,0.11452288925522494,-134.9248452696721,-10.0,0.0,3.0,1.742774696215772,0.00838341947498822,1.710825,-0.0012234374999999797,-0.07151155144447735,,-44.9215063046746,,falling,-33700164.0,8.0,10.007883768307122,15.0,5.0,12.0,5.0,0.11452288925522494,23.143471621835275,-134.9248452696721,-0.0020986087411121474,0.00838341947498822,1.710825,,-44.9215063046746,,0.0,3.0,falling,-33700164.0,-0.0012234374999999797,-0.07151155144447735,5.040000000000014,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 2, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 9.99}]}",True,,,Sell,63,1.0,55.0,63.0,-0.0012234374999999797,-0.07151155144447735,False,0.5006569806922602,-0.07151155144447735,False,conditions_not_met
NAORISUSDT,Sell,40,0.06675,0.0662694,0.0687525,Bearish,2025-09-11T11:52:20.117925+00:00,2025-09-11T17:22:20.117925+05:30,Success,1,1.0,,5.04%,34.848271760664886,-0.001368396963628546,-0.0011004920577455297,-0.0002679049058830162,0.0749769316380947,0.07094550000000001,0.06691406836190532,-0.020348647407903903,-214.23659532618092,-10.0,0.0,3.0,0.07273476483072042,0.002212166434751285,0.06959468749999999,-7.703125000001199e-05,-0.11068553185185578,,-22.123641907767205,,falling,-149249742.0,8.0,6.906525313912597,15.0,5.0,0.0,5.0,-0.020348647407903903,34.848271760664886,-214.23659532618092,-0.0002679049058830162,0.002212166434751285,0.06959468749999999,,-22.123641907767205,,0.0,3.0,falling,-149249742.0,-7.703125000001199e-05,-0.11068553185185578,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.09}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
ENAUSDT,Sell,42,0.7717,0.76614376,0.794851,Bearish,2025-09-11T11:52:22.718704+00:00,2025-09-11T17:22:22.718704+05:30,Success,4,4.0,,5.04%,31.031124825836656,-0.0021917550878721714,-0.001774993874562694,-0.00041676121330947737,0.7809384396391156,0.77605,0.7711615603608845,0.0550727511092898,-174.03314917127062,-10.0,0.0,3.0,0.7786740391480231,0.002139511015568903,0.7738,-0.0006140624999999567,-0.07935674592917506,,-31.05182954896301,,falling,-23176331.0,8.0,8.675025763663957,15.0,5.0,0.0,5.0,0.0550727511092898,31.031124825836656,-174.03314917127062,-0.00041676121330947737,0.002139511015568903,0.7738,,-31.05182954896301,,0.0,3.0,falling,-23176331.0,-0.0006140624999999567,-0.07935674592917506,5.039999999999991,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.32}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,,,,,,,
HYPEUSDT,Strong Sell,68,53.255,52.871564,54.85265,Bearish,2025-09-11T11:52:25.385842+00:00,2025-09-11T17:22:25.385842+05:30,Fail,235,,235.0,5.04%,26.605346278498573,-0.3584822656638309,-0.2978479440993887,-0.060634321564442206,54.74988185245913,53.95504999999999,53.16021814754085,0.059623838781688844,-128.73326467559124,-10.0,0.0,3.0,54.44483472125238,0.25556705226813714,53.53625000000001,-0.1780624999999958,-0.3326017418104476,,-40.690098298803306,,falling,-681631.76,8.0,14.694097516215876,15.0,5.0,12.0,5.0,0.059623838781688844,26.605346278498573,-128.73326467559124,-0.060634321564442206,0.25556705226813714,53.53625000000001,,-40.690098298803306,,0.0,3.0,falling,-681631.76,-0.1780624999999958,-0.3326017418104476,5.040000000000043,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,68,1.0,60.0,68.0,-0.1780624999999958,-0.3326017418104476,,,,,
SUIUSDT,Sell,44,3.6162,3.59016336,3.724686,Bearish,2025-09-11T11:52:26.254785+00:00,2025-09-11T17:22:26.254785+05:30,Success,38,38.0,,5.04%,43.38227930135434,-0.00021221639009683102,0.002096487539857601,-0.002308703929954432,3.6414464731840717,3.62691,3.6123735268159285,0.1316162846248176,-150.04632316259827,-10.0,0.0,3.0,3.6215289631037306,0.007603246635883414,3.625925,-0.003764062500000165,-0.10380971752036142,,-0.29772341981228806,,rising,1450464.1000000006,8.0,11.287530836814485,15.0,5.0,0.0,5.0,0.1316162846248176,43.38227930135434,-150.04632316259827,-0.002308703929954432,0.007603246635883414,3.625925,,-0.29772341981228806,,0.0,3.0,rising,1450464.1000000006,-0.003764062500000165,-0.10380971752036142,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.71}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,,,,,,,,
ADAUSDT,Sell,48,0.8832,0.87684096,0.909696,Bearish,2025-09-11T11:52:27.961226+00:00,2025-09-11T17:22:27.961226+05:30,Success,38,38.0,,5.04%,38.180924362525786,-0.00024237185262210303,0.0001948810842470171,-0.0004372529368691201,0.889802267378736,0.8859199999999999,0.8820377326212638,0.14968924926476018,-120.66059993259272,-10.0,0.0,3.0,0.8858419294603804,0.001740185551874778,0.8864421875,-0.0010156249999999645,-0.11457317965250435,,-3.8270635890576097,,rising,1057627.0,8.0,15.030431912018326,15.0,5.0,0.0,5.0,0.14968924926476018,38.180924362525786,-120.66059993259272,-0.0004372529368691201,0.001740185551874778,0.8864421875,,-3.8270635890576097,,0.0,3.0,rising,1057627.0,-0.0010156249999999645,-0.11457317965250435,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,48.0,Sell,48,,,,,,,,,,
1000PEPEUSDT,Sell,43,0.0105444,0.01046848,0.01086073,Bearish,2025-09-11T11:52:29.708027+00:00,2025-09-11T17:22:29.708027+05:30,Success,38,38.0,,5.04%,30.560223243448434,-9.447287482354863e-06,-4.378055872492437e-06,-5.069231609862426e-06,0.010619470055996902,0.010583695,0.010547919944003099,-0.049195506547959095,-206.87257246562112,-10.0,0.0,3.0,0.010589563197773369,2.0250929887491614e-05,0.0105842375,-8.639062500001224e-06,-0.08162196379286862,,-17.478745056559866,,rising,128496795.0,8.0,10.00770232836789,15.0,5.0,0.0,5.0,-0.049195506547959095,30.560223243448434,-206.87257246562112,-5.069231609862426e-06,2.0250929887491614e-05,0.0105842375,,-17.478745056559866,,0.0,3.0,rising,128496795.0,-8.639062500001224e-06,-0.08162196379286862,5.03999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.99}]}",False,not_in_gap_or_already_strong,43.0,Sell,43,,,,,,,,,,
