Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence
SOLUSDT,Buy,40,223.2,224.80704,216.504,Bullish,2025-09-10T14:42:02.072441+00:00,2025-09-10T20:12:02.072441+05:30,Success,578,578.0,,5.04%,51.33977681185349,0.23795285088627338,0.49858282909300344,-0.26062997820673006,224.91893281282645,223.6465,222.37406718717355,0.3245486930629346,-104.54396861719427,10.0,0.0,3.0,222.35284161304185,0.8984065932147558,223.44953124999998,-0.2793749999999875,-0.12502823274550393,,6.971762645636803,,falling,-263223.2899999999,6.0,9.0,15.0,5.0,0.0,5.0,0.3245486930629346,51.33977681185349,-104.54396861719427,-0.26062997820673006,0.8984065932147558,223.44953124999998,,6.971762645636803,,0.0,3.0,falling,-263223.2899999999,-0.2793749999999875,-0.12502823274550393,5.040000000000038,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40,Buy,40
AVAXUSDT,Buy,40,28.254,28.4574288,27.40638,Bullish,2025-09-10T14:42:12.417696+00:00,2025-09-10T20:12:12.417696+05:30,Success,6,6.0,,5.04%,56.68327840034081,0.18806126961702674,0.2543017028374236,-0.06624043322039685,28.59613782573607,28.378450000000004,28.16076217426394,0.21415489226555876,-80.38201352964207,10.0,3.0,0.0,27.774014161510724,0.17896661442920975,28.356875,0.005593749999999176,0.019726256860105974,,28.30823917777608,,falling,-253650.0,6.0,4.0,15.0,10.0,0.0,5.0,0.21415489226555876,56.68327840034081,-80.38201352964207,-0.06624043322039685,0.17896661442920975,28.356875,,28.30823917777608,,3.0,0.0,falling,-253650.0,0.005593749999999176,0.019726256860105974,5.040000000000027,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40,Buy,40
LINKUSDT,Buy,41,23.668,23.8384096,22.95796,Bullish,2025-09-10T14:42:19.357667+00:00,2025-09-10T20:12:19.357667+05:30,Inconclusive,600,,,5.04%,49.31092977072392,0.03376241697409199,0.06160089655316721,-0.027838479579075218,23.882420615735025,23.7494,23.616379384264977,0.19403238907662895,-136.23188405796947,10.0,3.0,0.0,23.605209010957537,0.09240431687557903,23.753171875,-0.023296874999999773,-0.09807900655372905,,9.971825957793898,,rising,339772.89999999985,12.0,4.0,15.0,5.0,0.0,5.0,0.19403238907662895,49.31092977072392,-136.23188405796947,-0.027838479579075218,0.09240431687557903,23.753171875,,9.971825957793898,,3.0,0.0,rising,339772.89999999985,-0.023296874999999773,-0.09807900655372905,5.039999999999979,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41,Buy,41
TAUSDT,Buy,40,0.15419,0.15530017,0.1495643,Bullish,2025-09-10T14:42:41.388122+00:00,2025-09-10T20:12:41.388122+05:30,Success,4,4.0,,5.04%,54.39362174518256,0.00016174107274069538,-6.433607493405217e-05,0.00022607714767474755,0.1548443636689395,0.15292650000000002,0.15100863633106054,0.8294029759421457,110.68614349569151,10.0,3.0,0.0,0.15359227032956974,0.0018297418406925847,0.15325765624999999,5.546874999998175e-05,0.03619313472306983,,2.4345926629409034,,rising,3849013.0,8.0,6.9653645249431335,15.0,5.0,0.0,5.0,0.8294029759421457,54.39362174518256,110.68614349569151,0.00022607714767474755,0.0018297418406925847,0.15325765624999999,,2.4345926629409034,,3.0,0.0,rising,3849013.0,5.546874999998175e-05,0.03619313472306983,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.03}]}",False,not_in_gap_or_already_strong,40,Buy,40
DOTUSDT,Buy,40,4.166,4.1959952,4.04102,Bullish,2025-09-10T14:42:44.862832+00:00,2025-09-10T20:12:44.862832+05:30,Success,138,138.0,,5.04%,52.63972157271313,0.009609931200873056,0.015363022204687939,-0.0057530910038148825,4.199400228831765,4.176399999999999,4.153399771168234,0.2739152928418827,-86.07895517958144,10.0,3.0,0.0,4.142831329932306,0.01560157003065684,4.17703125,-0.006078125000000156,-0.1455130363221524,,18.015931530071263,,falling,-81428.90000000004,6.0,4.0,15.0,10.0,0.0,5.0,0.2739152928418827,52.63972157271313,-86.07895517958144,-0.0057530910038148825,0.01560157003065684,4.17703125,,18.015931530071263,,3.0,0.0,falling,-81428.90000000004,-0.006078125000000156,-0.1455130363221524,5.040000000000018,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40,Buy,40
1000BONKUSDT,Buy,46,0.023395,0.02356344,0.02269315,Bullish,2025-09-10T14:42:49.577051+00:00,2025-09-10T20:12:49.577051+05:30,Success,33,33.0,,5.04%,49.89686728671679,4.182592324355333e-05,7.335541798764998e-05,-3.1529494744096645e-05,0.023624948505339274,0.0234815,0.023338051494660724,0.19849807847277398,-136.29298833212775,10.0,3.0,0.0,0.02330265838438273,0.00012445533909785812,0.023462578125,-3.310937499999972e-05,-0.14111567289666602,,9.773788057876033,,falling,-75028053.0,12.0,4.0,15.0,10.0,0.0,5.0,0.19849807847277398,49.89686728671679,-136.29298833212775,-3.1529494744096645e-05,0.00012445533909785812,0.023462578125,,9.773788057876033,,3.0,0.0,falling,-75028053.0,-3.310937499999972e-05,-0.14111567289666602,5.040000000000007,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,46,Buy,46
TRUMPUSDT,Buy,40,8.834,8.8976048,8.56898,Bullish,2025-09-10T14:42:56.659558+00:00,2025-09-10T20:12:56.659558+05:30,Inconclusive,600,,,5.04%,47.47355065779114,0.0006317914967386429,0.0046581551121789855,-0.004026363615440343,8.886394573389572,8.852500000000001,8.81860542661043,0.22709495724625678,-119.38202247191643,10.0,3.0,0.0,8.831839519983127,0.021529204542735957,8.838265624999998,-0.0015312500000010942,-0.017325231724986706,,0.9511739885195069,,falling,-298066.81,6.0,4.0,15.0,10.0,0.0,5.0,0.22709495724625678,47.47355065779114,-119.38202247191643,-0.004026363615440343,0.021529204542735957,8.838265624999998,,0.9511739885195069,,3.0,0.0,falling,-298066.81,-0.0015312500000010942,-0.017325231724986706,5.04000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40,Buy,40
NEARUSDT,Buy,41,2.701,2.7204472,2.61997,Bullish,2025-09-10T14:42:57.799534+00:00,2025-09-10T20:12:57.799534+05:30,Success,540,540.0,,5.04%,50.839628849878146,0.0046537846705745345,0.00821519842538206,-0.003561413754807525,2.725712211862203,2.7106000000000003,2.6954877881377977,0.18237607811696518,-147.8150582266783,10.0,3.0,0.0,2.6895180904373968,0.010783237367611043,2.7044062500000003,-0.0018437499999999218,-0.06817577795495487,,12.089995159493943,,rising,933685.0,12.0,4.0,15.0,5.0,0.0,5.0,0.18237607811696518,50.839628849878146,-147.8150582266783,-0.003561413754807525,0.010783237367611043,2.7044062500000003,,12.089995159493943,,3.0,0.0,rising,933685.0,-0.0018437499999999218,-0.06817577795495487,5.040000000000028,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41,Buy,41
XNYUSDT,Buy,47,0.014066,0.01416728,0.01364402,Bullish,2025-09-10T14:42:58.968069+00:00,2025-09-10T20:12:58.968069+05:30,Success,1,1.0,,5.04%,69.20349807455085,0.00022190350597416086,0.0001548491063026791,6.705439967148177e-05,0.013881907999337154,0.01312305,0.012364192000662848,1.1212954207662351,187.88327777091854,10.0,3.0,0.0,0.012873411063559182,0.0003564469897348411,0.013022765624999998,9.478124999999851e-05,0.727811992700272,,16.691598003026765,,rising,278247676.0,8.0,13.514852526353824,15.0,5.0,0.0,5.0,1.1212954207662351,69.20349807455085,187.88327777091854,6.705439967148177e-05,0.0003564469897348411,0.013022765624999998,,16.691598003026765,,3.0,0.0,rising,278247676.0,9.478124999999851e-05,0.727811992700272,5.040000000000028,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.49}]}",False,not_in_gap_or_already_strong,47,Buy,47
VIRTUALUSDT,Buy,40,1.2844,1.29364768,1.245868,Bullish,2025-09-10T14:43:09.497869+00:00,2025-09-10T20:13:09.497869+05:30,Success,27,27.0,,5.04%,48.060938787527434,0.001126254286937689,0.0032504971057363656,-0.0021242428187986766,1.305461892904639,1.2921299999999998,1.2787981070953605,0.21009368079645102,-121.02328632338454,10.0,3.0,0.0,1.2819666372900875,0.0074501843269560745,1.2834093750000002,-0.0013406250000000952,-0.10445809623294165,,4.473497997020739,,falling,-435872.6,6.0,4.0,15.0,10.0,0.0,5.0,0.21009368079645102,48.060938787527434,-121.02328632338454,-0.0021242428187986766,0.0074501843269560745,1.2834093750000002,,4.473497997020739,,3.0,0.0,falling,-435872.6,-0.0013406250000000952,-0.10445809623294165,5.04000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40,Buy,40
