Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence
1000BONKUSDT,Buy,40,0.02372,0.02389078,0.0230084,Bullish,2025-09-09T08:58:06.996316+00:00,2025-09-09T14:28:06.996316+05:30,Fail,247,,247.0,5.04%,51.14792091846844,2.139431924387883e-05,4.939404515233008e-05,-2.799972590845125e-05,0.02389646527205269,0.023767550000000002,0.023638634727947312,0.31557654402433427,-61.26797511590392,10.0,3.0,0.0,0.023589745216458555,0.00011490704370439843,0.023691656250000002,-5.859375000000222e-06,,5.408444034817387,,falling,-229158413.0,6.0,4.0,15.0,10.0,0.0,5.0,0.31557654402433427,51.14792091846844,-61.26797511590392,-2.799972590845125e-05,0.00011490704370439843,0.023691656250000002,,5.408444034817387,,3.0,0.0,falling,-229158413.0,5.040000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40,Buy,40
OPUSDT,Buy,42,0.7831,0.78873832,0.759607,Bullish,2025-09-09T08:58:12.918746+00:00,2025-09-09T14:28:12.918746+05:30,Success,46,46.0,,5.04%,65.21610401673009,0.0030320058764321534,0.003276408378114746,-0.0002444025016825925,0.7843685012436683,0.77956,0.7747514987563318,0.8680980643044837,138.44304177937826,10.0,3.0,0.0,0.7725507345661479,0.003021633434507793,0.7821281250000001,0.00035468750000000604,,33.24131508629156,,falling,-356063.90000000014,8.0,4.0,15.0,10.0,0.0,5.0,0.8680980643044837,65.21610401673009,138.44304177937826,-0.0002444025016825925,0.003021633434507793,0.7821281250000001,,33.24131508629156,,3.0,0.0,falling,-356063.90000000014,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,42,Buy,42
TRUMPUSDT,Buy,41,8.809,8.8724248,8.54473,Bullish,2025-09-09T08:58:18.849876+00:00,2025-09-09T14:28:18.849876+05:30,Inconclusive,300,,,5.04%,68.85998430631776,0.018248334369399544,0.015164463614589136,0.0030838707548104076,8.819629186073081,8.77205,8.724470813926919,0.8883000430402938,121.13652113652346,10.0,3.0,0.0,8.74029926593659,0.018276564290944694,8.7956875,0.012250000000001648,,27.626886598737695,,rising,199401.9200000001,8.0,8.049606749782846,15.0,5.0,0.0,5.0,0.8883000430402938,68.85998430631776,121.13652113652346,0.0030838707548104076,0.018276564290944694,8.7956875,,27.626886598737695,,3.0,0.0,rising,199401.9200000001,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.95}]}",False,not_in_gap_or_already_strong,41,Buy,41
VIRTUALUSDT,Buy,40,1.3228,1.33232416,1.283116,Bullish,2025-09-09T08:58:23.647439+00:00,2025-09-09T14:28:23.647439+05:30,Success,70,70.0,,5.04%,61.16765667263537,0.002713011844401647,0.0018560114091699942,0.0008570004352316529,1.3226807762358872,1.31232,1.3019592237641127,1.0057536115730312,222.6287546170445,10.0,3.0,0.0,1.3074357926235036,0.00729003786010297,1.3140328124999998,0.0011390624999998433,,11.339425283851773,,rising,1049321.1999999997,8.0,6.821385957146339,15.0,5.0,0.0,5.0,1.0057536115730312,61.16765667263537,222.6287546170445,0.0008570004352316529,0.00729003786010297,1.3140328124999998,,11.339425283851773,,3.0,0.0,rising,1049321.1999999997,5.040000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.18}]}",False,not_in_gap_or_already_strong,40,Buy,40
NEARUSDT,Buy,47,2.705,2.724476,2.62385,Bullish,2025-09-09T08:58:24.799775+00:00,2025-09-09T14:28:24.799775+05:30,Success,8,8.0,,5.04%,60.882578093196784,0.004935130374350116,0.0051202674420808185,-0.00018513706773070227,2.707620862423862,2.69435,2.681079137576138,0.9012550073931351,124.85681557847118,10.0,3.0,0.0,2.6775549479743916,0.009455050198405498,2.69325,0.002453125000000167,,13.353732206501123,,falling,-885987.0,8.0,9.0,15.0,10.0,0.0,5.0,0.9012550073931351,60.882578093196784,124.85681557847118,-0.00018513706773070227,0.009455050198405498,2.69325,,13.353732206501123,,3.0,0.0,falling,-885987.0,5.0400000000000125,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,47,Buy,47
LDOUSDT,Buy,40,1.2405,1.2494316,1.203285,Bullish,2025-09-09T08:58:29.560794+00:00,2025-09-09T14:28:29.560794+05:30,Inconclusive,300,,,5.04%,50.72592034643834,0.001987193191754555,0.0038714475218530548,-0.0018842543300984999,1.2502883797104856,1.24332,1.2363516202895144,0.2976574098167552,-91.9164396003609,10.0,3.0,0.0,1.232243660948425,0.0077051767986013615,1.2421296874999999,-0.0012640625000002181,,7.965340132646167,,rising,1954939.0,6.0,9.0,15.0,5.0,0.0,5.0,0.2976574098167552,50.72592034643834,-91.9164396003609,-0.0018842543300984999,0.0077051767986013615,1.2421296874999999,,7.965340132646167,,3.0,0.0,rising,1954939.0,5.03999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40,Buy,40
FILUSDT,Buy,40,2.483,2.5008776,2.40851,Bullish,2025-09-09T08:58:35.490851+00:00,2025-09-09T14:28:35.490851+05:30,Success,65,65.0,,5.04%,51.73071973809641,0.0023874478195833326,0.0036739907046954606,-0.001286542885112128,2.489904514522362,2.48435,2.478795485477638,0.37847722833697245,-53.997923156797185,10.0,3.0,0.0,2.473975178430522,0.006213717934629763,2.4855625,-0.00031250000000015987,,10.800884524551988,,falling,-253903.59999999992,6.0,4.0,15.0,10.0,0.0,5.0,0.37847722833697245,51.73071973809641,-53.997923156797185,-0.001286542885112128,0.006213717934629763,2.4855625,,10.800884524551988,,3.0,0.0,falling,-253903.59999999992,5.039999999999951,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40,Buy,40
ONDOUSDT,Buy,42,0.9742,0.98121424,0.944974,Bullish,2025-09-09T08:58:36.693892+00:00,2025-09-09T14:28:36.693892+05:30,Inconclusive,300,,,5.04%,67.56489568968698,0.0041837566232917345,0.00453157695746106,-0.00034782033416932544,0.9753366207755354,0.9690750000000001,0.9628133792244649,0.9092390918996301,145.03015997902514,10.0,3.0,0.0,0.9594727350796876,0.003211223954039801,0.9728296875,0.0005671874999999549,,33.49995259647754,,rising,1721667.6999999997,8.0,9.0,15.0,5.0,0.0,5.0,0.9092390918996301,67.56489568968698,145.03015997902514,-0.00034782033416932544,0.003211223954039801,0.9728296875,,33.49995259647754,,3.0,0.0,rising,1721667.6999999997,5.039999999999964,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,42,Buy,42
TIAUSDT,Buy,42,1.7822,1.79503184,1.728734,Bullish,2025-09-09T08:58:37.906968+00:00,2025-09-09T14:28:37.906968+05:30,Success,41,41.0,,5.04%,66.52723026061022,0.006420307506593392,0.006508276431035044,-8.79689244416516e-05,1.780264731118484,1.7673850000000002,1.7545052688815164,1.0751284659482774,192.4830832597782,10.0,3.0,0.0,1.7537436590380515,0.006958507345382763,1.7741171875,0.0006531249999999211,,24.797119201240477,,rising,73165.0,8.0,9.0,15.0,5.0,0.0,5.0,1.0751284659482774,66.52723026061022,192.4830832597782,-8.79689244416516e-05,0.006958507345382763,1.7741171875,,24.797119201240477,,3.0,0.0,rising,73165.0,5.040000000000015,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,42,Buy,42
PYTHUSDT,Buy,46,0.16271,0.16388151,0.1578287,Bullish,2025-09-09T08:58:42.558824+00:00,2025-09-09T14:28:42.558824+05:30,Success,240,240.0,,5.04%,47.194255196386386,0.00031333597309651795,0.0006042607160220278,-0.00029092474292550987,0.16481863192372181,0.16362249999999998,0.16242636807627814,0.11856214105519282,-119.55254075924914,10.0,3.0,0.0,0.16209883259420949,0.0006184170500925582,0.16340640625,-0.00033734375000002426,,15.347440689781308,,falling,-7956967.0,12.0,4.0,15.0,10.0,0.0,5.0,0.11856214105519282,47.194255196386386,-119.55254075924914,-0.00029092474292550987,0.0006184170500925582,0.16340640625,,15.347440689781308,,3.0,0.0,falling,-7956967.0,5.040000000000059,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,46,Buy,46
BTRUSDT,Buy,44,0.07362,0.07415006,0.0714114,Bullish,2025-09-09T08:58:48.503879+00:00,2025-09-09T14:28:48.503879+05:30,Success,5,5.0,,5.04%,36.5730339609212,-7.743229882567482e-05,0.00016374241634647878,-0.0002411747151721536,0.07737797111649589,0.0755715,0.07376502888350411,-0.0401414897198659,-183.25388800616207,10.0,0.0,3.0,0.07520280882007015,0.001102369061055076,0.07637078124999999,-0.0002696874999999904,,-1.91858510301208,,falling,-6724209.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.0401414897198659,36.5730339609212,-183.25388800616207,-0.0002411747151721536,0.001102369061055076,0.07637078124999999,,-1.91858510301208,,0.0,3.0,falling,-6724209.0,5.039999999999969,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44,Buy,44
