Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence
BTCUSDT,Buy,40,112932.1,113745.21112,109544.137,Bullish,2025-09-09T08:57:31.361446+00:00,2025-09-09T14:27:31.361446+05:30,Inconclusive,300,,,5.04%,53.56854178380344,71.4370146770525,110.40130310793369,-38.96428843088118,113150.52958759769,112986.05,112821.57041240232,0.33599788646127304,-68.86653024103838,10.0,3.0,0.0,112661.96915184706,118.37635619206753,112984.53125,5.0234375,,15.533420843468878,,rising,255.13000000000002,6.0,9.0,15.0,5.0,0.0,5.0,0.33599788646127304,53.56854178380344,-68.86653024103838,-38.96428843088118,118.37635619206753,112984.53125,,15.533420843468878,,3.0,0.0,rising,255.13000000000002,5.040000000000008,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40,Buy,40
MYXUSDT,Buy,42,16.6544,16.77431168,16.154768,Bullish,2025-09-09T08:57:32.563665+00:00,2025-09-09T14:27:32.563665+05:30,Success,2,2.0,,5.04%,69.20062393912171,0.5139289629149459,0.5875654957979228,-0.07363653288297689,16.62358792859033,16.165950000000002,15.708312071409676,1.0336642457767666,153.11979138663426,10.0,3.0,0.0,14.977118410513329,0.504581492545814,16.468692187499997,0.055237500000000495,,37.91999471508204,,rising,906436.0,8.0,9.0,15.0,5.0,0.0,5.0,1.0336642457767666,69.20062393912171,153.11979138663426,-0.07363653288297689,0.504581492545814,16.468692187499997,,37.91999471508204,,3.0,0.0,rising,906436.0,5.040000000000055,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,42,Buy,42
WLDUSDT,Buy,42,1.9403,1.95427016,1.882091,Bullish,2025-09-09T08:57:34.942275+00:00,2025-09-09T14:27:34.942275+05:30,Success,6,6.0,,5.04%,57.652612632118924,0.0072542773586041776,0.007858299297410538,-0.0006040219388063605,1.9489085560448163,1.921075,1.893241443955184,0.8453565180288983,123.07909348327695,10.0,3.0,0.0,1.891452149910473,0.027275213100861437,1.917378125,0.0040437499999996795,,7.399581629082305,,falling,-58440662.0,8.0,4.0,15.0,10.0,0.0,5.0,0.8453565180288983,57.652612632118924,123.07909348327695,-0.0006040219388063605,0.027275213100861437,1.917378125,,7.399581629082305,,3.0,0.0,falling,-58440662.0,5.039999999999983,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,42,Buy,42
DOGEUSDT,Buy,43,0.24097,0.24270498,0.2337409,Bullish,2025-09-09T08:57:37.280801+00:00,2025-09-09T14:27:37.280801+05:30,Success,188,188.0,,5.04%,58.94022107431073,0.0004047667566157154,0.000448982573114332,-4.421581649861661e-05,0.24135331746315067,0.24045149999999998,0.2395496825368493,0.7874750274786869,90.87942568118453,10.0,3.0,0.0,0.23953195847197625,0.0006896670572662631,0.2409909375,0.00015734375000001077,,17.675257234373337,,falling,-58096190.0,4.0,9.0,15.0,10.0,0.0,5.0,0.7874750274786869,58.94022107431073,90.87942568118453,-4.421581649861661e-05,0.0006896670572662631,0.2409909375,,17.675257234373337,,3.0,0.0,falling,-58096190.0,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,43,Buy,43
SUIUSDT,Buy,40,3.5953,3.62118616,3.487441,Bullish,2025-09-09T08:57:45.615896+00:00,2025-09-09T14:27:45.615896+05:30,Inconclusive,300,,,5.04%,57.514571277305585,0.009661505513631763,0.014476169935333766,-0.004814664421702003,3.610726508263831,3.5987299999999998,3.5867334917361684,0.3570417356214794,-80.87468180111487,10.0,0.0,3.0,3.56081374641873,0.010255219957903105,3.5946453125,-0.0014640625000001961,,24.197795031636176,,falling,-463888.00000000047,6.0,9.0,15.0,5.0,0.0,5.0,0.3570417356214794,57.514571277305585,-80.87468180111487,-0.004814664421702003,0.010255219957903105,3.5946453125,,24.197795031636176,,0.0,3.0,falling,-463888.00000000047,5.040000000000042,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40,Buy,40
1000PEPEUSDT,Buy,43,0.0107211,0.01079829,0.01039947,Bullish,2025-09-09T08:57:48.044810+00:00,2025-09-09T14:27:48.044810+05:30,Success,2,2.0,,5.04%,72.39373198754978,4.8123076028748143e-05,4.709294790394974e-05,1.0301281247984044e-06,0.0107339607182877,0.010636685,0.0105394092817123,0.9338955367584028,133.8554069857513,10.0,3.0,0.0,0.01054536397446941,3.934117892329009e-05,0.010712017187499999,1.3706249999998615e-05,,34.93668377392871,,rising,753026833.0,8.0,9.628427405375124,15.0,5.0,0.0,5.0,0.9338955367584028,72.39373198754978,133.8554069857513,1.0301281247984044e-06,3.934117892329009e-05,0.010712017187499999,,34.93668377392871,,3.0,0.0,rising,753026833.0,5.040000000000036,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.37}]}",False,not_in_gap_or_already_strong,43,Buy,43
HYPEUSDT,Buy,41,54.376,54.7675072,52.74472,Bullish,2025-09-09T08:57:50.366902+00:00,2025-09-09T14:27:50.366902+05:30,Success,8,8.0,,5.04%,46.61474078567615,0.09466416747624606,0.16891679634557108,-0.07425262886932502,54.9330724687445,54.5985,54.263927531255504,0.16748608928441114,-98.58359293873315,10.0,3.0,0.0,54.04336816274519,0.23377323986750992,54.753984375,-0.02339062500000466,,11.146671410710358,,rising,112264.14999999994,12.0,4.0,15.0,5.0,0.0,5.0,0.16748608928441114,46.61474078567615,-98.58359293873315,-0.07425262886932502,0.23377323986750992,54.753984375,,11.146671410710358,,3.0,0.0,rising,112264.14999999994,5.039999999999994,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41,Buy,41
AVAXUSDT,Buy,45,25.92,26.106624,25.1424,Bullish,2025-09-09T08:57:53.936237+00:00,2025-09-09T14:27:53.936237+05:30,Success,68,68.0,,5.04%,53.37060100666267,0.054201442690157364,0.08274420939054969,-0.028542766700392325,26.07418701320223,25.957800000000002,25.841412986797774,0.33761074814111197,-67.04907584449012,10.0,3.0,0.0,25.740155057690462,0.07759140941524571,25.975,-0.00506250000000108,,16.51997005722984,,falling,-69091.0,6.0,9.0,15.0,10.0,0.0,5.0,0.33761074814111197,53.37060100666267,-67.04907584449012,-0.028542766700392325,0.07759140941524571,25.975,,16.51997005722984,,3.0,0.0,falling,-69091.0,5.039999999999955,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,45,Buy,45
KAITOUSDT,Buy,44,1.4583,1.46879976,1.414551,Bullish,2025-09-09T08:57:59.862590+00:00,2025-09-09T14:27:59.862590+05:30,Success,4,4.0,,5.04%,60.77425718749019,0.0180457687074711,0.011042271468204974,0.007003497239266125,1.4739676578377485,1.411965,1.3499623421622513,0.8736533369363904,124.79384662891086,10.0,3.0,0.0,1.39845667846946,0.02572860953895736,1.44996875,0.013179687500000092,,19.097576792450894,,rising,7259583.500000001,8.0,10.532958319721095,15.0,5.0,0.0,5.0,0.8736533369363904,60.77425718749019,124.79384662891086,0.007003497239266125,0.02572860953895736,1.44996875,,19.097576792450894,,3.0,0.0,rising,7259583.500000001,5.040000000000039,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.47}]}",False,not_in_gap_or_already_strong,44,Buy,44
WIFUSDT,Buy,42,0.8993,0.90577496,0.872321,Bullish,2025-09-09T08:58:03.449351+00:00,2025-09-09T14:28:03.449351+05:30,Inconclusive,300,,,5.04%,61.99330644531828,0.0019250812297313402,0.0021335981161507726,-0.00020851688641943238,0.8998817926613135,0.896215,0.8925482073386865,0.9206673631356733,152.10355987054618,10.0,3.0,0.0,0.890278278715571,0.0033532655891150864,0.8964531250000001,0.0005968750000000522,,16.775382548266606,,falling,-21087.799999999814,8.0,4.0,15.0,10.0,0.0,5.0,0.9206673631356733,61.99330644531828,152.10355987054618,-0.00020851688641943238,0.0033532655891150864,0.8964531250000001,,16.775382548266606,,3.0,0.0,falling,-21087.799999999814,5.040000000000023,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,42,Buy,42
