Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule
ETHUSDT,Buy,44,4682.0,4715.7104,4541.54,Bullish,2025-09-14T02:21:29.200197+00:00,2025-09-14T07:51:29.200197+05:30,Inconclusive,600,,,5.04%,63.03430655511607,4.826752473751185,2.5300026689493995,2.2967498048017854,4687.394251928457,4666.9349999999995,4646.475748071542,0.8681708415508043,127.04978362331575,10.0,3.0,0.0,4665.480114453128,7.544977027921002,4680.491093749999,4.548281249999491,0.09717529974734805,,17.883681267697664,,rising,24379.427000000007,8.0,11.305787030398893,15.0,5.0,0.0,5.0,0.8681708415508043,63.03430655511607,127.04978362331575,2.2967498048017854,7.544977027921002,4680.491093749999,,17.883681267697664,,3.0,0.0,rising,24379.427000000007,4.548281249999491,0.09717529974734805,5.03999999999999,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.69}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,
BTCUSDT,Buy,45,116002.0,116837.2144,112521.94,Bullish,2025-09-14T02:21:30.097646+00:00,2025-09-14T07:51:30.097646+05:30,Inconclusive,600,,,5.04%,60.58459981864619,39.31773069498013,17.136290687913398,22.18144000706673,116063.49594247545,115864.51999999999,115665.54405752453,0.8454689001334083,115.94781018866486,10.0,3.0,0.0,115865.52319889935,64.96369356580252,116006.7078125,39.07499999999709,0.03368339705248205,,14.786393504696754,,rising,948.5270000000002,8.0,12.194647362997813,15.0,5.0,0.0,5.0,0.8454689001334083,60.58459981864619,115.94781018866486,22.18144000706673,64.96369356580252,116006.7078125,,14.786393504696754,,3.0,0.0,rising,948.5270000000002,39.07499999999709,0.03368339705248205,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.81}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,
DOGEUSDT,Buy,44,0.29337,0.29548226,0.2845689,Bullish,2025-09-14T02:21:31.014992+00:00,2025-09-14T07:51:31.014992+05:30,Fail,117,,117.0,5.04%,66.35697775965428,0.0014046107016821852,0.0003212311118395376,0.0010833795898426476,0.2944122852778715,0.286876,0.27933971472212854,0.9308488705349369,143.52980289539929,10.0,0.0,3.0,0.2881634631464036,0.0018686799586183126,0.29193937499999995,0.001564062499999963,0.5357490746152221,,19.211882451002527,,rising,177517629.0,8.0,16.0,15.0,0.0,0.0,5.0,0.9308488705349369,66.35697775965428,143.52980289539929,0.0010833795898426476,0.0018686799586183126,0.29193937499999995,,19.211882451002527,,0.0,3.0,rising,177517629.0,0.001564062499999963,0.5357490746152221,5.03999999999994,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,
SOLUSDT,Buy,44,246.54,248.315088,239.1438,Bullish,2025-09-14T02:21:31.899245+00:00,2025-09-14T07:51:31.899245+05:30,Success,27,27.0,,5.04%,69.46466073966158,1.0935885802003895,0.859391021370529,0.23419755882986049,247.473962508931,244.4215,241.369037491069,0.8470149090777696,108.7645022071267,10.0,3.0,0.0,243.29067705193432,0.8350633362300532,246.66765625000002,0.5818749999999682,0.23589432390367077,,37.18978154981553,,rising,1527507.1099999999,8.0,10.730916288687572,15.0,5.0,0.0,5.0,0.8470149090777696,69.46466073966158,108.7645022071267,0.23419755882986049,0.8350633362300532,246.66765625000002,,37.18978154981553,,3.0,0.0,rising,1527507.1099999999,0.5818749999999682,0.23589432390367077,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.27}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,
XRPUSDT,Buy,49,3.1234,3.14588848,3.029698,Bullish,2025-09-14T02:21:33.651831+00:00,2025-09-14T07:51:33.651831+05:30,Inconclusive,600,,,5.04%,61.656472012196645,0.0025741272287080896,-0.0006420015882565897,0.0032161288169646795,3.1284244648123276,3.10594,3.0834555351876722,0.8882680807778747,122.98016448959862,10.0,0.0,3.0,3.1124713972701588,0.006463360241114559,3.120925,0.00513124999999981,0.16441439637286412,,9.309129548434827,,falling,-8505865.199999997,8.0,15.942254296171175,15.0,5.0,0.0,5.0,0.8882680807778747,61.656472012196645,122.98016448959862,0.0032161288169646795,0.006463360241114559,3.120925,,9.309129548434827,,0.0,3.0,falling,-8505865.199999997,0.00513124999999981,0.16441439637286412,5.039999999999957,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,
1000PEPEUSDT,Buy,48,0.0119567,0.01204279,0.011598,Bullish,2025-09-14T02:21:34.541687+00:00,2025-09-14T07:51:34.541687+05:30,Fail,115,,115.0,5.04%,66.2192912318338,1.4477784477696931e-05,-1.4078154741217215e-05,2.8555939218914146e-05,0.011960835262345261,0.011798885,0.01163693473765474,0.9872329248332901,176.78481169159295,10.0,0.0,3.0,0.01186331840882952,4.9026243443460955e-05,0.011885732812499999,3.690781249999879e-05,0.3105219769132245,,7.063012045708255,,rising,198858933.0,8.0,20.0,15.0,0.0,0.0,5.0,0.9872329248332901,66.2192912318338,176.78481169159295,2.8555939218914146e-05,4.9026243443460955e-05,0.011885732812499999,,7.063012045708255,,0.0,3.0,rising,198858933.0,3.690781249999879e-05,0.3105219769132245,5.040000000000033,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,
AVAXUSDT,Buy,49,30.084,30.3006048,29.18148,Bullish,2025-09-14T02:21:38.996617+00:00,2025-09-14T07:51:38.996617+05:30,Success,168,168.0,,5.04%,59.45725663761556,0.03541320720839991,0.010211755834712209,0.025201451373687702,30.12707788641518,29.939599999999995,29.75212211358481,0.8851120864468772,150.9480728714848,10.0,3.0,0.0,29.92885403982559,0.0911870316565087,29.999843749999997,0.04921874999999787,0.16406335449663093,,11.07662706266012,,falling,-268422.0,8.0,10.632904065205782,15.0,10.0,0.0,5.0,0.8851120864468772,59.45725663761556,150.9480728714848,0.025201451373687702,0.0911870316565087,29.999843749999997,,11.07662706266012,,3.0,0.0,falling,-268422.0,0.04921874999999787,0.16406335449663093,5.039999999999975,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.37}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,
SUIUSDT,Buy,45,3.7962,3.82353264,3.682314,Bullish,2025-09-14T02:21:41.648820+00:00,2025-09-14T07:51:41.648820+05:30,Inconclusive,600,,,5.04%,55.827448048805024,-0.0007736484639608854,-0.006501848903812194,0.005728200439851308,3.80867756296857,3.7738099999999997,3.7389424370314295,0.8210720522707968,103.02890705977148,10.0,3.0,0.0,3.7937542622232163,0.011241148698670999,3.795096875,0.00786406250000038,0.20721638363975567,,-2.60685158139717,,rising,1470090.1,8.0,12.0,15.0,5.0,0.0,5.0,0.8210720522707968,55.827448048805024,103.02890705977148,0.005728200439851308,0.011241148698670999,3.795096875,,-2.60685158139717,,3.0,0.0,rising,1470090.1,0.00786406250000038,0.20721638363975567,5.040000000000004,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,
BNBUSDT,Buy,44,937.49,944.239928,909.3653,Bullish,2025-09-14T02:21:42.534342+00:00,2025-09-14T07:51:42.534342+05:30,Success,221,221.0,,5.04%,61.49664542739689,1.0921762054213104,0.6593297763801719,0.43284642904113857,938.9456735114195,934.1674999999999,929.3893264885803,0.8476746911826764,118.18315018315347,10.0,0.0,3.0,933.8799266824979,1.4534038963153368,937.8265624999999,0.5323437499998818,0.056763560693012666,,16.19994817623976,,falling,-6652.719999999997,8.0,11.147575648671188,15.0,5.0,0.0,5.0,0.8476746911826764,61.49664542739689,118.18315018315347,0.43284642904113857,1.4534038963153368,937.8265624999999,,16.19994817623976,,0.0,3.0,falling,-6652.719999999997,0.5323437499998818,0.056763560693012666,5.039999999999966,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.85}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,
ADAUSDT,Buy,49,0.9285,0.9351852,0.900645,Bullish,2025-09-14T02:21:43.416885+00:00,2025-09-14T07:51:43.416885+05:30,Inconclusive,600,,,5.04%,61.33197547124078,0.0005923330905892588,-0.0008201396707038499,0.0014124727612931085,0.930223691194988,0.9213049999999999,0.9123863088050118,0.9033663596315182,133.39552238805928,10.0,0.0,3.0,0.9249964923884061,0.0026140742560270673,0.9268687499999999,0.0020812499999999234,0.22454635567332737,,4.9981696151208475,,falling,-7801374.0,8.0,16.0,15.0,5.0,0.0,5.0,0.9033663596315182,61.33197547124078,133.39552238805928,0.0014124727612931085,0.0026140742560270673,0.9268687499999999,,4.9981696151208475,,0.0,3.0,falling,-7801374.0,0.0020812499999999234,0.22454635567332737,5.03999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,
