Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct
MYXUSDT,Buy,43,16.389,16.5070008,15.89733,Bullish,2025-09-10T18:30:12.885265+00:00,2025-09-11T00:00:12.885265+05:30,Success,1,1.0,,5.04%,55.598482553488665,-0.040661671903095,-0.11050776225657233,0.06984609035347733,16.555428280744408,16.0574,15.559371719255596,0.8329128212401438,103.63805175174566,5.0,0.0,3.0,16.319228202174088,0.31714962365028315,15.873906250000001,0.028984374999998508,0.1825913202681193,,-3.881004580228743,,falling,-1600799.0,8.0,10.285537309455858,15.0,5.0,0.0,5.0,0.8329128212401438,55.598482553488665,103.63805175174566,0.06984609035347733,0.31714962365028315,15.873906250000001,,-3.881004580228743,,0.0,3.0,falling,-1600799.0,0.028984374999998508,0.1825913202681193,5.040000000000034,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.71}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,
BAKEUSDT,Buy,48,0.1303,0.13123816,0.126391,Bullish,2025-09-10T18:30:14.767421+00:00,2025-09-11T00:00:14.767421+05:30,Fail,1,,1.0,5.04%,59.68390117282235,0.0006039095486356783,-0.003119741108878993,0.0037236506575146714,0.13284945011601998,0.11442000000000001,0.09599054988398005,0.9308321707926639,172.10572605656625,5.0,3.0,0.0,0.12401511380307968,0.008503921504340518,0.1144953125,0.004362500000000005,3.8101996533700935,,1.7417709686129168,,rising,88793569.0,8.0,14.5089887923751,15.0,5.0,0.0,5.0,0.9308321707926639,59.68390117282235,172.10572605656625,0.0037236506575146714,0.008503921504340518,0.1144953125,,1.7417709686129168,,3.0,0.0,rising,88793569.0,0.004362500000000005,3.8101996533700935,5.0399999999999645,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.49}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,
DOGEUSDT,Buy,41,0.24322,0.24497118,0.2359234,Bullish,2025-09-10T18:30:16.534928+00:00,2025-09-11T00:00:16.534928+05:30,Success,277,277.0,,5.04%,37.9526500727511,-0.0002921947242181533,7.528282315179799e-05,-0.0003674775473699513,0.24849449513939037,0.24555599999999997,0.24261750486060957,0.102517634164849,-141.18565137856748,5.0,3.0,0.0,0.24443453120954434,0.0009041979767397163,0.24408734375000002,-0.00024328124999997702,-0.09966975192665106,,-6.993644814863355,,falling,-244851950.0,18.0,0.0,8.0,10.0,0.0,5.0,0.102517634164849,37.9526500727511,-141.18565137856748,-0.0003674775473699513,0.0009041979767397163,0.24408734375000002,,-6.993644814863355,,3.0,0.0,falling,-244851950.0,-0.00024328124999997702,-0.09966975192665106,5.039999999999968,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
1000PEPEUSDT,Buy,41,0.010469,0.01054438,0.01015493,Bullish,2025-09-10T18:30:30.895559+00:00,2025-09-11T00:00:30.895559+05:30,Success,323,323.0,,5.04%,39.68489267331806,-1.0795447352648924e-05,-4.750319348833587e-06,-6.045128003815337e-06,0.010602987981495839,0.01052779,0.010452592018504162,0.10909855005047762,-130.16355321881423,5.0,3.0,0.0,0.010519437613968733,3.193126310011119e-05,0.0105131984375,-2.4093749999981595e-06,-0.02291762125790427,,-7.9080985514775435,,falling,-289150798.0,18.0,0.0,8.0,10.0,0.0,5.0,0.10909855005047762,39.68489267331806,-130.16355321881423,-6.045128003815337e-06,3.193126310011119e-05,0.0105131984375,,-7.9080985514775435,,3.0,0.0,falling,-289150798.0,-2.4093749999981595e-06,-0.02291762125790427,5.0400000000000365,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
FARTCOINUSDT,Buy,41,0.8708,0.87706976,0.844676,Bullish,2025-09-10T18:30:33.580040+00:00,2025-09-11T00:00:33.580040+05:30,Success,8,8.0,,5.04%,38.00585312026733,-0.002189041036811945,-0.0015633765688333574,-0.0006256644679785877,0.885288104169086,0.877995,0.870701895830914,0.0067258170740183455,-171.5698393077835,5.0,3.0,0.0,0.8776233954576579,0.004843452595796924,0.8765656249999999,-0.0004140625000000897,-0.04723690824632665,,-12.774596948278594,,falling,-3283111.7000000007,18.0,0.0,8.0,10.0,0.0,5.0,0.0067258170740183455,38.00585312026733,-171.5698393077835,-0.0006256644679785877,0.004843452595796924,0.8765656249999999,,-12.774596948278594,,3.0,0.0,falling,-3283111.7000000007,-0.0004140625000000897,-0.04723690824632665,5.040000000000011,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
PYTHUSDT,Buy,54,0.17125,0.172483,0.1661125,Bullish,2025-09-10T18:30:36.261548+00:00,2025-09-11T00:00:36.261548+05:30,Success,227,227.0,,5.04%,29.174388742522865,-0.0011543885240429819,-0.0011417770829605708,-1.2611441082411093e-05,0.17574200283506733,0.1731685,0.17059499716493268,0.12725900786703442,-121.55791278260001,5.0,0.0,3.0,0.17512922602602593,0.0007568181648294145,0.17152890625,-0.00011593750000002401,-0.0675906484421042,,-36.67568051296256,,falling,-19090910.0,24.0,0.0,8.0,5.0,12.0,5.0,0.12725900786703442,29.174388742522865,-121.55791278260001,-1.2611441082411093e-05,0.0007568181648294145,0.17152890625,,-36.67568051296256,,0.0,3.0,falling,-19090910.0,-0.00011593750000002401,-0.0675906484421042,5.040000000000048,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,1.0,-0.00011593750000002401,-0.0675906484421042
AAVEUSDT,Buy,41,301.82,303.993104,292.7654,Bullish,2025-09-10T18:30:42.619554+00:00,2025-09-11T00:00:42.619554+05:30,Success,543,543.0,,5.04%,38.794157650998024,-0.2894880917970113,-0.12829596706359217,-0.16119212473341912,304.8468857084226,303.18850000000003,301.5301142915775,0.08739996580718312,-144.73719622144282,5.0,3.0,0.0,302.88529342721426,0.7677774259193866,302.90156249999995,-0.06625000000002501,-0.02187179209418077,,-9.070877621226202,,falling,-2443.8,18.0,0.0,8.0,10.0,0.0,5.0,0.08739996580718312,38.794157650998024,-144.73719622144282,-0.16119212473341912,0.7677774259193866,302.90156249999995,,-9.070877621226202,,3.0,0.0,falling,-2443.8,-0.06625000000002501,-0.02187179209418077,5.040000000000054,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
1000BONKUSDT,Buy,44,0.023043,0.02320891,0.02235171,Bullish,2025-09-10T18:30:48.069505+00:00,2025-09-11T00:00:48.069505+05:30,Success,9,9.0,,5.04%,32.394061877483665,-4.861682036975956e-05,-2.3466158272488884e-05,-2.5150662097270677e-05,0.023498143478483443,0.02328545,0.023072756521516555,-0.06995165467396018,-218.9068471704242,5.0,0.0,3.0,0.02328499341736803,0.00010829004402739553,0.023237859375000003,-2.826562499999921e-05,-0.1216360962680075,,-14.369553359222294,,falling,-74519860.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.06995165467396018,32.394061877483665,-218.9068471704242,-2.5150662097270677e-05,0.00010829004402739553,0.023237859375000003,,-14.369553359222294,,0.0,3.0,falling,-74519860.0,-2.826562499999921e-05,-0.1216360962680075,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,
MUSDT,Buy,46,1.9898,2.00412656,1.930106,Bullish,2025-09-10T18:30:48.953995+00:00,2025-09-11T00:00:48.953995+05:30,Success,193,193.0,,5.04%,59.600252861153955,0.004150110791823147,0.0011387070462894862,0.003011403745533661,1.9941414389996766,1.9688599999999998,1.9435785610003231,0.9141378186634856,176.01532405157832,5.0,3.0,0.0,1.968092953137569,0.020006150292069924,1.96134375,0.0025937499999999503,0.1322435192709055,,6.998848567688909,,falling,-187776.0,8.0,7.612573575509719,15.0,10.0,0.0,5.0,0.9141378186634856,59.600252861153955,176.01532405157832,0.003011403745533661,0.020006150292069924,1.96134375,,6.998848567688909,,3.0,0.0,falling,-187776.0,0.0025937499999999503,0.1322435192709055,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.39}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,
TRUMPUSDT,Buy,41,8.797,8.8603384,8.53309,Bullish,2025-09-10T18:30:55.326845+00:00,2025-09-11T00:00:55.326845+05:30,Inconclusive,600,,,5.04%,36.93399961195298,-0.006580682344896616,-0.0033855466513006507,-0.003195135693595965,8.86086175119165,8.82825,8.795638248808352,0.020878228581563147,-168.97038081803734,5.0,3.0,0.0,8.827610041763696,0.015448235706037492,8.81984375,-0.002406249999999943,-0.02728222934788321,,-10.358106282235239,,falling,-147483.80000000002,18.0,0.0,8.0,10.0,0.0,5.0,0.020878228581563147,36.93399961195298,-168.97038081803734,-0.003195135693595965,0.015448235706037492,8.81984375,,-10.358106282235239,,3.0,0.0,falling,-147483.80000000002,-0.002406249999999943,-0.02728222934788321,5.039999999999939,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
