SourceFile,Coin,Signal,Confidence,Outcome,Duration(min),Did_TP_Hit,Buy_Score,Sell_Score,Num_Confluence_Buy,Num_Confluence_Sell,Regime,Estimated_Profit,DeservedStrongBuy,DeservedStrongSell,SignalTimeUTC,SignalTimeIST,rsi5m,williamsR,cci5m,cmf5m,stc5m,tsi5m,cvd5m,hma5m,alma5m,macd5m_macd,macd5m_signal,macd5m_hist,boll_upper,boll_middle,boll_lower,keltner_upper,keltner_middle,keltner_lower,marketTrend,RSI_buy_score,WilliamsR_buy_score,CCI_buy_score,CMF_buy_score,CVD_buy_score,HMA_buy_score,ALMA_buy_score,MACD_buy_score,RSI_sell_score,WilliamsR_sell_score,CCI_sell_score,CMF_sell_score,CVD_sell_score,HMA_sell_score,ALMA_sell_score,MACD_sell_score,Keltner_sell_score,Bollinger_buy_score,Keltner_buy_score,Bollinger_sell_score
signals_2025-09-04_22-49-29_STRONG.json,ETHUSDT,Buy,40,Inconclusive,,False,40.0,40,,,Bearish,5.04%,0,0,2025-09-04T17:18:30.849737+00:00,2025-09-04T22:48:30.849737+05:30,47.217724169848964,-16.93711967545717,72.79520532248148,0.0664995056726721,,,falling,up,up,-6.707734583433194,-10.137165585935616,3.4294310025024224,4316.997847387615,4303.29,4289.582152612385,4317.035,4303.29,4289.545,-10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-04_22-49-29_STRONG.json,BTCUSDT,Buy,50,Success,270.0,True,50.0,50,,,Bearish,5.04%,0,0,2025-09-04T17:18:31.738400+00:00,2025-09-04T22:48:31.738400+05:30,52.808315501189576,-6.415506415506364,138.77853384348984,0.15498648647644367,,,falling,up,up,-54.20666348544182,-106.74338376868099,52.53672028323916,109712.33121046552,109509.48500000002,109306.63878953451,109656.53499999999,109509.48499999999,109362.43499999998,-10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,,,
signals_2025-09-04_22-49-29_STRONG.json,SOLUSDT,Buy,40,Inconclusive,,False,40.0,25,,,Bearish,5.04%,0,0,2025-09-04T17:18:32.580509+00:00,2025-09-04T22:48:32.580509+05:30,48.19835202923244,-40.00000000000138,65.4307524536444,0.30326872726484194,,,falling,up,up,-0.10820207220257316,-0.2628380020304049,0.15463592982783175,204.96355562461852,204.1815,203.39944437538148,204.8615,204.1815,203.5015,-10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-04_22-49-29_STRONG.json,ALPACAUSDT,Strong Sell,60,Inconclusive,,False,25.0,60,,,Bearish,5.04%,0,0,2025-09-04T17:18:33.415914+00:00,2025-09-04T22:48:33.415914+05:30,,,0.0,,,,falling,down,down,0.0,0.0,0.0,1.19,1.19,1.19,1.1900000000000002,1.1900000000000002,1.1900000000000002,-10.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,15.0,10.0,10.0,0.0,,15.0,10.0,15.0
signals_2025-09-04_22-49-29_STRONG.json,WLFIUSDT,Strong Sell,60,Fail,0.0,False,50.0,60,,,Bearish,5.04%,0,0,2025-09-04T17:18:34.263576+00:00,2025-09-04T22:48:34.263576+05:30,65.56210100510793,-3.529411764705817,123.87583405860235,0.21370783127762355,,,falling,up,up,0.0024734470330854963,0.0020793238212841974,0.00039412321180129885,0.18150620683457186,0.17670999999999998,0.1719137931654281,0.18091000000000002,0.17671,0.17251,-10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,,,
signals_2025-09-04_22-49-29_STRONG.json,XRPUSDT,Buy,40,Inconclusive,,False,40.0,25,,,Bearish,5.04%,0,0,2025-09-04T17:18:35.107466+00:00,2025-09-04T22:48:35.107466+05:30,50.08902712805515,-22.699386503066062,74.4403241312944,0.0959176181767507,,,falling,up,up,-0.002467468192617339,-0.0038606865399923255,0.0013932183473749863,2.8179267702604873,2.8097350000000003,2.8015432297395133,2.8171850000000003,2.8097350000000003,2.8022850000000004,-10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-04_22-49-29_STRONG.json,DOGEUSDT,Buy,50,Inconclusive,,False,50.0,25,,,Bearish,5.04%,0,0,2025-09-04T17:18:35.949055+00:00,2025-09-04T22:48:35.949055+05:30,48.104684166857474,-24.817518248175507,112.1654501216609,0.10143864858448248,,,falling,up,up,-0.00022673844630580198,-0.0003713070598816422,0.00014456861357584023,0.212816779795995,0.21230599999999997,0.21179522020400493,0.21276099999999998,0.21230599999999997,0.21185099999999996,-10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-04_22-49-29_STRONG.json,MUSDT,Strong Sell,55,Success,23.0,True,10.0,55,,,Bearish,5.04%,0,0,2025-09-04T17:18:36.788363+00:00,2025-09-04T22:48:36.788363+05:30,46.27065586353425,-64.1428571428572,-28.931709815975726,0.0504056989248609,,,falling,down,down,-0.0017664104979149275,-0.0012575386637732173,-0.0005088718341417103,1.386369106971805,1.3527200000000001,1.3190708930281954,1.37942,1.3527200000000001,1.3260200000000002,-10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,10.0,,,,
signals_2025-09-04_22-49-29_STRONG.json,ENAUSDT,Strong Buy,60,Inconclusive,,False,60.0,55,,,Bearish,5.04%,0,0,2025-09-04T17:18:37.628922+00:00,2025-09-04T22:48:37.628922+05:30,22.56424883917849,-95.63318777292577,-103.03723056825511,-0.25928648442656865,,,falling,up,up,-0.00791548665170383,-0.007268428892881882,-0.0006470577588219475,0.6834369142909251,0.6649499999999999,0.6464630857090747,0.6782999999999999,0.6649499999999999,0.6516,-10.0,25.0,15.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,0.0,0.0,10.0,,,,
signals_2025-09-04_22-49-29_STRONG.json,PUMPUSDT,Strong Sell,65,Success,3.0,True,10.0,65,,,Bearish,5.04%,0,0,2025-09-04T17:18:38.522715+00:00,2025-09-04T22:48:38.522715+05:30,36.20505482339484,-71.23893805309743,-62.110783349721345,-0.08478039359206471,,,falling,down,down,-4.6050765052970365e-05,-4.564119060792593e-05,-4.0957444504443176e-07,0.004335401446427421,0.00420145,0.0040674985535725785,0.004304450000000001,0.004201450000000001,0.00409845,-10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,10.0,10.0,10.0,,,,
