SourceFile,Coin,Signal,Confidence,Outcome,Duration(min),Did_TP_Hit,Buy_Score,Sell_Score,Num_Confluence_Buy,Num_Confluence_Sell,Regime,Estimated_Profit,DeservedStrongBuy,DeservedStrongSell,SignalTimeUTC,SignalTimeIST,rsi5m,williamsR,cci5m,cmf5m,stc5m,tsi5m,cvd5m,hma5m,alma5m,macd5m_macd,macd5m_signal,macd5m_hist,boll_upper,boll_middle,boll_lower,keltner_upper,keltner_middle,keltner_lower,marketTrend,RSI_buy_score,WilliamsR_buy_score,CCI_buy_score,CMF_buy_score,CVD_buy_score,HMA_buy_score,ALMA_buy_score,Keltner_buy_score,MACD_buy_score,RSI_sell_score,WilliamsR_sell_score,CCI_sell_score,CMF_sell_score,CVD_sell_score,HMA_sell_score,ALMA_sell_score,MACD_sell_score,Bollinger_buy_score,Bollinger_sell_score,Keltner_sell_score
signals_2025-09-04_19-27-03_STRONG.json,ETHUSDT,Strong Sell,65,Success,9.0,True,45.0,65,,,Bearish,5.04%,0,0,2025-09-04T13:55:48.388233+00:00,2025-09-04T19:25:48.388233+05:30,34.322362942008056,-82.62656454324805,-137.05822992558473,0.13271643621698176,,,falling,down,down,-7.479562840489052,-4.398976763643273,-3.080586076845779,4419.0320381478305,4394.5385,4370.044961852169,4415.003500000001,4394.538500000001,4374.0735,-10.0,10.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,15.0,10.0,10.0,10.0,,,
signals_2025-09-04_19-27-03_STRONG.json,BTCUSDT,Strong Sell,65,Success,19.0,True,20.0,65,,,Bearish,5.04%,0,0,2025-09-04T13:55:49.486267+00:00,2025-09-04T19:25:49.486267+05:30,38.48887597607448,-60.59484299208586,-113.38483483321032,0.04327983929529848,,,falling,down,down,-85.21430576316197,-50.35206441587803,-34.86224134728394,110973.53680391925,110680.53499999999,110387.53319608072,110937.935,110680.535,110423.13500000001,-10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,15.0,10.0,10.0,10.0,,,
signals_2025-09-04_19-27-03_STRONG.json,SOLUSDT,Strong Sell,65,Success,13.0,True,30.0,65,,,Bearish,5.04%,0,0,2025-09-04T13:55:50.598638+00:00,2025-09-04T19:25:50.598638+05:30,38.56389424955984,-76.958525345622,-144.25400483301658,0.02212841322360741,,,falling,down,down,-0.18710086095757106,-0.06600992066830369,-0.12109094028926737,208.44702408418004,207.5595,206.67197591581998,208.34949999999998,207.55949999999999,206.7695,-10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,15.0,10.0,10.0,10.0,,,
signals_2025-09-04_19-27-03_STRONG.json,ALPACAUSDT,Strong Sell,60,Inconclusive,,False,25.0,60,,,Bearish,5.04%,0,0,2025-09-04T13:55:51.694655+00:00,2025-09-04T19:25:51.694655+05:30,,,0.0,,,,falling,down,down,0.0,0.0,0.0,1.19,1.19,1.19,1.1900000000000002,1.1900000000000002,1.1900000000000002,-10.0,,,0.0,,0.0,0.0,0.0,10.0,0.0,,,0.0,,15.0,10.0,10.0,0.0,15.0,15.0,
signals_2025-09-04_19-27-03_STRONG.json,WLFIUSDT,Strong Buy,65,Fail,16.0,False,65.0,45,,,Bearish,5.04%,0,0,2025-09-04T13:55:52.799942+00:00,2025-09-04T19:25:52.799942+05:30,30.464592031671373,-70.58823529411764,-198.81988198819784,0.03688487921035525,,,falling,up,up,-0.001987564776646078,-0.0011247946765307445,-0.0008627701001153335,0.18193694681169276,0.175695,0.16945305318830722,0.18129499999999998,0.175695,0.170095,-10.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,10.0,15.0,,
signals_2025-09-04_19-27-03_STRONG.json,XRPUSDT,Strong Sell,75,Success,100.0,True,35.0,75,,,Bearish,5.04%,0,0,2025-09-04T13:55:53.889702+00:00,2025-09-04T19:25:53.889702+05:30,30.613533061172234,-82.37547892720332,-154.9218835354532,-0.0784761711128758,,,falling,down,down,-0.0038303228237959175,-0.002034967617423925,-0.0017953552063719926,2.8493899332170183,2.8364749999999996,2.823560066782981,2.8467249999999993,2.8364749999999996,2.826225,-10.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,10.0,,,
signals_2025-09-04_19-27-03_STRONG.json,DOGEUSDT,Strong Sell,75,Success,9.0,True,50.0,75,,,Bearish,5.04%,0,0,2025-09-04T13:55:54.978591+00:00,2025-09-04T19:25:54.978591+05:30,36.843325763982214,-84.8780487804889,-198.62730505251434,-0.004357405969007697,,,falling,down,down,-0.00010506808219484798,2.76402811602787e-05,-0.00013270836335512668,0.21679853083927167,0.21603649999999996,0.21527446916072826,0.21673650000000005,0.21603650000000005,0.21533650000000004,-10.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,10.0,15.0,,
signals_2025-09-04_19-27-03_STRONG.json,MUSDT,Buy,50,Fail,21.0,False,50.0,50,,,Bearish,5.04%,0,0,2025-09-04T13:55:56.067030+00:00,2025-09-04T19:25:56.067030+05:30,66.07176323671516,-14.343928280358645,156.39669951133538,0.01459416973459701,,,falling,up,up,0.03161845194685364,0.028069368272715174,0.0035490836741384688,1.380579260759916,1.30672,1.232860739240084,1.37722,1.30672,1.23622,-10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,,10.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,,,
signals_2025-09-04_19-27-03_STRONG.json,ENAUSDT,Strong Sell,75,Success,58.0,True,50.0,75,,,Bearish,5.04%,0,0,2025-09-04T13:55:57.151056+00:00,2025-09-04T19:25:57.151056+05:30,31.566919066573405,-92.91338582677159,-194.10861638841473,-0.19725154441358855,,,falling,down,down,-0.001845315132985914,-0.0011336883462311242,-0.0007116267867547899,0.703469640512316,0.6973499999999999,0.6912303594876839,0.7024999999999999,0.6973499999999999,0.6921999999999999,-10.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,10.0,15.0,,
signals_2025-09-04_19-27-03_STRONG.json,JELLYJELLYUSDT,Strong Sell,65,Success,5.0,True,,65,,,Bearish,5.04%,0,0,2025-09-04T13:55:58.268197+00:00,2025-09-04T19:25:58.268197+05:30,53.28534356984598,-72.43243243243258,56.98994720474434,-0.07462270620587845,,,falling,down,down,0.00016966591855013813,0.00016984069404195253,-1.7477549181440242e-07,0.03952436425537334,0.03875,0.03797563574462666,0.03951,0.03875,0.037989999999999996,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,15.0,10.0,10.0,10.0,,,
