SourceFile,Coin,Signal,Confidence,Outcome,Duration(min),Did_TP_Hit,Buy_Score,Sell_Score,Num_Confluence_Buy,Num_Confluence_Sell,Regime,Estimated_Profit,DeservedStrongBuy,DeservedStrongSell,SignalTimeUTC,SignalTimeIST,rsi5m,williamsR,cci5m,cmf5m,stc5m,tsi5m,cvd5m,hma5m,alma5m,macd5m_macd,macd5m_signal,macd5m_hist,boll_upper,boll_middle,boll_lower,keltner_upper,keltner_middle,keltner_lower,marketTrend,RSI_buy_score,WilliamsR_buy_score,CCI_buy_score,Bollinger_buy_score,CMF_buy_score,CVD_buy_score,HMA_buy_score,ALMA_buy_score,Keltner_buy_score,MACD_buy_score,RSI_sell_score,WilliamsR_sell_score,CCI_sell_score,CMF_sell_score,CVD_sell_score,HMA_sell_score,ALMA_sell_score,MACD_sell_score,Bollinger_sell_score,Keltner_sell_score
signals_2025-09-05_05-27-29_STRONG.json,ETHUSDT,Strong Sell,65,Inconclusive,,False,60,65,,,Bullish,5.04%,0,0,2025-09-04T23:56:05.370256+00:00,2025-09-05T05:26:05.370256+05:30,33.64965861569573,-95.96484935437584,-176.48025206735258,-0.1586165638000594,,,falling,down,down,-1.8330036690795168,2.831625739520331,-4.664629408599848,4346.266913853463,4322.8345,4299.402086146537,4343.734500000002,4322.834500000002,4301.934500000001,10.0,10.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,10.0,,
signals_2025-09-05_05-27-29_STRONG.json,BTCUSDT,Sell,45,Inconclusive,,False,35,45,,,Bullish,5.04%,0,0,2025-09-04T23:56:06.467271+00:00,2025-09-05T05:26:06.467271+05:30,45.38279246330942,-88.45002494594976,-63.64132220597554,0.10568665337472571,,,falling,down,down,54.53472701634746,139.83689755401943,-85.30217053767197,111566.68258125633,110949.54000000001,110332.39741874368,111459.29,110949.54,110439.79,10.0,0.0,15.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,10.0,,
signals_2025-09-05_05-27-29_STRONG.json,SOLUSDT,Strong Sell,65,Success,56.0,True,35,65,,,Bullish,5.04%,0,0,2025-09-04T23:56:07.524823+00:00,2025-09-05T05:26:07.524823+05:30,36.657360209208456,-96.15384615384602,-140.39162795344694,-0.03910850433658848,,,falling,down,down,-0.1385682805596673,0.0377589039187991,-0.1763271844784664,204.6094261442871,203.5195,202.42957385571287,204.52950000000004,203.51950000000002,202.5095,10.0,10.0,15.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,10.0,,
signals_2025-09-05_05-27-29_STRONG.json,WLFIUSDT,Sell,45,Success,3.0,True,20,45,,,Bullish,5.04%,0,0,2025-09-04T23:56:08.600096+00:00,2025-09-05T05:26:08.600096+05:30,53.57934388254909,-49.09090909090919,25.076886680861197,0.2054066739017048,,,falling,down,down,0.0010382470960961787,0.0010848617349930867,-4.661463889690798e-05,0.19049012269707524,0.18723,0.18396987730292477,0.18978,0.18722999999999998,0.18467999999999996,10.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,10.0,,
signals_2025-09-05_05-27-29_STRONG.json,ALPACAUSDT,Sell,50,Inconclusive,,False,35,50,,,Bullish,5.04%,0,0,2025-09-04T23:56:09.670704+00:00,2025-09-05T05:26:09.670704+05:30,,,0.0,,,,falling,down,down,0.0,0.0,0.0,1.19,1.19,1.19,1.1900000000000002,1.1900000000000002,1.1900000000000002,10.0,,,0.0,15.0,,0.0,0.0,0.0,10.0,0.0,,,0.0,,15.0,10.0,10.0,0.0,15.0,
signals_2025-09-05_05-27-29_STRONG.json,XRPUSDT,Strong Sell,65,Inconclusive,,False,45,65,,,Bullish,5.04%,0,0,2025-09-04T23:56:10.769849+00:00,2025-09-05T05:26:10.769849+05:30,32.39956418694605,-100.0,-170.06527121315082,-0.1330280085389855,,,falling,down,down,-0.002148248449236778,-5.56322441762103e-06,-0.0021426852248191573,2.8204409185900796,2.807445,2.7944490814099203,2.8197449999999993,2.8074449999999995,2.7951449999999998,10.0,10.0,15.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,10.0,,
signals_2025-09-05_05-27-29_STRONG.json,MUSDT,Strong Sell,65,Success,6.0,True,35,65,,,Bullish,5.04%,0,0,2025-09-04T23:56:11.835888+00:00,2025-09-05T05:26:11.835888+05:30,38.02109049911261,-91.39966273187203,-115.59935738111075,-0.14144350143420634,,,falling,down,down,-0.01132653486599322,-0.007959060064983602,-0.0033674748010096185,1.4061064041916667,1.363875,1.3216435958083332,1.402025,1.3638750000000002,1.3257250000000003,10.0,10.0,15.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,10.0,,
signals_2025-09-05_05-27-29_STRONG.json,DOGEUSDT,Sell,55,Inconclusive,,False,45,55,,,Bullish,5.04%,0,0,2025-09-04T23:56:12.921603+00:00,2025-09-05T05:26:12.921603+05:30,39.36808952595479,-93.41563786008261,-117.06821336505764,0.044993111774138686,,,falling,down,down,-2.571124374139977e-05,0.00015572401352055503,-0.0001814352572619548,0.21424687567849304,0.213153,0.21205912432150698,0.214073,0.213153,0.212233,10.0,10.0,15.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,15.0,10.0,10.0,10.0,,
signals_2025-09-05_05-27-29_STRONG.json,ENAUSDT,Sell,55,Success,58.0,True,35,55,,,Bullish,5.04%,0,0,2025-09-04T23:56:14.222745+00:00,2025-09-05T05:26:14.222745+05:30,41.85405039272458,-88.46153846153769,-135.23507659799145,0.04083743761879043,,,falling,down,down,-0.0006917449910335272,-9.264273178412997e-05,-0.0005991022592493971,0.6564597784753612,0.652115,0.6477702215246388,0.6564650000000001,0.652115,0.6477649999999999,10.0,0.0,15.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,15.0,10.0,10.0,10.0,,
signals_2025-09-05_05-27-29_STRONG.json,PUMPUSDT,Buy,45,Success,6.0,True,45,45,,,Bullish,5.04%,0,0,2025-09-04T23:56:15.281599+00:00,2025-09-05T05:26:15.281599+05:30,44.04248717913926,-86.13861386138595,-175.59735036669278,-0.14473057614900478,,,falling,up,up,4.639040064094262e-06,1.5234057549762243e-05,-1.0595017485667981e-05,0.004370520506496213,0.004322049999999999,0.004273579493503785,0.004369049999999999,0.004322049999999999,0.004275049999999999,10.0,0.0,15.0,0.0,,0.0,0.0,10.0,10.0,,0.0,0.0,0.0,10.0,10.0,15.0,0.0,0.0,10.0,,
