Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,would_be_strong_if,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,note,IND__rsi5m,IND__macd5m_histogram,IND__boll5m_upper,IND__boll5m_middle,IND__boll5m_lower,IND__boll5m_percent_b,IND__cci5m,IND__marketTrend,IND__volProfile_bullish_score,IND__volProfile_bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m_trend,IND__cvd5m_value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__estimated_profit_margin_pct,CONFLUENCE_FLAGS,WBS_missing_points,WBS_top_missing_1,WBS_top_missing_2,WBS_top_missing_3
WLFIUSDT,Buy,40,0.2357,0.2394712,0.230986,Bullish,2025-09-07T05:52:34.372274+00:00,2025-09-07T11:22:34.372274+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",Success,13,13.0,,11.20%,,50.12400243726496,-0.0005945925815821554,0.24208238899045834,0.23764500000000002,0.2332076110095417,0.2808395878542145,-68.04238706079175,10.0,3.0,0.0,0.23231416979890493,0.002759240243499114,0.237959375,,15.807531306914251,,falling,-0.0015000000000000013,6.0,4.0,15.0,10.0,0.0,5.0,0.2808395878542145,50.12400243726496,-68.04238706079175,-0.0005945925815821554,0.002759240243499114,0.237959375,,15.807531306914251,,3.0,0.0,,11.200000000000006,,25,base_score,confluence_bonus,momentum_score
PUMPUSDT,Buy,43,0.004667,0.00471327,0.00462073,Bullish,2025-09-07T05:52:44.128089+00:00,2025-09-07T11:22:44.128089+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 20.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",Success,176,176.0,,6.94%,,40.7886555942898,-6.876551076698092e-06,0.004757200850352034,0.00471225,0.0046672991496479665,-0.0033275193419432018,-152.70018621973986,10.0,3.0,0.0,0.004688285246802862,2.5704969625102787e-05,0.00469271875,,-6.406414861724649,,falling,-8.899999999999967e-05,20.0,0.0,8.0,10.0,0.0,5.0,-0.0033275193419432018,40.7886555942898,-152.70018621973986,-6.876551076698092e-06,2.5704969625102787e-05,0.00469271875,,-6.406414861724649,,3.0,0.0,,6.939846095485184,,22,confluence_bonus,base_score,momentum_score
BNBUSDT,Buy,41,867.72,873.967584,860.77824,Bullish,2025-09-07T05:52:46.771862+00:00,2025-09-07T11:22:46.771862+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.88}]}",Success,136,136.0,,5.04%,,61.237496933660374,0.1126765618813842,868.4198695595214,866.4685,864.5171304404785,0.8206722155456226,109.06349100747565,10.0,3.0,0.0,865.6136033662023,0.6556734859925551,867.42375,,19.04760836770509,,rising,2.240000000000009,8.0,8.124366079954505,15.0,5.0,0.0,5.0,0.8206722155456226,61.237496933660374,109.06349100747565,0.1126765618813842,0.6556734859925551,867.42375,,19.04760836770509,,3.0,0.0,,5.039999999999968,,24,base_score,confluence_bonus,momentum_score
LINKUSDT,Buy,42,22.367,22.5280424,22.188064,Bullish,2025-09-07T05:52:49.446550+00:00,2025-09-07T11:22:49.446550+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",Inconclusive,300,,,5.04%,,44.92941539238773,-0.010109555534000052,22.465851979161716,22.40615,22.346448020838285,0.17212142252476156,-140.36281179137345,10.0,3.0,0.0,22.366935760310785,0.028565298917846496,22.375640625,,-2.5240542948230744,,falling,-0.03999999999999915,12.0,0.0,15.0,10.0,0.0,5.0,0.17212142252476156,44.92941539238773,-140.36281179137345,-0.010109555534000052,0.028565298917846496,22.375640625,,-2.5240542948230744,,3.0,0.0,,5.039999999999983,,23,confluence_bonus,base_score,momentum_score
SUIUSDT,Buy,45,3.3769,3.40121368,3.3498848,Bullish,2025-09-07T05:52:50.329075+00:00,2025-09-07T11:22:50.329075+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.47}]}",Inconclusive,300,,,5.04%,,58.5006356241742,0.00043973638360865963,3.379475909563048,3.37085,3.3622240904369516,0.8506876553585206,103.75802016498218,10.0,3.0,0.0,3.367402559060402,0.004170052471966315,3.3777218749999998,,10.779448942240109,,rising,0.014000000000000234,8.0,11.530825038187453,15.0,5.0,0.0,5.0,0.8506876553585206,58.5006356241742,103.75802016498218,0.00043973638360865963,0.004170052471966315,3.3777218749999998,,10.779448942240109,,3.0,0.0,,5.040000000000024,,20,base_score,confluence_bonus,momentum_score
1000PEPEUSDT,Buy,48,0.0097988,0.00986935,0.00972041,Bullish,2025-09-07T05:52:51.208014+00:00,2025-09-07T11:22:51.208014+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",Inconclusive,300,,,5.04%,,70.22991844445097,3.6366690675705427e-06,0.009795889152503026,0.009755825,0.009715760847496972,1.0363273314811012,180.67519359610088,10.0,3.0,0.0,0.009735378566479044,1.3928368712120417e-05,0.009776382812500001,,28.77467098731163,,rising,9.179999999999952e-05,8.0,15.266351747691905,15.0,5.0,0.0,5.0,1.0363273314811012,70.22991844445097,180.67519359610088,3.6366690675705427e-06,1.3928368712120417e-05,0.009776382812500001,,28.77467098731163,,3.0,0.0,,5.040000000000043,,17,base_score,confluence_bonus,volume_score
WLDUSDT,Buy,52,1.0586,1.07260065,1.04459935,Bullish,2025-09-07T05:52:52.086432+00:00,2025-09-07T11:22:52.086432+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 13, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",Fail,17,,17.0,9.26%,,84.65016102516118,0.0032334247360310403,1.0497948200324807,1.02437,0.9989451799675193,1.1731611070652712,287.7950414182344,10.0,3.0,0.0,1.0067509728046709,0.007778139407003997,1.0278953125,,48.59738117242854,,rising,0.05349999999999988,8.0,18.97696101909235,15.0,5.0,0.0,5.0,1.1731611070652712,84.65016102516118,287.7950414182344,0.0032334247360310403,0.007778139407003997,1.0278953125,,48.59738117242854,,3.0,0.0,,9.257940348408287,,13,base_score,confluence_bonus,volume_score
AVAXUSDT,Buy,48,24.657,24.8345304,24.459744,Bullish,2025-09-07T05:52:54.749751+00:00,2025-09-07T11:22:54.749751+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.36}]}",Fail,226,,226.0,5.04%,,64.61820433579493,0.007266218638215218,24.66351066610068,24.58625,24.50898933389932,0.957865583942827,140.52997393570305,10.0,3.0,0.0,24.558223836204334,0.030897219641703798,24.632578125000002,,16.720491148942685,,rising,0.08599999999999852,8.0,14.644172820061188,15.0,5.0,0.0,5.0,0.957865583942827,64.61820433579493,140.52997393570305,0.007266218638215218,0.030897219641703798,24.632578125000002,,16.720491148942685,,3.0,0.0,,5.039999999999955,,17,base_score,confluence_bonus,momentum_score
LTCUSDT,Buy,48,113.24,114.055328,112.33408,Bullish,2025-09-07T05:53:00.038463+00:00,2025-09-07T11:23:00.038463+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.31}]}",Success,208,208.0,,5.04%,,69.6101839921924,0.026887112489675374,113.16827053356052,112.87950000000001,112.5907294664395,1.124198036335394,191.89333333332974,10.0,3.0,0.0,112.77970708295918,0.11349983381238073,113.02999999999999,,20.48956194194142,,rising,0.5899999999999892,8.0,14.68538893914944,15.0,5.0,0.0,5.0,1.124198036335394,69.6101839921924,191.89333333332974,0.026887112489675374,0.11349983381238073,113.02999999999999,,20.48956194194142,,3.0,0.0,,5.039999999999963,,17,base_score,confluence_bonus,momentum_score
WIFUSDT,Buy,52,0.8284,0.83436448,0.8217728,Bullish,2025-09-07T05:53:02.685818+00:00,2025-09-07T11:23:02.685818+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 13, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",Fail,22,,22.0,5.04%,,73.15451390294282,0.0006811244178892598,0.8266225149051062,0.82233,0.8180374850948938,1.2070447201918184,283.329180164459,10.0,3.0,0.0,0.8212311884224968,0.0015911966539382991,0.82375625,,23.908365855181177,,rising,0.007199999999999984,8.0,19.273391405696177,15.0,5.0,0.0,5.0,1.2070447201918184,73.15451390294282,283.329180164459,0.0006811244178892598,0.0015911966539382991,0.82375625,,23.908365855181177,,3.0,0.0,,5.040000000000042,,13,base_score,confluence_bonus,volume_score
