Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,would_be_strong_if,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,note,IND__rsi5m,IND__macd5m_histogram,IND__boll5m_upper,IND__boll5m_middle,IND__boll5m_lower,IND__boll5m_percent_b,IND__cci5m,IND__marketTrend,IND__volProfile_bullish_score,IND__volProfile_bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m_trend,IND__cvd5m_value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__estimated_profit_margin_pct,CONFLUENCE_FLAGS,WBS_missing_points,WBS_top_missing_1,WBS_top_missing_2,WBS_top_missing_3
ARBUSDT,Buy,44,0.498,0.5015856,0.494016,Bullish,2025-09-07T05:53:05.330220+00:00,2025-09-07T11:23:05.330220+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.93}]}",Fail,44,,44.0,5.04%,,68.23140008815965,7.282100835580085e-05,0.4973867988067006,0.49636,0.49533320119329943,1.2985985128234525,297.67441860465885,10.0,3.0,0.0,0.4951041795548851,0.0008460059642482683,0.49641406250000003,,18.343171401055958,,rising,0.002599999999999991,8.0,11.065829644702529,15.0,5.0,0.0,5.0,1.2985985128234525,68.23140008815965,297.67441860465885,7.282100835580085e-05,0.0008460059642482683,0.49641406250000003,,18.343171401055958,,3.0,0.0,,5.039999999999953,,21,base_score,confluence_bonus,momentum_score
PENGUUSDT,Buy,42,0.028983,0.02919168,0.02875114,Bullish,2025-09-07T05:53:08.040323+00:00,2025-09-07T11:23:08.040323+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.85}]}",Fail,63,,63.0,5.04%,,57.72241546118,3.159878559464811e-07,0.028991732056313602,0.02893255,0.0288733679436864,0.9262271636242791,141.91815272061726,10.0,3.0,0.0,0.02889511448030038,5.14657477575256e-05,0.028902515625,,2.3248993417750428,,rising,7.999999999999674e-05,8.0,9.147354480856768,15.0,5.0,0.0,5.0,0.9262271636242791,57.72241546118,141.91815272061726,3.159878559464811e-07,5.14657477575256e-05,0.028902515625,,2.3248993417750428,,3.0,0.0,,5.039999999999964,,23,base_score,confluence_bonus,momentum_score
XPLUSDT,Buy,44,0.6886,0.6996176,0.67720761,Bullish,2025-09-07T05:53:11.131959+00:00,2025-09-07T11:23:11.131959+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Success,25,25.0,,11.20%,,34.98492250714801,-0.003278168506088853,0.724877762790276,0.707335,0.689792237209724,-0.03398088499449233,-238.2208430307731,10.0,0.0,3.0,0.6989724543707065,0.006329104796416109,0.7013375000000001,,-6.077974079434741,,falling,-0.011800000000000033,26.0,0.0,8.0,5.0,0.0,5.0,-0.03398088499449233,34.98492250714801,-238.2208430307731,-0.003278168506088853,0.006329104796416109,0.7013375000000001,,-6.077974079434741,,0.0,3.0,,11.199999999999962,,21,confluence_bonus,momentum_score,base_score
MEMEUSDT,Buy,40,0.002591,0.00260966,0.00257027,Bullish,2025-09-07T05:53:15.515235+00:00,2025-09-07T11:23:15.515235+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.96}]}",Success,16,16.0,,5.04%,,64.13689340995683,1.0181458871814418e-06,0.0025949963446049995,0.0025792500000000004,0.0025635036553950013,0.8731024658341732,118.72404681011525,10.0,3.0,0.0,0.0025675982091909635,8.02787344686897e-06,0.0025851249999999997,,25.299484503598364,,rising,3.000000000000008e-05,8.0,7.043832398963008,15.0,5.0,0.0,5.0,0.8731024658341732,64.13689340995683,118.72404681011525,1.0181458871814418e-06,8.02787344686897e-06,0.0025851249999999997,,25.299484503598364,,3.0,0.0,,5.0399999999999645,,25,base_score,confluence_bonus,momentum_score
EIGENUSDT,Buy,41,1.3856,1.40004934,1.37115066,Bullish,2025-09-07T05:53:17.291648+00:00,2025-09-07T11:23:17.291648+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",Fail,66,,66.0,7.30%,,38.482614631176254,-0.003948307767957293,1.4285604241548224,1.404455,1.3803495758451776,0.10890545051396612,-139.50456323337602,10.0,3.0,0.0,1.3868749555884492,0.00802741315214616,1.391359375,,-6.378853120768158,,falling,-0.03510000000000013,18.0,0.0,8.0,10.0,0.0,5.0,0.10890545051396612,38.482614631176254,-139.50456323337602,-0.003948307767957293,0.00802741315214616,1.391359375,,-6.378853120768158,,3.0,0.0,,7.299755031541682,,24,confluence_bonus,base_score,momentum_score
FILUSDT,Buy,53,2.425,2.44246,2.4056,Bullish,2025-09-07T05:53:19.055327+00:00,2025-09-07T11:23:19.055327+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 12, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",Fail,4,,4.0,5.04%,,87.36122390858107,0.004496113626713533,2.3945883270841644,2.36545,2.3363116729158357,1.5218500160972381,556.8743818002422,10.0,3.0,0.0,2.359925460362316,0.008832509926662655,2.3650937499999998,,37.09507560106739,,rising,0.06699999999999973,8.0,20.0,15.0,5.0,0.0,5.0,1.5218500160972381,87.36122390858107,556.8743818002422,0.004496113626713533,0.008832509926662655,2.3650937499999998,,37.09507560106739,,3.0,0.0,,5.039999999999945,,12,base_score,confluence_bonus,volume_score
1000BONKUSDT,Buy,47,0.02045,0.02059724,0.0202864,Bullish,2025-09-07T05:53:19.943067+00:00,2025-09-07T11:23:19.943067+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.0}]}",Fail,23,,23.0,5.04%,,71.69328285869096,1.0350508242766545e-05,0.02040882652919875,0.0203118,0.020214773470801254,1.2121763559990468,294.29568368901573,10.0,3.0,0.0,0.020245929320348105,4.969128336335456e-05,0.020342609375,,25.413111575680308,,rising,0.00022199999999999998,8.0,13.999110125813166,15.0,5.0,0.0,5.0,1.2121763559990468,71.69328285869096,294.29568368901573,1.0350508242766545e-05,4.969128336335456e-05,0.020342609375,,25.413111575680308,,3.0,0.0,,5.039999999999996,,18,base_score,confluence_bonus,momentum_score
TIAUSDT,Buy,43,1.639,1.6508008,1.625888,Bullish,2025-09-07T05:53:21.690274+00:00,2025-09-07T11:23:21.690274+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.24}]}",Fail,35,,35.0,5.04%,,68.22671060622646,0.0001077609023082426,1.6377284237750722,1.6314199999999999,1.6251115762249275,1.1007839890173843,203.13575149906967,10.0,3.0,0.0,1.6252333200379145,0.003396683098166997,1.6316796875,,23.70299695266205,,rising,0.0132000000000001,8.0,9.761407991458928,15.0,5.0,0.0,5.0,1.1007839890173843,68.22671060622646,203.13575149906967,0.0001077609023082426,0.003396683098166997,1.6316796875,,23.70299695266205,,3.0,0.0,,5.040000000000024,,22,base_score,confluence_bonus,momentum_score
CRVUSDT,Buy,40,0.772,0.7775584,0.765824,Bullish,2025-09-07T05:53:23.470048+00:00,2025-09-07T11:23:23.470048+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.36}]}",Success,151,151.0,,5.04%,,64.78585673876648,0.0002580393741822408,0.7726252374582898,0.7684,0.7641747625417101,0.9260115597688965,145.0171821305815,10.0,3.0,0.0,0.7662539668740059,0.002348730462046332,0.769671875,,20.660708147709716,,rising,0.0050000000000000044,8.0,6.636720168809058,15.0,5.0,0.0,5.0,0.9260115597688965,64.78585673876648,145.0171821305815,0.0002580393741822408,0.002348730462046332,0.769671875,,20.660708147709716,,3.0,0.0,,5.039999999999967,,25,base_score,confluence_bonus,momentum_score
ARIAUSDT,Buy,41,0.11788,0.11973898,0.11602102,Bullish,2025-09-07T05:53:26.975003+00:00,2025-09-07T11:23:26.975003+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",Success,26,26.0,,11.04%,,47.23702570307301,-0.0002762082593378586,0.12019379823831623,0.11890750000000001,0.1176212017616838,0.10059806917522286,-147.70612768688193,10.0,0.0,3.0,0.11775882396363076,0.0010327673971635579,0.11887265625000001,,9.292695902124946,,falling,-0.0010700000000000015,12.0,4.0,15.0,5.0,0.0,5.0,0.10059806917522286,47.23702570307301,-147.70612768688193,-0.0002762082593378586,0.0010327673971635579,0.11887265625000001,,9.292695902124946,,0.0,3.0,,11.039081442365783,,24,confluence_bonus,base_score,momentum_score
UNIUSDT,Buy,49,9.388,9.4555936,9.312896,Bullish,2025-09-07T05:53:29.634428+00:00,2025-09-07T11:23:29.634428+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Inconclusive,300,,,5.04%,,39.615142858575396,-0.0032183192176092183,9.430240657363871,9.41,9.389759342636129,-0.04346061011016012,-209.6344710723663,10.0,3.0,0.0,9.400365391727153,0.012497130489325898,9.407968749999998,,-4.833793715633804,,falling,-0.016000000000000014,26.0,0.0,8.0,10.0,0.0,5.0,-0.04346061011016012,39.615142858575396,-209.6344710723663,-0.0032183192176092183,0.012497130489325898,9.407968749999998,,-4.833793715633804,,3.0,0.0,,5.040000000000027,,16,confluence_bonus,momentum_score,base_score
DOTUSDT,Buy,46,3.863,3.8908136,3.832096,Bullish,2025-09-07T05:53:30.516579+00:00,2025-09-07T11:23:30.516579+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.72}]}",Inconclusive,300,,,5.04%,,66.83874385150108,0.0008889831349392411,3.857789511469399,3.8505500000000006,3.843310488530602,1.3598646505793601,287.7846790890158,10.0,3.0,0.0,3.847769772556678,0.004985785929480415,3.851890625,,9.401294069512124,,rising,0.017999999999999794,8.0,13.279284257349822,15.0,5.0,0.0,5.0,1.3598646505793601,66.83874385150108,287.7846790890158,0.0008889831349392411,0.004985785929480415,3.851890625,,9.401294069512124,,3.0,0.0,,5.039999999999998,,19,base_score,confluence_bonus,momentum_score
