Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason
BTCUSDT,Buy,40,113781.7,114600.92824,110368.249,Bullish,2025-09-10T23:37:59.012781+00:00,2025-09-11T05:07:59.012781+05:30,Inconclusive,600,,,5.04%,49.773739059262645,29.35871320318256,45.50452096804663,-16.145807764864067,113974.5776707973,113831.72,113688.8623292027,0.3249306469829743,-70.2031120265321,5.0,3.0,0.0,113727.0571158532,83.9856542212497,113879.63906249999,10.484374999985448,0.009206540419601578,,7.840849512725034,,rising,649.347,6.0,9.0,15.0,5.0,0.0,5.0,0.3249306469829743,49.773739059262645,-70.2031120265321,-16.145807764864067,83.9856542212497,113879.63906249999,,7.840849512725034,,3.0,0.0,rising,649.347,10.484374999985448,0.009206540419601578,5.03999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,
DOGEUSDT,Buy,43,0.24484,0.24660285,0.2374948,Bullish,2025-09-10T23:38:03.784443+00:00,2025-09-11T05:08:03.784443+05:30,Success,87,87.0,,5.04%,60.3634174961804,0.00040440525542037586,0.00044146648180280675,-3.7061226382430884e-05,0.2451244717558254,0.2443055,0.2434865282441746,0.826323829972192,69.31343077295615,5.0,3.0,0.0,0.24364939356724138,0.0005273737197010758,0.2449671875,7.906249999997672e-05,0.03227473067182793,,19.980245636634656,,falling,-4515805.0,4.0,9.0,15.0,10.0,0.0,5.0,0.826323829972192,60.3634174961804,69.31343077295615,-3.7061226382430884e-05,0.0005273737197010758,0.2449671875,,19.980245636634656,,3.0,0.0,falling,-4515805.0,7.906249999997672e-05,0.03227473067182793,5.040000000000032,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,
AVAXUSDT,Buy,45,29.411,29.6227592,28.52867,Bullish,2025-09-10T23:38:07.736608+00:00,2025-09-11T05:08:07.736608+05:30,Success,266,266.0,,5.04%,65.6212563064969,0.09936552333266846,0.08463244758152917,0.014733075751139288,29.443416036860846,29.171599999999994,28.899783963139143,0.9403713680119634,125.59373461055601,5.0,3.0,0.0,29.019397967056893,0.11631938064298598,29.342718750000003,0.05376562500000048,0.18323327656882674,,23.284444567293562,,rising,336800.0,8.0,12.039852998466465,15.0,5.0,0.0,5.0,0.9403713680119634,65.6212563064969,125.59373461055601,0.014733075751139288,0.11631938064298598,29.342718750000003,,23.284444567293562,,3.0,0.0,rising,336800.0,0.05376562500000048,0.18323327656882674,5.039999999999988,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.96}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,
NAORISUSDT,Buy,43,0.0838,0.08440336,0.081286,Bullish,2025-09-10T23:38:13.481828+00:00,2025-09-11T05:08:13.481828+05:30,Success,1,1.0,,5.04%,69.94389508516025,0.0019382379648768544,0.0011323881944596426,0.0008058497704172118,0.08243877466926991,0.075583,0.06872722533073009,1.0992758219455199,200.44060596485687,5.0,0.0,3.0,0.07550190894310355,0.0031974143158824747,0.07967203125,0.0008274999999999949,1.0386329895411006,,19.176285835832026,,rising,80913501.0,8.0,15.048760835886608,15.0,0.0,0.0,5.0,1.0992758219455199,69.94389508516025,200.44060596485687,0.0008058497704172118,0.0031974143158824747,0.07967203125,,19.176285835832026,,0.0,3.0,rising,80913501.0,0.0008274999999999949,1.0386329895411006,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,
PUMPUSDT,Buy,40,0.005663,0.00570377,0.00549311,Bullish,2025-09-10T23:38:14.432266+00:00,2025-09-11T05:08:14.432266+05:30,Success,42,42.0,,5.04%,51.21340156133395,1.1913706580889832e-05,2.1049045277359988e-05,-9.135338696470155e-06,0.005738510451754101,0.00567865,0.0056187895482459,0.3692793025995772,-65.68446899938782,5.0,3.0,0.0,0.005637728125234299,3.6058741491539826e-05,0.005693906249999999,-1.3515625000000073e-05,-0.23736999533492623,,10.269088103558186,,rising,486604891.0,6.0,9.0,15.0,5.0,0.0,5.0,0.3692793025995772,51.21340156133395,-65.68446899938782,-9.135338696470155e-06,3.6058741491539826e-05,0.005693906249999999,,10.269088103558186,,3.0,0.0,rising,486604891.0,-1.3515625000000073e-05,-0.23736999533492623,5.0400000000000285,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,
SUIUSDT,Buy,42,3.6178,3.64384816,3.509266,Bullish,2025-09-10T23:38:16.368984+00:00,2025-09-11T05:08:16.368984+05:30,Inconclusive,600,,,5.04%,64.76099633719528,0.006642167443470903,0.0067358013337307865,-9.363389025988326e-05,3.618198369248224,3.6066049999999996,3.595011630751775,0.9828190908227507,113.92254692326229,5.0,3.0,0.0,3.595203608445837,0.006801977401893172,3.6150078124999996,0.001829687499999899,0.05061365271945451,,27.524574061401875,,rising,1732180.5999999996,8.0,9.0,15.0,5.0,0.0,5.0,0.9828190908227507,64.76099633719528,113.92254692326229,-9.363389025988326e-05,0.006801977401893172,3.6150078124999996,,27.524574061401875,,3.0,0.0,rising,1732180.5999999996,0.001829687499999899,0.05061365271945451,5.04000000000004,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,
ADAUSDT,Buy,40,0.8839,0.89026408,0.857383,Bullish,2025-09-10T23:38:21.108677+00:00,2025-09-11T05:08:21.108677+05:30,Success,224,224.0,,5.04%,49.28143128511929,0.00027750991167241335,0.0006649854387816216,-0.00038747552710920825,0.8869782814584202,0.8849899999999999,0.8830017185415797,0.22589393835971916,-129.23076923077053,5.0,0.0,3.0,0.8834852550951612,0.001579165410325773,0.8844578125,-0.00039531249999991136,-0.044695461379048125,,5.437415560027555,,falling,-5092930.0,6.0,9.0,15.0,5.0,0.0,5.0,0.22589393835971916,49.28143128511929,-129.23076923077053,-0.00038747552710920825,0.001579165410325773,0.8844578125,,5.437415560027555,,0.0,3.0,falling,-5092930.0,-0.00039531249999991136,-0.044695461379048125,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,
LTCUSDT,Buy,59,117.28,118.124416,113.7616,Bullish,2025-09-10T23:38:24.004539+00:00,2025-09-11T05:08:24.004539+05:30,Inconclusive,600,,,5.04%,81.20524836508802,0.30669427935977467,0.23323474475042089,0.07345953460935378,117.03002896332261,116.39649999999999,115.76297103667737,1.197284616133721,230.5222655196839,5.0,3.0,0.0,116.03758401412054,0.20281373885181195,116.65593750000002,0.14734375000000455,0.12630625852199295,,41.46777631573871,,rising,77014.26800000001,8.0,17.69284714440705,15.0,5.0,0.0,5.0,1.197284616133721,81.20524836508802,230.5222655196839,0.07345953460935378,0.20281373885181195,116.65593750000002,,41.46777631573871,,3.0,0.0,rising,77014.26800000001,0.14734375000000455,0.12630625852199295,5.0399999999999725,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,59,51.0,59.0,0.14734375000000455,0.12630625852199295,False,0.7244039287005876,0.12630625852199295,False,conditions_not_met
AAVEUSDT,Buy,40,299.89,302.049208,290.8933,Bullish,2025-09-10T23:38:30.693589+00:00,2025-09-11T05:08:30.693589+05:30,Success,117,117.0,,5.04%,51.121568445258006,0.13151418936286063,0.23480725385926587,-0.10329306449640524,300.88070029672406,300.11,299.33929970327597,0.3572726642670541,-94.82726423902803,5.0,3.0,0.0,299.8674161776958,0.5789585082411445,300.16359374999996,-0.1507812499999659,-0.050233023970771236,,6.114879160499944,,rising,551.3999999999996,6.0,9.0,15.0,5.0,0.0,5.0,0.3572726642670541,51.121568445258006,-94.82726423902803,-0.10329306449640524,0.5789585082411445,300.16359374999996,,6.114879160499944,,3.0,0.0,rising,551.3999999999996,-0.1507812499999659,-0.050233023970771236,5.039999999999949,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,
1000BONKUSDT,Buy,40,0.02323,0.02339726,0.0225331,Bullish,2025-09-10T23:38:39.285274+00:00,2025-09-11T05:08:39.285274+05:30,Success,52,52.0,,5.04%,50.86729522120434,1.6014416354605265e-05,2.7177777155491247e-05,-1.1163360800885982e-05,0.02332263045058357,0.02324785,0.02317306954941643,0.3806506255264426,-88.1262327416197,5.0,0.0,3.0,0.023202036142264012,5.527771368371149e-05,0.0232825625,-4.2812500000016795e-06,-0.018388225093357656,,8.498268388606602,,falling,-29541558.0,6.0,9.0,15.0,5.0,0.0,5.0,0.3806506255264426,50.86729522120434,-88.1262327416197,-1.1163360800885982e-05,5.527771368371149e-05,0.0232825625,,8.498268388606602,,0.0,3.0,falling,-29541558.0,-4.2812500000016795e-06,-0.018388225093357656,5.040000000000031,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,
