Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,CONFL_FLAG__RSI__30___CVD_falling,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence
ETHUSDT,Sell,58,4617.23,4583.985944,4755.7469,Bearish,2025-09-13T17:07:49.916051+00:00,2025-09-13T22:37:49.916051+05:30,Inconclusive,600,,,5.04%,23.448560792227852,-16.048841201673895,-15.386961693545391,-0.6618795081285036,4666.237621117203,4638.808500000001,4611.379378882799,0.10664981010878076,-114.79613445440256,-10.0,0.0,3.0,4665.539565704806,13.17941421931936,4623.38,-1.3168750000004366,-0.02848294970347314,,-44.76943444068451,,falling,-348566.11600000004,8.0,5.205296982911314,15.0,5.0,12.0,5.0,0.10664981010878076,23.448560792227852,-114.79613445440256,-0.6618795081285036,13.17941421931936,4623.38,,-44.76943444068451,,0.0,3.0,falling,-348566.11600000004,-1.3168750000004366,-0.02848294970347314,5.039999999999932,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 14.79}]}",True,50.0,58.0,-1.3168750000004366,-0.02848294970347314,False,0.10044141524260944,-0.02848294970347314,False,conditions_not_met,Sell,58,,
BTCUSDT,Sell,62,115229.8,114400.14544,118686.694,Bearish,2025-09-13T17:07:50.881774+00:00,2025-09-13T22:37:50.881774+05:30,Inconclusive,600,,,5.04%,29.627193346142278,-133.35176091524772,-104.3314341434575,-29.020326771790224,115863.43119415386,115506.725,115150.01880584615,0.11183040196863173,-113.69248521563337,-10.0,0.0,3.0,115626.38276896335,128.90257610851026,115235.9953125,-42.671875,-0.03702998779529025,,-34.50725755715648,,falling,-7136.308000000001,8.0,9.403211196777491,15.0,5.0,12.0,5.0,0.11183040196863173,29.627193346142278,-113.69248521563337,-29.020326771790224,128.90257610851026,115235.9953125,,-34.50725755715648,,0.0,3.0,falling,-7136.308000000001,-42.671875,-0.03702998779529025,5.0399999999999725,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 10.6}]}",True,54.0,62.0,-42.671875,-0.03702998779529025,False,0.4502675997314576,-0.03702998779529025,False,conditions_not_met,Sell,62,,
SOLUSDT,Buy,54,236.95,238.65604,229.8415,Bearish,2025-09-13T17:07:51.843752+00:00,2025-09-13T22:37:51.843752+05:30,Success,81,81.0,,5.04%,24.116267079906336,-0.7225715034373934,-0.5878042865134248,-0.13476721692396865,239.95829474417482,238.5245,237.09070525582516,-0.04906743325598724,-171.87867387726445,-10.0,0.0,3.0,239.5766057588614,0.8729288307963136,237.87703125,-0.2243750000000091,-0.09432394494792531,,-37.05588256793599,,falling,-1411076.04,32.0,0.0,0.0,5.0,12.0,5.0,-0.04906743325598724,24.116267079906336,-171.87867387726445,-0.13476721692396865,0.8729288307963136,237.87703125,,-37.05588256793599,,0.0,3.0,falling,-1411076.04,-0.2243750000000091,-0.09432394494792531,5.0400000000000045,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""trend_score"", ""gap"": 15.0}]}",False,,,-0.2243750000000091,-0.09432394494792531,,,,,,Buy,54,hma_not_aligned,
DOGEUSDT,Strong Sell,65,0.28881,0.28673057,0.2974743,Bearish,2025-09-13T17:07:52.805426+00:00,2025-09-13T22:37:52.805426+05:30,Success,2,2.0,,5.04%,27.79442928755988,-0.00174959611341996,-0.0007332327877362119,-0.0010163633256837481,0.3022953261386783,0.29628899999999997,0.2902826738613216,-0.1225935644618239,-236.76522467698464,-10.0,0.0,3.0,0.2965810137362147,0.002906108089598083,0.29545124999999994,-0.0016126562500000108,-0.545828203468427,,-20.62590017732803,,falling,-907168314.0,8.0,12.393603769838956,15.0,5.0,12.0,5.0,-0.1225935644618239,27.79442928755988,-236.76522467698464,-0.0010163633256837481,0.002906108089598083,0.29545124999999994,,-20.62590017732803,,0.0,3.0,falling,-907168314.0,-0.0016126562500000108,-0.545828203468427,5.039999999999981,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,57.0,65.0,-0.0016126562500000108,-0.545828203468427,,,,,,Sell,65,,
1000PEPEUSDT,Sell,61,0.0119026,0.0118169,0.01225968,Bearish,2025-09-13T17:07:55.677185+00:00,2025-09-13T22:37:55.677185+05:30,Success,7,7.0,,5.04%,29.728852082925215,-6.475125899500778e-05,-4.886898683408454e-05,-1.5882272160923235e-05,0.012211325967073517,0.012055685,0.011900044032926483,0.008211099948733333,-145.4260115576608,-10.0,0.0,3.0,0.012130652364333472,8.970125395505837e-05,0.011992684375000002,-3.574218749999997e-05,-0.29803325412705994,,-26.166136137379198,,falling,-7342625898.0,8.0,8.249377963580438,15.0,5.0,12.0,5.0,0.008211099948733333,29.728852082925215,-145.4260115576608,-1.5882272160923235e-05,8.970125395505837e-05,0.011992684375000002,,-26.166136137379198,,0.0,3.0,falling,-7342625898.0,-3.574218749999997e-05,-0.29803325412705994,5.039999999999955,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 11.75}]}",True,53.0,61.0,-3.574218749999997e-05,-0.29803325412705994,False,0.3541148302983698,-0.29803325412705994,False,conditions_not_met,Sell,61,,
XRPUSDT,Sell,63,3.1001,3.07777928,3.193103,Bearish,2025-09-13T17:07:56.803769+00:00,2025-09-13T22:37:56.803769+05:30,Inconclusive,600,,,5.04%,22.838141037332775,-0.009766223659455786,-0.007209712022456901,-0.002556511636998885,3.147235805459704,3.125855,3.104474194540296,-0.10229255741885301,-192.2838758312551,-10.0,0.0,3.0,3.1368963720121537,0.010573777868236418,3.1164796875,-0.004692187499999889,-0.15056050321200398,,-36.339430418336484,,falling,-39445937.699999996,8.0,9.802682830352172,15.0,5.0,12.0,5.0,-0.10229255741885301,22.838141037332775,-192.2838758312551,-0.002556511636998885,0.010573777868236418,3.1164796875,,-36.339430418336484,,0.0,3.0,falling,-39445937.699999996,-0.004692187499999889,-0.15056050321200398,5.040000000000042,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 2, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 10.2}]}",True,55.0,63.0,-0.004692187499999889,-0.15056050321200398,False,0.4835569025293476,-0.15056050321200398,False,conditions_not_met,Sell,63,,
MYXUSDT,Sell,40,12.611,12.5202008,12.98933,Bearish,2025-09-13T17:07:57.766561+00:00,2025-09-13T22:37:57.766561+05:30,Success,2,2.0,,5.04%,40.808026216310274,-0.07097158043375984,-0.0459419725976679,-0.02502960783609194,13.203768474413351,12.853100000000001,12.502431525586651,0.1548021597820831,-125.03415278845668,-10.0,0.0,3.0,12.90798555332056,0.21171069777664886,12.651375000000002,0.0015937500000013927,0.012597444941766348,,-9.99630097714112,,falling,-473737.0,8.0,6.837412536894786,15.0,5.0,0.0,5.0,0.1548021597820831,40.808026216310274,-125.03415278845668,-0.02502960783609194,0.21171069777664886,12.651375000000002,,-9.99630097714112,,0.0,3.0,falling,-473737.0,0.0015937500000013927,0.012597444941766348,5.039999999999961,,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.16}]}",False,,,,,,,,,,Sell,40,not_in_gap_or_already_strong,40.0
AVAXUSDT,Sell,60,29.432,29.2200896,30.31496,Bearish,2025-09-13T17:07:58.727435+00:00,2025-09-13T22:37:58.727435+05:30,Inconclusive,600,,,5.04%,27.87709640208466,-0.1192107503747799,-0.10168235942251944,-0.01752839095226047,29.956677792861303,29.693899999999996,29.43112220713869,0.0016702188791372702,-134.98999266789687,-10.0,0.0,3.0,29.870295109492584,0.13015127637520946,29.512359375,-0.028406250000003297,-0.09625204694432635,,-33.11965489026007,,falling,-1041654.0,8.0,7.232249383720839,15.0,5.0,12.0,5.0,0.0016702188791372702,27.87709640208466,-134.98999266789687,-0.01752839095226047,0.13015127637520946,29.512359375,,-33.11965489026007,,0.0,3.0,falling,-1041654.0,-0.028406250000003297,-0.09625204694432635,5.040000000000018,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 12.77}]}",True,52.0,60.0,-0.028406250000003297,-0.09625204694432635,False,0.26935411531006986,-0.09625204694432635,False,conditions_not_met,Sell,60,,
BNBUSDT,Strong Sell,65,924.52,917.863456,952.2556,Bearish,2025-09-13T17:07:59.681044+00:00,2025-09-13T22:37:59.681044+05:30,Inconclusive,600,,,5.04%,24.515197454979898,-3.506299146168999,-2.7247740350590304,-0.7815251111099686,943.1607323153191,932.317,921.4732676846809,0.14048356353351385,-109.57943816404496,-10.0,0.0,3.0,934.5033521837601,2.2441874571556983,924.7042187500001,-0.49062499999990905,-0.053057506395193896,,-39.31234815507039,,falling,-87515.31,8.0,12.35785914711934,15.0,5.0,12.0,5.0,0.14048356353351385,24.515197454979898,-109.57943816404496,-0.7815251111099686,2.2441874571556983,924.7042187500001,,-39.31234815507039,,0.0,3.0,falling,-87515.31,-0.49062499999990905,-0.053057506395193896,5.04000000000004,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,57.0,65.0,-0.49062499999990905,-0.053057506395193896,,,,,,Sell,65,,
SUIUSDT,Buy,54,3.7542,3.78123024,3.641574,Bearish,2025-09-13T17:08:00.648372+00:00,2025-09-13T22:38:00.648372+05:30,Success,95,95.0,,5.04%,28.858161078289868,-0.01121339633510221,-0.008429760063478495,-0.0027836362716237156,3.8090710543981303,3.7855499999999997,3.762028945601869,-0.1664242059338002,-210.22210545460538,-10.0,0.0,3.0,3.7984600454436124,0.0185624431643659,3.781515625,-0.005682812499999912,-0.150278699430203,,-24.204396409417306,,falling,-8461877.6,32.0,0.0,0.0,5.0,12.0,5.0,-0.1664242059338002,28.858161078289868,-210.22210545460538,-0.0027836362716237156,0.0185624431643659,3.781515625,,-24.204396409417306,,0.0,3.0,falling,-8461877.6,-0.005682812499999912,-0.150278699430203,5.040000000000038,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""trend_score"", ""gap"": 15.0}]}",False,,,-0.005682812499999912,-0.150278699430203,,,,,,Buy,54,hma_not_aligned,
