Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI<=30_and_CVD_falling,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope
AAVEUSDT,Buy,43,300.7,302.86504,291.679,Bullish,2025-09-08T08:36:48.414576+00:00,2025-09-08T14:06:48.414576+05:30,Success,43,43.0,,5.04%,54.70216826338335,0.20206847976413655,0.013861538903019138,0.18820694086111742,301.30820990553,299.916,298.52379009447,0.781566736770745,131.63562650450606,10.0,0.0,3.0,300.2526670097118,0.7111239048899095,300.48890625,0.3406250000000455,,6.886597139052958,,falling,-5968.799999999998,8.0,10.35186997597289,15.0,5.0,0.0,5.0,0.781566736770745,54.70216826338335,131.63562650450606,0.18820694086111742,0.7111239048899095,300.48890625,,6.886597139052958,,0.0,3.0,falling,-5968.799999999998,5.039999999999945,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.65}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,
LINEAUSDT,Buy,48,0.02648,0.02667066,0.0256856,Bullish,2025-09-08T08:36:56.637607+00:00,2025-09-08T14:06:56.637607+05:30,Success,17,17.0,,5.04%,29.94848760149594,-0.0008283298323586673,-0.0007738584177254658,-5.4471414633201526e-05,0.030447696466146187,0.027772,0.025096303533853816,0.2585675325383837,-70.36887882869719,10.0,0.0,3.0,0.028608931477854035,0.0005983622840381831,0.02591046875,8.624999999999605e-05,,-41.306746918503976,,falling,-626432977.0,18.0,0.0,8.0,5.0,12.0,5.0,0.2585675325383837,29.94848760149594,-70.36887882869719,-5.4471414633201526e-05,0.0005983622840381831,0.02591046875,,-41.306746918503976,,0.0,3.0,falling,-626432977.0,5.040000000000022,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,1.0,,,
ARBUSDT,Buy,47,0.4961,0.49967192,0.481217,Bullish,2025-09-08T08:36:57.670607+00:00,2025-09-08T14:06:57.670607+05:30,Success,39,39.0,,5.04%,55.28673995892604,0.0003506309404939234,2.023423600995009e-05,0.0003303967044839733,0.4974208276566362,0.49481,0.49219917234336386,0.747048095403971,118.34383244495038,10.0,3.0,0.0,0.49497797365985774,0.001542892627423033,0.494503125,0.0006734375000000403,,6.421069131232067,,falling,-1841228.4000000001,8.0,9.139386089918252,15.0,10.0,0.0,5.0,0.747048095403971,55.28673995892604,118.34383244495038,0.0003303967044839733,0.001542892627423033,0.494503125,,6.421069131232067,,3.0,0.0,falling,-1841228.4000000001,5.040000000000009,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.86}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,
TRUMPUSDT,Buy,46,8.53,8.591416,8.2741,Bullish,2025-09-08T08:36:59.734751+00:00,2025-09-08T14:06:59.734751+05:30,Success,112,112.0,,5.04%,59.90342254783007,0.006809125119257686,0.00163582617691452,0.005173298942343166,8.536032877846951,8.504000000000001,8.471967122153051,0.9058330338632643,177.7843514273032,10.0,3.0,0.0,8.505910292856374,0.014385726995573408,8.514468749999999,0.007984374999999488,,11.744669543334988,,rising,288152.59,8.0,12.630719507915078,15.0,5.0,0.0,5.0,0.9058330338632643,59.90342254783007,177.7843514273032,0.005173298942343166,0.014385726995573408,8.514468749999999,,11.744669543334988,,3.0,0.0,rising,288152.59,5.039999999999957,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.37}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,
TIAUSDT,Buy,46,1.6868,1.69894496,1.636196,Bullish,2025-09-08T08:37:05.889448+00:00,2025-09-08T14:07:05.889448+05:30,Success,47,47.0,,5.04%,64.44013877515542,0.004994833870103577,0.0028541333123130574,0.0021407005577905192,1.6900660546493436,1.67306,1.6560539453506564,0.9039737694401224,165.45360976327137,10.0,3.0,0.0,1.6695675611350755,0.0057139856940725,1.6789625000000001,0.0041234375000001044,,23.74475284537399,,rising,999046.0,8.0,12.99141442378287,15.0,5.0,0.0,5.0,0.9039737694401224,64.44013877515542,165.45360976327137,0.0021407005577905192,0.0057139856940725,1.6789625000000001,,23.74475284537399,,3.0,0.0,rising,999046.0,5.040000000000039,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.01}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,
TAOUSDT,Buy,47,338.41,340.846552,328.2577,Bullish,2025-09-08T08:37:06.941738+00:00,2025-09-08T14:07:06.941738+05:30,Success,83,83.0,,5.04%,80.0380178971591,1.445555001224136,0.9833200954839785,0.4622349057401576,338.5149026534614,334.5225,330.5300973465386,0.9868622152414409,171.19860778768683,10.0,3.0,0.0,333.3600301291672,1.0767475856012168,336.56140625000006,0.7428125000000136,,42.432769620595856,,rising,20167.174,8.0,14.302913966200812,15.0,5.0,0.0,5.0,0.9868622152414409,80.0380178971591,171.19860778768683,0.4622349057401576,1.0767475856012168,336.56140625000006,,42.432769620595856,,3.0,0.0,rising,20167.174,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.7}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,
UNIUSDT,Buy,43,9.45,9.51804,9.1665,Bullish,2025-09-08T08:37:11.023470+00:00,2025-09-08T14:07:11.023470+05:30,Success,34,34.0,,5.04%,57.10370256347599,0.006588838716648837,0.0003568490368005793,0.006231989679848258,9.46289918501129,9.4206,9.37830081498871,0.8475244262052813,157.9218106995803,10.0,3.0,0.0,9.423076892293361,0.024039847129603668,9.424406249999999,0.010890624999998266,,7.594369251485617,,rising,91027.0,8.0,10.221659876205045,15.0,5.0,0.0,5.0,0.8475244262052813,57.10370256347599,157.9218106995803,0.006231989679848258,0.024039847129603668,9.424406249999999,,7.594369251485617,,3.0,0.0,rising,91027.0,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.78}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,
1000SHIBUSDT,Buy,45,0.01262,0.01271086,0.0122414,Bullish,2025-09-08T08:37:12.052526+00:00,2025-09-08T14:07:12.052526+05:30,Success,44,44.0,,5.04%,62.968320815678126,2.3756978327706818e-05,1.4066982043202021e-05,9.689996284504797e-06,0.012638722705329484,0.012557450000000001,0.012476177294670519,0.8848155401399398,147.5378689742097,10.0,3.0,0.0,0.012544852069732054,2.7905061263676608e-05,0.012604484374999999,1.612499999999878e-05,,21.826198835651304,,rising,359791516.0,8.0,12.333968832056755,15.0,5.0,0.0,5.0,0.8848155401399398,62.968320815678126,147.5378689742097,9.689996284504797e-06,2.7905061263676608e-05,0.012604484374999999,,21.826198835651304,,3.0,0.0,rising,359791516.0,5.039999999999974,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.67}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,
CRVUSDT,Buy,42,0.775,0.78058,0.75175,Bullish,2025-09-08T08:37:14.119657+00:00,2025-09-08T14:07:14.119657+05:30,Success,38,38.0,,5.04%,60.61371110125443,0.001252083481007693,0.0006102542778595657,0.0006418292031481273,0.7762297324759756,0.7714,0.7665702675240244,0.8726914500862529,164.1741442339579,10.0,3.0,0.0,0.770812084451037,0.003107477851849863,0.772421875,0.001187499999999897,,15.59524127179529,,rising,1408400.3,8.0,8.95704285273834,15.0,5.0,0.0,5.0,0.8726914500862529,60.61371110125443,164.1741442339579,0.0006418292031481273,0.003107477851849863,0.772421875,,15.59524127179529,,3.0,0.0,rising,1408400.3,5.040000000000027,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.04}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,
NEARUSDT,Buy,48,2.504,2.5220288,2.42888,Bullish,2025-09-08T08:37:17.195466+00:00,2025-09-08T14:07:17.195466+05:30,Success,43,43.0,,5.04%,59.909420885481026,0.0025370973595082447,0.0008815727589707543,0.0016555246005374904,2.5053754410299067,2.49415,2.482924558970093,0.9387355460581787,198.48484848484338,10.0,3.0,0.0,2.492599846080864,0.006835706745047116,2.4954375000000004,0.0026718750000003233,,11.044692692755929,,falling,-28346.0,8.0,9.812506576834714,15.0,10.0,0.0,5.0,0.9387355460581787,59.909420885481026,198.48484848484338,0.0016555246005374904,0.006835706745047116,2.4954375000000004,,11.044692692755929,,3.0,0.0,falling,-28346.0,5.04000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.19}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,
EIGENUSDT,Buy,59,1.4257,1.43596504,1.382929,Bullish,2025-09-08T08:37:18.220600+00:00,2025-09-08T14:07:18.220600+05:30,Success,37,37.0,,5.04%,59.8322023672839,0.0013991403379380873,-0.0008795381300256671,0.0022786784679637547,1.4289514034431112,1.41395,1.3989485965568889,0.8916300246359837,146.79996079584774,10.0,3.0,0.0,1.4180121312985299,0.006251640721090063,1.4195046875,0.004453124999999947,,5.678654921807526,,falling,-1211655.4000000001,8.0,12.747828877407791,15.0,10.0,0.0,5.0,0.8916300246359837,59.8322023672839,146.79996079584774,0.0022786784679637547,0.006251640721090063,1.4195046875,,5.678654921807526,,3.0,0.0,falling,-1211655.4000000001,5.039999999999974,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.25}]}",True,,,Buy,59,,51.0,59.0,0.004453124999999947
