Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence
ETHUSDT,Buy,60,4331.03,4362.213416,4201.0991,Bullish,2025-09-07T23:21:40.508568+00:00,2025-09-08T04:51:40.508568+05:30,Inconclusive,300,,,5.04%,78.23815724164373,8.803000994815193,5.994298041239054,2.808702953576139,4327.634166021309,4302.8235,4278.012833978692,1.068434962120201,211.53232497287937,10.0,3.0,0.0,4296.825650064714,6.635509478168661,4315.95140625,3.3693750000002183,,36.06856424723295,,rising,111454.938,8.0,19.15880862013802,15.0,5.0,0.0,5.0,1.068434962120201,78.23815724164373,211.53232497287937,2.808702953576139,6.635509478168661,4315.95140625,,36.06856424723295,,3.0,0.0,rising,111454.938,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,52.0,60.0,3.3693750000002183,Buy,60,,
BTCUSDT,Buy,44,111388.5,112190.4972,108046.845,Bullish,2025-09-07T23:21:41.635383+00:00,2025-09-08T04:51:41.635383+05:30,Inconclusive,300,,,5.04%,64.70722419041083,48.05429021640157,23.727276177738645,24.327014038662924,111386.53251354815,111165.33,110944.12748645185,1.0044472515711655,186.13264023057653,10.0,3.0,0.0,111158.44843915134,84.66192804699486,111244.72343750001,20.118750000023283,,13.419520894046252,,rising,1152.099,8.0,10.896232467134727,15.0,5.0,0.0,5.0,1.0044472515711655,64.70722419041083,186.13264023057653,24.327014038662924,84.66192804699486,111244.72343750001,,13.419520894046252,,3.0,0.0,rising,1152.099,5.039999999999987,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.1}]}",False,,,,Buy,44,not_in_gap_or_already_strong,44.0
SOLUSDT,Buy,43,207.58,209.074576,201.3526,Bullish,2025-09-07T23:21:43.833466+00:00,2025-09-08T04:51:43.833466+05:30,Inconclusive,300,,,5.04%,69.49563077479606,0.9372143476669805,0.7901706167791323,0.14704373088784828,208.3506342228485,205.87800000000001,203.40536577715153,0.8441673629428472,109.48919725276187,10.0,3.0,0.0,204.90459666287506,0.5724647504239674,207.81187500000001,0.38937500000000114,,38.56873743175827,,rising,518589.91000000003,8.0,10.164658240869407,15.0,5.0,0.0,5.0,0.8441673629428472,69.49563077479606,109.48919725276187,0.14704373088784828,0.5724647504239674,207.81187500000001,,38.56873743175827,,3.0,0.0,rising,518589.91000000003,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.84}]}",False,,,,Buy,43,not_in_gap_or_already_strong,43.0
MYXUSDT,Buy,40,3.5589,3.58452408,3.452133,Bullish,2025-09-07T23:21:47.147566+00:00,2025-09-08T04:51:47.147566+05:30,Fail,1,,1.0,5.04%,50.60499797869121,0.031528121375919316,0.03585205581567663,-0.004323934439757315,3.6463342673141246,3.573585,3.5008357326858754,0.39907114846537495,-28.335332892982155,10.0,3.0,0.0,3.4608215556451993,0.08054894625637078,3.6100125,0.011092187500000072,,12.423907902535142,,falling,-4240201.0,6.0,4.0,15.0,10.0,0.0,5.0,0.39907114846537495,50.60499797869121,-28.335332892982155,-0.004323934439757315,0.08054894625637078,3.6100125,,12.423907902535142,,3.0,0.0,falling,-4240201.0,5.04000000000001,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,,,,Buy,40,not_in_gap_or_already_strong,40.0
XRPUSDT,Buy,41,2.8847,2.90546984,2.798159,Bullish,2025-09-07T23:21:48.265929+00:00,2025-09-08T04:51:48.265929+05:30,Inconclusive,300,,,5.04%,65.2400621183196,0.004054551773078341,0.0024300239345219393,0.0016245278385564016,2.888360565896471,2.87141,2.854459434103529,0.8920223100860275,148.79534021710987,10.0,0.0,3.0,2.871187367270188,0.004237736292040918,2.8820015625,0.0017609375000002814,,21.294556757565097,,rising,16670814.499999998,8.0,13.200352603011186,15.0,0.0,0.0,5.0,0.8920223100860275,65.2400621183196,148.79534021710987,0.0016245278385564016,0.004237736292040918,2.8820015625,,21.294556757565097,,0.0,3.0,rising,16670814.499999998,5.039999999999956,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,,,,Buy,41,not_in_gap_or_already_strong,41.0
DOGEUSDT,Buy,48,0.22859,0.23023585,0.2217323,Bullish,2025-09-07T23:21:49.382194+00:00,2025-09-08T04:51:49.382194+05:30,Success,209,209.0,,5.04%,74.4474369600411,0.001253622062384635,0.0010824817851462745,0.0001711402772383605,0.2295296033879531,0.2261165,0.22270339661204688,0.8623535121629265,110.52452439404055,10.0,3.0,0.0,0.2247796164269335,0.0006788083017263153,0.228888125,0.0003328125000000015,,48.305289248101005,,rising,383905409.0,8.0,15.050849176822055,15.0,5.0,0.0,5.0,0.8623535121629265,74.4474369600411,110.52452439404055,0.0001711402772383605,0.0006788083017263153,0.228888125,,48.305289248101005,,3.0,0.0,rising,383905409.0,5.040000000000016,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,,,,Buy,48,not_in_gap_or_already_strong,48.0
MUSDT,Buy,43,1.9666,1.98075952,1.907602,Bullish,2025-09-07T23:21:51.742090+00:00,2025-09-08T04:51:51.742090+05:30,Success,1,1.0,,5.04%,76.58540618684744,0.024767488623034906,0.017034158167807956,0.00773333045522695,1.9240913492354852,1.8607,1.7973086507645148,1.3352874743729168,333.62083836467133,10.0,3.0,0.0,1.842920708395756,0.03356754044819937,1.8712281249999998,0.00548124999999966,,30.195129178461265,,rising,8280646.0,8.0,9.52914894708655,15.0,5.0,0.0,5.0,1.3352874743729168,76.58540618684744,333.62083836467133,0.00773333045522695,0.03356754044819937,1.8712281249999998,,30.195129178461265,,3.0,0.0,rising,8280646.0,5.039999999999994,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.47}]}",False,,,,Buy,43,not_in_gap_or_already_strong,43.0
ENAUSDT,Buy,46,0.7493,0.75469496,0.726821,Bullish,2025-09-07T23:21:52.826780+00:00,2025-09-08T04:51:52.826780+05:30,Success,251,251.0,,5.04%,71.94601991290183,0.001523559670243868,0.0006823971427717924,0.0008411625274720757,0.7486176967866514,0.7429300000000001,0.7372423032133488,1.0599806247539376,215.03637833467212,10.0,3.0,0.0,0.74194833151396,0.0021859695756761923,0.74434375,0.001553125000000044,,20.656109702051296,,rising,7204510.0,8.0,13.235215752298398,15.0,5.0,0.0,5.0,1.0599806247539376,71.94601991290183,215.03637833467212,0.0008411625274720757,0.0021859695756761923,0.74434375,,20.656109702051296,,3.0,0.0,rising,7204510.0,5.039999999999953,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.76}]}",False,,,,Buy,46,not_in_gap_or_already_strong,46.0
WLDUSDT,Buy,58,1.0424,1.04990528,1.011128,Bullish,2025-09-07T23:21:55.126380+00:00,2025-09-08T04:51:55.126380+05:30,Success,101,101.0,,5.04%,63.652776132674575,0.0006323633459466294,-0.0004697995975324824,0.0011021629434791117,1.040346118590195,1.03432,1.0282938814098048,1.1704149511052446,273.14685747915826,10.0,3.0,0.0,1.0364646387260448,0.0034333471181245243,1.03505,0.0013406250000000952,,4.570056114408619,,rising,3345927.0,8.0,16.704409060144236,15.0,5.0,0.0,5.0,1.1704149511052446,63.652776132674575,273.14685747915826,0.0011021629434791117,0.0034333471181245243,1.03505,,4.570056114408619,,3.0,0.0,rising,3345927.0,5.0399999999999645,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,50.0,58.0,0.0013406250000000952,Buy,58,,
BNBUSDT,Buy,48,880.56,886.900032,854.1432,Bullish,2025-09-07T23:21:57.450327+00:00,2025-09-08T04:51:57.450327+05:30,Inconclusive,300,,,5.04%,84.51632192113946,1.0613835900123831,0.5521623940535542,0.509221195958829,879.4904210650961,876.0449999999998,872.5995789349035,1.1552174487088283,239.89755753794807,10.0,3.0,0.0,875.6828651824657,1.0650924350995594,877.8584375,0.5568750000001046,,41.98096476785639,,rising,35432.12,8.0,15.474411328317725,15.0,5.0,0.0,5.0,1.1552174487088283,84.51632192113946,239.89755753794807,0.509221195958829,1.0650924350995594,877.8584375,,41.98096476785639,,3.0,0.0,rising,35432.12,5.039999999999962,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,,,,Buy,48,not_in_gap_or_already_strong,48.0
