Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence
SUIUSDT,Buy,48,3.41,3.434552,3.3077,Bullish,2025-09-07T23:21:59.669900+00:00,2025-09-08T04:51:59.669900+05:30,Inconclusive,300,,,5.04%,66.70403023647268,0.005504868601704516,0.004065151595213094,0.001439717006491422,3.409754145870677,3.3935399999999993,3.377325854129322,1.0075814702570283,172.228202368133,10.0,3.0,0.0,3.389339890064243,0.006229487070704958,3.40181875,0.0025218749999997847,,21.87309768592963,,rising,2426548.3999999994,8.0,14.546718014439016,15.0,5.0,0.0,5.0,1.0075814702570283,66.70403023647268,172.228202368133,0.001439717006491422,0.006229487070704958,3.40181875,,21.87309768592963,,3.0,0.0,rising,2426548.3999999994,5.039999999999981,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.45}]}",False,,,,Buy,48,not_in_gap_or_already_strong,48.0
1000PEPEUSDT,Buy,44,0.0099308,0.0100023,0.00963288,Bullish,2025-09-07T23:22:00.945823+00:00,2025-09-08T04:52:00.945823+05:30,Success,220,220.0,,5.04%,70.61119364852179,2.5681102016337706e-05,1.906854326735438e-05,6.612558748983327e-06,0.00994179198335062,0.009866855,0.009791918016649382,0.9266584878444469,142.49596520028572,10.0,3.0,0.0,0.009851367970387933,2.157441395361731e-05,0.0099184125,1.0051562500000208e-05,,32.06178258150471,,rising,1236530737.0,8.0,11.356000970260002,15.0,5.0,0.0,5.0,0.9266584878444469,70.61119364852179,142.49596520028572,6.612558748983327e-06,2.157441395361731e-05,0.0099184125,,32.06178258150471,,3.0,0.0,rising,1236530737.0,5.0400000000000205,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.64}]}",False,,,,Buy,44,not_in_gap_or_already_strong,44.0
LINKUSDT,Buy,49,22.518,22.6801296,21.84246,Bullish,2025-09-07T23:22:02.054874+00:00,2025-09-08T04:52:02.054874+05:30,Success,255,255.0,,5.04%,69.95808680346391,0.0707033936096515,0.05708976620238587,0.013613627407265627,22.578492646929007,22.370250000000002,22.162007353070997,0.85475442273448,118.06867709671356,10.0,3.0,0.0,22.317707850215577,0.0494761386079718,22.52821875,0.019703125000006594,,37.03091845511185,,rising,669165.0500000002,8.0,15.603729938652315,15.0,5.0,0.0,5.0,0.85475442273448,69.95808680346391,118.06867709671356,0.013613627407265627,0.0494761386079718,22.52821875,,37.03091845511185,,3.0,0.0,rising,669165.0500000002,5.040000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,,,,Buy,49,not_in_gap_or_already_strong,49.0
TRXUSDT,Buy,46,0.33115,0.33353428,0.3212155,Bullish,2025-09-07T23:22:03.297609+00:00,2025-09-08T04:52:03.297609+05:30,Inconclusive,300,,,5.04%,75.25354943763978,0.000405743685571891,0.00034330516281675034,6.243852275514066e-05,0.3309967506757935,0.33004999999999995,0.3291032493242064,1.0809343621952365,218.23164575219437,10.0,3.0,0.0,0.3295648966742973,0.0003517418126844125,0.33044218750000004,6.203124999998311e-05,,37.12470797026179,,rising,22107963.0,8.0,13.26029687709568,15.0,5.0,0.0,5.0,1.0809343621952365,75.25354943763978,218.23164575219437,6.243852275514066e-05,0.0003517418126844125,0.33044218750000004,,37.12470797026179,,3.0,0.0,rising,22107963.0,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.74}]}",False,,,,Buy,46,not_in_gap_or_already_strong,46.0
PUMPUSDT,Buy,45,0.004961,0.00499672,0.00481217,Bullish,2025-09-07T23:22:04.398843+00:00,2025-09-08T04:52:04.398843+05:30,Fail,164,,164.0,5.04%,62.57195550456899,2.5556142867843787e-05,1.377680975620811e-05,1.1779333111635677e-05,0.0049927730697399515,0.00488525,0.004777726930260048,0.8522499877617163,120.96920642332893,10.0,3.0,0.0,0.004870732683676491,3.5262945087338815e-05,0.0049354062500000006,2.2765624999999783e-05,,18.592931573884943,,rising,1713465230.0,8.0,12.01702733504132,15.0,5.0,0.0,5.0,0.8522499877617163,62.57195550456899,120.96920642332893,1.1779333111635677e-05,3.5262945087338815e-05,0.0049354062500000006,,18.592931573884943,,3.0,0.0,rising,1713465230.0,5.040000000000013,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.98}]}",False,,,,Buy,45,not_in_gap_or_already_strong,45.0
ADAUSDT,Buy,49,0.8368,0.84282496,0.811696,Bullish,2025-09-07T23:22:05.547795+00:00,2025-09-08T04:52:05.547795+05:30,Success,219,219.0,,5.04%,68.56540531029631,0.0017795140113158192,0.0013806752239243923,0.0003988387873914269,0.8377744947326751,0.832405,0.8270355052673248,0.9092563843349205,128.3323603814,10.0,3.0,0.0,0.8311297831396337,0.0014701641736509642,0.83621875,0.0006796874999999147,,30.06763652860951,,rising,10051925.0,8.0,15.510926513481202,15.0,5.0,0.0,5.0,0.9092563843349205,68.56540531029631,128.3323603814,0.0003988387873914269,0.0014701641736509642,0.83621875,,30.06763652860951,,3.0,0.0,rising,10051925.0,5.039999999999973,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,,,,Buy,49,not_in_gap_or_already_strong,49.0
AVAXUSDT,Buy,61,24.882,25.0611504,24.13554,Bullish,2025-09-07T23:22:09.151247+00:00,2025-09-08T04:52:09.151247+05:30,Inconclusive,300,,,5.04%,82.46429194825738,0.07581014421494103,0.04812650319764284,0.027683641017298193,24.83437303361447,24.6138,24.393226966385534,1.1079618972570742,229.48803934719177,10.0,3.0,0.0,24.564187165495767,0.04809196719681039,24.729812500000005,0.03232812500000293,,41.793660142235716,,rising,770513.0,8.0,20.0,15.0,5.0,0.0,5.0,1.1079618972570742,82.46429194825738,229.48803934719177,0.027683641017298193,0.04809196719681039,24.729812500000005,,41.793660142235716,,3.0,0.0,rising,770513.0,5.040000000000029,,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,53.0,61.0,0.03232812500000293,Buy,61,,
TAUSDT,Buy,40,0.13254,0.13349429,0.1285638,Bullish,2025-09-07T23:22:10.434890+00:00,2025-09-08T04:52:10.434890+05:30,Success,3,3.0,,5.04%,52.274755906836084,0.0012099876027045209,0.00166840546620892,-0.0004584178635043991,0.13656520181734194,0.133266,0.12996679818265805,0.389973387474532,-47.41406022815572,10.0,3.0,0.0,0.12963413457595596,0.0023576449341120467,0.13496140625,-0.0005160937500000018,,15.89554875693819,,falling,-12701743.0,6.0,4.0,15.0,10.0,0.0,5.0,0.389973387474532,52.274755906836084,-47.41406022815572,-0.0004584178635043991,0.0023576449341120467,0.13496140625,,15.89554875693819,,3.0,0.0,falling,-12701743.0,5.039999999999988,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,,,,Buy,40,not_in_gap_or_already_strong,40.0
BIOUSDT,Buy,44,0.16303,0.16420382,0.1581391,Bullish,2025-09-07T23:22:12.705893+00:00,2025-09-08T04:52:12.705893+05:30,Success,76,76.0,,5.04%,66.63426631625094,0.0003078339018433851,0.00011993637803765424,0.00018789752380573085,0.16299587438755467,0.1616135,0.16023112561244532,1.0123431151331248,163.7365030961217,10.0,0.0,3.0,0.16170524486602847,0.0006147543848372034,0.16199390625,0.00039281250000003376,,12.99814474402472,,rising,11517069.0,8.0,16.33551591101174,15.0,0.0,0.0,5.0,1.0123431151331248,66.63426631625094,163.7365030961217,0.00018789752380573085,0.0006147543848372034,0.16199390625,,12.99814474402472,,0.0,3.0,rising,11517069.0,5.039999999999975,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,,,,Buy,44,not_in_gap_or_already_strong,44.0
DOTUSDT,Buy,40,4.007,4.0358504,3.88679,Bullish,2025-09-07T23:22:15.248910+00:00,2025-09-08T04:52:15.248910+05:30,Success,194,194.0,,5.04%,60.58084300762717,0.005878871947531561,0.00528028567381328,0.0005985862737182806,4.0141116667818375,3.9957000000000003,3.9772883332181626,0.806870641694068,97.27164887306901,10.0,3.0,0.0,3.9889677655793254,0.007527867697223197,4.00790625,0.0009218749999995168,,18.496074004992273,,rising,226412.39999999994,4.0,10.908385102801148,15.0,5.0,0.0,5.0,0.806870641694068,60.58084300762717,97.27164887306901,0.0005985862737182806,0.007527867697223197,4.00790625,,18.496074004992273,,3.0,0.0,rising,226412.39999999994,5.0399999999999325,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.09}]}",False,,,,Buy,40,not_in_gap_or_already_strong,40.0
HYPEUSDT,Buy,47,47.432,47.7735104,46.00904,Bullish,2025-09-07T23:22:16.374601+00:00,2025-09-08T04:52:16.374601+05:30,Success,186,186.0,,5.04%,72.67310295906064,0.09696648769713079,0.06216033017588052,0.03480615752125027,47.46772953349428,47.136199999999995,46.80467046650571,0.9461141016341877,161.29753914989203,10.0,3.0,0.0,47.114127293643136,0.08656219960014586,47.32198437499999,0.03846874999999983,,29.365794999684663,,rising,77560.18999999999,8.0,13.650260556786948,15.0,5.0,0.0,5.0,0.9461141016341877,72.67310295906064,161.29753914989203,0.03480615752125027,0.08656219960014586,47.32198437499999,,29.365794999684663,,3.0,0.0,rising,77560.18999999999,5.039999999999957,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.35}]}",False,,,,Buy,47,not_in_gap_or_already_strong,47.0
FARTCOINUSDT,Buy,47,0.766,0.7715152,0.74302,Bullish,2025-09-07T23:22:17.497714+00:00,2025-09-08T04:52:17.497714+05:30,Success,8,8.0,,5.04%,71.78624740338506,0.005840782494868968,0.004368964791549719,0.0014718177033192486,0.7702726873022975,0.752755,0.7352373126977024,0.8780464787227626,125.56994896880778,10.0,3.0,0.0,0.7484973409854285,0.003575827223823794,0.765109375,0.0025124999999999176,,43.016030398199476,,rising,11622385.700000001,8.0,13.878448445249212,15.0,5.0,0.0,5.0,0.8780464787227626,71.78624740338506,125.56994896880778,0.0014718177033192486,0.003575827223823794,0.765109375,,43.016030398199476,,3.0,0.0,rising,11622385.700000001,5.040000000000049,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.12}]}",False,,,,Buy,47,not_in_gap_or_already_strong,47.0
BCHUSDT,Buy,40,603.75,608.097,585.6375,Bullish,2025-09-07T23:22:18.695020+00:00,2025-09-08T04:52:18.695020+05:30,Inconclusive,300,,,5.04%,55.027401165487916,0.11544860455092021,0.04160741693394326,0.07384118761697694,604.0663617717819,603.229,602.3916382282182,0.8110961221046126,124.27051150017742,10.0,3.0,0.0,603.2596051407261,0.5728373460235153,603.73984375,0.11406250000004547,,4.864273811338171,,rising,1306.0609999999997,8.0,7.093702802566048,15.0,5.0,0.0,5.0,0.8110961221046126,55.027401165487916,124.27051150017742,0.07384118761697694,0.5728373460235153,603.73984375,,4.864273811338171,,3.0,0.0,rising,1306.0609999999997,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.91}]}",False,,,,Buy,40,not_in_gap_or_already_strong,40.0
DOLOUSDT,Buy,49,0.19521,0.19661551,0.1893537,Bullish,2025-09-07T23:22:21.075729+00:00,2025-09-08T04:52:21.075729+05:30,Inconclusive,300,,,5.04%,62.20662061654726,0.00047517490227771964,0.0002530351464960389,0.00022213975578168072,0.1957121919226943,0.19353375,0.19135530807730572,0.8847359855081225,99.50561797752725,10.0,3.0,0.0,0.1937989261415138,0.0009352625130031358,0.19534140625000002,0.00024171875000000842,,15.406413283952395,,falling,-2840480.0,4.0,14.700382582042462,15.0,10.0,0.0,5.0,0.8847359855081225,62.20662061654726,99.50561797752725,0.00022213975578168072,0.0009352625130031358,0.19534140625000002,,15.406413283952395,,3.0,0.0,falling,-2840480.0,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.3}]}",False,,,,Buy,49,not_in_gap_or_already_strong,49.0
LTCUSDT,Buy,45,114.93,115.757496,111.4821,Bullish,2025-09-07T23:22:22.376963+00:00,2025-09-08T04:52:22.376963+05:30,Inconclusive,300,,,5.04%,63.598138411836935,0.14161475840293747,0.12755787231909094,0.014056886083846531,115.15511685500991,114.5625,113.96988314499009,0.8100654300440566,94.59397914104477,10.0,3.0,0.0,114.45316191716643,0.17693378307007301,114.85640624999999,-0.03218750000000625,,19.863121523703285,,falling,-7733.509999999999,4.0,10.906731773652893,15.0,10.0,0.0,5.0,0.8100654300440566,63.598138411836935,94.59397914104477,0.014056886083846531,0.17693378307007301,114.85640624999999,,19.863121523703285,,3.0,0.0,falling,-7733.509999999999,5.039999999999978,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.09}]}",False,,,,Buy,45,not_in_gap_or_already_strong,45.0
