source_file,coin,signal,confidence,entry_price,signal_time_utc,signal_time_ist,is_buy,tp_price,sl_price,atr_used_5m,trail_distance,FixedOutcome,FixedExitPrice,FixedExitTime,FixedGrossProfitUSDT,FixedNetProfitUSDT,FixedProfitPctOnMargin,FixedTimeToExitMin,TrailOutcome,TrailExitPrice,TrailExitTime,TrailGrossProfitUSDT,TrailNetProfitUSDT,TrailProfitPctOnMargin,TrailMaxFavorableMovePct,TrailTimeToExitMin
TotalStrong_2025-09-13_13-59-43.csv,AVAXUSDT,Strong Buy,68,29.411,2025-09-11T03:54:16.095639+00:00,2025-09-11T09:24:16.095639+05:30,True,29.70511,29.11689,0.092831435527,0.13924715329,Success,29.70511,1757563499999,0.7,0.6993,7.0,10,Success,29.67375284670964,1757563499999,0.62536803,0.62474267,6.25368,1.366836,10
TotalStrong_2025-09-13_13-59-43.csv,NMRUSDT,Strong Buy,68,18.951,2025-09-11T04:25:49.174985+00:00,2025-09-11T09:55:49.174985+05:30,True,19.14051,18.76149,0.374818285979,0.562227428968,Success,19.14051,1757564819999,0.7,0.6993,7.0,1,Fail,18.806772571032113,1757564879999,-0.53273812,-0.53220538,-5.327381,2.205688,2
TotalStrong_2025-09-13_13-59-43.csv,PTBUSDT,Strong Buy,65,0.04523,2025-09-11T04:43:43.612972+00:00,2025-09-11T10:13:43.612972+05:30,True,0.0456823,0.0447777,0.000745460481,0.001118190721,Success,0.0456823,1757566019999,0.7,0.6993,7.0,3,Fail,0.04471180927854781,1757566379999,-0.80197547,-0.80117349,-8.019755,1.326553,9
TotalStrong_2025-09-13_13-59-43.csv,PYTHUSDT,Strong Buy,68,0.17176,2025-09-11T06:32:45.351151+00:00,2025-09-11T12:02:45.351151+05:30,True,0.1734776,0.1700424,0.000745843251,0.001118764877,Success,0.1734776,1757572559999,0.7,0.6993,7.0,3,Success,0.17184123512303026,1757572439999,0.033107,0.03307389,0.33107,0.698649,1
TotalStrong_2025-09-13_13-59-43.csv,1000BONKUSDT,Strong Buy,66,0.02345,2025-09-11T06:32:47.606846+00:00,2025-09-11T12:02:47.606846+05:30,True,0.0236845,0.0232155,7.5148813e-05,0.00011272322,Fail,0.0232155,1757588759999,-0.7,-0.6993,-7.0,273,Fail,0.02333727678048612,1757572499999,-0.33648722,-0.33615074,-3.364872,0.0,2
TotalStrong_2025-09-13_13-59-43.csv,NEARUSDT,Strong Buy,66,2.73,2025-09-11T06:33:04.196961+00:00,2025-09-11T12:03:04.196961+05:30,True,2.7573,2.7027,0.006448166869,0.009672250303,Fail,2.7027,1757593859999,-0.7,-0.6993,-7.0,357,Success,2.7373277496966146,1757575559999,0.18789102,0.18770313,1.87891,0.622711,52
TotalStrong_2025-09-13_13-59-43.csv,PYTHUSDT,Strong Buy,68,0.17255,2025-09-11T06:55:41.056865+00:00,2025-09-11T12:25:41.056865+05:30,True,0.1742755,0.1708245,0.000964165834,0.001446248752,Success,0.1742755,1757581319999,0.7,0.6993,7.0,126,Fail,0.17196375124847724,1757575199999,-0.23782911,-0.23759128,-2.378291,0.498406,24
TotalStrong_2025-09-13_13-59-43.csv,SEIUSDT,Strong Buy,66,0.3271,2025-09-11T06:56:08.710774+00:00,2025-09-11T12:26:08.710774+05:30,True,0.330371,0.323829,0.000979510956,0.001469266435,Fail,0.323829,1757591639999,-0.7,-0.6993,-7.0,297,Success,0.32713073356547134,1757574719999,0.00657704,0.00657046,0.06577,0.458575,15
TotalStrong_2025-09-13_13-59-43.csv,XNYUSDT,Strong Buy,66,0.014339,2025-09-11T07:52:49.166662+00:00,2025-09-11T13:22:49.166662+05:30,True,0.01448239,0.01419561,0.000264800376,0.000397200564,Fail,0.014195609999999999,1757577299999,-0.7,-0.6993,-7.0,2,Fail,0.014080799436364737,1757577599999,-1.26048117,-1.25922069,-12.604812,0.969384,7
TotalStrong_2025-09-13_13-59-43.csv,HYPEUSDT,Strong Sell,69,54.641,2025-09-11T09:40:47.617845+00:00,2025-09-11T15:10:47.617845+05:30,False,54.09459,55.18741,0.153855816175,0.230783724262,Success,54.09459,1757586299999,0.7,0.6993,7.0,44,Success,54.07078372426187,1757586599999,0.73049796,0.72976747,7.30498,1.465932,49
TotalStrong_2025-09-13_13-59-43.csv,HYPEUSDT,Strong Sell,68,54.312,2025-09-11T10:21:19.266119+00:00,2025-09-11T15:51:19.266119+05:30,False,53.76888,54.85512,0.178250013871,0.267375020807,Success,53.768879999999996,1757586719999,0.7,0.6993,7.0,10,Success,54.007375020806855,1757586719999,0.39261579,0.39222317,3.926158,1.053174,10
TotalStrong_2025-09-13_13-59-43.csv,OMNIUSDT,Strong Sell,67,3.491,2025-09-11T10:42:34.508834+00:00,2025-09-11T16:12:34.508834+05:30,False,3.45609,3.52591,0.013306063488,0.019959095231,Success,3.45609,1757592419999,0.7,0.6993,7.0,84,Fail,3.499959095231412,1757588039999,-0.17964385,-0.1794642,-1.796438,0.315096,11
TotalStrong_2025-09-13_13-59-43.csv,WLDUSDT,Strong Sell,67,1.731,2025-09-11T10:53:49.716276+00:00,2025-09-11T16:23:49.716276+05:30,False,1.71369,1.74831,0.007663807993,0.01149571199,Success,1.7136900000000002,1757590379999,0.7,0.6993,7.0,39,Success,1.7283957119898885,1757589239999,0.10531494,0.10520962,1.053149,0.814558,20
TotalStrong_2025-09-13_13-59-43.csv,WLDUSDT,Strong Sell,65,1.725,2025-09-11T11:16:33.164560+00:00,2025-09-11T16:46:33.164560+05:30,False,1.70775,1.74225,0.00811729471,0.012175942065,Success,1.70775,1757590379999,0.7,0.6993,7.0,16,Success,1.714375942065175,1757592059999,0.43112119,0.43069007,4.311212,1.321739,44
