Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__rule
ETHUSDT,Buy,40,4432.9,4464.81688,4299.913,Bullish,2025-09-11T06:55:02.743031+00:00,2025-09-11T12:25:02.743031+05:30,Success,334,334.0,,5.04%,66.5854295008755,8.198796822724944,7.111737447190648,1.087059375534296,4439.578225630047,4418.161,4396.743774369953,0.8440921866957783,116.57732525560097,10.0,3.0,0.0,4405.564942029455,8.230719918872401,4430.66609375,2.9724999999998545,0.06708923527757896,,28.14216000053004,,rising,111420.482,8.0,7.169762216425575,15.0,5.0,0.0,5.0,0.8440921866957783,66.5854295008755,116.57732525560097,1.087059375534296,8.230719918872401,4430.66609375,,28.14216000053004,,3.0,0.0,rising,111420.482,2.9724999999998545,0.06708923527757896,5.039999999999964,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.83}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
BTCUSDT,Buy,42,114331.4,115154.58608,110901.458,Bullish,2025-09-11T06:55:03.629931+00:00,2025-09-11T12:25:03.629931+05:30,Inconclusive,600,,,5.04%,62.03505573076154,60.25689584213251,43.61758625904049,16.639309583092015,114410.07253639253,114187.62,113965.16746360746,0.8231700620987475,118.68369264459199,10.0,3.0,0.0,114117.3393777597,83.3712512014199,114250.89843749999,34.67187499998545,0.030347135536052186,,15.467942567335038,,rising,958.0670000000002,8.0,8.789941667415052,15.0,5.0,0.0,5.0,0.8231700620987475,62.03505573076154,118.68369264459199,16.639309583092015,83.3712512014199,114250.89843749999,,15.467942567335038,,3.0,0.0,rising,958.0670000000002,34.67187499998545,0.030347135536052186,5.039999999999997,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.21}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,
SOLUSDT,Buy,45,223.28,224.887616,216.5816,Bullish,2025-09-11T06:55:04.545954+00:00,2025-09-11T12:25:04.545954+05:30,Success,149,149.0,,5.04%,58.11997410359856,0.048389854098530805,-0.1018001334295696,0.15018998752810042,223.51643384689294,222.5335,221.55056615310707,0.8797305395269954,115.67627012442799,10.0,3.0,0.0,223.06549151951464,0.42490006066351715,223.29921875000002,0.1876562500000034,0.08403802353204758,,2.5037464127067564,,rising,236600.0299999999,8.0,12.483311805240948,15.0,5.0,0.0,5.0,0.8797305395269954,58.11997410359856,115.67627012442799,0.15018998752810042,0.42490006066351715,223.29921875000002,,2.5037464127067564,,3.0,0.0,rising,236600.0299999999,0.1876562500000034,0.08403802353204758,5.040000000000023,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.52}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,
MYXUSDT,Buy,43,17.686,17.8133392,17.15542,Bullish,2025-09-11T06:55:07.112990+00:00,2025-09-11T12:25:07.112990+05:30,Fail,47,,47.0,5.04%,55.87591957239466,0.03594009634269213,-0.020897036445639415,0.056837132788331544,17.820245901905658,17.43085,17.04145409809434,0.8276228624278351,117.08222641871703,10.0,3.0,0.0,17.5311791057066,0.24065502743146797,17.680046875,0.03985937499999892,0.22544835588847342,,4.279671697347676,,rising,2222625.0,8.0,9.668243050972261,15.0,5.0,0.0,5.0,0.8276228624278351,55.87591957239466,117.08222641871703,0.056837132788331544,0.24065502743146797,17.680046875,,4.279671697347676,,3.0,0.0,rising,2222625.0,0.03985937499999892,0.22544835588847342,5.040000000000061,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.33}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,
WLFIUSDT,Buy,49,0.2003,0.20174216,0.194291,Bullish,2025-09-11T06:55:17.317954+00:00,2025-09-11T12:25:17.317954+05:30,Success,96,96.0,,5.04%,60.38313526359479,0.0002917893786187342,6.700966474063307e-05,0.00022477971387810115,0.20087266076345822,0.198985,0.19709733923654177,0.8483147039595473,112.4839646208895,10.0,3.0,0.0,0.19949208514100758,0.0007930436575989335,0.20041718750000004,0.0002531250000000207,0.1262990480794072,,10.64202418124547,,falling,-13410114.0,8.0,10.802542434306561,15.0,10.0,0.0,5.0,0.8483147039595473,60.38313526359479,112.4839646208895,0.00022477971387810115,0.0007930436575989335,0.20041718750000004,,10.64202418124547,,3.0,0.0,falling,-13410114.0,0.0002531250000000207,0.1262990480794072,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.2}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
SUIUSDT,Buy,47,3.63,3.656136,3.5211,Bullish,2025-09-11T06:55:19.286482+00:00,2025-09-11T12:25:19.286482+05:30,Success,334,334.0,,5.04%,59.81757952391651,0.002726847190294368,0.0011298585136156314,0.0015969886766787366,3.6318925581102226,3.6178850000000002,3.603877441889778,0.9324451094426812,137.49937409242872,10.0,3.0,0.0,3.6173229947323327,0.007396670050001825,3.62516875,0.0031218749999997186,0.08611668077519753,,8.646572461204945,,rising,959697.6999999998,8.0,14.181754489681506,15.0,5.0,0.0,5.0,0.9324451094426812,59.81757952391651,137.49937409242872,0.0015969886766787366,0.007396670050001825,3.62516875,,8.646572461204945,,3.0,0.0,rising,959697.6999999998,0.0031218749999997186,0.08611668077519753,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.82}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,
LINKUSDT,Buy,43,23.83,24.001576,23.1151,Bullish,2025-09-11T06:55:22.908976+00:00,2025-09-11T12:25:22.908976+05:30,Success,317,317.0,,5.04%,58.95709419121167,0.02573453198731812,0.015421809687223821,0.0103127223000943,23.8846274144134,23.75745,23.630272585586596,0.785231463206858,89.24744737174096,10.0,3.0,0.0,23.74756751535706,0.046492061830872594,23.8469375,0.020375000000001364,0.08544074055631405,,13.395281561939928,,falling,-80794.51000000001,4.0,9.323604190810693,15.0,10.0,0.0,5.0,0.785231463206858,58.95709419121167,89.24744737174096,0.0103127223000943,0.046492061830872594,23.8469375,,13.395281561939928,,3.0,0.0,falling,-80794.51000000001,0.020375000000001364,0.08544074055631405,5.040000000000051,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.68}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,
ADAUSDT,Buy,40,0.8877,0.89409144,0.861069,Bullish,2025-09-11T06:55:23.796423+00:00,2025-09-11T12:25:23.796423+05:30,Success,334,334.0,,5.04%,52.93208792738728,-9.127095767758053e-05,-0.0004585921460676682,0.00036732118839008764,0.8887355692799911,0.8861049999999999,0.8834744307200088,0.8031663169132498,87.85233939046567,10.0,3.0,0.0,0.8874265043019414,0.0015694085630432253,0.8878531250000001,0.000500000000000056,0.05631562089732532,,-1.9618813102018204,,falling,-2254596.0,4.0,5.617217038925572,15.0,10.0,0.0,5.0,0.8031663169132498,52.93208792738728,87.85233939046567,0.00036732118839008764,0.0015694085630432253,0.8878531250000001,,-1.9618813102018204,,3.0,0.0,falling,-2254596.0,0.000500000000000056,0.05631562089732532,5.0400000000000205,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 14.38}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
FARTCOINUSDT,Buy,59,0.8815,0.8878468,0.855055,Bullish,2025-09-11T06:55:27.399075+00:00,2025-09-11T12:25:27.399075+05:30,Success,335,335.0,,5.04%,59.775414624999144,0.0003561436648190641,-0.0007744244895084583,0.0011305681543275223,0.8825375662396303,0.875235,0.8679324337603697,0.9289587930062456,134.62175593594637,10.0,3.0,0.0,0.8787556747517946,0.003065130270083153,0.8804078125,0.0011593750000000735,0.13168613266935017,,2.5716578549214417,,rising,2675927.8000000003,8.0,17.852359708393223,15.0,5.0,0.0,5.0,0.9289587930062456,59.775414624999144,134.62175593594637,0.0011305681543275223,0.003065130270083153,0.8804078125,,2.5716578549214417,,3.0,0.0,rising,2675927.8000000003,0.0011593750000000735,0.13168613266935017,5.0399999999999885,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,59,51.0,59.0,0.0011593750000000735,0.13168613266935017,False,0.7376966423661018,0.13168613266935017,False,conditions_not_met,,,
AAVEUSDT,Buy,49,308.7,310.92264,299.439,Bullish,2025-09-11T06:55:31.912435+00:00,2025-09-11T12:25:31.912435+05:30,Inconclusive,600,,,5.04%,74.44726888298099,1.013558062939694,0.7745345949744609,0.23902346796523322,309.0234903460263,306.30100000000004,303.5785096539738,0.9405892574608283,158.98734177215607,10.0,3.0,0.0,305.0952418641553,0.8266854225537489,307.64484375000006,0.531093750000025,0.17263209859990541,,34.73739843319334,,rising,30693.3,8.0,15.939233564134392,15.0,5.0,0.0,5.0,0.9405892574608283,74.44726888298099,158.98734177215607,0.23902346796523322,0.8266854225537489,307.64484375000006,,34.73739843319334,,3.0,0.0,rising,30693.3,0.531093750000025,0.17263209859990541,5.040000000000029,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
