Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__rule
BCHUSDT,Buy,46,591.0,595.2552,573.27,Bullish,2025-09-11T18:12:00.065957+00:00,2025-09-11T23:42:00.065957+05:30,Success,253,253.0,,5.04%,59.55099598973624,0.0055880992756556225,-0.32555044496446317,0.3311385442401188,591.0530632354088,589.1099999999999,587.166936764591,0.9863454687315878,147.65878535001718,10.0,0.0,3.0,590.7868472052162,0.9520685122007095,590.5196874999999,0.1918749999999818,0.032492566134805084,,-0.11393737498173177,,falling,-1681.802000000001,8.0,13.347429790942863,15.0,5.0,0.0,5.0,0.9863454687315878,59.55099598973624,147.65878535001718,0.3311385442401188,0.9520685122007095,590.5196874999999,,-0.11393737498173177,,0.0,3.0,falling,-1681.802000000001,0.1918749999999818,0.032492566134805084,5.039999999999935,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.65}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,
FARTCOINUSDT,Buy,41,0.8635,0.8697172,0.837595,Bullish,2025-09-11T18:12:04.628046+00:00,2025-09-11T23:42:04.628046+05:30,Success,170,170.0,,5.04%,58.28808143667529,0.0010650070686269997,0.0004349827364556377,0.000630024332171362,0.8646190707200373,0.85897,0.8533209292799627,0.9009509018830387,143.20672411959265,10.0,0.0,3.0,0.8604663521972556,0.003433005942560562,0.8622015625000001,0.00039687500000007425,0.04603041994604066,,7.564134481349651,,rising,337794.7000000001,8.0,13.404473579452869,15.0,0.0,0.0,5.0,0.9009509018830387,58.28808143667529,143.20672411959265,0.000630024332171362,0.003433005942560562,0.8622015625000001,,7.564134481349651,,0.0,3.0,rising,337794.7000000001,0.00039687500000007425,0.04603041994604066,5.040000000000027,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
PTBUSDT,Buy,41,0.05948,0.05990826,0.0576956,Bullish,2025-09-11T18:12:05.504741+00:00,2025-09-11T23:42:05.504741+05:30,Success,2,2.0,,5.04%,60.50612955222291,0.0005300594195353572,0.00030171443403115376,0.00022834498550420348,0.059944841030188094,0.057975,0.056005158969811904,0.8820105218988892,125.84742884314953,10.0,3.0,0.0,0.05737804953631094,0.0012529849406831331,0.05899765625,0.0004939062500000091,0.8371624932134639,,11.67279721513835,,rising,46807310.0,8.0,8.373779344157967,15.0,5.0,0.0,5.0,0.8820105218988892,60.50612955222291,125.84742884314953,0.00022834498550420348,0.0012529849406831331,0.05899765625,,11.67279721513835,,3.0,0.0,rising,46807310.0,0.0004939062500000091,0.8371624932134639,5.040000000000021,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.63}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
PENGUUSDT,Buy,41,0.033696,0.03393861,0.03268512,Bullish,2025-09-11T18:12:06.373856+00:00,2025-09-11T23:42:06.373856+05:30,Success,201,201.0,,5.04%,56.17815141562334,2.4185111060892606e-05,7.184987695882405e-06,1.70001233650102e-05,0.033756571983530693,0.03358465,0.03341272801646931,0.8238387485801578,134.57500228248296,10.0,3.0,0.0,0.03362391630995737,0.00011314433376948025,0.033679734375,1.2687500000004015e-05,0.03767102156667177,,5.561463447238987,,rising,23949391.0,8.0,7.606039711997493,15.0,5.0,0.0,5.0,0.8238387485801578,56.17815141562334,134.57500228248296,1.70001233650102e-05,0.00011314433376948025,0.033679734375,,5.561463447238987,,3.0,0.0,rising,23949391.0,1.2687500000004015e-05,0.03767102156667177,5.0399999999999885,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.39}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
AAVEUSDT,Buy,40,304.0,306.1888,294.88,Bullish,2025-09-11T18:12:07.263414+00:00,2025-09-11T23:42:07.263414+05:30,Success,93,93.0,,5.04%,56.002230157315296,0.21013904303390518,0.15958059885903564,0.05055844417486954,304.5056904113923,303.457,302.40830958860766,0.758894328631781,79.5565210877302,10.0,3.0,0.0,303.45754840012665,0.6725075180712122,303.9871875,-0.03234374999999545,-0.010639839878118368,,7.336852291354849,,falling,-3652.200000000001,4.0,5.804296052595774,15.0,10.0,0.0,5.0,0.758894328631781,56.002230157315296,79.5565210877302,0.05055844417486954,0.6725075180712122,303.9871875,,7.336852291354849,,3.0,0.0,falling,-3652.200000000001,-0.03234374999999545,-0.010639839878118368,5.040000000000034,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 14.2}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
BIOUSDT,Buy,43,0.15706,0.15819083,0.1523482,Bullish,2025-09-11T18:12:08.136181+00:00,2025-09-11T23:42:08.136181+05:30,Success,8,8.0,,5.04%,64.49690677338918,0.002273624174166572,0.0023162787256503824,-4.2654551483810484e-05,0.1609176512790881,0.154242,0.14756634872091187,0.711065548677443,65.51140845925167,10.0,3.0,0.0,0.15118485848488417,0.002272678011714228,0.15980500000000003,-0.0001064062499999685,-0.0665850567879406,,30.414682659713737,,falling,-4673673.0,4.0,9.0,15.0,10.0,0.0,5.0,0.711065548677443,64.49690677338918,65.51140845925167,-4.2654551483810484e-05,0.002272678011714228,0.15980500000000003,,30.414682659713737,,3.0,0.0,falling,-4673673.0,-0.0001064062499999685,-0.0665850567879406,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,
1000BONKUSDT,Buy,44,0.023983,0.02415568,0.02326351,Bullish,2025-09-11T18:12:09.895452+00:00,2025-09-11T23:42:09.895452+05:30,Success,252,252.0,,5.04%,61.03648710434882,0.00010311846637415384,8.69867200984101e-05,1.6131746275743742e-05,0.02405799222700887,0.023751849999999998,0.023445707772991126,0.8775206090620487,126.45025302769889,10.0,3.0,0.0,0.023632304188358332,0.0001557430765621012,0.0239656875,2.0937499999998388e-05,0.08736448724868998,,16.45935362489687,,falling,-7384724.0,8.0,6.485901262284827,15.0,10.0,0.0,5.0,0.8775206090620487,61.03648710434882,126.45025302769889,1.6131746275743742e-05,0.0001557430765621012,0.0239656875,,16.45935362489687,,3.0,0.0,falling,-7384724.0,2.0937499999998388e-05,0.08736448724868998,5.040000000000018,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.51}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
QUSDT,Buy,42,0.014548,0.01465275,0.01411156,Bullish,2025-09-11T18:12:11.624800+00:00,2025-09-11T23:42:11.624800+05:30,Success,62,62.0,,5.04%,61.01623711202023,1.1755457590818114e-05,-7.974430459008465e-05,9.149976218090277e-05,0.014542663333245802,0.014078299999999998,0.013613936666754195,1.0057462189325936,192.02290998171296,10.0,0.0,3.0,0.014316981888704498,0.00021889435280112005,0.01404478125,0.00012617187499999911,0.8983541484492619,,0.8139886204374703,,rising,118956049.0,8.0,14.032210809645107,15.0,0.0,0.0,5.0,1.0057462189325936,61.01623711202023,192.02290998171296,9.149976218090277e-05,0.00021889435280112005,0.01404478125,,0.8139886204374703,,0.0,3.0,rising,118956049.0,0.00012617187499999911,0.8983541484492619,5.03999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,
DOTUSDT,Buy,41,4.189,4.2191608,4.06333,Bullish,2025-09-11T18:12:12.491260+00:00,2025-09-11T23:42:12.491260+05:30,Success,78,78.0,,5.04%,55.776228478781185,0.003289886640568618,0.002272626126315878,0.0010172605142527396,4.196210901413093,4.18145,4.1666890985869065,0.7557431890068407,77.12418300654052,10.0,3.0,0.0,4.180859018809394,0.009333235299676468,4.19134375,0.0033124999999989413,0.07903193337456374,,7.91628432062381,,falling,-20792.300000000065,4.0,6.615840226690959,15.0,10.0,0.0,5.0,0.7557431890068407,55.776228478781185,77.12418300654052,0.0010172605142527396,0.009333235299676468,4.19134375,,7.91628432062381,,3.0,0.0,falling,-20792.300000000065,0.0033124999999989413,0.07903193337456374,5.039999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.38}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
UNIUSDT,Buy,60,9.823,9.8937256,9.52831,Bullish,2025-09-11T18:12:13.384236+00:00,2025-09-11T23:42:13.384236+05:30,Success,238,238.0,,5.04%,58.35868432516031,0.007426444340252303,0.0026821551545897823,0.004744289185662521,9.831984913308457,9.789100000000001,9.746215086691546,0.895243890971271,127.61835573313826,10.0,3.0,0.0,9.79888365903956,0.024805265410700127,9.820828125000002,0.005859375000001776,0.059662738471983744,,7.120053720924188,,falling,-172282.0,8.0,13.590273015453565,15.0,10.0,0.0,5.0,0.895243890971271,58.35868432516031,127.61835573313826,0.004744289185662521,0.024805265410700127,9.820828125000002,,7.120053720924188,,3.0,0.0,falling,-172282.0,0.005859375000001776,0.059662738471983744,5.0399999999999565,,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.41}]}",True,,,Buy,60,52.0,60.0,0.005859375000001776,0.059662738471983744,False,0.3825227512877971,0.059662738471983744,True,conditions_not_met,,,
SAPIENUSDT,Buy,44,0.27981,0.28182463,0.2714157,Bullish,2025-09-11T18:12:14.274853+00:00,2025-09-11T23:42:14.274853+05:30,Success,76,76.0,,5.04%,56.64714910750795,0.0007146313127451842,0.00028918720245748556,0.00042544411028769865,0.2806877127712538,0.27618449999999994,0.27168128722874607,0.902545935997443,136.90244598345177,10.0,3.0,0.0,0.275589667555525,0.004486797049262366,0.2774459375,0.0009142187500000287,0.32951239374338603,,4.539794816912067,,falling,-2976074.0,8.0,6.275712169460263,15.0,10.0,0.0,5.0,0.902545935997443,56.64714910750795,136.90244598345177,0.00042544411028769865,0.004486797049262366,0.2774459375,,4.539794816912067,,3.0,0.0,falling,-2976074.0,0.0009142187500000287,0.32951239374338603,5.04000000000004,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.72}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
ONDOUSDT,Buy,40,1.0213,1.02865336,0.990661,Bullish,2025-09-11T18:12:15.145026+00:00,2025-09-11T23:42:15.145026+05:30,Success,9,9.0,,5.04%,56.32965330510318,0.0011637835191489199,0.0008581111980625344,0.00030567232108638545,1.0224486781551025,1.019155,1.0158613218448975,0.8256238009589776,167.37678186312246,10.0,3.0,0.0,1.0179557226491893,0.0028156973462540613,1.020525,0.0007921875000000966,0.07762548688176152,,9.319360473508494,,rising,612820.7000000001,8.0,6.605441851139675,15.0,5.0,0.0,5.0,0.8256238009589776,56.32965330510318,167.37678186312246,0.00030567232108638545,0.0028156973462540613,1.020525,,9.319360473508494,,3.0,0.0,rising,612820.7000000001,0.0007921875000000966,0.07762548688176152,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.39}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
