Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__rule
XRPUSDT,Buy,47,3.0182,3.03993104,2.927654,Bullish,2025-09-11T18:11:41.329759+00:00,2025-09-11T23:41:41.329759+05:30,Success,299,299.0,,5.04%,66.15955491169822,0.005436319849807969,0.0032645685437754134,0.0021717513060325556,3.020870984928643,3.00205,2.983229015071357,0.9290423710881903,136.10921695647497,10.0,3.0,0.0,3.0013878485395873,0.005433138364477474,3.0152703125,0.0033718750000004682,0.11182662416772851,,21.626115692880195,,rising,7360702.100000001,8.0,13.593356150390274,15.0,5.0,0.0,5.0,0.9290423710881903,66.15955491169822,136.10921695647497,0.0021717513060325556,0.005433138364477474,3.0152703125,,21.626115692880195,,3.0,0.0,rising,7360702.100000001,0.0033718750000004682,0.11182662416772851,5.040000000000033,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.41}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,
WLDUSDT,Buy,48,1.6346,1.64636912,1.585562,Bullish,2025-09-11T18:11:42.199893+00:00,2025-09-11T23:41:42.199893+05:30,Success,183,183.0,,5.04%,58.198735508199086,0.0031110874714381787,0.000413378253832038,0.0026977092176061405,1.64325280839964,1.619605,1.5959571916003599,0.8170484077549509,106.48750180609609,10.0,3.0,0.0,1.6320046799723054,0.010507441252476941,1.6317343750000002,0.001609375000000135,0.09862971722956652,,7.699536123745886,,falling,-1938841.0,8.0,10.161825668764495,15.0,10.0,0.0,5.0,0.8170484077549509,58.198735508199086,106.48750180609609,0.0026977092176061405,0.010507441252476941,1.6317343750000002,,7.699536123745886,,3.0,0.0,falling,-1938841.0,0.001609375000000135,0.09862971722956652,5.040000000000033,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.84}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,,
PUMPUSDT,Buy,41,0.005415,0.00545399,0.00525255,Bullish,2025-09-11T18:11:43.067695+00:00,2025-09-11T23:41:43.067695+05:30,Success,64,64.0,,5.04%,60.61965591589579,-2.8361792758805834e-06,-1.984314093446418e-05,1.7006961658583595e-05,0.005398094026952386,0.0053269,0.005255705973047614,1.1187316813735,254.54545454545416,10.0,0.0,3.0,0.0053976991419055235,4.9045723891883545e-05,0.00534303125,1.9046874999999533e-05,0.3564806962339877,,-2.217507162620578,,rising,2272562503.0,8.0,13.322174644741105,15.0,0.0,0.0,5.0,1.1187316813735,60.61965591589579,254.54545454545416,1.7006961658583595e-05,4.9045723891883545e-05,0.00534303125,,-2.217507162620578,,0.0,3.0,rising,2272562503.0,1.9046874999999533e-05,0.3564806962339877,5.0400000000000285,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
ENAUSDT,Buy,45,0.77,0.775544,0.7469,Bullish,2025-09-11T18:11:44.795716+00:00,2025-09-11T23:41:44.795716+05:30,Success,271,271.0,,5.04%,61.77105437065258,0.0018228920171666774,0.0014768619165712994,0.00034603010059537794,0.7699144021253477,0.766235,0.7625555978746523,1.0116320358221589,219.277581468389,10.0,3.0,0.0,0.7649255172966606,0.003291378388748075,0.7673453124999999,0.0008234374999999128,0.10730990162918508,,14.940267349821976,,rising,10609460.0,8.0,11.523174619691144,15.0,5.0,0.0,5.0,1.0116320358221589,61.77105437065258,219.277581468389,0.00034603010059537794,0.003291378388748075,0.7673453124999999,,14.940267349821976,,3.0,0.0,rising,10609460.0,0.0008234374999999128,0.10730990162918508,5.039999999999994,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.48}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,
NAORISUSDT,Buy,43,0.07389,0.07442201,0.0716733,Bullish,2025-09-11T18:11:48.500032+00:00,2025-09-11T23:41:48.500032+05:30,Success,11,11.0,,5.04%,66.36986253555555,0.0009082716560759041,0.0004781287288062335,0.0004301429272696706,0.073347158209864,0.0701925,0.06703784179013601,1.086038130602967,243.39242591170498,10.0,3.0,0.0,0.06975645723217311,0.0017255378253958188,0.070641875,0.0005142187500000034,0.7279234165287987,,15.565314522372967,,rising,89423552.0,8.0,9.982731935826452,15.0,5.0,0.0,5.0,1.086038130602967,66.36986253555555,243.39242591170498,0.0004301429272696706,0.0017255378253958188,0.070641875,,15.565314522372967,,3.0,0.0,rising,89423552.0,0.0005142187500000034,0.7279234165287987,5.0400000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.02}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,
HYPEUSDT,Buy,48,55.191,55.5883752,53.53527,Bullish,2025-09-11T18:11:49.364055+00:00,2025-09-11T23:41:49.364055+05:30,Success,87,87.0,,5.04%,62.66492551396788,0.11492468280770396,0.1071066016118623,0.007818081195841653,55.25716397714945,54.940549999999995,54.623936022850536,0.8955131770474274,137.83178214408622,10.0,3.0,0.0,54.77813923391965,0.16696756996944137,55.173125000000006,0.018156250000004093,0.032907778923169734,,17.61785112942941,,falling,-23277.759999999995,8.0,10.12377480689538,15.0,10.0,0.0,5.0,0.8955131770474274,62.66492551396788,137.83178214408622,0.007818081195841653,0.16696756996944137,55.173125000000006,,17.61785112942941,,3.0,0.0,falling,-23277.759999999995,0.018156250000004093,0.032907778923169734,5.039999999999988,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.88}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,,
LINKUSDT,Buy,41,23.743,23.9139496,23.03071,Bullish,2025-09-11T18:11:52.857183+00:00,2025-09-11T23:41:52.857183+05:30,Success,99,99.0,,5.04%,60.63934304283742,0.034801499401783786,0.024724763861458686,0.0100767355403251,23.774488036208925,23.65605,23.537611963791075,0.8670695782502593,119.82444799782355,10.0,3.0,0.0,23.649554485684703,0.0568133520531737,23.725875000000002,0.009953125000002672,0.04195050762091038,,13.609672753822242,,rising,395301.3,8.0,8.256774934551546,15.0,5.0,0.0,5.0,0.8670695782502593,60.63934304283742,119.82444799782355,0.0100767355403251,0.0568133520531737,23.725875000000002,,13.609672753822242,,3.0,0.0,rising,395301.3,0.009953125000002672,0.04195050762091038,5.0400000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.74}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
1000PEPEUSDT,Buy,47,0.0105152,0.01059091,0.01019974,Bullish,2025-09-11T18:11:56.493530+00:00,2025-09-11T23:41:56.493530+05:30,Success,205,205.0,,5.04%,61.348366201434054,1.6354401996447956e-05,1.0874915219928136e-05,5.47948677651982e-06,0.010533689088012993,0.010471325,0.010408960911987007,0.8517649451625058,108.16816358378273,10.0,0.0,3.0,0.010474340144053091,2.668480187367358e-05,0.010520484375,7.779687499999063e-06,0.07394799728504955,,14.735825497290357,,falling,-199120385.0,8.0,13.92818658572156,15.0,5.0,0.0,5.0,0.8517649451625058,61.348366201434054,108.16816358378273,5.47948677651982e-06,2.668480187367358e-05,0.010520484375,,14.735825497290357,,0.0,3.0,falling,-199120385.0,7.779687499999063e-06,0.07394799728504955,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.07}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,
SOMIUSDT,Buy,40,0.9657,0.97265304,0.936729,Bullish,2025-09-11T18:11:57.359499+00:00,2025-09-11T23:41:57.359499+05:30,Success,31,31.0,,5.04%,61.76340341832124,0.008051882283705791,0.0064374168177419675,0.0016144654659638238,0.9692075282434375,0.9476550000000001,0.9261024717565628,0.9186283807676832,125.1012061699439,10.0,3.0,0.0,0.9405025705838201,0.011292681577307772,0.9568859375,0.002628124999999981,0.27465394745650984,,18.187920640964883,,rising,6271386.0,8.0,7.4311753960186735,15.0,5.0,0.0,5.0,0.9186283807676832,61.76340341832124,125.1012061699439,0.0016144654659638238,0.011292681577307772,0.9568859375,,18.187920640964883,,3.0,0.0,rising,6271386.0,0.002628124999999981,0.27465394745650984,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.57}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
AVNTUSDT,Buy,45,0.29118,0.2932765,0.2824446,Bullish,2025-09-11T18:11:58.225431+00:00,2025-09-11T23:41:58.225431+05:30,Success,7,7.0,,5.04%,62.375084247008616,0.0015431595589954772,1.7657811982724734e-05,0.0015255017470127525,0.29105727118705843,0.282032,0.2730067288129416,1.0067991759138244,155.6902041637039,10.0,0.0,3.0,0.2863639637004901,0.004533151230920119,0.2864653125,0.002124843749999994,0.7417455647444204,,9.089418718180134,,rising,20985625.0,8.0,17.076510150065015,15.0,0.0,0.0,5.0,1.0067991759138244,62.375084247008616,155.6902041637039,0.0015255017470127525,0.004533151230920119,0.2864653125,,9.089418718180134,,0.0,3.0,rising,20985625.0,0.002124843749999994,0.7417455647444204,5.040000000000008,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,
