Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,CONFL_FLAG__RSI__30___CVD_falling,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence
YGGUSDT,Sell,40,0.226,0.2243728,0.23278,Bearish,2025-09-14T13:28:59.915566+00:00,2025-09-14T18:58:59.915566+05:30,Success,1,1.0,,5.04%,44.035196121619464,-0.0013248799300080438,-0.00215716369367467,0.0008322837636666261,0.2277822143681135,0.22468499999999997,0.22158778563188644,0.7122875338462588,82.53205128205187,-10.0,0.0,3.0,0.23106634245276297,0.002111909144607372,0.22655625,0.00022500000000000298,0.09931308449888404,,-21.073152521496414,,rising,3322328.0,6.0,9.0,15.0,5.0,0.0,5.0,0.7122875338462588,44.035196121619464,82.53205128205187,0.0008322837636666261,0.002111909144607372,0.22655625,,-21.073152521496414,,0.0,3.0,rising,3322328.0,0.00022500000000000298,0.09931308449888404,5.039999999999986,,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,,,,,,,,,,Sell,40,not_in_gap_or_already_strong,40.0
XLMUSDT,Sell,43,0.38953,0.38672538,0.4012159,Bearish,2025-09-14T13:29:01.691810+00:00,2025-09-14T18:59:01.691810+05:30,Success,50,50.0,,5.04%,30.96895304864536,-0.0010416476908101102,-0.0010201390266065253,-2.150866420358487e-05,0.3934824748309873,0.39141750000000003,0.38935252516901275,0.042972637807498736,-129.90271377367694,-10.0,0.0,3.0,0.3932786348309404,0.0009818880347441778,0.3900143750000001,-0.00010453124999992847,-0.02680189672494211,,-30.442614055232003,,falling,-1374539.0,8.0,9.52572994335401,15.0,5.0,0.0,5.0,0.042972637807498736,30.96895304864536,-129.90271377367694,-2.150866420358487e-05,0.0009818880347441778,0.3900143750000001,,-30.442614055232003,,0.0,3.0,falling,-1374539.0,-0.00010453124999992847,-0.02680189672494211,5.039999999999967,,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.47}]}",False,,,,,,,,,,Sell,43,not_in_gap_or_already_strong,43.0
HBARUSDT,Sell,42,0.23915,0.23742812,0.2463245,Bearish,2025-09-14T13:29:04.063536+00:00,2025-09-14T18:59:04.063536+05:30,Success,74,74.0,,5.04%,32.37726291967495,-0.0007105474164705305,-0.000719581197694573,9.033781224042467e-06,0.24178554385418274,0.24040699999999998,0.23902845614581722,0.04408414495265958,-129.2358481406,-10.0,0.0,3.0,0.24167333250463513,0.0006587067612832759,0.23948421874999998,-3.6250000000015437e-05,-0.015136696768256443,,-30.26628320589121,,falling,-8033245.0,8.0,9.0,15.0,5.0,0.0,5.0,0.04408414495265958,32.37726291967495,-129.2358481406,9.033781224042467e-06,0.0006587067612832759,0.23948421874999998,,-30.26628320589121,,0.0,3.0,falling,-8033245.0,-3.6250000000015437e-05,-0.015136696768256443,5.040000000000026,,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,,,,,,,,,,Sell,42,not_in_gap_or_already_strong,42.0
ETCUSDT,Sell,64,21.203,21.0503384,21.83909,Bearish,2025-09-14T13:29:05.256235+00:00,2025-09-14T18:59:05.256235+05:30,Success,68,68.0,,5.04%,27.447854643082238,-0.06646221461831914,-0.0619588080676759,-0.004503406550643241,21.496801360194286,21.3457,21.194598639805715,0.027800412198413824,-128.5917734774243,-10.0,0.0,3.0,21.44474269391714,0.05612422893444209,21.232796875,-0.005859375,-0.027595869891728523,,-36.613668756236294,,falling,-87183.55000000002,8.0,10.925759324759483,15.0,5.0,12.0,5.0,0.027800412198413824,27.447854643082238,-128.5917734774243,-0.004503406550643241,0.05612422893444209,21.232796875,,-36.613668756236294,,0.0,3.0,falling,-87183.55000000002,-0.005859375,-0.027595869891728523,5.039999999999943,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 1, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 9.07}]}",True,56.0,64.0,-0.005859375,-0.027595869891728523,False,0.16047994372995683,-0.027595869891728523,False,conditions_not_met,Sell,64,,
SEIUSDT,Sell,43,0.3318,0.32941104,0.341754,Bearish,2025-09-14T13:29:12.371795+00:00,2025-09-14T18:59:12.371795+05:30,Success,80,80.0,,5.04%,31.951910008836933,-0.0010770683009795334,-0.0010422491560327456,-3.4819144946787815e-05,0.33630740288020944,0.33394500000000005,0.33158259711979066,0.04601308312620624,-125.6849714352345,-10.0,0.0,3.0,0.33568912157329994,0.00119223975929273,0.3325234375,-1.5625000000019096e-05,-0.004698916899660372,,-27.614450881245293,,falling,-5314825.0,8.0,9.700915627254911,15.0,5.0,0.0,5.0,0.04601308312620624,31.951910008836933,-125.6849714352345,-3.4819144946787815e-05,0.00119223975929273,0.3325234375,,-27.614450881245293,,0.0,3.0,falling,-5314825.0,-1.5625000000019096e-05,-0.004698916899660372,5.039999999999991,,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.3}]}",False,,,,,,,,,,Sell,43,not_in_gap_or_already_strong,43.0
CRVUSDT,Sell,43,0.795,0.789276,0.81885,Bearish,2025-09-14T13:29:13.601607+00:00,2025-09-14T18:59:13.601607+05:30,Success,27,27.0,,5.04%,30.795995725016468,-0.002947727498843089,-0.002824798607422494,-0.0001229288914205949,0.8076917244315281,0.8007000000000002,0.7937082755684722,0.0923752390542598,-106.81003584229896,-10.0,0.0,3.0,0.8054989139805887,0.0030989638670862567,0.7954062500000001,-0.00037500000000012523,-0.047145719561560544,,-34.70191218932161,,falling,-3639261.6999999997,8.0,9.952025748163447,15.0,5.0,0.0,5.0,0.0923752390542598,30.795995725016468,-106.81003584229896,-0.0001229288914205949,0.0030989638670862567,0.7954062500000001,,-34.70191218932161,,0.0,3.0,falling,-3639261.6999999997,-0.00037500000000012523,-0.047145719561560544,5.039999999999957,,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.05}]}",False,,,,,,,,,,Sell,43,not_in_gap_or_already_strong,43.0
OPUSDT,Sell,64,0.7816,0.77597248,0.805048,Bearish,2025-09-14T13:29:14.796111+00:00,2025-09-14T18:59:14.796111+05:30,Success,68,68.0,,5.04%,25.558543832563004,-0.003617483195860416,-0.0033851817648167908,-0.00023230143104362513,0.7964732755206952,0.78873,0.7809867244793048,0.03960052299934573,-127.89735099337656,-10.0,0.0,3.0,0.7944414338213834,0.0028340794952010626,0.7828203125000002,-0.0006937499999999375,-0.08862187004120914,,-39.0723524286062,,falling,-3311600.9000000004,8.0,10.967211701184645,15.0,5.0,12.0,5.0,0.03960052299934573,25.558543832563004,-127.89735099337656,-0.00023230143104362513,0.0028340794952010626,0.7828203125000002,,-39.0723524286062,,0.0,3.0,falling,-3311600.9000000004,-0.0006937499999999375,-0.08862187004120914,5.039999999999997,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 1, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 9.03}]}",True,56.0,64.0,-0.0006937499999999375,-0.08862187004120914,False,0.16393430843205378,-0.08862187004120914,False,conditions_not_met,Sell,64,,
TIAUSDT,Sell,42,1.7718,1.75904304,1.824954,Bearish,2025-09-14T13:29:17.188466+00:00,2025-09-14T18:59:17.188466+05:30,Success,26,26.0,,5.04%,31.108299910856047,-0.007562500620522217,-0.007720911652168976,0.00015841103164675966,1.7977673100323721,1.78288,1.767992689967628,0.12787098623234186,-108.07432143162853,-10.0,0.0,3.0,1.7968279579059456,0.00596962963626992,1.7713984375000003,-0.0006640624999998401,-0.037488036905860715,,-34.334694950476866,,falling,-122497.0,8.0,9.0,15.0,5.0,0.0,5.0,0.12787098623234186,31.108299910856047,-108.07432143162853,0.00015841103164675966,0.00596962963626992,1.7713984375000003,,-34.334694950476866,,0.0,3.0,falling,-122497.0,-0.0006640624999998401,-0.037488036905860715,5.039999999999972,,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,,,,,,,,,,Sell,42,not_in_gap_or_already_strong,42.0
APTUSDT,Sell,62,4.5066,4.47415248,4.641798,Bearish,2025-09-14T13:29:19.552497+00:00,2025-09-14T18:59:19.552497+05:30,Success,26,26.0,,5.04%,29.70059532418547,-0.014908965938701613,-0.01473980844757118,-0.00016915749113043284,4.559254265777616,4.53098,4.502705734222383,0.06886590456929861,-116.22136558996816,-10.0,0.0,3.0,4.556205509980457,0.011932527388573566,4.5095546875,-0.0017234375000008129,-0.03821746534703296,,-35.01811374713507,,falling,-174428.9,8.0,9.34022798816435,15.0,5.0,12.0,5.0,0.06886590456929861,29.70059532418547,-116.22136558996816,-0.00016915749113043284,0.011932527388573566,4.5095546875,,-35.01811374713507,,0.0,3.0,falling,-174428.9,-0.0017234375000008129,-0.03821746534703296,5.039999999999976,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 10.66}]}",True,54.0,62.0,-0.0017234375000008129,-0.03821746534703296,False,0.02835233234702916,-0.03821746534703296,False,conditions_not_met,Sell,62,,
MANAUSDT,Sell,63,0.3475,0.344998,0.357925,Bearish,2025-09-14T13:29:20.780999+00:00,2025-09-14T18:59:20.780999+05:30,Success,26,26.0,,5.04%,29.71251443781418,-0.0015756355496656105,-0.0015364551930656515,-3.918035659995897e-05,0.353474535297091,0.35022000000000003,0.34696546470290907,0.08212160082711335,-114.38056435792994,-10.0,0.0,3.0,0.3528498775303133,0.0014281116492805015,0.34784218749999996,-0.00010625000000002993,-0.030545461079251622,,-35.67964787436531,,falling,-1149750.0,8.0,9.658441907446637,15.0,5.0,12.0,5.0,0.08212160082711335,29.71251443781418,-114.38056435792994,-3.918035659995897e-05,0.0014281116492805015,0.34784218749999996,,-35.67964787436531,,0.0,3.0,falling,-1149750.0,-0.00010625000000002993,-0.030545461079251622,5.040000000000009,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 2, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 10.34}]}",True,55.0,63.0,-0.00010625000000002993,-0.030545461079251622,False,0.05487015895388637,-0.030545461079251622,False,conditions_not_met,Sell,63,,
LDOUSDT,Sell,42,1.236,1.2271008,1.27308,Bearish,2025-09-14T13:29:21.975014+00:00,2025-09-14T18:59:21.975014+05:30,Success,26,26.0,,5.04%,30.252486948644957,-0.005591030840187194,-0.005705068328402023,0.0001140374882148288,1.2549525479537331,1.2439049999999998,1.2328574520462665,0.14222830110782697,-105.38230538230536,-10.0,0.0,3.0,1.2539032267350136,0.004172851161917396,1.23561875,-0.00019374999999999254,-0.01568040303693939,,-37.50148576939687,,falling,-1640348.0,8.0,9.0,15.0,5.0,0.0,5.0,0.14222830110782697,30.252486948644957,-105.38230538230536,0.0001140374882148288,0.004172851161917396,1.23561875,,-37.50148576939687,,0.0,3.0,falling,-1640348.0,-0.00019374999999999254,-0.01568040303693939,5.04000000000006,,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,,,,,,,,,,Sell,42,not_in_gap_or_already_strong,42.0
TAOUSDT,Sell,42,347.13,344.630664,357.5439,Bearish,2025-09-14T13:29:24.375332+00:00,2025-09-14T18:59:24.375332+05:30,Success,100,100.0,,5.04%,34.244235219734634,-0.8640931654857127,-0.8740720582090946,0.009978892723381927,350.4723578071707,348.599,346.7256421928293,0.10792327168438631,-118.66546438233085,-10.0,0.0,3.0,350.29531721577376,0.9795383554927308,347.38546875,-0.0735937500000432,-0.02118503985352531,,-25.894860221486056,,falling,-3795.344,8.0,9.0,15.0,5.0,0.0,5.0,0.10792327168438631,34.244235219734634,-118.66546438233085,0.009978892723381927,0.9795383554927308,347.38546875,,-25.894860221486056,,0.0,3.0,falling,-3795.344,-0.0735937500000432,-0.02118503985352531,5.040000000000056,,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,,,,,,,,,,Sell,42,not_in_gap_or_already_strong,42.0
