Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,would_be_strong_if,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__estimated_profit_margin_pct
SOLUSDT,Sell,44,202.52,201.061856,204.14016,Bearish,2025-09-06T10:10:08.606187+00:00,2025-09-06T15:40:08.606187+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.79}]}",Inconclusive,300,,,5.04%,40.89765135249842,-0.07606639354554692,203.54751327574587,202.98999999999998,202.4324867242541,0.0784853738494719,-156.1874670879466,-10.0,0.0,3.0,202.92480609412095,0.2531254287988136,202.69140624999994,,-8.340077425887992,,falling,-0.8400000000000034,0.0784853738494719,40.89765135249842,-156.1874670879466,-0.07606639354554692,0.2531254287988136,202.69140624999994,,-8.340077425887992,,0.0,3.0,falling,5.040000000000014
XRPUSDT,Sell,53,2.8049,2.78470472,2.8273392,Bearish,2025-09-06T10:10:12.123879+00:00,2025-09-06T15:40:12.123879+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 12, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 12.12}]}",Inconclusive,300,,,5.04%,28.530244792723295,-0.0002941388544610117,2.8160551958634543,2.8094849999999996,2.802914804136545,0.15107585106384305,-121.61394203447938,-10.0,0.0,3.0,2.812459611344365,0.0018197456362315336,2.8072890625,,-34.124847836686676,,falling,-0.011499999999999844,0.15107585106384305,28.530244792723295,-121.61394203447938,-0.0002941388544610117,0.0018197456362315336,2.8072890625,,-34.124847836686676,,0.0,3.0,falling,5.039999999999954
DOGEUSDT,Sell,51,0.21407,0.2125287,0.21578256,Bearish,2025-09-06T10:10:13.009259+00:00,2025-09-06T15:40:13.009259+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 14, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 13.92}]}",Inconclusive,300,,,5.04%,27.001863976391505,-2.2685870646162415e-05,0.21557417530281692,0.21462100000000003,0.21366782469718315,0.21096607393641334,-100.2911585805361,-10.0,0.0,3.0,0.21515613756233443,0.0002612212727630667,0.21415359374999998,,-42.19022317539776,,falling,-0.0015300000000000036,0.21096607393641334,27.001863976391505,-100.2911585805361,-2.2685870646162415e-05,0.0002612212727630667,0.21415359374999998,,-42.19022317539776,,0.0,3.0,falling,5.039999999999978
BIOUSDT,Sell,51,0.17056,0.16783104,0.1738124,Bearish,2025-09-06T10:10:14.774128+00:00,2025-09-06T15:40:14.774128+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 14, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 14.18}]}",Success,29,29.0,,11.20%,28.875183005853955,-0.00013733717774605417,0.18012594501742024,0.1744195,0.16871305498257977,0.161829739161772,-121.09816493023534,-10.0,0.0,3.0,0.17689870252591616,0.001806890143586965,0.1718396875,,-33.6626965995072,,falling,-0.008810000000000012,0.161829739161772,28.875183005853955,-121.09816493023534,-0.00013733717774605417,0.001806890143586965,0.1718396875,,-33.6626965995072,,0.0,3.0,falling,11.20000000000001
LINKUSDT,Sell,41,22.115,21.955772,22.29192,Bearish,2025-09-06T10:10:16.567428+00:00,2025-09-06T15:40:16.567428+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.14}]}",Fail,115,,115.0,5.04%,35.51139637831234,-0.0048116580551036785,22.21917692697158,22.1628,22.10642307302842,0.07606770564048215,-139.1552843165779,-10.0,0.0,3.0,22.187562232782998,0.02992323897573747,22.149578125,,-16.532280579890095,,falling,-0.0730000000000004,0.07606770564048215,35.51139637831234,-139.1552843165779,-0.0048116580551036785,0.02992323897573747,22.149578125,,-16.532280579890095,,0.0,3.0,falling,5.039999999999963
SUIUSDT,Sell,53,3.3425,3.318434,3.36924,Bearish,2025-09-06T10:10:17.447453+00:00,2025-09-06T15:40:17.447453+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 12, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 12.19}]}",Inconclusive,300,,,5.04%,27.184692124212162,-0.0006993416771694915,3.373650238186441,3.3550750000000003,3.3364997618135597,0.1615117428432262,-114.57468048208122,-10.0,0.0,3.0,3.363947873780743,0.004401666683374688,3.3466234375,,-38.669399031409895,,falling,-0.032200000000000006,0.1615117428432262,27.184692124212162,-114.57468048208122,-0.0006993416771694915,0.004401666683374688,3.3466234375,,-38.669399031409895,,0.0,3.0,falling,5.039999999999983
1000PEPEUSDT,Sell,58,0.0095861,0.00951708,0.00966279,Bearish,2025-09-06T10:10:19.216239+00:00,2025-09-06T15:40:19.216239+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 6.92}]}",Fail,119,,119.0,5.04%,26.428162057584373,-2.3086277677432984e-06,0.009673980592752795,0.009621925,0.009569869407247205,0.15589672400689333,-115.67515045135694,-10.0,0.0,3.0,0.009647288279225527,1.3587252065888211e-05,0.009599826562499999,,-36.746506476299565,,falling,-0.0001004999999999999,0.15589672400689333,26.428162057584373,-115.67515045135694,-2.3086277677432984e-06,1.3587252065888211e-05,0.009599826562499999,,-36.746506476299565,,0.0,3.0,falling,5.039999999999986
ADAUSDT,Sell,52,0.8193,0.81340104,0.8258544,Bearish,2025-09-06T10:10:20.100035+00:00,2025-09-06T15:40:20.100035+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 13, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 13.04}]}",Fail,173,,173.0,5.04%,29.241898213918674,-0.0001333498783966454,0.8248005102094924,0.821565,0.8183294897905076,0.14997792413776842,-120.4323211528565,-10.0,0.0,3.0,0.8232440190825188,0.001080223867649831,0.8203218750000001,,-31.81635603874365,,falling,-0.005499999999999949,0.14997792413776842,29.241898213918674,-120.4323211528565,-0.0001333498783966454,0.001080223867649831,0.8203218750000001,,-31.81635603874365,,0.0,3.0,falling,5.040000000000007
SOMIUSDT,Buy,40,0.7367,0.7484872,0.721966,Bearish,2025-09-06T10:10:20.984159+00:00,2025-09-06T15:40:20.984159+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",Success,10,10.0,,11.20%,74.72899725547978,0.005706577126046452,0.7482235656043038,0.691505,0.6347864343956963,0.898414518407449,134.81982976426977,-10.0,3.0,0.0,0.680673479020411,0.012173852596317652,0.7293296874999999,,39.373495237221675,,rising,0.08450000000000002,0.898414518407449,74.72899725547978,134.81982976426977,0.005706577126046452,0.012173852596317652,0.7293296874999999,,39.373495237221675,,3.0,0.0,rising,11.199999999999998
BCHUSDT,Buy,59,601.46,605.790512,596.64832,Bearish,2025-09-06T10:10:26.289074+00:00,2025-09-06T15:40:26.289074+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""trend_score"", ""gap"": 15.0}]}",Fail,15,,15.0,5.04%,21.62905526653917,-1.4004313796001235,619.2310652598255,610.4575,601.6839347401744,-0.012761900865991426,-218.1095446151106,-10.0,3.0,0.0,610.6301277907965,1.9637025467547373,608.3298437499999,,-42.46415242759688,,falling,-11.169999999999959,-0.012761900865991426,21.62905526653917,-218.1095446151106,-1.4004313796001235,1.9637025467547373,608.3298437499999,,-42.46415242759688,,3.0,0.0,falling,5.039999999999998
