Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule,SUPERVISOR__reason,CONFL_FLAG__RSI__30___CVD_falling
YGGUSDT,Buy,48,0.2283,0.22994376,0.221451,Bullish,2025-09-13T09:08:47.919011+00:00,2025-09-13T14:38:47.919011+05:30,Success,9,9.0,,5.04%,59.840799618690426,0.0007156520449538573,0.0001575366328353299,0.0005581154121185273,0.22932555612655486,0.22447499999999998,0.2196244438734451,0.8942846861476001,127.5433565478628,10.0,3.0,0.0,0.2244009710282928,0.002366318435268189,0.22746249999999996,0.0009218749999999609,0.4052865857009226,,7.573695398697768,,falling,-105289.0,8.0,9.660594825787488,15.0,10.0,0.0,5.0,0.8942846861476001,59.840799618690426,127.5433565478628,0.0005581154121185273,0.002366318435268189,0.22746249999999996,,7.573695398697768,,3.0,0.0,falling,-105289.0,0.0009218749999999609,0.4052865857009226,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.34}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,,,
MUSDT,Buy,49,2.2891,2.30558152,2.220427,Bullish,2025-09-13T09:08:49.039018+00:00,2025-09-13T14:38:49.039018+05:30,Success,9,9.0,,5.04%,66.64655152343286,0.007885979960215117,0.0024085614043598694,0.005477418555855248,2.295031137477991,2.248165,2.2012988625220093,0.9367225698855972,115.65200899509536,10.0,3.0,0.0,2.257137213696559,0.018650423864171352,2.2856062500000007,0.0030562500000002046,0.13371725772976878,,14.617274557814131,,rising,1551194.0,8.0,16.04852856417195,15.0,5.0,0.0,5.0,0.9367225698855972,66.64655152343286,115.65200899509536,0.005477418555855248,0.018650423864171352,2.2856062500000007,,14.617274557814131,,3.0,0.0,rising,1551194.0,0.0030562500000002046,0.13371725772976878,5.040000000000043,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,,
1000SHIBUSDT,Strong Buy,68,0.01429,0.01439289,0.0138613,Bullish,2025-09-13T09:08:50.129034+00:00,2025-09-13T14:38:50.129034+05:30,Success,17,17.0,,5.04%,74.8830569662818,3.079672398886152e-05,7.628079138606986e-06,2.3168644850254533e-05,0.014261284440965988,0.01411765,0.013974015559034013,1.099960562525571,207.0936291813714,10.0,3.0,0.0,0.01411991559183736,3.7346260463791626e-05,0.014200296875,3.126562499999874e-05,0.2201758545981014,,20.252923283431507,,rising,244943543.0,8.0,20.0,15.0,5.0,0.0,5.0,1.099960562525571,74.8830569662818,207.0936291813714,2.3168644850254533e-05,3.7346260463791626e-05,0.014200296875,,20.252923283431507,,3.0,0.0,rising,244943543.0,3.126562499999874e-05,0.2201758545981014,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,68,53.0,61.0,3.126562499999874e-05,0.2201758545981014,True,61.0,68.0,1.2407477783601526,0.2201758545981014,False,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),,
VELVETUSDT,Buy,54,0.15692,0.15804982,0.1522124,Bullish,2025-09-13T09:08:52.323662+00:00,2025-09-13T14:38:52.323662+05:30,Success,3,3.0,,5.04%,26.608667986159332,-0.006388225588790236,-0.005506132878127585,-0.0008820927106626512,0.18454088173696923,0.169514,0.15448711826303077,0.08095098436104155,-137.21674815715653,10.0,0.0,3.0,0.17599631221258483,0.004892248755156592,0.1581659375,-0.0014956249999999727,-0.9456049915930683,,-35.98462319119644,,falling,-15263537.0,24.0,0.0,8.0,5.0,12.0,5.0,0.08095098436104155,26.608667986159332,-137.21674815715653,-0.0008820927106626512,0.004892248755156592,0.1581659375,,-35.98462319119644,,0.0,3.0,falling,-15263537.0,-0.0014956249999999727,-0.9456049915930683,5.040000000000006,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,,,-0.0014956249999999727,-0.9456049915930683,,,,,,,,,1.0
PNUTUSDT,Strong Buy,68,0.27212,0.27407926,0.2639564,Bullish,2025-09-13T09:08:54.498111+00:00,2025-09-13T14:38:54.498111+05:30,Success,7,7.0,,5.04%,72.02554498573063,0.0007750254307107851,0.00016000192513221305,0.0006150235055785721,0.27168452563596157,0.2678905,0.2640964743640384,1.0573894862373578,181.7192997824592,10.0,3.0,0.0,0.268447716393476,0.001206400282374808,0.27034421875,0.0007451562499999898,0.27563239689215285,,17.715713240549764,,rising,19222613.0,8.0,20.0,15.0,5.0,0.0,5.0,1.0573894862373578,72.02554498573063,181.7192997824592,0.0006150235055785721,0.001206400282374808,0.27034421875,,17.715713240549764,,3.0,0.0,rising,19222613.0,0.0007451562499999898,0.27563239689215285,5.040000000000042,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,68,53.0,61.0,0.0007451562499999898,0.27563239689215285,True,61.0,68.0,1.019601063699842,0.27563239689215285,False,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),,
ONDOUSDT,Buy,48,1.1087,1.11668264,1.075439,Bullish,2025-09-13T09:08:55.612195+00:00,2025-09-13T14:38:55.612195+05:30,Success,65,65.0,,5.04%,82.71666210164429,0.0032963499966289778,0.002226314092960418,0.0010700359036685597,1.1082489309214973,1.098815,1.0893810690785029,1.023906740586515,168.2514053342866,10.0,0.0,3.0,1.097263252149203,0.0021480909466046983,1.1048968750000001,0.0015031249999999385,0.13604210800215527,,46.64864468123213,,rising,6540159.8,8.0,20.0,15.0,0.0,0.0,5.0,1.023906740586515,82.71666210164429,168.2514053342866,0.0010700359036685597,0.0021480909466046983,1.1048968750000001,,46.64864468123213,,0.0,3.0,rising,6540159.8,0.0015031249999999385,0.13604210800215527,5.040000000000026,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,,,
ARBUSDT,Buy,49,0.5513,0.55526936,0.534761,Bullish,2025-09-13T09:08:56.731808+00:00,2025-09-13T14:38:56.731808+05:30,Success,48,48.0,,5.04%,76.83811867897336,0.001395028448344604,0.0007941372958386917,0.0006008911525059123,0.5510859612106114,0.5462800000000001,0.5414740387893888,1.0222680521137013,184.52816386246667,10.0,3.0,0.0,0.5459643575881579,0.0011654317588267742,0.549421875,0.000687499999999952,0.1251315303017289,,33.600030620546335,,rising,6732400.3,8.0,16.0,15.0,5.0,0.0,5.0,1.0222680521137013,76.83811867897336,184.52816386246667,0.0006008911525059123,0.0011654317588267742,0.549421875,,33.600030620546335,,3.0,0.0,rising,6732400.3,0.000687499999999952,0.1251315303017289,5.040000000000042,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,,
UNIUSDT,Buy,46,10.241,10.3147352,9.93377,Bullish,2025-09-13T09:08:57.817704+00:00,2025-09-13T14:38:57.817704+05:30,Success,65,65.0,,5.04%,67.70970426851804,0.01385236528820677,0.007173981790106619,0.00667838349810015,10.243600700704684,10.18905,10.134499299295316,0.9761625362177857,163.9150626828805,10.0,3.0,0.0,10.189660228883296,0.01860468030450822,10.2271875,0.006781249999999517,0.06630610810645172,,19.886552327266706,,rising,352798.0,8.0,12.615101218136214,15.0,5.0,0.0,5.0,0.9761625362177857,67.70970426851804,163.9150626828805,0.00667838349810015,0.01860468030450822,10.2271875,,19.886552327266706,,3.0,0.0,rising,352798.0,0.006781249999999517,0.06630610810645172,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.38}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,,
TRUMPUSDT,Buy,61,9.15,9.21588,8.8755,Bullish,2025-09-13T09:09:00.017284+00:00,2025-09-13T14:39:00.017284+05:30,Success,54,54.0,,5.04%,79.46285735722897,0.01628215911751063,0.009214045738094518,0.007068113379416112,9.139898082538377,9.08435,9.028801917461625,1.0909294884719438,214.05228758169235,10.0,3.0,0.0,9.07681514633248,0.015235803605937275,9.11853125,0.0071718749999991616,0.07865164688665362,,33.727522454593036,,rising,372796.27,8.0,20.0,15.0,5.0,0.0,5.0,1.0909294884719438,79.46285735722897,214.05228758169235,0.007068113379416112,0.015235803605937275,9.11853125,,33.727522454593036,,3.0,0.0,rising,372796.27,0.0071718749999991616,0.07865164688665362,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,61,53.0,61.0,0.0071718749999991616,0.07865164688665362,False,,,0.9278294157929055,0.07865164688665362,False,,conditions_not_met,
BCHUSDT,Strong Buy,66,603.22,607.563184,585.1234,Bullish,2025-09-13T09:09:01.103496+00:00,2025-09-13T14:39:01.103496+05:30,Inconclusive,600,,,5.04%,68.38338345250837,0.5032359289945134,0.2457999341742684,0.25743599482024504,603.3281539003892,601.0735,598.8188460996107,0.9760154096443527,184.56049511517725,10.0,3.0,0.0,601.0031812362532,0.6762252530100624,602.4978125,0.18421875000001364,0.030575837152937983,,19.351817967123434,,falling,-413.09199999999976,8.0,13.136694981714834,15.0,10.0,0.0,5.0,0.9760154096443527,68.38338345250837,184.56049511517725,0.25743599482024504,0.6762252530100624,602.4978125,,19.351817967123434,,3.0,0.0,falling,-413.09199999999976,0.18421875000001364,0.030575837152937983,5.039999999999943,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,66,51.0,59.0,0.18421875000001364,0.030575837152937983,True,59.0,66.0,0.7613912484762362,0.030575837152937983,True,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),,
JELLYJELLYUSDT,Buy,54,0.04862,0.04897006,0.0471614,Bullish,2025-09-13T09:09:05.533756+00:00,2025-09-13T14:39:05.533756+05:30,Success,6,6.0,,5.04%,24.286404435701215,-0.001146120965085054,-0.0011429166624955084,-3.2043025895455747e-06,0.052022454571361454,0.0501,0.048177545428638544,0.1150754295973072,-137.6522893931516,10.0,0.0,3.0,0.05237872710572958,0.0006031223244920768,0.048879062499999994,-0.000191718750000007,-0.3922308248035793,,-52.02793702748658,,falling,-51344124.0,24.0,0.0,8.0,5.0,12.0,5.0,0.1150754295973072,24.286404435701215,-137.6522893931516,-3.2043025895455747e-06,0.0006031223244920768,0.048879062499999994,,-52.02793702748658,,0.0,3.0,falling,-51344124.0,-0.000191718750000007,-0.3922308248035793,5.039999999999959,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,,,-0.000191718750000007,-0.3922308248035793,,,,,,,,,1.0
FILUSDT,Buy,46,2.586,2.6046192,2.50842,Bullish,2025-09-13T09:09:08.751653+00:00,2025-09-13T14:39:08.751653+05:30,Success,16,16.0,,5.04%,70.12148025369055,0.0030722338567090723,0.001601877759626616,0.0014703560970824564,2.588281721462865,2.5747,2.561118278537135,0.9160002850484135,143.2380952380907,10.0,3.0,0.0,2.5751218201563755,0.0041343528016607204,2.58540625,0.0012500000000001954,0.04834830116157549,,23.586054138807675,,rising,1134268.1,8.0,12.535446301487372,15.0,5.0,0.0,5.0,0.9160002850484135,70.12148025369055,143.2380952380907,0.0014703560970824564,0.0041343528016607204,2.58540625,,23.586054138807675,,3.0,0.0,rising,1134268.1,0.0012500000000001954,0.04834830116157549,5.0399999999999565,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.46}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,,
NEARUSDT,Buy,48,2.851,2.8715272,2.76547,Bullish,2025-09-13T09:09:09.863199+00:00,2025-09-13T14:39:09.863199+05:30,Success,71,71.0,,5.04%,74.59314481841095,0.005999639729339368,0.004447459653384221,0.001552180075955147,2.8524576402971813,2.8316500000000002,2.810842359702819,0.9649734358062025,136.31726600357132,10.0,3.0,0.0,2.825819084202518,0.00627514784174217,2.844703125,0.0008593750000001066,0.03020965500574358,,28.342997304704703,,rising,1182916.0,8.0,14.936485125517164,15.0,5.0,0.0,5.0,0.9649734358062025,74.59314481841095,136.31726600357132,0.001552180075955147,0.00627514784174217,2.844703125,,28.342997304704703,,3.0,0.0,rising,1182916.0,0.0008593750000001066,0.03020965500574358,5.04000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.06}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,,,
BIOUSDT,Buy,41,0.15416,0.15526995,0.1495352,Bullish,2025-09-13T09:09:10.979165+00:00,2025-09-13T14:39:10.979165+05:30,Success,25,25.0,,5.04%,67.85625410221635,0.0004563723090678373,0.0003679931540093031,8.837915505853424e-05,0.1544464484356079,0.1530915,0.15173655156439209,0.8942954476790149,134.206354108759,10.0,3.0,0.0,0.15284753571308893,0.0005308624538462367,0.15408906249999998,0.0001087499999999908,0.07057606700669673,,28.084670119300327,,rising,14486174.0,8.0,7.995573064240844,15.0,5.0,0.0,5.0,0.8942954476790149,67.85625410221635,134.206354108759,8.837915505853424e-05,0.0005308624538462367,0.15408906249999998,,28.084670119300327,,3.0,0.0,rising,14486174.0,0.0001087499999999908,0.07057606700669673,5.0399999999999885,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
XLMUSDT,Buy,60,0.40921,0.41215631,0.3969337,Bullish,2025-09-13T09:09:12.062734+00:00,2025-09-13T14:39:12.062734+05:30,Success,45,45.0,,5.04%,78.85623457119925,0.0009859789538003705,0.0006629316642800389,0.00032304728952033156,0.40949271373334084,0.40614350000000005,0.40279428626665925,0.9577940143791869,154.96040987424126,10.0,3.0,0.0,0.4057018620447496,0.0008151314814680893,0.4087740625,0.0003484374999999651,0.0852396303887224,,39.79729539370077,,rising,15966563.0,8.0,18.51151455287214,15.0,5.0,0.0,5.0,0.9577940143791869,78.85623457119925,154.96040987424126,0.00032304728952033156,0.0008151314814680893,0.4087740625,,39.79729539370077,,3.0,0.0,rising,15966563.0,0.0003484374999999651,0.0852396303887224,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,60,52.0,60.0,0.0003484374999999651,0.0852396303887224,False,,,0.7926262127393449,0.0852396303887224,False,,conditions_not_met,
TIAUSDT,Buy,43,1.8742,1.88769424,1.817974,Bullish,2025-09-13T09:09:13.171467+00:00,2025-09-13T14:39:13.171467+05:30,Success,16,16.0,,5.04%,67.49701268341602,0.003391602725988374,0.0022897552898041647,0.0011018474361842094,1.876904729787344,1.862725,1.848545270212656,0.9046268924758354,120.31124418183315,10.0,3.0,0.0,1.8611236663161115,0.00432923965232392,1.8732953125,0.0004156250000002526,0.022186838200410678,,21.768828856999882,,rising,1087737.0,8.0,10.108310140378993,15.0,5.0,0.0,5.0,0.9046268924758354,67.49701268341602,120.31124418183315,0.0011018474361842094,0.00432923965232392,1.8732953125,,21.768828856999882,,3.0,0.0,rising,1087737.0,0.0004156250000002526,0.022186838200410678,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.89}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,,
GOATUSDT,Buy,49,0.11816,0.11901075,0.1146152,Bullish,2025-09-13T09:09:16.455635+00:00,2025-09-13T14:39:16.455635+05:30,Success,22,22.0,,5.04%,63.290809000270755,-0.0002742599759515685,-0.0005025287431815585,0.00022826876722999005,0.11745264080346612,0.116045,0.11463735919653387,1.251256994963523,238.6121437422573,10.0,3.0,0.0,0.11686138144570407,0.0008665312255360419,0.11544453125000001,0.0001496875000000092,0.12966183705649476,,-10.559478606960017,,falling,-9471734.0,8.0,11.322276972916649,15.0,10.0,0.0,5.0,1.251256994963523,63.290809000270755,238.6121437422573,0.00022826876722999005,0.0008665312255360419,0.11544453125000001,,-10.559478606960017,,3.0,0.0,falling,-9471734.0,0.0001496875000000092,0.12966183705649476,5.039999999999978,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.68}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,,
ETCUSDT,Buy,44,22.258,22.4182576,21.59026,Bullish,2025-09-13T09:09:17.572441+00:00,2025-09-13T14:39:17.572441+05:30,Success,257,257.0,,5.04%,69.26163399771039,0.04795397388642186,0.03615168306167296,0.011802290824748901,22.3093423879804,22.144,21.978657612019596,0.8447391845263325,106.08889952916849,10.0,3.0,0.0,22.11322370193816,0.03805957656697068,22.272812500000004,0.010796875000004036,0.04847557981285046,,33.122077909444556,,rising,55185.26,8.0,11.442410172261122,15.0,5.0,0.0,5.0,0.8447391845263325,69.26163399771039,106.08889952916849,0.011802290824748901,0.03805957656697068,22.272812500000004,,33.122077909444556,,3.0,0.0,rising,55185.26,0.010796875000004036,0.04847557981285046,5.040000000000043,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.56}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,,
ETHFIUSDT,Strong Buy,65,1.4384,1.44875648,1.395248,Bullish,2025-09-13T09:09:18.657497+00:00,2025-09-13T14:39:18.657497+05:30,Success,38,38.0,,5.04%,59.447266597715455,0.0009851145144454954,-0.0002500139350745745,0.0012351284495200699,1.4395796202960995,1.4321449999999998,1.4247103797039,0.9206670785380612,189.74358974359168,10.0,3.0,0.0,1.4356173470762057,0.0036885122872111066,1.43634375,0.0013031250000001826,0.09072514848901474,,7.555723262356128,,falling,-324751.7,8.0,12.036595917346093,15.0,10.0,0.0,5.0,0.9206670785380612,59.447266597715455,189.74358974359168,0.0012351284495200699,0.0036885122872111066,1.43634375,,7.555723262356128,,3.0,0.0,falling,-324751.7,0.0013031250000001826,0.09072514848901474,5.040000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,65,50.0,58.0,0.0013031250000001826,0.09072514848901474,True,58.0,65.0,0.6697163264455077,0.09072514848901474,True,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),,
TAOUSDT,Buy,43,364.08,366.701376,353.1576,Bullish,2025-09-13T09:09:19.743228+00:00,2025-09-13T14:39:19.743228+05:30,Success,21,21.0,,5.04%,74.4995398293386,0.9113733871483873,0.7202527847033836,0.19112060244500373,364.5296553177937,362.342,360.1543446822063,0.897228938641212,133.25506986165874,10.0,3.0,0.0,361.48215799678195,0.7296552699289826,363.93765625000003,0.3851562500000796,0.1058302825733163,,39.74529737658017,,rising,6754.3730000000005,8.0,10.286385705302358,15.0,5.0,0.0,5.0,0.897228938641212,74.4995398293386,133.25506986165874,0.19112060244500373,0.7296552699289826,363.93765625000003,,39.74529737658017,,3.0,0.0,rising,6754.3730000000005,0.3851562500000796,0.1058302825733163,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.71}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,,
VOXELUSDT,Sell,41,0.08138,0.08079406,0.0838214,Bullish,2025-09-13T09:09:21.941554+00:00,2025-09-13T14:39:21.941554+05:30,Success,11,11.0,,5.04%,40.7207989022019,-0.0006632947160941927,0.00027902095366186296,-0.0009423156697560556,0.0975934950374972,0.08817549999999999,0.07875750496250278,0.13922788380413778,-106.42136961583961,10.0,0.0,3.0,0.08477925443712199,0.003193286830689365,0.08173484375,-0.0002746874999999954,-0.3360714811423316,,-4.677978944399451,,falling,-25070515.0,8.0,16.082225078184756,7.0,5.0,0.0,5.0,0.13922788380413778,40.7207989022019,-106.42136961583961,-0.0009423156697560556,0.003193286830689365,0.08173484375,,-4.677978944399451,,0.0,3.0,falling,-25070515.0,-0.0002746874999999954,-0.3360714811423316,5.039999999999959,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,,,,,,,,,
OPUSDT,Buy,46,0.8211,0.82701192,0.796467,Bullish,2025-09-13T09:09:23.235785+00:00,2025-09-13T14:39:23.235785+05:30,Success,16,16.0,,5.04%,77.1186359861234,0.002251898820972986,0.0015548432914650628,0.0006970555295079234,0.8210897587983834,0.8139,0.8067102412016165,1.0007122075930375,187.40435094244347,10.0,3.0,0.0,0.8119660768880949,0.0019472410427233456,0.8183265624999998,0.0005265624999999385,0.06434625541071065,,34.05362841224064,,rising,2865876.3,8.0,12.591300378916152,15.0,5.0,0.0,5.0,1.0007122075930375,77.1186359861234,187.40435094244347,0.0006970555295079234,0.0019472410427233456,0.8183265624999998,,34.05362841224064,,3.0,0.0,rising,2865876.3,0.0005265624999999385,0.06434625541071065,5.039999999999965,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.41}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,,
HBARUSDT,Buy,48,0.24915,0.25094388,0.2416755,Bullish,2025-09-13T09:09:24.356383+00:00,2025-09-13T14:39:24.356383+05:30,Success,21,21.0,,5.04%,71.75136845676258,0.0006019729961126707,0.00046594035689983225,0.0001360326392128385,0.24924102893342884,0.247512,0.24578297106657118,0.9736762839334596,151.93574297188965,10.0,3.0,0.0,0.24697118992092926,0.0005223153694122812,0.24879140625,0.00016687500000001076,0.06707426213601812,,31.78737356934702,,rising,8414134.0,8.0,15.250597880705133,15.0,5.0,0.0,5.0,0.9736762839334596,71.75136845676258,151.93574297188965,0.0001360326392128385,0.0005223153694122812,0.24879140625,,31.78737356934702,,3.0,0.0,rising,8414134.0,0.00016687500000001076,0.06707426213601812,5.039999999999993,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,,,
