Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,CONFL_FLAG__RSI<=30_and_CVD_falling
SOMIUSDT,Buy,40,1.6129,1.62451288,1.564513,Bullish,2025-09-08T06:58:42.800087+00:00,2025-09-08T12:28:42.800087+05:30,Success,1,1.0,,5.04%,57.906547082222296,0.014703843314343157,0.010710917443580978,0.003992925870762179,1.6308707984239452,1.58445,1.5380292015760546,0.8064359184451757,122.92856474112864,10.0,0.0,3.0,1.5783013199625027,0.02913796937329127,1.613375,0.011443749999999975,,13.501779065171442,,falling,-3780181.0,8.0,7.2888434904504065,15.0,5.0,0.0,5.0,0.8064359184451757,57.906547082222296,122.92856474112864,0.003992925870762179,0.02913796937329127,1.613375,,13.501779065171442,,0.0,3.0,falling,-3780181.0,5.0399999999999725,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.71}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,
DOGEUSDT,Buy,40,0.23164,0.23330781,0.2246908,Bullish,2025-09-08T06:58:46.276861+00:00,2025-09-08T12:28:46.276861+05:30,Success,66,66.0,,5.04%,47.66931392395381,9.637354194586001e-05,0.00015576947733035877,-5.939593538449876e-05,0.23256634896120018,0.231907,0.23124765103879982,0.29752754936173476,-61.36740004731995,10.0,3.0,0.0,0.23131234098808157,0.0005930696156287643,0.23214125000000002,1.546875000002501e-05,,3.973212925098315,,falling,-26665340.0,6.0,4.0,15.0,10.0,0.0,5.0,0.29752754936173476,47.66931392395381,-61.36740004731995,-5.939593538449876e-05,0.0005930696156287643,0.23214125000000002,,3.973212925098315,,3.0,0.0,falling,-26665340.0,5.039999999999978,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,
ENAUSDT,Buy,40,0.7601,0.76557272,0.737297,Bullish,2025-09-08T06:58:48.561239+00:00,2025-09-08T12:28:48.561239+05:30,Success,35,35.0,,5.04%,45.18112943833197,0.0005076654519653445,0.0011502860310235892,-0.0006426205790582447,0.7686480936331253,0.763165,0.7576819063668747,0.22050449936845348,-76.78524374176295,10.0,3.0,0.0,0.7594282928816205,0.0039373613539147095,0.7636328124999999,-0.00045781250000009877,,3.9474828502991564,,falling,-18443650.0,6.0,4.0,15.0,10.0,0.0,5.0,0.22050449936845348,45.18112943833197,-76.78524374176295,-0.0006426205790582447,0.0039373613539147095,0.7636328124999999,,3.9474828502991564,,3.0,0.0,falling,-18443650.0,5.039999999999988,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,
TAUSDT,Buy,44,0.15811,0.15924839,0.1533667,Bullish,2025-09-08T06:58:50.864559+00:00,2025-09-08T12:28:50.864559+05:30,Success,3,3.0,,5.04%,59.15244168099349,0.0017046148780194559,-0.0012917676697484755,0.0029963825477679314,0.16506619163814337,0.144909,0.12475180836185665,0.8274513691436013,97.33828253091731,10.0,3.0,0.0,0.15353216351405474,0.0065565931814611225,0.16262109375,0.003112656250000012,,6.381289250499803,,rising,108534166.0,4.0,14.968071246171881,15.0,5.0,0.0,5.0,0.8274513691436013,59.15244168099349,97.33828253091731,0.0029963825477679314,0.0065565931814611225,0.16262109375,,6.381289250499803,,3.0,0.0,rising,108534166.0,5.039999999999948,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.03}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,
1000PEPEUSDT,Buy,46,0.0099973,0.01006928,0.00969738,Bullish,2025-09-08T06:58:56.626697+00:00,2025-09-08T12:28:56.626697+05:30,Success,28,28.0,,5.04%,46.248027231148676,2.060016423758096e-06,6.090973200782227e-06,-4.030956777024131e-06,0.010054851994331477,0.01002098,0.009987108005668524,0.15044868973075393,-105.27774478362882,10.0,3.0,0.0,0.009995178383261562,2.9024261846470974e-05,0.010019389062500002,3.1500000000003747e-06,,1.813681483133811,,falling,-726863218.0,12.0,4.0,15.0,10.0,0.0,5.0,0.15044868973075393,46.248027231148676,-105.27774478362882,-4.030956777024131e-06,2.9024261846470974e-05,0.010019389062500002,,1.813681483133811,,3.0,0.0,falling,-726863218.0,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,
ADAUSDT,Buy,49,0.8406,0.84665232,0.815382,Bullish,2025-09-08T06:58:58.925588+00:00,2025-09-08T12:28:58.925588+05:30,Success,91,91.0,,5.04%,56.25430623755928,0.0007157361928396,0.00012782048718859622,0.0005879157056510038,0.8427171689268437,0.8377399999999999,0.8327628310731562,0.787311927929051,103.56321839080526,10.0,3.0,0.0,0.8381457310622524,0.002167323735601177,0.8405046875,0.0011125000000000718,,8.180604985986593,,falling,-637256.0,8.0,10.510322709915894,15.0,10.0,0.0,5.0,0.787311927929051,56.25430623755928,103.56321839080526,0.0005879157056510038,0.002167323735601177,0.8405046875,,8.180604985986593,,3.0,0.0,falling,-637256.0,5.04,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.49}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,
REDUSDT,Buy,44,0.7071,0.71219112,0.685887,Bullish,2025-09-08T06:59:00.091725+00:00,2025-09-08T12:29:00.091725+05:30,Success,11,11.0,,5.04%,70.71919391127774,0.0014533467424902025,-0.0013595674785775952,0.0028129142210677974,0.7043100568773011,0.6919449999999999,0.6795799431226988,1.1128156202750847,195.66333936267742,10.0,0.0,3.0,0.70029289693132,0.004995549074009628,0.6978406249999999,0.00275000000000003,,9.522377039091309,,rising,7767350.0,8.0,16.0,15.0,0.0,0.0,5.0,1.1128156202750847,70.71919391127774,195.66333936267742,0.0028129142210677974,0.004995549074009628,0.6978406249999999,,9.522377039091309,,0.0,3.0,rising,7767350.0,5.0400000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,
AVAXUSDT,Buy,58,24.827,25.0057544,24.08219,Bullish,2025-09-08T06:59:03.530986+00:00,2025-09-08T12:29:03.530986+05:30,Success,7,7.0,,5.04%,59.786567257633635,0.006419497218612236,-0.012056135543165092,0.018475632761777327,24.83683998287936,24.72325,24.60966001712064,0.9566863968550369,151.63599182004714,10.0,3.0,0.0,24.753306097405723,0.05497292458280606,24.76753125,0.03223437500000159,,2.5755859081222767,,rising,52425.0,8.0,17.066065061078145,15.0,5.0,0.0,5.0,0.9566863968550369,59.786567257633635,151.63599182004714,0.018475632761777327,0.05497292458280606,24.76753125,,2.5755859081222767,,3.0,0.0,rising,52425.0,5.039999999999971,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,58,50.0,58.0,0.03223437500000159,
FARTCOINUSDT,Buy,46,0.7654,0.77091088,0.742438,Bullish,2025-09-08T06:59:12.761004+00:00,2025-09-08T12:29:12.761004+05:30,Success,15,15.0,,5.04%,58.19984576530503,0.0006778324951670633,0.00021902515368053328,0.00045880734148653007,0.7665941809915239,0.762485,0.7583758190084761,0.8546935515876316,129.27695931648284,10.0,3.0,0.0,0.7619203908079061,0.002965435991067589,0.7636406250000001,0.0011843750000000153,,6.384373126079165,,falling,-8534756.299999999,8.0,7.713240221284462,15.0,10.0,0.0,5.0,0.8546935515876316,58.19984576530503,129.27695931648284,0.00045880734148653007,0.002965435991067589,0.7636406250000001,,6.384373126079165,,3.0,0.0,falling,-8534756.299999999,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.29}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,
PENGUUSDT,Buy,47,0.030727,0.03094823,0.02980519,Bullish,2025-09-08T06:59:13.942844+00:00,2025-09-08T12:29:13.942844+05:30,Success,14,14.0,,5.04%,56.01710526018622,4.20463472043317e-05,1.6728070496076275e-05,2.5318276708255427e-05,0.03082461093966521,0.03058075,0.03033688906033479,0.7998635209902494,100.13470528972877,10.0,3.0,0.0,0.030567832615220874,0.00012840550750888225,0.030749421875000002,5.0718750000001284e-05,,7.808915966711452,,falling,-8772348.0,8.0,8.732185190390668,15.0,10.0,0.0,5.0,0.7998635209902494,56.01710526018622,100.13470528972877,2.5318276708255427e-05,0.00012840550750888225,0.030749421875000002,,7.808915966711452,,3.0,0.0,falling,-8772348.0,5.03999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.27}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,
