Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,would_be_strong_if,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,note,IND__rsi5m,IND__macd5m_histogram,IND__boll5m_upper,IND__boll5m_middle,IND__boll5m_lower,IND__boll5m_percent_b,IND__cci5m,IND__marketTrend,IND__volProfile_bullish_score,IND__volProfile_bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m_trend,IND__cvd5m_value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__estimated_profit_margin_pct,CONFLUENCE_FLAGS,WBS_missing_points,WBS_top_missing_1,WBS_top_missing_2,WBS_top_missing_3,FLAG__RSI_30_CVD_falling
WLFIUSDT,Buy,46,0.1896,0.19180815,0.18739185,Bullish,2025-09-06T09:10:18.095773+00:00,2025-09-06T14:40:18.095773+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.27}]}",Success,20,20.0,,8.15%,,68.43147681756156,0.0001908169583715991,0.19023624228050598,0.18728,0.18432375771949402,0.8923900309691308,135.02824858756918,5.0,3.0,0.0,0.18575353394331262,0.0012267497820365686,0.18782187499999997,,27.064487855397147,,rising,0.005599999999999994,8.0,12.733122326963546,15.0,5.0,0.0,5.0,0.8923900309691308,68.43147681756156,135.02824858756918,0.0001908169583715991,0.0012267497820365686,0.18782187499999997,,27.064487855397147,,3.0,0.0,,8.152451083154425,,19,base_score,confluence_bonus,momentum_score,0
XRPUSDT,Buy,54,2.8091,2.82932552,2.7866272,Bullish,2025-09-06T09:10:19.292804+00:00,2025-09-06T14:40:19.292804+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",Inconclusive,300,,,5.04%,,28.711317744725662,-0.000870622229312738,2.82212077900086,2.815495,2.80886922099914,0.01741523531271127,-185.04761904763578,5.0,0.0,3.0,2.815579470282001,0.0017931816386736207,2.8118875,,-24.50989088461806,,falling,-0.009800000000000253,24.0,0.0,8.0,5.0,12.0,5.0,0.01741523531271127,28.711317744725662,-185.04761904763578,-0.000870622229312738,0.0017931816386736207,2.8118875,,-24.50989088461806,,0.0,3.0,,5.0399999999999725,RSI<=30 & CVD_falling,11,momentum_score,confluence_bonus,base_score,1
DOGEUSDT,Buy,62,0.21456,0.21610483,0.21284352,Bullish,2025-09-06T09:10:20.511344+00:00,2025-09-06T14:40:20.511344+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",Inconclusive,300,,,5.04%,,23.30806018308016,-0.00010776059627798634,0.21625696765948452,0.21542699999999998,0.21459703234051544,-0.022309508143028737,-214.831570581399,5.0,0.0,3.0,0.215679624023056,0.0002516031806794882,0.2150475,,-35.20608978752863,,falling,-0.0014000000000000123,32.0,0.0,8.0,5.0,12.0,5.0,-0.022309508143028737,23.30806018308016,-214.831570581399,-0.00010776059627798634,0.0002516031806794882,0.2150475,,-35.20608978752863,,0.0,3.0,,5.039999999999987,RSI<=30 & CVD_falling,3,momentum_score,confluence_bonus,base_score,1
BIOUSDT,Buy,54,0.17325,0.176022,0.169785,Bullish,2025-09-06T09:10:22.898193+00:00,2025-09-06T14:40:22.898193+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",Fail,71,,71.0,11.20%,,28.69462931326285,-0.0006237803437172595,0.1847448621284755,0.1788625,0.17298013787152453,0.022938245094526476,-176.89877764043248,5.0,0.0,3.0,0.17951830276413883,0.00226498949623635,0.1771478125,,-24.800303395328925,,falling,-0.009730000000000016,24.0,0.0,8.0,5.0,12.0,5.0,0.022938245094526476,28.69462931326285,-176.89877764043248,-0.0006237803437172595,0.00226498949623635,0.1771478125,,-24.800303395328925,,0.0,3.0,,11.199999999999989,RSI<=30 & CVD_falling,11,momentum_score,confluence_bonus,base_score,1
LINKUSDT,Buy,44,22.132,22.2913504,21.954944,Bullish,2025-09-06T09:10:26.510287+00:00,2025-09-06T14:40:26.510287+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Success,175,175.0,,5.04%,,35.11476289795891,-0.003201960164795672,22.223468466791736,22.181150000000002,22.13883153320827,-0.08071574570373254,-219.8869516758123,5.0,0.0,3.0,22.210030209281754,0.027258120856079423,22.18321875,,-12.959782829806734,,falling,-0.05999999999999872,26.0,0.0,8.0,5.0,0.0,5.0,-0.08071574570373254,35.11476289795891,-219.8869516758123,-0.003201960164795672,0.027258120856079423,22.18321875,,-12.959782829806734,,0.0,3.0,,5.040000000000031,,21,confluence_bonus,momentum_score,base_score,0
SUIUSDT,Buy,62,3.3551,3.37925672,3.3282592,Bullish,2025-09-06T09:10:27.726960+00:00,2025-09-06T14:40:27.726960+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",Inconclusive,300,,,5.04%,,25.15516066009468,-0.0020809658142283294,3.3853729522744525,3.37081,3.3562470477255477,-0.039382389776823505,-200.5387032642671,5.0,0.0,3.0,3.3733422624967644,0.003992339313859391,3.363721875,,-28.06732161910419,,falling,-0.021399999999999864,32.0,0.0,8.0,5.0,12.0,5.0,-0.039382389776823505,25.15516066009468,-200.5387032642671,-0.0020809658142283294,0.003992339313859391,3.363721875,,-28.06732161910419,,0.0,3.0,,5.040000000000027,RSI<=30 & CVD_falling,3,momentum_score,confluence_bonus,base_score,1
1000PEPEUSDT,Buy,62,0.0096155,0.00968473,0.00953858,Bullish,2025-09-06T09:10:28.925916+00:00,2025-09-06T14:40:28.925916+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",Inconclusive,300,,,5.04%,,28.07220892599676,-5.959681866076247e-06,0.009705899753803727,0.009662460000000001,0.009619020246196276,-0.04051871716608571,-199.64586100045324,5.0,0.0,3.0,0.009673548951847228,1.3530643336507065e-05,0.009648429687499998,,-21.567672360164572,,falling,-4.030000000000006e-05,32.0,0.0,8.0,5.0,12.0,5.0,-0.04051871716608571,28.07220892599676,-199.64586100045324,-5.959681866076247e-06,1.3530643336507065e-05,0.009648429687499998,,-21.567672360164572,,0.0,3.0,,5.040000000000038,RSI<=30 & CVD_falling,3,momentum_score,confluence_bonus,base_score,1
ADAUSDT,Buy,62,0.8211,0.82701192,0.8145312,Bullish,2025-09-06T09:10:30.114393+00:00,2025-09-06T14:40:30.114393+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",Inconclusive,300,,,5.04%,,29.336687660377123,-0.00031613060441316434,0.8263827072248028,0.8239150000000001,0.8214472927751973,-0.07036749978009624,-259.19003115264667,5.0,0.0,3.0,0.8249111954655455,0.0010118365873201115,0.8231109374999999,,-21.96944472844518,,falling,-0.0030999999999999917,32.0,0.0,8.0,5.0,12.0,5.0,-0.07036749978009624,29.336687660377123,-259.19003115264667,-0.00031613060441316434,0.0010118365873201115,0.8231109374999999,,-21.96944472844518,,0.0,3.0,,5.039999999999965,RSI<=30 & CVD_falling,3,momentum_score,confluence_bonus,base_score,1
AVAXUSDT,Buy,44,24.165,24.338988,23.97168,Bullish,2025-09-06T09:10:34.941798+00:00,2025-09-06T14:40:34.941798+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Inconclusive,300,,,5.04%,,35.90147682224193,-0.005596667977064145,24.271580557592973,24.22085,24.170119442407024,-0.05045718645653462,-238.26395039859347,5.0,0.0,3.0,24.239311742016852,0.028504928035610843,24.211312500000002,,-12.722549975884414,,falling,-0.06099999999999994,26.0,0.0,8.0,5.0,0.0,5.0,-0.05045718645653462,35.90147682224193,-238.26395039859347,-0.005596667977064145,0.028504928035610843,24.211312500000002,,-12.722549975884414,,0.0,3.0,,5.04000000000004,,21,confluence_bonus,momentum_score,base_score,0
HYPEUSDT,Buy,62,46.595,46.930484,46.22224,Bullish,2025-09-06T09:10:36.134901+00:00,2025-09-06T14:40:36.134901+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",Success,203,203.0,,5.04%,,27.973523420647837,-0.013779714840149754,47.00091729495486,46.804,46.607082705045144,-0.03067964408081878,-208.8625046631892,5.0,0.0,3.0,46.96444608575282,0.08592583157790405,46.710765625,,-34.803059013716364,,falling,-0.30799999999999983,32.0,0.0,8.0,5.0,12.0,5.0,-0.03067964408081878,27.973523420647837,-208.8625046631892,-0.013779714840149754,0.08592583157790405,46.710765625,,-34.803059013716364,,0.0,3.0,,5.040000000000015,RSI<=30 & CVD_falling,3,momentum_score,confluence_bonus,base_score,1
