Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,would_be_strong_if,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,note,IND__rsi5m,IND__macd5m_histogram,IND__boll5m_upper,IND__boll5m_middle,IND__boll5m_lower,IND__boll5m_percent_b,IND__cci5m,IND__marketTrend,IND__volProfile_bullish_score,IND__volProfile_bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m_trend,IND__cvd5m_value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__estimated_profit_margin_pct,CONFLUENCE_FLAGS,WBS_missing_points,WBS_top_missing_1,WBS_top_missing_2,WBS_top_missing_3,FLAG__RSI_30_CVD_falling
BNBUSDT,Buy,41,858.96,865.144512,852.08832,Bullish,2025-09-06T09:10:37.322765+00:00,2025-09-06T14:40:37.322765+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",Success,179,179.0,,5.04%,,47.074435794303774,-0.1335578504142555,860.2656021487468,859.5625,858.8593978512532,0.07154163084704755,-178.91084628147658,5.0,3.0,0.0,858.6661585274453,0.560711006403152,859.4525,,6.202813714644346,,rising,0.11000000000001364,12.0,4.0,15.0,5.0,0.0,5.0,0.07154163084704755,47.074435794303774,-178.91084628147658,-0.1335578504142555,0.560711006403152,859.4525,,6.202813714644346,,3.0,0.0,,5.040000000000033,,24,confluence_bonus,base_score,momentum_score,0
FARTCOINUSDT,Buy,62,0.7311,0.73636392,0.7252512,Bullish,2025-09-06T09:10:39.754632+00:00,2025-09-06T14:40:39.754632+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",Success,87,87.0,,5.04%,,28.554094515988112,-0.0004303584985430656,0.7407772528945485,0.736015,0.7312527471054514,-0.016037273621722838,-181.6078658183939,5.0,0.0,3.0,0.7385321309281023,0.0017661585000517096,0.733390625,,-28.149538052635247,,falling,-0.00660000000000005,32.0,0.0,8.0,5.0,12.0,5.0,-0.016037273621722838,28.554094515988112,-181.6078658183939,-0.0004303584985430656,0.0017661585000517096,0.733390625,,-28.149538052635247,,0.0,3.0,,5.039999999999979,RSI<=30 & CVD_falling,3,momentum_score,confluence_bonus,base_score,1
WIFUSDT,Buy,62,0.8037,0.80948664,0.7972704,Bullish,2025-09-06T09:10:40.945590+00:00,2025-09-06T14:40:40.945590+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",Inconclusive,300,,,5.04%,,27.362257456801387,-0.0005092767547303797,0.8126838879449956,0.8083899999999999,0.8040961120550043,-0.046125103877709746,-223.21213580543764,5.0,0.0,3.0,0.810185043888359,0.0015326822725026375,0.8062359375000001,,-28.21803241039136,,falling,-0.0048000000000000265,32.0,0.0,8.0,5.0,12.0,5.0,-0.046125103877709746,27.362257456801387,-223.21213580543764,-0.0005092767547303797,0.0015326822725026375,0.8062359375000001,,-28.21803241039136,,0.0,3.0,,5.03999999999996,RSI<=30 & CVD_falling,3,momentum_score,confluence_bonus,base_score,1
ARBUSDT,Buy,44,0.4888,0.49231936,0.4848896,Bullish,2025-09-06T09:10:43.352760+00:00,2025-09-06T14:40:43.352760+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Success,176,176.0,,5.04%,,33.59631047597077,-0.00018121260250343623,0.49220629309179265,0.490545,0.48888370690820737,-0.02519329931030848,-234.6014492753569,5.0,0.0,3.0,0.4912936746613288,0.0008797286506519299,0.490184375,,-16.412354684303796,,falling,-0.0017999999999999683,26.0,0.0,8.0,5.0,0.0,5.0,-0.02519329931030848,33.59631047597077,-234.6014492753569,-0.00018121260250343623,0.0008797286506519299,0.490184375,,-16.412354684303796,,0.0,3.0,,5.040000000000038,,21,confluence_bonus,momentum_score,base_score,0
NMRUSDT,Buy,47,16.964,17.235424,16.62472,Bullish,2025-09-06T09:10:45.764083+00:00,2025-09-06T14:40:45.764083+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.04}]}",Fail,43,,43.0,11.20%,,75.06730025422655,0.11154143440947029,17.036781488075484,16.0503,15.063818511924516,0.9631105657048499,173.48021066823816,5.0,3.0,0.0,15.684430401606459,0.26879283722553493,16.671046875,,41.19909000689275,,rising,1.2589999999999986,8.0,13.959322032012006,15.0,5.0,0.0,5.0,0.9631105657048499,75.06730025422655,173.48021066823816,0.11154143440947029,0.26879283722553493,16.671046875,,41.19909000689275,,3.0,0.0,,11.199999999999989,,18,base_score,confluence_bonus,momentum_score,0
DOTUSDT,Buy,54,3.804,3.8313888,3.773568,Bullish,2025-09-06T09:10:51.785097+00:00,2025-09-06T14:40:51.785097+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",Inconclusive,300,,,5.04%,,27.207758756703583,-0.0007513116161471326,3.8292557170142603,3.81595,3.8026442829857396,0.05094490634391226,-168.5958143341473,5.0,0.0,3.0,3.825682432806837,0.0048806388497581515,3.8082499999999997,,-39.39021325175393,,falling,-0.02100000000000035,24.0,0.0,8.0,5.0,12.0,5.0,0.05094490634391226,27.207758756703583,-168.5958143341473,-0.0007513116161471326,0.0048806388497581515,3.8082499999999997,,-39.39021325175393,,0.0,3.0,,5.04000000000004,RSI<=30 & CVD_falling,11,momentum_score,confluence_bonus,base_score,1
1000BONKUSDT,Buy,44,0.019893,0.02003623,0.01973386,Bullish,2025-09-06T09:10:54.208035+00:00,2025-09-06T14:40:54.208035+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Success,109,109.0,,5.04%,,33.40728176608759,-7.731034970462437e-06,0.020042726854452252,0.0199696,0.01989647314554775,-0.023747401510450745,-205.9368343058294,5.0,0.0,3.0,0.020013124906422198,3.460205096084455e-05,0.019946093749999994,,-19.02591535322842,,falling,-8.199999999999874e-05,26.0,0.0,8.0,5.0,0.0,5.0,-0.023747401510450745,33.40728176608759,-205.9368343058294,-7.731034970462437e-06,3.460205096084455e-05,0.019946093749999994,,-19.02591535322842,,0.0,3.0,,5.039999999999973,,21,confluence_bonus,momentum_score,base_score,0
FILUSDT,Buy,41,2.311,2.3276392,2.292512,Bullish,2025-09-06T09:10:56.612935+00:00,2025-09-06T14:40:56.612935+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",Inconclusive,300,,,5.04%,,38.38150408081362,-0.000377541144229702,2.3209892822934717,2.3152,2.309410717706528,0.13726073569291275,-123.42079689017433,5.0,3.0,0.0,2.317032473235409,0.0036238167333190563,2.3171718749999997,,-7.961076722798269,,falling,-0.004999999999999893,18.0,0.0,8.0,10.0,0.0,5.0,0.13726073569291275,38.38150408081362,-123.42079689017433,-0.000377541144229702,0.0036238167333190563,2.3171718749999997,,-7.961076722798269,,3.0,0.0,,5.040000000000057,,24,confluence_bonus,base_score,momentum_score,0
UNIUSDT,Buy,62,9.272,9.3387584,9.197824,Bullish,2025-09-06T09:10:57.806795+00:00,2025-09-06T14:40:57.806795+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",Inconclusive,300,,,5.04%,,29.91455159444351,-0.003476942663242966,9.327055727362824,9.302,9.276944272637175,-0.0986655179787566,-256.3659905049465,5.0,0.0,3.0,9.310305165054473,0.011194996231229331,9.294671875,,-18.43578478955919,,falling,-0.02999999999999936,32.0,0.0,8.0,5.0,12.0,5.0,-0.0986655179787566,29.91455159444351,-256.3659905049465,-0.003476942663242966,0.011194996231229331,9.294671875,,-18.43578478955919,,0.0,3.0,,5.039999999999957,RSI<=30 & CVD_falling,3,momentum_score,confluence_bonus,base_score,1
EIGENUSDT,Sell,57,1.3042,1.29464195,1.3146336,Bullish,2025-09-06T09:10:58.995516+00:00,2025-09-06T14:40:58.995516+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 8, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",Success,12,12.0,,5.13%,,14.05529439075218,-0.0031904930723744614,1.3571566063499954,1.32856,1.2999633936500046,0.07407533429217793,-137.5370292001686,5.0,0.0,3.0,1.335257151620731,0.005310028734943722,1.3118468749999999,,-57.434029440512816,,falling,-0.033199999999999896,8.0,20.0,7.0,5.0,12.0,5.0,0.07407533429217793,14.05529439075218,-137.5370292001686,-0.0031904930723744614,0.005310028734943722,1.3118468749999999,,-57.434029440512816,,0.0,3.0,,5.130069165794484,RSI<=30 & CVD_falling,8,base_score,confluence_bonus,trend_score,1
WLDUSDT,Buy,54,0.9015,0.9079908,0.894288,Bullish,2025-09-06T09:11:00.221347+00:00,2025-09-06T14:41:00.221347+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",Success,87,87.0,,5.04%,,28.370617177900257,-0.000880086656273225,0.9157995599983321,0.9082399999999999,0.9006804400016678,0.05420685850188266,-159.9760335530219,5.0,0.0,3.0,0.9086833335830722,0.0019878938937005343,0.9034953125,,-26.34665587460238,,falling,-0.009500000000000064,24.0,0.0,8.0,5.0,12.0,5.0,0.05420685850188266,28.370617177900257,-159.9760335530219,-0.000880086656273225,0.0019878938937005343,0.9034953125,,-26.34665587460238,,0.0,3.0,,5.040000000000015,RSI<=30 & CVD_falling,11,momentum_score,confluence_bonus,base_score,1
CRVUSDT,Buy,44,0.749,0.7543928,0.743008,Bullish,2025-09-06T09:11:01.403747+00:00,2025-09-06T14:41:01.403747+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Success,92,92.0,,5.04%,,33.63668919877347,-0.0006945045967616803,0.7576676504331824,0.75335,0.7490323495668175,-0.0037462003140537148,-229.49389179756,5.0,0.0,3.0,0.7535897449745133,0.0021315710365364727,0.7521875000000001,,-13.835524266494549,,falling,-0.0040000000000000036,26.0,0.0,8.0,5.0,0.0,5.0,-0.0037462003140537148,33.63668919877347,-229.49389179756,-0.0006945045967616803,0.0021315710365364727,0.7521875000000001,,-13.835524266494549,,0.0,3.0,,5.039999999999976,,21,confluence_bonus,momentum_score,base_score,0
1000SHIBUSDT,Buy,62,0.012257,0.01234525,0.01215894,Bullish,2025-09-06T09:11:02.599457+00:00,2025-09-06T14:41:02.599457+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",Inconclusive,300,,,5.04%,,28.200643700754284,-4.089772948609586e-06,0.0123237092454338,0.012291,0.0122582907545662,-0.019730729784199052,-200.82906608147073,5.0,0.0,3.0,0.012304272391716213,1.0654750767211622e-05,0.0122750625,,-29.481970661834602,,falling,-4.49999999999999e-05,32.0,0.0,8.0,5.0,12.0,5.0,-0.019730729784199052,28.200643700754284,-200.82906608147073,-4.089772948609586e-06,1.0654750767211622e-05,0.0122750625,,-29.481970661834602,,0.0,3.0,,5.039999999999996,RSI<=30 & CVD_falling,3,momentum_score,confluence_bonus,base_score,1
OPUSDT,Buy,62,0.7094,0.71450768,0.7037248,Bullish,2025-09-06T09:11:07.369384+00:00,2025-09-06T14:41:07.369384+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",Success,101,101.0,,5.04%,,29.53444520551352,-0.00032367395631925264,0.7152997098663523,0.712445,0.7095902901336477,-0.0333291547226193,-209.01471191606961,5.0,0.0,3.0,0.713469411098493,0.0012030933201169192,0.7113984375000001,,-24.64655414956784,,falling,-0.0037999999999999146,32.0,0.0,8.0,5.0,12.0,5.0,-0.0333291547226193,29.53444520551352,-209.01471191606961,-0.00032367395631925264,0.0012030933201169192,0.7113984375000001,,-24.64655414956784,,0.0,3.0,,5.039999999999948,RSI<=30 & CVD_falling,3,momentum_score,confluence_bonus,base_score,1
TRUMPUSDT,Buy,54,8.307,8.3668104,8.240544,Bullish,2025-09-06T09:11:09.015493+00:00,2025-09-06T14:41:09.015493+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",Inconclusive,300,,,5.04%,,29.08782016451019,-0.0008982591870813315,8.341471530170402,8.32375,8.306028469829599,0.027411012510202854,-168.55475454856938,5.0,0.0,3.0,8.336699523786246,0.00676381392724857,8.313656250000001,,-32.41035103325102,,falling,-0.0259999999999998,24.0,0.0,8.0,5.0,12.0,5.0,0.027411012510202854,29.08782016451019,-168.55475454856938,-0.0008982591870813315,0.00676381392724857,8.313656250000001,,-32.41035103325102,,0.0,3.0,,5.039999999999994,RSI<=30 & CVD_falling,11,momentum_score,confluence_bonus,base_score,1
NEARUSDT,Buy,44,2.38,2.397136,2.36096,Bullish,2025-09-06T09:11:10.664590+00:00,2025-09-06T14:41:10.664590+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Success,292,292.0,,5.04%,,35.66293484640214,-0.0008678597888759298,2.394200800868854,2.3873,2.3803991991311464,-0.02892411610862817,-222.59044462854092,5.0,0.0,3.0,2.3883830712749443,0.0036724746306857825,2.384125,,-15.440469784426528,,falling,-0.007000000000000117,26.0,0.0,8.0,5.0,0.0,5.0,-0.02892411610862817,35.66293484640214,-222.59044462854092,-0.0008678597888759298,0.0036724746306857825,2.384125,,-15.440469784426528,,0.0,3.0,,5.039999999999947,,21,confluence_bonus,momentum_score,base_score,0
LDOUSDT,Sell,55,1.1561,1.14777608,1.1653488,Bullish,2025-09-06T09:11:12.363840+00:00,2025-09-06T14:41:12.363840+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 10, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",Fail,292,,292.0,5.04%,,19.21313011700795,-0.0007247196381563257,1.170135736449847,1.16307,1.156004263550153,0.006774697197268989,-165.06794564348277,5.0,0.0,3.0,1.1659911901417293,0.0018689110311789327,1.1583203125000001,,-43.43046247957452,,falling,-0.009100000000000108,8.0,18.306634197979946,7.0,5.0,12.0,5.0,0.006774697197268989,19.21313011700795,-165.06794564348277,-0.0007247196381563257,0.0018689110311789327,1.1583203125000001,,-43.43046247957452,,0.0,3.0,,5.040000000000025,RSI<=30 & CVD_falling,10,base_score,confluence_bonus,trend_score,1
