Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason
MYXUSDT,Sell,44,17.143,17.0195704,17.65729,Bearish,2025-09-11T11:16:27.476670+00:00,2025-09-11T16:46:27.476670+05:30,Success,6,6.0,,5.04%,37.89870227651426,-0.16971120656483052,-0.09499782475745208,-0.07471338180737844,18.467739125587645,17.62465,16.781560874412353,0.21435404313613882,-118.84806220503599,-10.0,0.0,3.0,17.576023212315192,0.27280970230519064,17.1700625,-0.033156249999997556,-0.1931050047138591,,-19.397313511565574,,falling,-1957278.0,8.0,10.572791026952292,15.0,5.0,0.0,5.0,0.21435404313613882,37.89870227651426,-118.84806220503599,-0.07471338180737844,0.27280970230519064,17.1700625,,-19.397313511565574,,0.0,3.0,falling,-1957278.0,-0.033156249999997556,-0.1931050047138591,5.0400000000000595,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.43}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,,,,,,,,
WLDUSDT,Strong Sell,65,1.725,1.71258,1.77675,Bearish,2025-09-11T11:16:33.164560+00:00,2025-09-11T16:46:33.164560+05:30,Success,16,16.0,,5.04%,29.76603988382061,-0.009663053756560736,-0.006936960785180692,-0.0027260929713800435,1.7807920105900568,1.7464400000000002,1.7120879894099437,0.187936752001845,-100.35243925060239,-10.0,0.0,3.0,1.752260098802719,0.0077192812390145795,1.7192640624999997,-0.0036703125000001613,-0.213481604138408,,-37.398747392676675,,falling,-25719254.0,8.0,12.47568954768037,15.0,5.0,12.0,5.0,0.187936752001845,29.76603988382061,-100.35243925060239,-0.0027260929713800435,0.0077192812390145795,1.7192640624999997,,-37.398747392676675,,0.0,3.0,falling,-25719254.0,-0.0036703125000001613,-0.213481604138408,5.04000000000004,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,65,1.0,57.0,65.0,-0.0036703125000001613,-0.213481604138408,,,,,
PUMPUSDT,Sell,47,0.005677,0.00563613,0.00584731,Bearish,2025-09-11T11:16:36.947089+00:00,2025-09-11T16:46:36.947089+05:30,Success,10,10.0,,5.04%,37.229894800854204,-4.159394494686417e-05,-2.313187380374289e-05,-1.846207114312128e-05,0.006018901928595808,0.005817500000000001,0.005616098071404193,0.15119499852960772,-102.36945867266098,-10.0,0.0,3.0,0.005816502219521439,8.470461372365816e-05,0.005656859375,-2.9500000000000012e-05,-0.5214907786177735,,-15.889103099858081,,rising,1958760225.0,8.0,14.230998501220423,15.0,5.0,0.0,5.0,0.15119499852960772,37.229894800854204,-102.36945867266098,-1.846207114312128e-05,8.470461372365816e-05,0.005656859375,,-15.889103099858081,,0.0,3.0,rising,1958760225.0,-2.9500000000000012e-05,-0.5214907786177735,5.0399999999999885,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.77}]}",False,not_in_gap_or_already_strong,47.0,Sell,47,,,,,,,,,,
WLFIUSDT,Buy,42,0.2032,0.20466304,0.197104,Bearish,2025-09-11T11:16:38.839665+00:00,2025-09-11T16:46:38.839665+05:30,Fail,75,,75.0,5.04%,63.697911947732656,0.0004702551114589004,9.957827783983506e-05,0.0003706768336190654,0.2033923629510016,0.200835,0.19827763704899842,0.9623903695550384,156.8187484417848,-10.0,3.0,0.0,0.20083834755538388,0.0011196038467561763,0.2014,0.0006718749999999885,0.33360228401191083,,13.421345738643694,,rising,36556318.0,8.0,16.945885531415975,7.0,5.0,0.0,5.0,0.9623903695550384,63.697911947732656,156.8187484417848,0.0003706768336190654,0.0011196038467561763,0.2014,,13.421345738643694,,3.0,0.0,rising,36556318.0,0.0006718749999999885,0.33360228401191083,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,
SOMIUSDT,Sell,41,0.9386,0.93184208,0.966758,Bearish,2025-09-11T11:16:45.433281+00:00,2025-09-11T16:46:45.433281+05:30,Success,17,17.0,,5.04%,36.59712813772756,-0.00793935914665489,-0.006340833597965231,-0.0015985255486896588,0.9747777218593089,0.95353,0.9322822781406911,0.14866821725974885,-110.98555718158171,-10.0,0.0,3.0,0.9589324321535838,0.00992108404647474,0.9375265624999999,-0.001696875000000042,-0.18099487181196985,,-22.830393162732836,,falling,-5601254.0,8.0,7.866977942010673,15.0,5.0,0.0,5.0,0.14866821725974885,36.59712813772756,-110.98555718158171,-0.0015985255486896588,0.00992108404647474,0.9375265624999999,,-22.830393162732836,,0.0,3.0,falling,-5601254.0,-0.001696875000000042,-0.18099487181196985,5.03999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.13}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,,,,,,
OPENUSDT,Strong Sell,67,0.9362,0.92945936,0.964286,Bearish,2025-09-11T11:16:48.268680+00:00,2025-09-11T16:46:48.268680+05:30,Success,30,30.0,,5.04%,20.650693659828363,-0.0059465736555264215,-0.0037732353659010853,-0.0021733382896253362,0.9712811507222538,0.953815,0.9363488492777461,-0.004261078474388858,-159.40850849688326,-10.0,0.0,3.0,0.9594135229430132,0.005400316511452221,0.9449859375,-0.003020312500000011,-0.3196145445286069,,-40.07071946093769,,falling,-10618006.0,8.0,13.658715158712333,15.0,5.0,12.0,5.0,-0.004261078474388858,20.650693659828363,-159.40850849688326,-0.0021733382896253362,0.005400316511452221,0.9449859375,,-40.07071946093769,,0.0,3.0,falling,-10618006.0,-0.003020312500000011,-0.3196145445286069,5.039999999999973,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,67,1.0,59.0,67.0,-0.003020312500000011,-0.3196145445286069,,,,,
XNYUSDT,Sell,42,0.01419,0.01408783,0.0146157,Bearish,2025-09-11T11:16:57.723244+00:00,2025-09-11T16:46:57.723244+05:30,Success,3,3.0,,5.04%,45.11893521010958,-9.130769321220866e-07,3.553907228974927e-05,-3.645214922187136e-05,0.014608776379117915,0.014380500000000001,0.014152223620882087,0.08274263693835625,-161.93717678338868,-10.0,0.0,3.0,0.014253810528179,0.0002291883367453966,0.014290953124999999,-4.082812500000137e-05,-0.28569210634788483,,0.11744958185250734,,falling,-173259254.0,8.0,8.81717321984311,15.0,5.0,0.0,5.0,0.08274263693835625,45.11893521010958,-161.93717678338868,-3.645214922187136e-05,0.0002291883367453966,0.014290953124999999,,0.11744958185250734,,0.0,3.0,falling,-173259254.0,-4.082812500000137e-05,-0.28569210634788483,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.18}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,,,,,,,
WIFUSDT,Sell,45,0.8916,0.88518048,0.918348,Bearish,2025-09-11T11:17:04.357746+00:00,2025-09-11T16:47:04.357746+05:30,Success,39,39.0,,5.04%,37.19882895364842,-0.0005399808946616735,-0.00032261724220072674,-0.0002173636524609468,0.8960067341757035,0.8940100000000001,0.8920132658242966,-0.10348543870420018,-161.4426128008647,-10.0,0.0,3.0,0.8942103737595297,0.0016158930374289761,0.8929484374999999,-0.0002531250000000762,-0.028347101508879254,,-11.466074343485671,,rising,229679.19999999987,8.0,12.228386742332265,15.0,5.0,0.0,5.0,-0.10348543870420018,37.19882895364842,-161.4426128008647,-0.0002173636524609468,0.0016158930374289761,0.8929484374999999,,-11.466074343485671,,0.0,3.0,rising,229679.19999999987,-0.0002531250000000762,-0.028347101508879254,5.04000000000001,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.77}]}",False,not_in_gap_or_already_strong,45.0,Sell,45,,,,,,,,,,
1000BONKUSDT,Sell,43,0.023247,0.02307962,0.02394441,Bearish,2025-09-11T11:17:05.301654+00:00,2025-09-11T16:47:05.301654+05:30,Success,73,73.0,,5.04%,37.664685624846314,-2.9412345334805384e-05,-1.4725257125647014e-05,-1.468708820915837e-05,0.023496662419442045,0.0233589,0.023221137580557952,0.09386601783996781,-135.13967653854604,-10.0,0.0,3.0,0.02335164846481661,6.167777730284343e-05,0.023259484375,-1.8718749999997036e-05,-0.08047792332024573,,-14.157407441935653,,falling,-147520673.0,8.0,9.71502626122603,15.0,5.0,0.0,5.0,0.09386601783996781,37.664685624846314,-135.13967653854604,-1.468708820915837e-05,6.167777730284343e-05,0.023259484375,,-14.157407441935653,,0.0,3.0,falling,-147520673.0,-1.8718749999997036e-05,-0.08047792332024573,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.28}]}",False,not_in_gap_or_already_strong,43.0,Sell,43,,,,,,,,,,
SAPIENUSDT,Sell,60,0.2523,0.25048344,0.259869,Bearish,2025-09-11T11:17:06.244058+00:00,2025-09-11T16:47:06.244058+05:30,Fail,19,,19.0,5.04%,27.027228760401783,-0.0037074347662939267,-0.0032737005594298606,-0.0004337342068640661,0.2676168669753288,0.25971099999999997,0.2518051330246711,0.03129745142899566,-161.27821623709843,-10.0,0.0,3.0,0.26557482902384494,0.003219498089975817,0.25578078125000003,-0.0008514062499999642,-0.3328656069620024,,-33.76866935040733,,falling,-3900962.0,8.0,7.233305525836102,15.0,5.0,12.0,5.0,0.03129745142899566,27.027228760401783,-161.27821623709843,-0.0004337342068640661,0.003219498089975817,0.25578078125000003,,-33.76866935040733,,0.0,3.0,falling,-3900962.0,-0.0008514062499999642,-0.3328656069620024,5.040000000000062,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 12.77}]}",True,,,Sell,60,1.0,52.0,60.0,-0.0008514062499999642,-0.3328656069620024,False,0.2694421271530085,-0.3328656069620024,False,conditions_not_met
