Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,CONFL_FLAG__RSI<=30_and_CVD_falling
ETHUSDT,Buy,47,4308.31,4339.329832,4179.0607,Bullish,2025-09-07T22:57:29.313224+00:00,2025-09-08T04:27:29.313224+05:30,Inconclusive,300,,,5.04%,65.1913197402919,4.683550000899231,3.533792341591024,1.1497576593082073,4309.263802489339,4294.973,4280.682197510661,0.9666287988358342,146.55807748639924,10.0,3.0,0.0,4291.6199621253,5.38837185517582,4305.200468749999,1.6043749999998909,,20.071112903712702,,rising,36602.643,8.0,14.121061531210264,15.0,5.0,0.0,5.0,0.9666287988358342,65.1913197402919,146.55807748639924,1.1497576593082073,5.38837185517582,4305.200468749999,,20.071112903712702,,3.0,0.0,rising,36602.643,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.88}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,
BTCUSDT,Buy,40,111208.6,112009.30192,107872.342,Bullish,2025-09-07T22:57:30.271455+00:00,2025-09-08T04:27:30.271455+05:30,Inconclusive,300,,,5.04%,54.80679697542734,11.670018241362413,3.9665319846872076,7.703486256675205,111274.57982129745,111124.08,110973.58017870256,0.7807976756097263,76.22245714407813,10.0,3.0,0.0,111128.41827608421,80.90106111660003,111211.87031249999,17.29218749998836,,3.3384291577222447,,falling,-84.08299999999998,4.0,6.285305873723191,15.0,10.0,0.0,5.0,0.7807976756097263,54.80679697542734,76.22245714407813,7.703486256675205,80.90106111660003,111211.87031249999,,3.3384291577222447,,3.0,0.0,falling,-84.08299999999998,5.040000000000043,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.71}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,
SOLUSDT,Buy,44,207.3,208.79256,201.081,Bullish,2025-09-07T22:57:32.180469+00:00,2025-09-08T04:27:32.180469+05:30,Success,283,283.0,,5.04%,73.0566577502565,0.7342856618290057,0.5615159020517421,0.1727697597772636,206.8317182686913,205.17249999999999,203.51328173130867,1.1411151685540615,226.4396074433848,10.0,3.0,0.0,204.32923821126843,0.5791682663812238,205.87218750000002,0.31593749999998977,,33.92618269692493,,rising,389387.77999999997,8.0,11.159360198655996,15.0,5.0,0.0,5.0,1.1411151685540615,73.0566577502565,226.4396074433848,0.1727697597772636,0.5791682663812238,205.87218750000002,,33.92618269692493,,3.0,0.0,rising,389387.77999999997,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.84}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,
DOGEUSDT,Buy,47,0.22759,0.22922865,0.2207623,Bullish,2025-09-07T22:57:37.108817+00:00,2025-09-08T04:27:37.108817+05:30,Success,220,220.0,,5.04%,75.85886350942899,0.0010895136880953171,0.0008156067252076124,0.00027390696288770477,0.22783821547277844,0.2251015,0.22236478452722158,0.9546508441876034,172.97958729628908,10.0,3.0,0.0,0.22404058626276854,0.0006440809990722032,0.22672640624999998,0.0004718749999999827,,47.92192473686677,,rising,245627643.0,8.0,14.206429189456616,15.0,5.0,0.0,5.0,0.9546508441876034,75.85886350942899,172.97958729628908,0.00027390696288770477,0.0006440809990722032,0.22672640624999998,,47.92192473686677,,3.0,0.0,rising,245627643.0,5.039999999999977,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.79}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,
BNBUSDT,Buy,59,876.74,883.052528,850.4378,Bullish,2025-09-07T22:57:44.865569+00:00,2025-09-08T04:27:44.865569+05:30,Success,22,22.0,,5.04%,68.04568331216282,0.36690057922442065,0.14684017583236778,0.22006040339205288,876.5585581655534,875.1119999999999,873.6654418344463,1.0627150151190505,199.89602287498255,10.0,3.0,0.0,875.0738705811744,0.6134785501163852,875.7979687500001,0.30671875000007276,,16.260941049650405,,rising,8176.4400000000005,8.0,17.60902093546271,15.0,5.0,0.0,5.0,1.0627150151190505,68.04568331216282,199.89602287498255,0.22006040339205288,0.6134785501163852,875.7979687500001,,16.260941049650405,,3.0,0.0,rising,8176.4400000000005,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,59,51.0,59.0,0.30671875000007276,
SUIUSDT,Buy,44,3.3996,3.42407712,3.297612,Bullish,2025-09-07T22:57:45.823523+00:00,2025-09-08T04:27:45.823523+05:30,Success,284,284.0,,5.04%,61.61839437000767,0.003138223870658763,0.0026071331533265266,0.0005310907173322363,3.398556576609433,3.3893,3.3800434233905667,1.0563611924036471,180.54754119382497,10.0,3.0,0.0,3.385946586102122,0.0060131341374692285,3.39354375,0.0006937499999999375,,13.420483551886688,,rising,802975.9000000001,8.0,11.119722747668192,15.0,5.0,0.0,5.0,1.0563611924036471,61.61839437000767,180.54754119382497,0.0005310907173322363,0.0060131341374692285,3.39354375,,13.420483551886688,,3.0,0.0,rising,802975.9000000001,5.039999999999957,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.88}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,
1000PEPEUSDT,Buy,59,0.0099178,0.00998921,0.00962027,Bullish,2025-09-07T22:57:46.783123+00:00,2025-09-08T04:27:46.783123+05:30,Success,242,242.0,,5.04%,71.72705934491248,1.8611709037916896e-05,1.1164893878958249e-05,7.446815158958647e-06,0.009901073044685103,0.009843875,0.009786676955314898,1.1462196427079363,223.20317829767868,10.0,3.0,0.0,0.009837663688728678,2.047836224384022e-05,0.009874665625,8.740624999999808e-06,,24.054880057062018,,rising,1191628178.0,8.0,17.727434434790634,15.0,5.0,0.0,5.0,1.1462196427079363,71.72705934491248,223.20317829767868,7.446815158958647e-06,2.047836224384022e-05,0.009874665625,,24.054880057062018,,3.0,0.0,rising,1191628178.0,5.0399999999999725,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,59,51.0,59.0,8.740624999999808e-06,
LINKUSDT,Buy,47,22.443,22.6045896,21.76971,Bullish,2025-09-07T22:57:48.689915+00:00,2025-09-08T04:27:48.689915+05:30,Success,6,6.0,,5.04%,70.9678087091404,0.05071653496079165,0.03502252836587794,0.015694006594913705,22.451090890681435,22.3033,22.155509109318565,0.9726272348582239,157.0386988222149,10.0,3.0,0.0,22.27535873032346,0.03830194577827621,22.39990625,0.025593750000002302,,30.882368415447846,,rising,336738.81,8.0,13.8338648500609,15.0,5.0,0.0,5.0,0.9726272348582239,70.9678087091404,157.0386988222149,0.015694006594913705,0.03830194577827621,22.39990625,,30.882368415447846,,3.0,0.0,rising,336738.81,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.17}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,
HEMIUSDT,Buy,54,0.03766,0.03793115,0.0365302,Bullish,2025-09-07T22:57:50.639891+00:00,2025-09-08T04:27:50.639891+05:30,Success,3,3.0,,5.04%,29.317732858895795,-0.0005148960721667387,-0.0005023127467416724,-1.2583325425066273e-05,0.03919222136972194,0.03834205,0.037491878630278065,0.09887498903716362,-131.2080086218477,10.0,0.0,3.0,0.03914066326530278,0.0003498656016685334,0.037757234375000004,-8.774999999999755e-05,,-37.104812051909406,,falling,-74417002.0,24.0,0.0,8.0,5.0,12.0,5.0,0.09887498903716362,29.317732858895795,-131.2080086218477,-1.2583325425066273e-05,0.0003498656016685334,0.037757234375000004,,-37.104812051909406,,0.0,3.0,falling,-74417002.0,5.039999999999939,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,,,-8.774999999999755e-05,1.0
ADAUSDT,Buy,44,0.835,0.841012,0.80995,Bullish,2025-09-07T22:57:51.601068+00:00,2025-09-08T04:27:51.601068+05:30,Success,33,33.0,,5.04%,67.42786316314692,0.0012405340055569036,0.000844287266420253,0.0003962467391366506,0.8345477552361185,0.83091,0.8272722447638816,1.0621598670783663,184.7290640394086,10.0,3.0,0.0,0.8300781749190914,0.0013942149845808677,0.8330968750000001,0.000632812500000024,,22.59448497638387,,rising,3941081.0,8.0,10.820986608559878,15.0,5.0,0.0,5.0,1.0621598670783663,67.42786316314692,184.7290640394086,0.0003962467391366506,0.0013942149845808677,0.8330968750000001,,22.59448497638387,,3.0,0.0,rising,3941081.0,5.040000000000015,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.18}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,
