Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,CONFL_FLAG__RSI<=30_and_CVD_falling
SOMIUSDT,Sell,42,1.5852,1.57378656,1.632756,Bullish,2025-09-08T13:34:18.802750+00:00,2025-09-08T19:04:18.802750+05:30,Success,1,1.0,,5.04%,31.590894913298328,-0.030910014941065933,-0.017024180024383037,-0.013885834916682896,1.795715181653987,1.68073,1.5657448183460132,0.08459864729583691,-119.74688381607533,10.0,0.0,3.0,1.670130712436564,0.040171804505338124,1.5951640624999999,-0.013495312499999912,,-23.51034655715642,,falling,-46491115.0,8.0,17.295869257157843,7.0,5.0,0.0,5.0,0.08459864729583691,31.590894913298328,-119.74688381607533,-0.013885834916682896,0.040171804505338124,1.5951640624999999,,-23.51034655715642,,0.0,3.0,falling,-46491115.0,5.040000000000048,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,
XRPUSDT,Buy,47,2.9871,3.00860712,2.897487,Bullish,2025-09-08T13:34:20.409064+00:00,2025-09-08T19:04:20.409064+05:30,Inconclusive,300,,,5.04%,73.36235758515357,0.011891362831201402,0.009973075275049679,0.001918287556151723,2.9957913721804155,2.959745,2.9236986278195842,0.8794417904676449,108.35471913316398,10.0,3.0,0.0,2.946442110645933,0.00858169712138635,2.9849703125000002,0.0006296875000000313,,39.09554978558275,,rising,32282211.5,8.0,14.364778166419825,15.0,5.0,0.0,5.0,0.8794417904676449,73.36235758515357,108.35471913316398,0.001918287556151723,0.00858169712138635,2.9849703125000002,,39.09554978558275,,3.0,0.0,rising,32282211.5,5.0399999999999725,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.64}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,
DOGEUSDT,Buy,60,0.23869,0.24040857,0.2315293,Bullish,2025-09-08T13:34:21.991526+00:00,2025-09-08T19:04:21.991526+05:30,Inconclusive,300,,,5.04%,69.91286630183032,0.0013509369356997925,0.0009638977901181481,0.00038703914558164433,0.23988449821305252,0.235426,0.23096750178694747,0.8660425376469209,110.27127289589586,10.0,3.0,0.0,0.2346551936828866,0.0009728393199806995,0.23868390625,0.0005581250000000204,,39.70446587131066,,rising,356792718.0,8.0,18.54827719560487,15.0,5.0,0.0,5.0,0.8660425376469209,69.91286630183032,110.27127289589586,0.00038703914558164433,0.0009728393199806995,0.23868390625,,39.70446587131066,,3.0,0.0,rising,356792718.0,5.040000000000011,,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,60,52.0,60.0,0.0005581250000000204,
WLDUSDT,Buy,49,1.2941,1.30341752,1.255277,Bullish,2025-09-08T13:34:25.117844+00:00,2025-09-08T19:04:25.117844+05:30,Success,3,3.0,,5.04%,68.5437366402736,0.013229148985558714,0.008576753896957971,0.004652395088600743,1.2983296560675914,1.2506249999999999,1.2029203439324083,0.9556683098018932,130.2991888381642,10.0,3.0,0.0,1.2474983900103052,0.016881216377271007,1.2842203125,0.0017796875000000156,,21.603397208664994,,rising,59268729.0,8.0,15.614303118391058,15.0,5.0,0.0,5.0,0.9556683098018932,68.5437366402736,130.2991888381642,0.004652395088600743,0.016881216377271007,1.2842203125,,21.603397208664994,,3.0,0.0,rising,59268729.0,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,
TAUSDT,Buy,40,0.29416,0.29627795,0.2853352,Bullish,2025-09-08T13:34:26.657803+00:00,2025-09-08T19:04:26.657803+05:30,Success,1,1.0,,5.04%,64.64322719306153,0.0217552095349286,0.019503854735945427,0.002251354798983172,0.32544623727636746,0.2671085,0.2087707627236326,0.7318524960254028,110.66441025241997,10.0,3.0,0.0,0.23839738841219565,0.018791163574401564,0.29135484375000004,0.001355625000000027,,45.468757298365766,,rising,230265996.0,8.0,6.875421469333725,15.0,5.0,0.0,5.0,0.7318524960254028,64.64322719306153,110.66441025241997,0.002251354798983172,0.018791163574401564,0.29135484375000004,,45.468757298365766,,3.0,0.0,rising,230265996.0,5.039999999999949,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.12}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,
1000PEPEUSDT,Buy,41,0.0102216,0.0102952,0.00991495,Bullish,2025-09-08T13:34:29.871382+00:00,2025-09-08T19:04:29.871382+05:30,Success,101,101.0,,5.04%,62.60273617120868,3.250874793290365e-05,1.8741236090608183e-05,1.3767511842295465e-05,0.010283810222633397,0.01014692,0.010010029777366604,0.7727733163236931,94.61179922124057,10.0,3.0,0.0,0.010139423716323447,3.9075132379981706e-05,0.0102514015625,2.417812500000137e-05,,25.89419515166696,,rising,2851102401.0,4.0,12.456024691150281,15.0,5.0,0.0,5.0,0.7727733163236931,62.60273617120868,94.61179922124057,1.3767511842295465e-05,3.9075132379981706e-05,0.0102514015625,,25.89419515166696,,3.0,0.0,rising,2851102401.0,5.040000000000041,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.54}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,
SUIUSDT,Buy,45,3.5022,3.52741584,3.397134,Bullish,2025-09-08T13:34:31.412302+00:00,2025-09-08T19:04:31.412302+05:30,Inconclusive,300,,,5.04%,64.30062094459889,0.009621900149900497,0.008370548431220343,0.0012513517186801548,3.509184687016678,3.48271,3.456235312983322,0.8680874487339969,104.56639955730215,10.0,3.0,0.0,3.4687430657808567,0.009524922141641474,3.5021671875,0.002021875000000062,,25.332022085949973,,rising,2232831.2,8.0,12.153037977814702,15.0,5.0,0.0,5.0,0.8680874487339969,64.30062094459889,104.56639955730215,0.0012513517186801548,0.009524922141641474,3.5021671875,,25.332022085949973,,3.0,0.0,rising,2232831.2,5.039999999999997,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.85}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,
BNBUSDT,Buy,42,881.32,887.665504,854.8804,Bullish,2025-09-08T13:34:36.051044+00:00,2025-09-08T19:04:36.051044+05:30,Inconclusive,300,,,5.04%,64.60429278819446,1.0206824231496512,0.8031628966107167,0.21751952653893447,882.0538748086125,879.4350000000001,876.8161251913876,0.8598873825127092,118.94612006795886,10.0,3.0,0.0,878.2833103877144,1.1120467660125342,880.98296875,0.5190625000000182,,27.759925626213107,,rising,6075.139999999999,8.0,8.694468610932129,15.0,5.0,0.0,5.0,0.8598873825127092,64.60429278819446,118.94612006795886,0.21751952653893447,1.1120467660125342,880.98296875,,27.759925626213107,,3.0,0.0,rising,6075.139999999999,5.0400000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.31}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,
ADAUSDT,Buy,47,0.8623,0.86850856,0.836431,Bullish,2025-09-08T13:34:37.614230+00:00,2025-09-08T19:04:37.614230+05:30,Success,150,150.0,,5.04%,68.44566883455592,0.0025397128825348503,0.0019847521440227215,0.0005549607385121288,0.8633165300595971,0.8557549999999999,0.8481934699404028,0.9327827799674662,122.29797579409238,10.0,3.0,0.0,0.852997677891349,0.002769387313464141,0.8611781250000001,0.0005375000000000796,,26.695016427027728,,rising,8565994.0,8.0,13.809387859739523,15.0,5.0,0.0,5.0,0.9327827799674662,68.44566883455592,122.29797579409238,0.0005549607385121288,0.002769387313464141,0.8611781250000001,,26.695016427027728,,3.0,0.0,rising,8565994.0,5.040000000000024,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.19}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,
MUSDT,Buy,44,1.7757,1.78848504,1.722429,Bullish,2025-09-08T13:34:39.182864+00:00,2025-09-08T19:04:39.182864+05:30,Success,97,97.0,,5.04%,67.10482229813276,0.007780990125613396,0.0017124179292474736,0.006068572196365923,1.7655516804817295,1.7269200000000002,1.688288319518271,1.131347114488977,235.28707704460976,10.0,3.0,0.0,1.7337030682216685,0.022310681163723492,1.734775,0.004670312500000051,,11.456603092861782,,rising,4709062.0,8.0,10.528071986865099,15.0,5.0,0.0,5.0,1.131347114488977,67.10482229813276,235.28707704460976,0.006068572196365923,0.022310681163723492,1.734775,,11.456603092861782,,3.0,0.0,rising,4709062.0,5.04000000000001,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.47}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,
