Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI<=30_and_CVD_falling,HMA_GATEKEEPER__hma_slope
SOLUSDT,Buy,41,213.34,214.876048,206.9398,Bullish,2025-09-08T13:58:11.642511+00:00,2025-09-08T19:28:11.642511+05:30,Success,33,33.0,,5.04%,43.399105330345805,0.01422276059437877,0.2702069305552409,-0.25598416996086215,215.83789333661318,214.3915,212.94510666338684,0.13650966394032055,-136.0000000000026,5.0,3.0,0.0,213.31969103783493,0.7523622427050514,214.25921875,-0.4137499999999932,,0.827834653671061,,rising,125339.77000000002,12.0,4.0,15.0,5.0,0.0,5.0,0.13650966394032055,43.399105330345805,-136.0000000000026,-0.25598416996086215,0.7523622427050514,214.25921875,,0.827834653671061,,3.0,0.0,rising,125339.77000000002,5.03999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,
WLDUSDT,Buy,41,1.2988,1.30815136,1.259836,Bullish,2025-09-08T13:58:18.785177+00:00,2025-09-08T19:28:18.785177+05:30,Success,2,2.0,,5.04%,65.20860493309138,0.016466495610010456,0.013182554842498077,0.003283940767512379,1.3146809482554165,1.26831,1.2219390517445836,0.8287618772863726,110.93567569856626,5.0,3.0,0.0,1.255984376061895,0.018279555773306647,1.2949921875,0.004115625000000067,,26.302446511078912,,rising,88728366.0,8.0,8.311624385062398,15.0,5.0,0.0,5.0,0.8287618772863726,65.20860493309138,110.93567569856626,0.003283940767512379,0.018279555773306647,1.2949921875,,26.302446511078912,,3.0,0.0,rising,88728366.0,5.039999999999957,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.69}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,
PUMPUSDT,Buy,44,0.004795,0.00482952,0.00465115,Bullish,2025-09-08T13:58:32.398173+00:00,2025-09-08T19:28:32.398173+05:30,Success,27,27.0,,5.04%,30.497563880227673,-1.9469853267417916e-05,-1.0946270533683739e-05,-8.523582733734178e-06,0.004952692397348143,0.00488365,0.004814607602651857,-0.14199682662369326,-199.78969505783294,5.0,0.0,3.0,0.004882105268183692,3.3684478094292086e-05,0.004841828124999999,-8.15625000000035e-06,,-18.845825240592724,,falling,-2488155960.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.14199682662369326,30.497563880227673,-199.78969505783294,-8.523582733734178e-06,3.3684478094292086e-05,0.004841828124999999,,-18.845825240592724,,0.0,3.0,falling,-2488155960.0,5.040000000000027,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,
NMRUSDT,Sell,40,18.227,18.0957656,18.77381,Bullish,2025-09-08T13:58:34.424234+00:00,2025-09-08T19:28:34.424234+05:30,Success,72,72.0,,5.04%,31.227378518147972,-0.09264106340062739,-0.06787921066221092,-0.024761852738416468,18.826786651168142,18.48005,18.133313348831855,0.1350977043420679,-113.63017509796606,5.0,0.0,3.0,18.545316919674807,0.09967176648114687,18.245359375000003,-0.012031249999996163,,-27.5051989036124,,falling,-243429.50000000003,8.0,14.962415302776893,7.0,5.0,0.0,5.0,0.1350977043420679,31.227378518147972,-113.63017509796606,-0.024761852738416468,0.09967176648114687,18.245359375000003,,-27.5051989036124,,0.0,3.0,falling,-243429.50000000003,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,
XNYUSDT,Buy,40,0.013109,0.01320338,0.01271573,Bullish,2025-09-08T13:58:39.542251+00:00,2025-09-08T19:28:39.542251+05:30,Success,2,2.0,,5.04%,51.634829864296904,0.0003330493921966486,0.00046327468211372695,-0.00013022528991707833,0.014392788720117683,0.013463800000000001,0.01253481127988232,0.3090396619912372,-43.199956418706996,5.0,3.0,0.0,0.012283583817320278,0.0007208370775524157,0.013195078125,5.2437499999998666e-05,,14.071434050714648,,falling,-708172105.0,6.0,4.0,15.0,10.0,0.0,5.0,0.3090396619912372,51.634829864296904,-43.199956418706996,-0.00013022528991707833,0.0007208370775524157,0.013195078125,,14.071434050714648,,3.0,0.0,falling,-708172105.0,5.039999999999984,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,
BIOUSDT,Buy,54,0.16149,0.16265273,0.1566453,Bullish,2025-09-08T13:58:43.640507+00:00,2025-09-08T19:28:43.640507+05:30,Success,29,29.0,,5.04%,28.28399223371632,-0.0009840977402648665,-0.0007125970116240815,-0.000271500728640785,0.16685968652256225,0.163865,0.16087031347743777,0.10346433890383007,-136.37535447280428,5.0,0.0,3.0,0.16472488046588238,0.000908783072223467,0.16167312500000003,-0.00041234374999998824,,-31.270895728757473,,falling,-18146214.0,24.0,0.0,8.0,5.0,12.0,5.0,0.10346433890383007,28.28399223371632,-136.37535447280428,-0.000271500728640785,0.000908783072223467,0.16167312500000003,,-31.270895728757473,,0.0,3.0,falling,-18146214.0,5.040000000000008,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,1.0,-0.00041234374999998824
WIFUSDT,Sell,40,0.8413,0.83524264,0.866539,Bullish,2025-09-08T13:58:47.704190+00:00,2025-09-08T19:28:47.704190+05:30,Fail,87,,87.0,5.04%,39.96109897866451,-0.00016012927969344393,0.0007823242730915058,-0.0009424535527849498,0.8544797150990451,0.847065,0.8396502849009548,0.11124602071748282,-129.63913117838442,5.0,0.0,3.0,0.8454719570162453,0.0036871289256071335,0.84859375,-0.0018906249999999236,,-0.9428898720394553,,rising,4515072.5,8.0,15.13455230972546,7.0,5.0,0.0,5.0,0.11124602071748282,39.96109897866451,-129.63913117838442,-0.0009424535527849498,0.0036871289256071335,0.84859375,,-0.9428898720394553,,0.0,3.0,rising,4515072.5,5.04000000000001,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,
PYTHUSDT,Sell,40,0.16298,0.16180654,0.1678694,Bullish,2025-09-08T13:58:55.842799+00:00,2025-09-08T19:28:55.842799+05:30,Inconclusive,300,,,5.04%,39.99977179306586,-0.0001654891713121498,4.465509180297983e-05,-0.00021014426311512962,0.16599265624237125,0.1643925,0.16279234375762874,0.058636849765740545,-159.44652031761018,5.0,0.0,3.0,0.16435295146320217,0.0008537056983599098,0.16441453125000002,-0.0004220312499999823,,-5.0659742881314775,,falling,-2210554.0,8.0,14.90772947217328,7.0,5.0,0.0,5.0,0.058636849765740545,39.99977179306586,-159.44652031761018,-0.00021014426311512962,0.0008537056983599098,0.16441453125000002,,-5.0659742881314775,,0.0,3.0,falling,-2210554.0,5.039999999999954,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,
MITOUSDT,Buy,54,0.21096,0.21247891,0.2046312,Bullish,2025-09-08T13:59:03.966517+00:00,2025-09-08T19:29:03.966517+05:30,Success,1,1.0,,5.04%,23.236337780750517,-0.0026287901802289904,-0.0021471866182264806,-0.0004816035620025098,0.22381214711701866,0.2162375,0.20866285288298134,0.15163393630955152,-120.17706853208091,5.0,0.0,3.0,0.2185652399301765,0.0019556016746961695,0.21137765625,-0.0005015624999999968,,-43.78298929425485,,falling,-17448022.0,24.0,0.0,8.0,5.0,12.0,5.0,0.15163393630955152,23.236337780750517,-120.17706853208091,-0.0004816035620025098,0.0019556016746961695,0.21137765625,,-43.78298929425485,,0.0,3.0,falling,-17448022.0,5.0400000000000365,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,1.0,-0.0005015624999999968
TAKEUSDT,Buy,41,0.18267,0.18398522,0.1771899,Bullish,2025-09-08T13:59:06.054709+00:00,2025-09-08T19:29:06.054709+05:30,Success,1,1.0,,5.04%,33.32015493079551,-0.006405250825705006,-0.0031180295463835786,-0.003287221279321427,0.2357973531609351,0.20350200000000002,0.17120664683906492,0.17747682002129814,-92.87001391951584,5.0,3.0,0.0,0.19845306855723374,0.006072865145534651,0.175479375,-0.0043345312499999955,,-21.191896382097024,,falling,-41821060.0,18.0,0.0,8.0,10.0,0.0,5.0,0.17747682002129814,33.32015493079551,-92.87001391951584,-0.003287221279321427,0.006072865145534651,0.175479375,,-21.191896382097024,,3.0,0.0,falling,-41821060.0,5.040000000000014,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,
