Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,would_be_strong_if,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,note,IND__rsi5m,IND__macd5m_histogram,IND__boll5m_upper,IND__boll5m_middle,IND__boll5m_lower,IND__boll5m_percent_b,IND__cci5m,IND__marketTrend,IND__volProfile_bullish_score,IND__volProfile_bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m_trend,IND__cvd5m_value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__estimated_profit_margin_pct,CONFLUENCE_FLAGS,WBS_missing_points,WBS_top_missing_1,WBS_top_missing_2,WBS_top_missing_3,FLAG__RSI_30_CVD_falling
BIOUSDT,Buy,41,0.17172,0.17406583,0.16937417,Bearish,2025-09-06T20:52:50.978778+00:00,2025-09-07T02:22:50.978778+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",Fail,8,,8.0,9.56%,,62.27976292106537,0.0005901907424051065,0.17202002902459904,0.16837950000000002,0.164738970975401,0.9587932107433108,154.23325666882934,-5.0,3.0,0.0,0.16996774195848544,0.0013032371025920677,0.1684490625,,-1.978366880388372,,rising,0.0006400000000000017,8.0,15.868765007955943,7.0,5.0,0.0,5.0,0.9587932107433108,62.27976292106537,154.23325666882934,0.0005901907424051065,0.0013032371025920677,0.1684490625,,-1.978366880388372,,3.0,0.0,,9.562536392184962,,24,base_score,confluence_bonus,trend_score,0
XRPUSDT,Sell,41,2.7982,2.77805296,2.8205856,Bearish,2025-09-06T20:52:52.775601+00:00,2025-09-07T02:22:52.775601+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",Fail,270,,270.0,5.04%,,53.97194706348575,0.0005281077742065396,2.799557203958479,2.79608,2.7926027960415207,0.8048426300721442,112.61261261260036,-5.0,0.0,3.0,2.7987428165693675,0.001850200053411683,2.7974531249999997,,-4.036367821893765,,rising,0.00039999999999995595,12.0,4.0,15.0,5.0,0.0,5.0,0.8048426300721442,53.97194706348575,112.61261261260036,0.0005281077742065396,0.001850200053411683,2.7974531249999997,,-4.036367821893765,,0.0,3.0,,5.039999999999973,,24,confluence_bonus,base_score,momentum_score,0
PTBUSDT,Sell,43,0.05019,0.04938696,0.0511938,Bearish,2025-09-06T20:52:54.708590+00:00,2025-09-07T02:22:54.708590+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.74}]}",Success,16,16.0,,11.20%,,36.59163143805733,-0.00016125047301316403,0.05239580224363527,0.051158499999999996,0.04992119775636472,0.1086243256318354,-143.2762836185818,-5.0,0.0,3.0,0.051168759613621766,0.0006180669333636613,0.051242812500000005,,-11.21036864807028,,falling,-0.0020700000000000024,8.0,10.2614761337489,15.0,5.0,0.0,5.0,0.1086243256318354,36.59163143805733,-143.2762836185818,-0.00016125047301316403,0.0006180669333636613,0.051242812500000005,,-11.21036864807028,,0.0,3.0,,11.19999999999997,,22,base_score,confluence_bonus,momentum_score,0
1000PEPEUSDT,Buy,45,0.0096238,0.00969309,0.00954681,Bearish,2025-09-06T20:53:00.038676+00:00,2025-09-07T02:23:00.038676+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",Success,257,257.0,,5.04%,,62.53967866618423,7.041452922898829e-06,0.009620196093411982,0.009581685,0.009543173906588017,1.046790499421349,196.80105532194634,-5.0,3.0,0.0,0.009600795938430455,1.501358069801921e-05,0.0095924078125,,0.15811146034079415,,rising,2.3800000000000904e-05,8.0,20.0,7.0,5.0,0.0,5.0,1.046790499421349,62.53967866618423,196.80105532194634,7.041452922898829e-06,1.501358069801921e-05,0.0095924078125,,0.15811146034079415,,3.0,0.0,,5.0399999999999565,,20,base_score,confluence_bonus,trend_score,0
SUIUSDT,Sell,41,3.3253,3.30135784,3.3519024,Bearish,2025-09-06T20:53:00.946493+00:00,2025-09-07T02:23:00.946493+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",Fail,253,,253.0,5.04%,,53.311051638654135,0.0015256089593612162,3.3270391532080437,3.3193550000000003,3.311670846791957,0.8868350772715409,129.44843081829814,-5.0,0.0,3.0,3.328009093330942,0.00412637945782381,3.3191468750000004,,-11.015439349115907,,falling,-0.001100000000000101,12.0,4.0,15.0,5.0,0.0,5.0,0.8868350772715409,53.311051638654135,129.44843081829814,0.0015256089593612162,0.00412637945782381,3.3191468750000004,,-11.015439349115907,,0.0,3.0,,5.039999999999963,,24,confluence_bonus,base_score,momentum_score,0
HYPEUSDT,Sell,48,45.998,45.6668144,46.365984,Bearish,2025-09-06T20:53:05.469306+00:00,2025-09-07T02:23:05.469306+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Fail,222,,222.0,5.04%,,61.80671004984228,0.045701616212326455,45.93866729478915,45.720749999999995,45.50283270521084,1.1361358337075929,241.23314065510505,-5.0,0.0,3.0,45.916536559661175,0.11639377330470649,45.778171875000005,,-2.079389475842406,,rising,0.2189999999999941,26.0,4.0,8.0,5.0,0.0,5.0,1.1361358337075929,61.80671004984228,241.23314065510505,0.045701616212326455,0.11639377330470649,45.778171875000005,,-2.079389475842406,,0.0,3.0,,5.039999999999966,,17,confluence_bonus,momentum_score,base_score,0
FARTCOINUSDT,Sell,44,0.7357,0.73040296,0.7415856,Bearish,2025-09-06T20:53:09.128850+00:00,2025-09-07T02:23:09.128850+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Success,131,131.0,,5.04%,,64.79276932076561,0.0007067121319700906,0.7347842173350834,0.7309650000000001,0.7271457826649168,1.1198914050405413,249.7904442581775,-5.0,0.0,3.0,0.7325216613413666,0.002039628556250178,0.7326015625,,6.0462080541110925,,rising,0.0045000000000000595,26.0,0.0,8.0,5.0,0.0,5.0,1.1198914050405413,64.79276932076561,249.7904442581775,0.0007067121319700906,0.002039628556250178,0.7326015625,,6.0462080541110925,,0.0,3.0,,5.039999999999976,,21,confluence_bonus,momentum_score,base_score,0
WLDUSDT,Buy,45,0.9411,0.94808321,0.9335712,Bearish,2025-09-06T20:53:14.401769+00:00,2025-09-07T02:23:14.401769+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",Success,39,39.0,,5.19%,,69.99968537259987,0.0019240626461994098,0.9399152157610242,0.926145,0.9123747842389758,1.0430198139062314,196.10276207546406,-5.0,3.0,0.0,0.9248767831802351,0.003879561777373648,0.9327796875,,17.509512600966243,,rising,0.0121,8.0,20.0,7.0,5.0,0.0,5.0,1.0430198139062314,69.99968537259987,196.10276207546406,0.0019240626461994098,0.003879561777373648,0.9327796875,,17.509512600966243,,3.0,0.0,,5.194185357019244,,20,base_score,confluence_bonus,trend_score,0
LINEAUSDT,Buy,45,0.02914,0.02958012,0.02869988,Bearish,2025-09-06T20:53:18.991775+00:00,2025-09-07T02:23:18.991775+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",Success,3,3.0,,10.57%,,69.07171449289234,0.00011686302653431155,0.02893030280957406,0.0283005,0.02767069719042594,1.1664784494751306,228.4672262190225,-5.0,3.0,0.0,0.02849374770150577,0.0002445090649728925,0.028586718750000004,,11.31331618823515,,rising,0.0011000000000000003,8.0,20.0,7.0,5.0,0.0,5.0,1.1664784494751306,69.07171449289234,228.4672262190225,0.00011686302653431155,0.0002445090649728925,0.028586718750000004,,11.31331618823515,,3.0,0.0,,10.572457854009745,,20,base_score,confluence_bonus,trend_score,0
1000BONKUSDT,Sell,48,0.01992,0.01977658,0.02007936,Bearish,2025-09-06T20:53:22.540377+00:00,2025-09-07T02:23:22.540377+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Fail,269,,269.0,5.04%,,61.39182430921762,1.648623500408528e-05,0.01991232011471126,0.0198223,0.019732279885288743,1.042656495791941,182.58090291650453,-5.0,0.0,3.0,0.019877399022877867,3.710223068919501e-05,0.019866375,,-0.6958385262932592,,rising,6.300000000000056e-05,26.0,4.0,8.0,5.0,0.0,5.0,1.042656495791941,61.39182430921762,182.58090291650453,1.648623500408528e-05,3.710223068919501e-05,0.019866375,,-0.6958385262932592,,0.0,3.0,,5.039999999999987,,17,confluence_bonus,momentum_score,base_score,0
