Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,would_be_strong_if,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__estimated_profit_margin_pct
ETHUSDT,Sell,61,4261.64,4230.956192,4295.73312,Bearish,2025-09-06T15:52:39.248243+00:00,2025-09-06T21:22:39.248243+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",Success,29,29.0,,5.04%,26.19870943576474,-2.062409902926438,4307.816419498256,4285.1955,4262.574580501743,-0.020657438390488166,-131.8705972091361,-10.0,0.0,3.0,4288.768301071071,6.958263591775868,4268.25375,,-29.62726269040591,,falling,-32.349999999999454,-0.020657438390488166,26.19870943576474,-131.8705972091361,-2.062409902926438,6.958263591775868,4268.25375,,-29.62726269040591,,0.0,3.0,falling,5.039999999999963
BTCUSDT,Strong Sell,65,110340.6,109546.14768,111223.3248,Bearish,2025-09-06T15:52:40.149904+00:00,2025-09-06T21:22:40.149904+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",Inconclusive,300,,,5.04%,19.815675026703047,-35.613565242913644,110968.12972629095,110714.665,110461.20027370904,-0.23790346584674665,-247.7679432873324,-10.0,0.0,3.0,110734.73273207994,73.36879420743055,110602.1953125,,-32.51172263818169,,falling,-504.8999999999942,-0.23790346584674665,19.815675026703047,-247.7679432873324,-35.613565242913644,73.36879420743055,110602.1953125,,-32.51172263818169,,0.0,3.0,falling,5.039999999999979
SOLUSDT,Sell,47,200.94,199.493232,202.54752,Bearish,2025-09-06T15:52:41.867491+00:00,2025-09-06T21:22:41.867491+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.55}]}",Success,173,173.0,,5.04%,31.26206947555906,-0.07577811879378987,202.58209065423657,201.89,201.1979093457634,-0.1863262740109525,-227.11267605634043,-10.0,0.0,3.0,202.04330296917118,0.33397505087180546,201.63953125,,-15.73442238329051,,falling,-1.1100000000000136,-0.1863262740109525,31.26206947555906,-227.11267605634043,-0.07577811879378987,0.33397505087180546,201.63953125,,-15.73442238329051,,0.0,3.0,falling,5.039999999999971
ENAUSDT,Sell,55,0.7276,0.72202266,0.7334208,Bearish,2025-09-06T15:52:42.881272+00:00,2025-09-06T21:22:42.881272+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 10, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 9.97}]}",Fail,39,,39.0,5.37%,29.281719424707006,-0.0007782001215119283,0.7473263331612262,0.73681,0.7262936668387737,0.0621097268980959,-126.93784322301717,-10.0,0.0,3.0,0.7390840287171268,0.003098520110568334,0.7289546874999999,,-28.534099456623373,,falling,-0.011799999999999922,0.0621097268980959,29.281719424707006,-126.93784322301717,-0.0007782001215119283,0.003098520110568334,0.7289546874999999,,-28.534099456623373,,0.0,3.0,falling,5.365771494387171
WLFIUSDT,Sell,45,0.1917,0.18902599,0.19437401,Bearish,2025-09-06T15:52:43.751652+00:00,2025-09-06T21:22:43.751652+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.56}]}",Fail,11,,11.0,9.76%,36.81225868156608,-0.00021270959181509015,0.19768132615338227,0.19421000000000002,0.19073867384661777,0.13846669988724317,-105.02793296089455,-10.0,0.0,3.0,0.19420268136004787,0.0014855638121579785,0.19153906250000002,,-17.958254815120302,,falling,-0.003699999999999981,0.13846669988724317,36.81225868156608,-105.02793296089455,-0.00021270959181509015,0.0014855638121579785,0.19153906250000002,,-17.958254815120302,,0.0,3.0,falling,9.764269187892854
XRPUSDT,Sell,53,2.7998,2.77964144,2.8221984,Bearish,2025-09-06T15:52:47.259198+00:00,2025-09-06T21:22:47.259198+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 12, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",Inconclusive,300,,,5.04%,31.01325543145039,-0.0013792728532517314,2.8184768704505565,2.81039,2.8023031295494434,-0.15476503331837516,-252.5380710659966,-10.0,0.0,3.0,2.809367176580484,0.002914397867582496,2.8090625000000005,,-13.230476413409678,,falling,-0.012100000000000222,-0.15476503331837516,31.01325543145039,-252.5380710659966,-0.0013792728532517314,0.002914397867582496,2.8090625000000005,,-13.230476413409678,,0.0,3.0,falling,5.040000000000012
DOGEUSDT,Sell,44,0.21362,0.21208194,0.21532896,Bearish,2025-09-06T15:52:48.122444+00:00,2025-09-06T21:22:48.122444+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.7}]}",Fail,63,,63.0,5.04%,35.800602217400865,-0.00011426731692698087,0.2156188830501431,0.21477399999999996,0.21392911694985683,-0.18293475635738177,-217.13662988693844,-10.0,0.0,3.0,0.2145274573699003,0.00043521134726603344,0.21505046875,,4.329947119117927,,falling,-0.0007500000000000007,-0.18293475635738177,35.800602217400865,-217.13662988693844,-0.00011426731692698087,0.00043521134726603344,0.21505046875,,4.329947119117927,,0.0,3.0,falling,5.040000000000019
PUMPUSDT,Sell,55,0.004589,0.00453114,0.00464686,Bearish,2025-09-06T15:52:51.595471+00:00,2025-09-06T21:22:51.595471+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 10, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 10.13}]}",Success,173,173.0,,8.83%,29.26057792325105,-7.860637660213043e-06,0.004801369387705935,0.0046926500000000005,0.004583930612294066,0.023314092421334504,-135.2102884949606,-10.0,0.0,3.0,0.004727874048528178,3.214280821510023e-05,0.004612328125,,-29.3256255365727,,falling,-0.00012099999999999958,0.023314092421334504,29.26057792325105,-135.2102884949606,-7.860637660213043e-06,3.214280821510023e-05,0.004612328125,,-29.3256255365727,,0.0,3.0,falling,8.825438734152625
BNBUSDT,Sell,41,859.8,853.60944,866.6784,Bearish,2025-09-06T15:52:53.346986+00:00,2025-09-06T21:22:53.346986+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",Inconclusive,300,,,5.04%,37.059844031303236,-0.16976222044170222,863.8959018776386,861.9315,859.9670981223614,-0.0425315522917246,-145.71262147828307,-10.0,3.0,0.0,861.6709024410146,1.0135203855797086,860.97671875,,-6.386321671248152,,falling,-2.5400000000000773,-0.0425315522917246,37.059844031303236,-145.71262147828307,-0.16976222044170222,1.0135203855797086,860.97671875,,-6.386321671248152,,3.0,0.0,falling,5.0400000000000045
LINKUSDT,Sell,56,22.049,21.8902472,22.225392,Bearish,2025-09-06T15:52:54.236537+00:00,2025-09-06T21:22:54.236537+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 9, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 9.01}]}",Fail,54,,54.0,5.04%,29.535548102079687,-0.012192895963222879,22.279292638331608,22.16445,22.04960736166839,-0.002644321295702754,-152.58065283028256,-10.0,0.0,3.0,22.173109933810625,0.04186789653778233,22.092234375000004,,-23.029356090185907,,falling,-0.17800000000000082,-0.002644321295702754,29.535548102079687,-152.58065283028256,-0.012192895963222879,0.04186789653778233,22.092234375000004,,-23.029356090185907,,0.0,3.0,falling,5.039999999999952
